,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_top_CO2_scaled,feature_importance.B_top_CO2_fd3_scaled,feature_importance.B_low_CO2_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_low_CO2_fd1_scaled
20,20,0.918744971842317,0.9187227869619408,0.9100470894814443,0.9597910689998057,0.583728526861314,-0.013982732064660896,-0.9005271892938339,3.6303769882164914,3.071003868442096,0.15317779565567177,0.13869670152855992,0.11906677393403053,0.10064360418342715,0.08109412711182624,0.046259050683829406,0.05583266291230891,0.032421560740144774
21,21,0.9219629927594529,0.9220715558653914,0.9147087588091471,0.9680943477635553,0.7272947711493106,-0.24088603120869823,-0.5747608559162453,3.4375461885501446,3.034857651918484,0.12574416733708765,0.13499597747385356,0.0995172968624296,0.08809332260659695,0.08213998390989544,0.05092518101367656,0.05551086082059531,0.02751407884151248
22,22,0.9259855189058729,0.9260816268240712,0.9165302491103202,0.9732532621589561,0.20897957610505463,-0.06840123220918246,-0.8460050560722991,4.10621464492579,2.8325480089228425,0.14666130329847143,0.12582461786001606,0.10860820595333867,0.0859211584875302,0.07843925985518907,0.039662107803700684,0.04867256637168138,0.02582461786001613
23,23,0.918744971842317,0.9182334658406008,0.9019196900317012,0.9677556651403076,0.3710510262312547,-0.12966956524580395,-0.7553968044594231,3.8189360817547366,2.9709525871602303,0.12767497988736926,0.12091713596138372,0.10257441673370873,0.08543845534995978,0.07835880933226066,0.03990345937248587,0.03813354786806109,0.02687047465808525
24,24,0.9251810136765889,0.9248825356407114,0.9123604465709729,0.9643700159489633,1.1004375013006535,-0.1813644913417909,-0.9816985524826357,3.2778720817038005,3.1601882421722287,0.14448913917940467,0.12831858407079644,0.09710378117457766,0.09211584875301691,0.08913917940466616,0.045374094931617016,0.06307320997586482,0.03201930812550281
25,25,0.9058728881737731,0.9053306254276262,0.8897437006284956,0.9545580349420516,0.3441804309339919,0.4182277951832306,-0.7638790724601275,3.59211835661017,2.684431146680652,0.12075623491552692,0.12300884955752209,0.08897827835880925,0.07240547063555913,0.08672566371681412,0.05374094931617053,0.05929203539823007,0.02493966210780363
26,26,0.9243765084473049,0.9239626789530426,0.9082623014909282,0.9638196669845577,0.46206976045822934,-0.6898587216547625,-0.6390719299534339,3.6740402114552353,3.675116085221035,0.12952534191472242,0.13483507642799678,0.10064360418342719,0.08141592920353984,0.07819790828640387,0.04754625905068379,0.05575221238938051,0.025181013676588936
27,27,0.9348350764279968,0.9348147179598827,0.9258969352635251,0.9730963395542734,0.7900657940477839,0.1733593310797822,-0.863642048291104,3.590374116637503,2.6113798351258346,0.13531777956556718,0.13081255028157682,0.09702333065164928,0.08720836685438457,0.06870474658085277,0.04810941271118261,0.06251005631536603,0.028399034593724903
28,28,0.9251810136765889,0.924925419555697,0.9125909434840813,0.9628979686863396,0.6337096720247125,0.31068936597486574,-1.2018763707398272,3.7438878892355003,2.751268177361016,0.15422365245374098,0.12461786001609007,0.12469831053901848,0.09026548672566373,0.085679806918745,0.053901850362027326,0.057924376508447284,0.02590506838294452
29,29,0.9235720032180209,0.9232667707326672,0.9071396274190631,0.9661090010248989,0.8302517670952366,0.019656555964426847,-0.640507253781061,3.86738746780836,2.3135408422454975,0.13966210780370072,0.12534191472244566,0.11375703942075621,0.0765084473049075,0.07031375703942075,0.0267900241351569,0.04746580852775539,0.0189863234111022
30,30,0.9211584875301689,0.9212087812555282,0.9107966815751898,0.9678394835907906,1.1218536725565875,0.06455945560854995,-0.8890107625781744,2.96884451195097,3.086370446404804,0.14762670957361224,0.12646822204344327,0.1124698310539018,0.08913917940466616,0.0843925985518906,0.0470635559131134,0.06371681415929202,0.03185840707964597
31,31,0.912308930008045,0.9120995910102084,0.8968102970863032,0.9592302791027266,0.5668552327697646,0.10221579677451814,-0.8486106550831756,3.5845999477065567,2.9369183946364084,0.151005631536605,0.12727272727272726,0.09219629927594525,0.06846339501206758,0.07988736926790023,0.05100563153660496,0.04987932421560737,0.025663716814159233
32,32,0.9251810136765889,0.9252060917510916,0.9141742096287551,0.9644377660906588,0.9764350977848691,0.42943006867892547,-1.0297896694207092,3.3118786188254954,2.668917876851416,0.15848753016894612,0.12123893805309731,0.12115848753016892,0.09460981496379729,0.07884151246983107,0.05575221238938051,0.06363636363636363,0.019710378117457794
33,33,0.9308125502815768,0.9301464655702345,0.9109451065972805,0.9737403774670855,0.11400271246195262,0.3603863227478716,-0.6971492405805477,3.923901989853098,2.4985022792272567,0.1407079646017699,0.12775543041029763,0.11842316975060334,0.07843925985518907,0.07618664521319389,0.049074818986323376,0.048028962188254185,0.029123089300080496
34,34,0.912308930008045,0.9119606859086377,0.8941906527877281,0.9541639825891164,1.0134390266753062,0.2281977877887821,-1.054708534070401,3.8475053471829233,2.330725300317852,0.12847948511665325,0.12373290426387769,0.09324215607401443,0.0658889782783588,0.07932421560740145,0.0374094931617055,0.048833467417538176,0.021560740144810908
35,35,0.917940466613033,0.9177925244649239,0.9063157894736842,0.9663041902276353,0.3648507195232205,-0.3198422522119126,-0.9187323044947202,3.91674832226894,3.2721916728551808,0.13604183427192276,0.12751407884151245,0.10474658085277548,0.09300080450522927,0.07119871279163315,0.04054706355591307,0.05921158487530167,0.031858407079645955
36,36,0.916331456154465,0.9161037399714191,0.9055128292577561,0.9626149631094894,0.9498592233974936,-0.19894543934557335,-0.9563312833156061,3.49616831492599,3.13688277417266,0.13507642799678196,0.13765084473049075,0.0974255832662912,0.08664521319388577,0.09340305711987125,0.06315366049879323,0.06886564762670958,0.03201930812550276
37,37,0.9211584875301689,0.9209701105092807,0.9095657582595614,0.9718827749811955,0.9702308128687598,0.11339217278478698,-0.981721436829225,3.289767025079187,2.910246679535605,0.14569589702333066,0.12590506838294446,0.0928399034593725,0.0854384553499598,0.07715205148833468,0.06170555108608204,0.045695897023330614,0.0256637168141593
38,38,0.9275945293644409,0.9273567207679733,0.9144052564895843,0.969842953534282,0.7888375073007795,1.0258073485454995,-1.1874699144750642,3.5099432440546487,2.012580872310438,0.16677393403057122,0.13008849557522123,0.1218020917135961,0.09943684633950124,0.08390989541432022,0.058728881737731276,0.06033789219629926,0.026548672566371712
39,39,0.913113435237329,0.9124085011700541,0.8983213045091227,0.9681966881386799,-0.2963652882031041,0.6548367296532476,-0.7879683729047595,3.6404253853438067,2.9834955044211573,0.16645213193885758,0.12502011263073207,0.13708769106999194,0.08994368463395011,0.0899436846339501,0.05325824617860013,0.07071600965406274,0.02534191472244566
40,40,0.9066773934030571,0.9065161821301086,0.8946167122105566,0.9540716237595281,0.6209687791711709,0.34768351266660563,-0.725774813256896,3.274658454994762,2.8935404600098735,0.14456958970233305,0.1225261464199517,0.12445695897023328,0.09678197908286397,0.0880933226065969,0.054143201930812526,0.05116653258246175,0.018020917135961333
