,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.left_CO2_vd_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.left_CO2_vd_fd3_scaled,feature_importance.left_CO2_vd_fd1_scaled
57,57,0.9381818181818182,0.9379683371819676,0.8999999999999999,0.9816528925619835,2.392117180507519,1.7399386517398627,0.3350075304187703,-0.0233023060927183,1.563987551300186,0.09927272727272732,0.07927272727272733,0.0701818181818182,0.05309090909090915
58,58,0.9272727272727272,0.9262809917355372,0.8763882182520522,0.9580717849670046,3.0059569162430138,1.0938379946029737,-0.44634272792778573,-0.15048558739524934,2.783979655324013,0.11309090909090909,0.09309090909090907,0.07090909090909088,0.034909090909090904
59,59,0.9236363636363636,0.9221713619023373,0.8593404725480198,0.9620941696413394,2.6940324549925294,0.8425391791576793,0.5710612976683022,0.29140828372196703,1.9563174043444658,0.10327272727272722,0.06945454545454541,0.06654545454545449,0.020727272727272695
60,60,0.9527272727272728,0.9516860481566363,0.8974394273127753,0.969254772393539,2.5250510074755392,1.7298165640858754,0.28144604955350655,-0.026669177120939157,1.5408125952349403,0.12254545454545458,0.0843636363636364,0.05672727272727278,0.03709090909090913
61,61,0.9272727272727272,0.9247458446243333,0.8466666666666667,0.9448,2.266062866651778,0.8041499706335278,0.46084131748510376,-0.25821833029902613,2.807472434600996,0.07636363636363633,0.058181818181818154,0.08072727272727272,0.043999999999999984
62,62,0.9418181818181818,0.9403844613536243,0.8809961484593838,0.9712009803921569,2.4429551449478315,0.9023551398938023,0.28260957809377457,-0.020516693432639108,2.59117436190015,0.10909090909090904,0.0727272727272727,0.06727272727272723,0.05272727272727268
63,63,0.9236363636363636,0.9198283254194926,0.8288888888888889,0.9624888888888888,2.371272581128641,1.2049512706282512,0.47172832685812294,0.015286785981630722,2.2701231787032055,0.09418181818181813,0.06036363636363632,0.057090909090909046,0.02872727272727269
64,64,0.9272727272727272,0.9256207028265852,0.8637925255572314,0.9594436065024301,1.686696082566144,1.1757796231132063,0.10825111650194805,1.0139150136390305,2.021995914636939,0.09418181818181816,0.07381818181818181,0.07745454545454544,0.0356363636363636
65,65,0.9418181818181818,0.9414110943522709,0.9022727272727272,0.9685123966942148,2.9495495508963963,1.5951658271320492,0.15058792317415542,0.17184407766330845,1.1688977343394034,0.1352727272727272,0.07199999999999994,0.05963636363636358,0.02872727272727269
66,66,0.9163636363636364,0.9155191886854758,0.863029132464188,0.9641075164976662,2.447091763039826,0.8553044118260555,0.19136663822420483,0.16018247125821033,2.5271849339188055,0.10981818181818184,0.06545454545454547,0.06000000000000002,0.040000000000000015
67,67,0.9309090909090909,0.9299417049770815,0.8603864734299517,0.962512077294686,2.623988254568528,0.6227181729821335,0.1434054598357862,0.7027762325838793,2.2478461053833168,0.09781818181818182,0.08181818181818182,0.07054545454545454,0.03236363636363635
68,68,0.9054545454545454,0.9031878109248527,0.8237323214901691,0.9429113487409451,2.4473506693983538,1.3422881021250623,0.08054575156970696,0.08304528281688447,2.6078204623376138,0.0923636363636363,0.054181818181818144,0.04727272727272723,0.038181818181818136
69,69,0.9418181818181818,0.9413656565656565,0.8961397058823529,0.9712885154061626,3.1888285440516726,1.0484336533931327,0.2999704549502817,0.1382647249481681,1.4805682034338392,0.10036363636363635,0.07636363636363631,0.04836363636363632,0.030909090909090865
70,70,0.9272727272727272,0.9256640220765782,0.865909090909091,0.965206611570248,2.307909607970658,1.7259193083918745,0.27465406559842764,0.10523917676848454,1.459515606613443,0.08727272727272725,0.0996363636363636,0.05090909090909088,0.04254545454545451
71,71,0.9272727272727272,0.926353957499675,0.8813953488372093,0.963953488372093,2.139516123442199,1.8004477611454954,0.30499772105661627,0.21710138563907974,1.565455027069581,0.13272727272727272,0.08254545454545453,0.06690909090909088,0.02618181818181815
72,72,0.9309090909090909,0.9311539649144341,0.892571817100119,0.9666836647968723,2.689082184597859,0.9719584013698535,0.14393175794174434,0.03916304549893477,2.4895165553141134,0.1021818181818182,0.08436363636363636,0.05672727272727274,0.03818181818181817
73,73,0.9309090909090909,0.9301549686268787,0.880048600636836,0.9573487514663985,2.782224182384856,1.3758298385178687,0.3547858995884217,0.3658714162057716,1.3953263075495481,0.09636363636363636,0.0978181818181818,0.08327272727272728,0.04218181818181819
74,74,0.9090909090909091,0.9082186179637455,0.8558929692404269,0.9588041431261771,3.491107345998503,1.336492056402226,0.4950574071514238,-0.3942516945779069,1.3512532927270446,0.11854545454545451,0.05745454545454541,0.07527272727272724,0.026545454545454504
