,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_CO2_scaled,feature_importance.front_CO2_vd_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.front_CO2_vd_fd3_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd1_scaled
39,39,0.9053497942386831,0.9052190545894878,0.8946016381236038,0.9617274758004468,3.0247639870937424,1.2035605587592173,0.525702711261515,1.5880706021382296,0.04340202421654931,0.10617283950617282,0.008641975308641959,0.023456790123456785,0.023868312757201617,-0.0024691358024691245,-0.006172839506172811,-0.005349794238683115,0.00781893004115225,-0.00864197530864198,-0.009876543209876543,-0.007407407407407418,-0.0074074074074073955
40,40,0.9300411522633745,0.9304011393173159,0.9240072486605736,0.9774661203907973,3.3987455139493443,1.07426050802662,1.1121192289706616,0.8114671656614058,-0.047182990677512526,0.07777777777777779,0.03292181069958846,0.029218106995884764,0.017695473251028816,-0.0012345679012345846,0.01563786008230452,-0.0008230452674897082,0.0074074074074073955,-0.0032921810699588438,-0.0037037037037036978,0.006172839506172811,0.0
41,41,0.8724279835390947,0.8704896261314605,0.8506535947712419,0.9558460421205519,2.644367322950756,1.369034599489204,0.8635053252017388,2.227043667443743,-0.6585625776905307,0.056790123456790145,0.0024691358024691466,0.016049382716049408,0.0012345679012345956,-0.0024691358024691245,0.0049382716049383045,1.1102230246251566e-17,0.0041152263374485964,-0.006995884773662531,-0.006172839506172811,-0.0004115226337448541,0.003292181069958866
42,42,0.934156378600823,0.934156378600823,0.9244755244755245,0.9804972804972805,3.0542777101739738,0.8313500488274939,0.7229204025961117,1.6854178879973514,0.2319302964106213,0.09259259259259256,0.04609053497942382,0.03333333333333331,0.02139917695473247,-0.0028806584362139898,0.0004115226337448208,0.0008230452674896971,0.011111111111111082,-0.0020576131687242926,-0.00823045267489716,0.0037037037037036757,-0.0016460905349794386
43,43,0.8806584362139918,0.8832415169317189,0.8830409356725146,0.9501299545159194,3.348432018410724,1.156617704977654,1.5118737233385597,1.1541770081078855,-0.5437514812526881,0.05020576131687241,0.013168724279835375,0.010288065843621375,-0.005761316872427991,-0.009053497942386834,-0.005761316872428002,-0.006995884773662542,-0.01028806584362143,-0.007407407407407385,-0.0041152263374485635,-0.011934156378600813,-0.01069958847736625
44,44,0.9135802469135802,0.914415843801915,0.9135802469135802,0.970202713001067,3.2257028475222076,0.8238153220578043,1.1477631599231997,1.069359233299542,0.1377389282652796,0.04567901234567896,0.02345679012345674,0.009876543209876487,-0.004938271604938327,0.000823045267489686,0.0020576131687242262,-0.004115226337448619,-0.004115226337448619,-0.0028806584362140453,-0.004526748971193473,0.0008230452674896748,-0.0028806584362140565
45,45,0.9135802469135802,0.9139741905922966,0.9069401840490797,0.9414110429447853,2.4577001989067395,0.8306659036106236,0.752758462786548,2.0004626921599598,0.4297518458893853,0.12139917695473246,0.04279835390946497,0.036625514403292134,0.015226337448559623,0.008230452674897082,0.003703703703703687,0.003292181069958833,0.02057613168724274,0.002057613168724237,0.007407407407407374,0.006995884773662519,0.005761316872427957
46,46,0.9094650205761317,0.9104818105516918,0.9102377300613497,0.9608128834355828,2.8816110752211084,0.9469258143183261,0.6814212998268648,1.3254630744983464,0.48974236604720356,0.11111111111111108,0.04238683127572014,0.025925925925925908,0.002057613168724259,-0.0057613168724280125,0.005761316872427957,-0.0012345679012346067,-0.004115226337448585,0.003292181069958833,-0.0037037037037037203,-0.0020576131687242926,-0.002880658436214001
47,47,0.897119341563786,0.8966790286449818,0.8828369322412509,0.9562174236783321,3.251808225173117,0.9084153626877804,0.9138866003630903,0.8534634411471383,0.44452885741358655,0.10041152263374489,0.014403292181069994,0.019341563786008254,0.007407407407407441,-0.0024691358024691136,0.007818930041152273,-0.0012345679012345512,0.0024691358024691466,-0.004526748971193395,-0.0024691358024691245,1.1102230246251566e-17,-0.011522633744855914
48,48,0.9135802469135802,0.9139991067173572,0.9059440559440559,0.9612276612276611,2.788927826744084,0.8078050843503984,1.2164715094308984,1.54202678993541,0.24380535767690836,0.09547325102880654,0.03209876543209873,0.02469135802469131,0.0032921810699588216,0.006172839506172811,-0.0008230452674897526,0.0016460905349793941,0.007407407407407374,0.0028806584362139564,-0.0037037037037037533,0.006995884773662508,-0.0004115226337448763
