,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.righttop_CO2_scaled,feature_importance.rightlow_CO2_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.right_CO2_vd_fd1_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled,feature_importance.right_CO2_vd_fd3_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.right_CO2_vd_scaled
50,50,0.9563636363636364,0.9556265906545861,0.9095177894166516,0.9922340617662995,3.3219979908711377,0.8345681155551227,1.698203180267024,0.7828932020284228,1.055979697763731,0.03854545454545459,0.020363636363636407,0.003272727272727294,0.0036363636363636598,0.006545454545454588,0.006909090909090953,0.002909090909090928,-0.0003636363636363438,0.001090909090909109,-0.0007272727272727098,0.0036363636363636598,-0.0014545454545454195
51,51,0.9818181818181818,0.981608895856178,0.9592963090720938,0.9976716109003104,4.095916730558588,1.750412095080831,2.172941379576386,-0.0261067975639374,-0.39769592918760666,0.052000000000000005,0.03890909090909091,0.006909090909090943,0.006909090909090943,0.01018181818181817,0.005454545454545467,0.0025454545454545617,0.0,0.01345454545454543,0.005818181818181845,0.003272727272727294,0.004000000000000026
52,52,0.9563636363636364,0.9551423739659034,0.9091848085174004,0.9942793580168441,2.833375405752058,0.6231276558228117,1.867454335332932,1.494429833728094,1.2478146371918302,0.10909090909090913,0.024727272727272785,-0.0007272727272727098,-0.0007272727272727098,0.001454545454545475,-0.0003636363636363549,-0.0032727272727271937,-0.002545454545454484,-0.0003636363636363438,0.004000000000000026,-0.0003636363636363549,0.0
53,53,0.9636363636363636,0.9634123723106774,0.9406976744186046,0.993798449612403,3.2894305080673583,1.28159286665859,2.039906915269327,0.8703507601739102,0.25405559654526993,0.05199999999999999,0.018909090909090886,0.004727272727272714,0.005090909090909079,0.005454545454545434,0.0036363636363636377,0.0032727272727272718,0.004727272727272714,0.0036363636363636155,0.005454545454545434,0.004727272727272724,0.0003636363636363549
54,54,0.9490909090909091,0.9487693396703408,0.9183145009416196,0.9884651600753296,3.060201400609368,1.7635113928146013,1.8210265828466614,0.35111051570294033,0.886084104309629,0.07345454545454547,0.027636363636363646,0.000363636363636366,-0.0025454545454545617,-0.0018181818181818299,-0.002909090909090928,-0.001454545454545464,0.0,-0.002909090909090928,0.0,0.003272727272727294,-0.001454545454545464
55,55,0.9454545454545454,0.9452507745073068,0.9073818558123491,0.9904277337012763,3.5412326303080204,1.2812819702503528,1.626085016135124,1.0948651469926818,0.5680991977340428,0.09599999999999999,0.010909090909090879,-0.0061818181818182215,-0.014545454545454539,-0.0018181818181818299,-0.0036363636363636598,-0.0007272727272727431,-0.000727272727272732,0.0021818181818181958,-0.002909090909090928,-0.006545454545454588,0.0021818181818181737
56,56,0.9709090909090909,0.9711353535353535,0.958325808199386,0.9966588405273614,2.7014422492214107,1.6015226371537081,1.7699102602829355,1.0724168645398757,0.6361447833422447,0.07781818181818187,0.021090909090909115,-0.006545454545454477,-0.0003636363636363549,0.0,-0.00618181818181811,0.0,-0.002545454545454484,-0.0010909090909090647,-0.005818181818181745,-0.005090909090909035,-0.0014545454545454195
57,57,0.9636363636363636,0.9633819339701694,0.9363636363636363,0.9933884297520662,2.641368008043429,0.5479077233285212,1.917936249526751,1.7201420985697147,0.9329610495168185,0.11527272727272726,0.025454545454545452,0.006181818181818144,0.008727272727272684,0.0029090909090909167,0.009818181818181771,0.0065454545454544984,0.0,0.0,0.0,0.0032727272727272826,0.0021818181818181737
58,58,0.9563636363636364,0.9557685950413224,0.9206502494769033,0.9904233059713503,3.5110805440910178,1.133591764192153,2.3877416051700306,1.1510239263480484,-0.23600834989138822,0.05527272727272734,0.03381818181818188,-0.00290909090909085,-0.0036363636363635488,-0.002909090909090839,0.0,0.001454545454545475,0.0,0.011636363636363712,0.0018181818181818299,0.0,0.0
59,59,0.9672727272727273,0.9671536553334305,0.9438211796702363,0.9960904300526942,3.096096159800347,1.4879216441284169,1.6672751685458302,1.8921704091937965,-0.25978679411531347,0.08836363636363638,0.014181818181818174,-0.0029090909090909167,-0.004000000000000015,-0.004000000000000015,0.0,-0.001454545454545464,0.003272727272727294,-0.002909090909090928,0.001454545454545464,-0.003999999999999981,-0.0018181818181818299
60,60,0.96,0.960162035456635,0.9347008076358296,0.993208516886931,3.0679582234572638,1.5894095531685368,1.5250365679348565,0.3340032470447363,1.2738068578574475,0.07599999999999997,0.039999999999999945,0.0,0.0,-0.00036363636363637706,0.00618181818181811,-0.000363636363636366,0.0,0.0014545454545454195,0.0,0.0,-0.0010909090909091202
61,61,0.9636363636363636,0.963911701044054,0.9466666666666668,0.9953777777777778,3.4869235104452625,1.0053838267223765,1.6291051341585125,1.1063222331135059,0.5484570620253383,0.07999999999999999,0.018909090909090875,0.0,-0.003272727272727294,-0.01345454545454543,-0.003272727272727294,-0.0025454545454545617,0.0,0.0072727272727272085,-0.002909090909090928,-0.006909090909090943,-0.0025454545454545617
62,62,0.96,0.9598465236278639,0.930015756302521,0.9942226890756303,2.7373246978881323,1.5773090250052617,1.723979965110708,1.0107360197188333,0.5627222955932869,0.09199999999999994,0.017090909090909056,0.0007272727272727098,-0.0018181818181818299,-0.002909090909090928,0.0043636363636362805,-0.0010909090909090979,-0.00545454545454549,0.00618181818181811,-0.0036363636363636598,-0.0036363636363636598,-0.0021818181818181958
