,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_CO2_scaled,feature_importance.backtop_temperature_scaled,feature_importance.back_CO2_vd_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd3_scaled,feature_importance.backtop_humidity_scaled,feature_importance.back_CO2_vd_fd3_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_humidity_fd3_scaled,feature_importance.backtop_humidity_fd2_scaled,feature_importance.backtop_humidity_fd3_scaled
13,13,0.9053497942386831,0.905196877167463,0.8912576687116565,0.9749233128834356,1.8357584137164833,1.706771487018938,1.6385739477982841,1.9888711426292782,0.6454755616362932,0.003292181069958855,0.014814814814814791,0.02304526748971193,0.008230452674897104,0.009876543209876543,-0.004526748971193406,0.006172839506172823,-0.013580246913580252,-0.009053497942386824,-0.003292181069958833,-0.0032921810699588438,-0.009876543209876543,-0.005761316872427968,-0.011111111111111105,-0.0024691358024691358,0.010288065843621385,-0.0020576131687242705,-0.009053497942386812,-0.010699588477366262,-0.010699588477366262,-0.006995884773662553,-0.004526748971193406,-0.011522633744855982,-0.007818930041152273,-0.0065843621399176875,-0.010699588477366262,-0.009465020576131678,-0.008230452674897127
14,14,0.9465020576131687,0.9469342145535735,0.9469175402910343,0.9865435769050227,2.0962579097211917,1.4487856949986597,1.486696239146069,1.707710139800457,1.163837840287977,0.009053497942386846,0.006995884773662586,0.007407407407407418,0.013580246913580285,0.0016460905349794386,-0.0004115226337448541,1.1102230246251566e-17,-0.0028806584362139785,-0.004115226337448541,-0.004938271604938249,-0.0008230452674897082,-0.0004115226337448541,-0.0012345679012345622,-0.0020576131687242705,-0.0008230452674897082,0.0004115226337448541,-0.0028806584362139785,-0.0012345679012345622,-0.0016460905349794165,-0.003703703703703687,-0.005761316872427957,-0.003703703703703687,-0.0008230452674897082,-0.0024691358024691245,-0.004526748971193395,-0.006995884773662519,-0.004115226337448541,-0.004115226337448541
15,15,0.9670781893004116,0.9671590456536693,0.9667329796640142,0.9923371647509579,2.990256460781305,1.2863605351960432,1.7426343402187714,1.2723333907940273,0.30499508256599506,0.043621399176954775,0.05720164609053503,0.020164609053497973,0.0012345679012346177,0.02263374485596712,0.0028806584362140565,0.0020576131687243373,-0.0020576131687242705,0.0012345679012345956,0.0008230452674897303,0.0,-0.0016460905349793941,0.0028806584362140453,0.0004115226337448985,0.0016460905349794496,0.004526748971193473,0.0037037037037037646,-0.0008230452674897082,0.0,0.0,0.0008230452674897303,0.0012345679012345956,-0.0012345679012345622,-0.0004115226337448541,0.0004115226337448763,0.0012345679012346067,0.0,0.0004115226337448652
16,16,0.9629629629629629,0.9632576926074601,0.9701986754966887,0.9920817736826951,1.7574635862871786,1.436930383454402,2.418394316319311,0.7450311384017368,1.1843881940408758,0.03539094650205754,0.0473251028806584,0.03168724279835387,0.030864197530864158,0.029629629629629596,0.007818930041152227,0.010699588477366207,0.004526748971193395,0.007407407407407374,0.010288065843621352,0.010699588477366207,0.006172839506172811,0.0028806584362139676,0.008641975308641936,0.004938271604938249,0.008641975308641936,0.003703703703703687,0.004938271604938249,0.009465020576131643,0.006584362139917666,0.007407407407407374,0.006995884773662519,0.0028806584362139676,0.004526748971193395,0.007407407407407374,0.006172839506172811,0.0016460905349794165,0.002057613168724259
17,17,0.934156378600823,0.934156378600823,0.9283819628647214,0.9815060418508694,1.5264873364141178,2.085120136558666,2.050220164604601,1.4443514709552139,0.6956303071105435,0.009465020576131656,0.024691358024691322,0.020987654320987627,0.021810699588477332,0.018106995884773637,0.003292181069958833,0.006995884773662508,0.0016460905349794052,-0.003703703703703709,0.0028806584362139785,-0.006172839506172878,0.003703703703703687,0.000411522633744843,-0.0004115226337448652,0.004115226337448541,0.00905349794238679,0.0020576131687242705,0.0004115226337448541,0.0008230452674897082,-0.012345679012345723,0.0016460905349794052,0.0024691358024691245,-0.0008230452674897193,0.0008230452674897082,0.0020576131687242705,-0.0004115226337448652,0.0020576131687242705,0.0
18,18,0.9382716049382716,0.9381971150753262,0.9323289070480082,0.985553772070626,2.444705679417486,0.8053608904313708,0.9078104023071305,1.9543946324581523,1.9598462643032761,0.031275720164609014,0.034979423868312695,0.007818930041152227,0.022222222222222164,0.01275720164609051,-0.004115226337448641,-0.004115226337448608,-0.002057613168724326,-0.004526748971193473,-0.007818930041152328,-0.0032921810699588993,-1.1102230246251566e-17,-0.0032921810699588993,-0.0032921810699588993,-0.005349794238683192,0.0012345679012345401,-0.005761316872428046,-0.006995884773662619,-0.005761316872428058,-0.005761316872428068,-0.0004115226337448763,-0.006172839506172922,-0.0037037037037037424,-0.0069958847736626304,-0.004526748971193495,-0.002880658436214034,-0.002057613168724326,-2.2204460492503132e-17
19,19,0.9423868312757202,0.9430763389759502,0.9474358974358974,0.9871794871794871,2.6725675149823327,1.5428258639781611,1.4055291560427274,1.5316996266198426,0.4259582246001294,0.011111111111111172,0.00905349794238688,0.006584362139917766,0.006995884773662586,0.007407407407407441,-0.003703703703703687,-0.005349794238683103,-0.0012345679012345622,-0.0020576131687242705,0.0024691358024691913,-0.0028806584362139676,-0.003292181069958833,-0.005761316872427957,-0.005761316872427957,-0.003292181069958833,-0.0024691358024691024,-0.000823045267489686,-0.0012345679012345512,-0.0012345679012345512,-0.003703703703703687,-0.004938271604938249,-0.0008230452674896748,-0.002057613168724259,-0.0020576131687242705,3.3306690738754695e-17,-0.001646090534979383,-0.002057613168724259,-0.0032921810699588104
20,20,0.9670781893004116,0.9674021728496704,0.9724629687992437,0.9933028679483138,2.4244901571751747,1.7386897696136205,1.2612956706537546,1.4680985158530138,0.82576087188225,0.019341563786008275,0.045679012345679046,0.038271604938271656,0.03168724279835396,0.016872427983539152,-0.0016460905349794052,0.013168724279835443,0.005761316872428058,0.0032921810699588884,0.0004115226337448652,0.0008230452674897303,0.0028806584362140453,0.0008230452674897303,0.004526748971193484,0.005761316872428058,0.014403292181070004,0.0020576131687243147,0.004526748971193495,0.008230452674897193,0.0020576131687243147,0.004526748971193506,0.0008230452674897303,0.00493827160493836,0.00246913580246918,0.004526748971193495,0.008641975308642047,-0.0028806584362139785,-0.0016460905349794052
21,21,0.9423868312757202,0.9427999102509732,0.939588997281305,0.9896049896049895,2.095299338291593,1.493325168659487,1.4344176431271465,1.5583255321693938,1.2960170127192712,0.008641975308642025,0.010288065843621463,0.013168724279835453,0.002057613168724348,0.00534979423868317,0.0028806584362140453,-0.0012345679012345178,-0.0008230452674897082,2.2204460492503132e-17,0.0,-0.0004115226337448541,0.002057613168724326,2.2204460492503132e-17,0.001646090534979472,0.0012345679012346067,-0.0016460905349794052,0.0032921810699589214,0.0032921810699589214,0.0032921810699589214,0.0,-0.0028806584362139785,0.0020576131687243373,-0.0016460905349794165,0.0032921810699589214,0.0,1.1102230246251566e-17,0.0,0.0004115226337448985
22,22,0.9259259259259259,0.9264528646551119,0.9268997185602132,0.9831136127981039,1.4600893231373575,1.5588239448535242,2.0396488950577845,1.9604346361694087,0.6688080199558699,0.03168724279835391,0.0279835390946502,0.028395061728395055,0.019753086419753086,0.01316872427983542,0.0028806584362139785,0.0012345679012345622,0.0016460905349794165,0.0024691358024691245,0.0,0.0,-0.0004115226337448541,-0.0016460905349794165,0.009053497942386834,0.005349794238683103,0.013580246913580275,0.0016460905349794165,-0.0004115226337448541,0.0,0.0,0.003703703703703687,0.0024691358024691245,0.0004115226337448541,0.004115226337448541,0.0,-0.0024691358024691245,0.0,-0.009876543209876498
23,23,0.9547325102880658,0.9553709700569604,0.9634809328710998,0.9903876457611094,2.5224449855622773,0.6604718846178385,1.3208214920922041,2.2133447986861614,0.9698526499613,0.016872427983539086,0.013580246913580252,0.029218106995884775,0.006995884773662531,0.006172839506172823,0.0008230452674897082,-0.005349794238683103,0.0020576131687242705,0.0,-0.003292181069958833,0.0004115226337448541,0.004115226337448541,0.0020576131687242705,0.004938271604938249,-0.0004115226337448541,-0.003703703703703687,-0.003703703703703687,-0.004115226337448541,-0.003703703703703687,0.003703703703703687,0.003703703703703687,0.0004115226337448541,0.0028806584362139785,0.003292181069958833,-0.007407407407407374,-0.0016460905349794165,0.003703703703703687,0.0
