,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.righttop_CO2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.rightlow_temperature_scaled,feature_importance.righttop_humidity_scaled,feature_importance.righttop_temperature_scaled,feature_importance.rightlow_humidity_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.right_CO2_vd_fd3_scaled,feature_importance.rightlow_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.right_CO2_vd_scaled,feature_importance.rightlow_temperature_fd3_scaled,feature_importance.righttop_temperature_fd3_scaled,feature_importance.right_CO2_vd_fd1_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.righttop_temperature_fd2_scaled,feature_importance.righttop_humidity_fd2_scaled,feature_importance.righttop_humidity_fd1_scaled,feature_importance.rightlow_temperature_fd1_scaled,feature_importance.righttop_humidity_fd3_scaled,feature_importance.rightlow_temperature_fd2_scaled,feature_importance.rightlow_humidity_fd2_scaled,feature_importance.rightlow_humidity_fd3_scaled,feature_importance.rightlow_humidity_fd1_scaled,feature_importance.righttop_temperature_fd1_scaled
10,10,0.9709090909090909,0.9709090909090909,0.959271327014218,0.9984449052132701,2.5554125934705145,1.961078281652931,1.6864790972006958,1.562083667177572,1.5634176386665506,0.031636363636363685,-0.0003636363636363438,-0.0014545454545454085,-0.003272727272727205,-0.0014545454545454195,-0.00036363636363633266,-0.0021818181818181294,-0.006545454545454477,-0.0039999999999999255,-0.003999999999999915,-0.0025454545454544953,-0.007999999999999941,0.0010909090909090979,-0.008727272727272672,-0.0021818181818181403,-0.003999999999999948,-0.0010909090909090647,-0.003272727272727205,-0.003636363636363593,-0.002909090909090839,-0.006909090909090842,-0.0018181818181817965,-0.008363636363636318,0.000727272727272732,-0.003636363636363571,-0.004727272727272647,-0.006545454545454488,-0.005818181818181755
11,11,0.9636363636363636,0.963890793302558,0.9487506374298827,0.996260411354751,3.1464959636075176,1.6861288437833548,1.6212748212113703,1.8614642037355533,1.2724376355163138,0.0058181818181818005,-0.000727272727272732,0.0032727272727272718,0.000363636363636366,-0.0010909090909090979,-0.0029090909090909167,-0.000363636363636366,-0.0036363636363636598,-0.0025454545454545617,0.0014545454545454527,-0.000727272727272732,0.009090909090909061,-0.000727272727272732,0.0021818181818181958,-0.003272727272727294,0.0014545454545454527,0.0,0.000363636363636366,-0.001454545454545464,0.000363636363636366,-0.000727272727272732,-0.0021818181818181958,0.005090909090909068,-0.0018181818181818299,0.0010909090909090979,0.000363636363636366,-0.003272727272727294,-0.0021818181818181958
12,12,0.9745454545454545,0.9748161047618865,0.9695584684373922,0.9982752673335633,2.9712230241032636,1.7047520738189597,1.1727211300059135,1.524111624612491,1.891932478953402,0.028727272727272678,0.0032727272727271937,0.0021818181818181294,0.0021818181818181403,0.00290909090909085,0.0032727272727272384,0.0036363636363635488,-1.1102230246251566e-17,0.003999999999999915,-0.003272727272727294,-0.000727272727272732,-0.00036363636363638817,-0.003272727272727294,0.00036363636363633266,-0.00036363636363638817,-0.0007272727272727541,-0.003272727272727294,-0.0010909090909090979,-0.005818181818181856,0.003272727272727205,0.0003636363636363549,-0.0036363636363636598,0.0010909090909090534,-0.003636363636363671,0.003272727272727205,0.002545454545454484,-0.0014545454545454861,-0.00036363636363638817
13,13,0.9854545454545455,0.9856478681136216,0.9909502262443439,0.9994972347913524,3.147882480080392,2.4071422725802623,1.1805118466653288,1.1864655604837415,1.3464662625106416,0.03600000000000001,0.0036363636363636598,-0.005818181818181789,-0.0018181818181818078,-0.007272727272727253,0.00036363636363637706,0.0036363636363636598,0.0036363636363636598,0.0036363636363636598,0.0010909090909090979,0.0025454545454545617,0.014545454545454561,-0.000363636363636366,0.000727272727272732,-0.0007272727272727208,-0.0014545454545454417,0.003272727272727294,0.0,0.0010909090909090979,0.000727272727272732,-0.000363636363636366,0.0010909090909090979,-0.0021818181818181958,0.000363636363636366,-0.0018181818181818188,-0.001454545454545464,0.0025454545454545617,-0.0010909090909090979
14,14,0.9927272727272727,0.9927272727272727,0.9895880660305922,0.9996213842192943,2.7336569915703253,1.4786027971274565,1.5327031750460947,1.6316775170416062,1.8193337052092309,0.038545454545454494,0.002909090909090839,0.004727272727272658,0.010909090909090868,0.0007272727272727098,0.011636363636363601,0.0003636363636363549,0.003999999999999915,0.0018181818181817744,0.0007272727272727098,0.0014545454545454195,0.007999999999999941,0.0003636363636363549,0.002545454545454484,0.002909090909090861,0.002545454545454506,0.0003636363636363549,0.0003636363636363549,0.008727272727272684,0.002909090909090839,0.0,0.003999999999999915,0.0014545454545454306,0.0007272727272727098,0.004727272727272647,0.0003636363636363549,0.0,0.0003636363636363549
15,15,0.9490909090909091,0.9488270262432942,0.9258754305396096,0.9910304247990814,2.7034384669878686,1.9402272042960966,2.1689078746761976,1.023919848576587,1.7578051891719413,0.023636363636363622,-0.005818181818181856,0.011636363636363634,0.019636363636363664,0.013090909090909075,0.02072727272727275,0.0,-0.006545454545454554,-0.002181818181818185,-0.004727272727272758,-0.000363636363636366,0.000363636363636366,-0.00436363636363638,-0.005090909090909102,0.009454545454545438,-0.0058181818181818334,-0.004000000000000026,-0.0010909090909090979,-0.001454545454545464,-0.000727272727272732,-0.009454545454545448,-0.006545454545454565,-0.009090909090909084,-0.0036363636363636598,-0.001454545454545464,-0.0025454545454545617,-0.00545454545454549,0.000727272727272732
16,16,0.9745454545454545,0.9746356712842651,0.9626891041985381,0.9965153833078362,2.6946234002674148,1.20084829751662,1.9484529655501146,1.6773543464910055,1.6083870947791523,-0.0025454545454545842,-0.003272727272727294,0.011636363636363601,0.009454545454545405,0.0069090909090908535,0.011272727272727222,0.0,-0.003272727272727294,-0.0036363636363636598,-0.0036363636363636598,0.0,0.0010909090909090313,-0.003272727272727294,-0.002909090909090928,0.006545454545454477,0.0,0.0,-0.0036363636363636598,-0.001090909090909109,0.00363636363636356,-0.000727272727272732,-0.0025454545454545617,-0.0010909090909090979,-0.0036363636363636598,-0.003272727272727294,0.0032727272727271937,-0.003272727272727294,-1.1102230246251566e-17
17,17,0.9818181818181818,0.9816298162300783,0.9620026092628833,0.99926614481409,2.6006571490985477,1.1111368698359212,1.8658903972178187,1.6025264880665508,1.988251600818283,0.036363636363636334,0.001454545454545464,0.011636363636363622,0.017454545454545434,0.012363636363636344,0.022181818181818157,0.000727272727272732,0.0018181818181818299,-0.0025454545454545617,-0.0036363636363636598,-0.0018181818181818299,0.017454545454545434,-0.0010909090909090979,-0.001454545454545464,0.000363636363636366,0.0036363636363636485,0.0,-0.0036363636363636598,0.005454545454545467,0.0061818181818182,-0.000727272727272732,0.001454545454545464,0.008363636363636373,0.0,-0.0010909090909090979,-0.000363636363636366,0.0,0.0032727272727272826
18,18,0.9818181818181818,0.9817727475558801,0.9731102585961922,0.9970161977834612,3.219281791407395,1.491469846278128,1.4083111865658637,1.3225724678833477,1.3876856196798297,0.036363636363636355,0.0061818181818182215,0.01709090909090909,0.025818181818181785,0.016363636363636358,0.025090909090909073,0.0072727272727273196,0.006909090909090943,0.0036363636363636598,0.0069090909090909315,0.00436363636363637,0.01963636363636362,0.008363636363636361,0.0010909090909090979,0.016363636363636358,0.008363636363636384,0.004000000000000026,0.0032727272727272826,0.010181818181818191,0.001454545454545464,0.004000000000000026,0.004727272727272758,0.00690909090909092,0.0043636363636363916,0.001454545454545464,0.0021818181818181958,0.0018181818181818299,0.0
19,19,0.9781818181818182,0.9780791891035793,0.9669290251311793,0.998273957470312,2.576731761124468,1.906453083240607,0.8840702102526312,1.9860308040060628,2.221349224664058,0.04109090909090907,-0.005090909090909113,0.004363636363636347,0.002181818181818185,0.003999999999999981,0.009090909090909049,-0.005090909090909123,-0.000363636363636366,-0.002909090909090928,-0.000363636363636366,0.0029090909090909167,0.011999999999999978,-0.0010909090909090979,-0.0018181818181818299,0.0,0.006545454545454521,-0.000363636363636366,-0.000363636363636366,0.0,0.000363636363636366,0.0007272727272727208,-0.005090909090909123,0.009818181818181792,0.000727272727272732,0.005090909090909046,0.0032727272727272826,0.0021818181818181958,-0.0018181818181818299
20,20,0.9745454545454545,0.9750471455127775,0.9762038073908175,0.9952407614781635,2.7294044368397725,2.442081887847764,1.2468905129778618,1.8177628908234564,1.2126651777406587,0.021454545454545382,0.006545454545454477,0.003636363636363593,0.0065454545454544984,0.003272727272727227,0.002909090909090861,0.0036363636363635488,0.0036363636363635488,0.0036363636363635488,0.0036363636363635488,-0.001818181818181841,0.005090909090909024,0.004727272727272647,0.00727272727272722,0.0010909090909090647,-0.0007272727272727431,0.0007272727272727098,-0.0021818181818181958,-0.002909090909090928,0.0003636363636363549,0.0003636363636363549,0.0010909090909090647,-0.0036363636363636598,-1.1102230246251566e-17,0.0018181818181817744,0.0003636363636363549,0.0010909090909090647,-0.000363636363636366
21,21,0.9890909090909091,0.9890522447742759,0.9792190380425674,0.9994134405899111,3.345987348548762,1.8432104147650474,1.4597626662897953,0.7742283720197165,1.707986301073859,0.02909090909090911,0.002909090909090928,0.007272727272727308,0.010181818181818236,0.006909090909090953,0.01490909090909095,-0.0003636363636363549,0.006545454545454588,-0.0007272727272727098,1.1102230246251566e-17,0.001454545454545464,0.01054545454545459,0.00036363636363637706,-0.0021818181818181294,0.0043636363636363916,-0.0014545454545453972,0.0,0.000727272727272732,0.005818181818181845,0.000363636363636366,0.0,1.1102230246251566e-17,-0.002545454545454484,0.0010909090909090979,0.0036363636363636598,-0.002181818181818118,0.004000000000000026,0.000727272727272732
22,22,0.9854545454545455,0.9855512067840836,0.9840909090909091,0.997685950413223,2.7631631247734463,2.8557717344095925,1.1689780185976082,1.2044840838969504,1.0743218936851509,0.023636363636363657,0.0,0.016000000000000004,0.01563636363636366,0.01454545454545455,0.018545454545454566,0.0,0.0036363636363636598,0.0,0.0,0.003272727272727294,0.0021818181818181958,0.0,0.0010909090909090979,0.007272727272727308,0.006545454545454588,0.0,0.002909090909090928,0.00545454545454549,0.008727272727272783,0.0018181818181818299,0.0025454545454545617,0.0036363636363636598,0.0036363636363636598,0.0025454545454545617,0.004000000000000026,0.0021818181818181958,0.0036363636363636598
23,23,0.9745454545454545,0.9746248414146798,0.9649213411727315,0.9960273319561418,2.3463502839797847,2.2062420451179556,1.4745079194258055,1.5346464924799632,2.3470805953536207,0.03381818181818177,0.006909090909090842,0.009454545454545405,0.009454545454545393,0.00545454545454539,0.01999999999999994,0.0,0.0032727272727272163,0.004727272727272647,0.0003636363636363549,-0.0003636363636363993,0.009090909090909028,0.003999999999999915,-0.0010909090909091202,0.006909090909090842,-0.0036363636363636598,0.0003636363636363549,-0.002909090909090928,-0.0014545454545454861,0.0007272727272727098,-0.003272727272727294,-2.2204460492503132e-17,-0.003272727272727316,0.002545454545454506,0.0,0.0010909090909090424,0.003272727272727227,0.0003636363636363438
24,24,0.9672727272727273,0.9673747961045881,0.9539965040521214,0.9948355315429843,2.585262571270767,1.8706456139828371,1.674356987711681,1.2189707909932221,1.7283601026576307,0.038545454545454536,0.005818181818181845,0.02254545454545457,0.02072727272727274,0.016727272727272723,0.02072727272727274,0.000363636363636366,0.002909090909090928,0.0,0.0,0.0,0.0007272727272727208,0.003272727272727294,0.0036363636363636598,0.012363636363636354,0.004727272727272747,-0.0010909090909090868,-0.0025454545454545617,0.00872727272727274,0.0021818181818181958,0.005454545454545478,0.002909090909090928,0.00436363636363637,0.003272727272727294,0.003272727272727294,0.005454545454545478,0.008363636363636384,0.001454545454545464
