,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.right_CO2_vd_fd3_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.right_CO2_vd_scaled,feature_importance.right_CO2_vd_fd1_scaled
46,46,0.92,0.9187555555555557,0.8548206278026906,0.9460158675405312,1.1329445731683194,1.030084916961269,0.1468925457348602,1.5270158039276516,1.919664644385408,0.08690909090909095,0.022909090909090934,0.03272727272727274,0.028363636363636403
47,47,0.8909090909090909,0.8873754444493217,0.815235499015599,0.9295017416325912,1.3246590696890659,0.2836829906324267,0.1573089715331105,2.7369527114802117,1.5315437572798534,0.10909090909090904,0.030181818181818143,0.024727272727272688,0.012363636363636321
48,48,0.9236363636363636,0.9233585291113381,0.8737038925718171,0.9451810300866905,1.0407463945011668,0.9872593675365495,-0.09033350245170642,2.559640305564784,1.380764265040495,0.12109090909090905,0.05672727272727268,0.04981818181818178,0.03563636363636359
49,49,0.8727272727272727,0.8722518071837158,0.7888064849948258,0.9200586409106588,1.4730585252981558,0.8719857875021503,0.036368082397465175,2.209685133229018,1.3898325556295184,0.05599999999999995,0.03236363636363633,0.03309090909090906,0.011999999999999955
50,50,0.9054545454545454,0.9054545454545454,0.8385858768286076,0.947263861296731,1.2231153917316708,0.747226134146505,-0.04217247029526333,1.4776294371023255,2.5715231809204795,0.05199999999999997,0.041818181818181754,0.020363636363636306,0.03490909090909085
51,51,0.9127272727272727,0.9120664629488159,0.8503363228699552,0.9495515695067265,1.287155577662702,0.3459395127331456,0.01460443873367219,2.3241558006273637,2.0418519807908257,0.07963636363636363,0.026181818181818174,0.04254545454545453,0.013090909090909087
52,52,0.8945454545454545,0.891996240253121,0.819481964087081,0.939377085650723,1.3585053818503994,0.8690939248175368,0.2784719676663077,2.417349595354039,1.0137225829245722,0.07527272727272727,0.029454545454545435,0.03563636363636363,0.010909090909090879
53,53,0.9018181818181819,0.8988442573863986,0.8290697674418605,0.9413178294573643,1.1706561611352055,0.6237363171092764,0.5687665701806779,1.8786543535457483,1.8573561155399458,0.08800000000000005,0.0352727272727273,0.034181818181818216,0.03600000000000002
54,54,0.9018181818181819,0.8995051294823504,0.8327840552416823,0.9296139359698682,1.363321594317119,0.8598466709541106,-0.00832905326830476,2.2536007784682686,1.4562479693322503,0.10509090909090912,0.04109090909090912,0.05854545454545459,0.030545454545454587
55,55,0.8909090909090909,0.8909090909090909,0.8221369437737152,0.9110900310451879,1.6426238287957375,0.9169153401214977,0.02767226966707673,2.1410051023724246,1.3444345647505354,0.08909090909090904,0.04290909090909086,0.05599999999999997,0.020727272727272695
56,56,0.92,0.9206222222222222,0.8714105111070978,0.9446451146830414,1.7092891199581928,0.2103013794775857,0.34325711034876266,2.4396355403849825,1.499148343209627,0.09309090909090914,0.05600000000000005,0.0461818181818182,0.013090909090909153
57,57,0.9236363636363636,0.9228244129870679,0.8704545454545455,0.9388429752066115,1.3443389381635251,0.4653811977366455,-0.016184153613981154,1.9849597442921818,2.2144427770060724,0.11636363636363631,0.051999999999999956,0.03999999999999998,0.02399999999999993
58,58,0.8763636363636363,0.8707467532467533,0.7730162562369225,0.9410107838403348,1.7136314766688756,0.661995361683368,0.015851647329930076,2.0727925227563824,1.476763441707435,0.07272727272727271,0.021818181818181803,0.021818181818181803,0.0010909090909090758
59,59,0.8872727272727273,0.8831629188726206,0.7865459799422063,0.9388067312595615,1.6134803600841143,0.2234428814401401,0.2424481742061459,2.687523749165681,1.3357398062002754,0.0756363636363637,0.01745454545454552,0.02981818181818189,0.018181818181818243
60,60,0.9054545454545454,0.9029196310935441,0.8113069016152716,0.9394273127753303,1.1656411340728434,0.20728718429788032,0.04314420783703842,2.6149779829632793,2.1079278841960973,0.10363636363636357,0.03163636363636359,0.025090909090909053,0.016727272727272667
61,61,0.8909090909090909,0.8871187669365,0.7855555555555556,0.9295111111111111,1.6241426149131144,0.2853197147537242,0.3978748163066428,2.0910265921418514,1.8724410543321242,0.08472727272727269,0.03199999999999996,0.014909090909090872,0.004363636363636325
62,62,0.8981818181818182,0.8947422715395841,0.8012079831932774,0.9264705882352942,1.217770789237063,0.6769542003178557,-0.051006106604600726,2.47383753469163,1.7216503900601388,0.07490909090909093,0.03963636363636367,0.04545454545454547,0.023636363636363667
