,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd3_scaled
59,59,0.9745454545454545,0.9740571206341124,0.9411439741628421,0.9961754207037226,2.302610026038132,1.242964920451615,1.8374423650352332,1.1924181029226277,1.6935555989377915,0.2461818181818181,-0.0007272727272727653,0.0003636363636363438,-0.00036363636363637706,0.0021818181818181294,-0.00036363636363637706,0.0003636363636363438,0.0010909090909090534
60,60,0.9563636363636364,0.9563636363636364,0.924284140969163,0.9942180616740088,2.4985557026288863,1.761308610339747,1.567108724435588,0.6065053453048982,1.601767089614921,0.17709090909090913,-0.0025454545454544953,-0.002545454545454484,-0.005818181818181745,-0.002545454545454484,-0.0036363636363635488,-0.003999999999999915,-0.0036363636363635488
61,61,0.9672727272727273,0.9671437210239873,0.9411111111111111,0.994488888888889,1.7224850549571544,1.4924453247088414,1.760468990689206,1.347140811564032,1.892031136438083,0.256,-0.0025454545454545396,0.00436363636363638,0.0043636363636363916,0.000727272727272732,0.0036363636363636598,0.003272727272727294,0.001454545454545464
62,62,0.9636363636363636,0.9633535353535353,0.9322478991596639,0.9957107843137255,2.354222445141576,1.320588045099195,1.9063709069763244,0.8798786983887519,1.379836077834946,0.19963636363636367,-0.0043636363636363916,-0.0025454545454545617,-0.000363636363636366,0.0,-0.003272727272727294,-0.000363636363636366,0.0
63,63,0.9636363636363636,0.9633457566453775,0.9311111111111111,0.9947555555555555,1.8274036463417824,0.8987303139734973,2.1459494113586652,1.0833016814448695,2.020720340405428,0.23381818181818184,-0.0010909090909090979,0.000727272727272732,-0.000363636363636366,0.0021818181818181958,0.000363636363636366,0.0,-0.0036363636363636598
64,64,0.9745454545454545,0.974267620020429,0.9491788168258757,0.9953913189207307,3.0194339210125345,1.2608676887085202,1.68182629837933,1.1489647509388705,1.0402896463732252,0.23418181818181819,0.0007272727272726986,-0.003272727272727294,-0.006545454545454588,-0.006909090909090953,-0.0036363636363636598,-0.001454545454545475,0.0003636363636363549
65,65,0.9672727272727273,0.9673828726220526,0.9522727272727273,0.9961157024793389,2.7874635557138694,1.2726102831722224,1.746941000697319,0.8326548738986085,1.2942877372672699,0.2341818181818182,0.0018181818181818299,0.001454545454545464,-0.003272727272727294,-0.003999999999999992,-0.0021818181818181958,-0.0036363636363636598,0.001454545454545464
66,66,0.9527272727272728,0.9525721891563004,0.9248350233381619,0.9921133107999356,2.2788159344532035,1.299857470893968,1.7307021015552382,0.8866101765396527,2.120104775812253,0.21527272727272734,-0.00036363636363633266,0.000727272727272732,0.0,-0.00727272727272722,-0.010545454545454502,-0.0036363636363636264,-0.003272727272727294
67,67,0.9709090909090909,0.9709090909090909,0.9468599033816425,0.9972946859903382,2.300696910601487,1.2259374503147529,1.8639845490360454,1.233516564998584,1.473846071700842,0.18581818181818185,-0.007999999999999952,-0.00545454545454539,-0.005818181818181745,-0.009454545454545405,-0.003272727272727205,-0.0072727272727272085,-0.010909090909090868
68,68,0.9527272727272728,0.9528992655284789,0.9266126250431184,0.9917212832011039,2.1547465017937397,0.5661343273668051,1.9721888207184328,2.2522093245593093,1.520774261953276,0.2581818181818182,0.000363636363636366,0.010545454545454613,-0.0036363636363636485,-0.00436363636363637,-0.000363636363636366,0.0043636363636363916,-0.000363636363636366
69,69,0.9781818181818182,0.9778330897926348,0.9487482492997199,0.9959733893557423,2.6128877284643384,1.5531628384196026,2.054912189820167,0.8257833912113248,1.1081258810754302,0.1887272727272727,0.0010909090909090868,0.000363636363636366,-0.002909090909090928,0.0,0.003272727272727294,-0.006545454545454588,-0.006909090909090953
70,70,0.9636363636363636,0.9633819339701694,0.9363636363636363,0.9950413223140496,2.0704608291799156,1.8420727059267197,1.2880324792628812,0.8606510932121236,2.128684152546778,0.2694545454545454,-0.003272727272727294,-0.002909090909090928,-0.002909090909090928,-0.0061818181818182215,-0.0036363636363636598,-0.0036363636363636598,-0.003272727272727294
71,71,0.9672727272727273,0.966749352596429,0.937015503875969,0.9956589147286821,2.6217106584303562,1.0176162455467508,2.4169526852670655,0.8814859645388929,1.2904004499380655,0.20981818181818182,0.001454545454545464,-0.001454545454545464,-0.0025454545454545396,-0.000363636363636366,0.001454545454545464,0.0010909090909090979,0.003272727272727294
72,72,0.96,0.9598544676297485,0.9321349651538331,0.9937106918238994,2.7973058262684103,1.158781363184269,1.6395682806883536,0.5166306498643598,1.9041598367648769,0.20509090909090907,-0.0003636363636363993,0.0010909090909090647,0.003272727272727205,-0.003272727272727294,0.0036363636363635488,0.0010909090909090647,0.0032727272727271937
73,73,0.9454545454545454,0.9463492583640009,0.9310792693145635,0.9918719624601978,2.35120208342161,1.8062919546780372,1.670200878961026,0.9788906956854246,1.4095330413454614,0.17818181818181816,0.001454545454545464,0.0069090909090908535,-0.000363636363636366,-0.008727272727272773,-0.0036363636363636598,-0.00909090909090915,0.000363636363636366
74,74,0.9672727272727273,0.9669587024669483,0.942208097928437,0.9938010043942248,2.5823778772036436,1.0732311474529237,2.1916895895044184,0.869802514632261,1.2731726302804423,0.21818181818181817,0.0021818181818181958,0.0043636363636363916,0.0010909090909090979,-0.000727272727272732,0.0,0.0010909090909090979,0.004000000000000026
75,75,0.96,0.9595269770879528,0.9224439775910365,0.9956232492997199,2.668198363411506,0.7371240873304052,1.9329117751939788,0.6743573656383014,1.939422027006976,0.23163636363636364,-0.0025454545454545617,-0.0025454545454545617,-0.00545454545454549,-0.0025454545454545617,-0.0025454545454545617,-0.006909090909090953,-0.004000000000000026
76,76,0.9636363636363636,0.9631404958677686,0.9317157572831161,0.9923547400611621,3.226608447068194,1.5775977511027333,1.9150723997469365,0.10253224205250107,1.291833613823656,0.20509090909090907,0.004727272727272724,0.0018181818181818188,0.003272727272727294,0.00727272727272722,0.007272727272727231,0.004000000000000015,-0.0007272727272727431
77,77,0.9636363636363636,0.9633113746157225,0.9260489842415036,0.9957281184735143,1.85924939862719,1.1615396831440568,1.892948589104787,1.793265487811855,1.4301240104880497,0.22290909090909095,-0.0032727272727272826,-0.005090909090909113,-0.0058181818181818334,-0.005090909090909123,-0.004727272727272747,-0.008727272727272717,-0.0010909090909090979
78,78,0.9672727272727273,0.9679935750523985,0.96165797914996,0.9948877305533279,2.3554211707469976,1.5336676585239617,1.8711345293776036,1.655061428500007,0.8600990135037025,0.17454545454545456,0.003272727272727294,0.005818181818181845,0.002545454545454551,0.003272727272727294,0.009454545454545448,0.0043636363636363916,-0.003999999999999971
79,79,0.9781818181818182,0.9781818181818182,0.9676318267419963,0.9971751412429379,2.6375917793102768,1.446128650469054,2.4395783037347893,0.763048250071279,0.5738605882180859,0.19818181818181818,0.0007272727272727098,0.005090909090909079,-0.0021818181818181958,-0.001454545454545464,0.000363636363636366,0.000363636363636366,0.0007272727272727208
80,80,0.96,0.9591693155329519,0.9249481635071091,0.9962233412322276,2.14466555789417,1.2132794932204138,1.7577965790251688,1.3083427357236719,1.5370691999195811,0.2727272727272727,-0.0010909090909091313,-0.0036363636363636598,0.002545454545454484,-2.2204460492503132e-17,0.005454545454545379,0.0021818181818181403,-0.004727272727272758
