,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.righttop_CO2_scaled,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled
44,44,0.9563636363636364,0.9560418953244065,0.9227010028896822,0.9890362060173381,3.4771899215982676,1.095959683197355,1.9439651835504985,-0.23801908503397354,1.60096200738443,0.05090909090909097,0.028363636363636424,0.001090909090909109,0.001454545454545464,0.002909090909090928,0.0010909090909090979,-0.0007272727272726875,0.004727272727272758
45,45,0.9418181818181818,0.9411014095759858,0.9040140952964608,0.990424390991267,3.1997347477285736,1.1367707843872072,1.673437225428659,1.3125276770006609,0.7829281604850619,0.11927272727272724,0.017818181818181768,-0.0025454545454545617,-0.002909090909090928,-0.0003636363636363993,0.002545454545454484,-0.0003636363636363993,0.0003636363636363438
46,46,0.9709090909090909,0.9704565656565658,0.9378233873749569,0.9967230079337702,2.9223477060391048,1.0350926659040687,1.7797768542843184,1.639450276689703,0.316381609755033,0.08872727272727277,0.012727272727272754,0.003272727272727294,-0.00290909090909085,-0.0032727272727271937,0.004000000000000026,0.006545454545454588,0.00036363636363638817
47,47,0.9672727272727273,0.9669814483037623,0.9445706497046797,0.9946236559139785,2.232091995819578,1.6400912531965377,1.5901788020313707,0.5152562209564899,1.7892520418534135,0.1672727272727273,0.00690909090909092,-0.0021818181818181958,0.007272727272727297,0.000363636363636366,-0.0018181818181818299,0.0010909090909090979,0.0
48,48,0.9709090909090909,0.9704685510567862,0.9388917219105899,0.9926908040115587,2.5035588281359438,1.631078593062735,1.22820629644511,1.7948431979320725,0.4587954383378783,0.04036363636363639,0.02581818181818184,0.001090909090909109,0.0007272727272727541,0.00036363636363637706,0.001454545454545475,0.00036363636363637706,0.005090909090909123
49,49,0.9490909090909091,0.94829898989899,0.9022507761296998,0.9899965505346672,2.908099086445839,1.5003086955043545,2.4032939828912143,0.7205803854269587,0.2170319934303493,0.03272727272727274,0.00436363636363637,0.000363636363636366,-0.003272727272727294,-0.001454545454545464,-0.0021818181818181958,0.000363636363636366,-0.0010909090909090979
50,50,0.96,0.9595002891844996,0.9197218710493047,0.9920534585515622,3.608991947332555,1.1851718875824988,2.320803707901819,-0.12168973804746461,0.5117099588720282,0.029090909090909056,0.016363636363636337,0.0003636363636363438,-0.0021818181818181958,0.0018181818181817744,-0.002545454545454573,0.002545454545454506,0.0069090909090908535
51,51,0.9818181818181818,0.981608895856178,0.9592963090720938,0.997412901000345,3.3599403161531742,1.37851333069483,2.0798934805445897,0.40273119094193405,0.3261577680470158,0.048363636363636345,0.030545454545454508,0.000363636363636366,0.005090909090909123,0.006545454545454588,-0.0025454545454545617,0.005818181818181856,0.0036363636363636598
52,52,0.96,0.9590330566477355,0.9178054981725727,0.9942793580168441,2.948947603651343,0.987403382113014,1.7252751145252896,1.5589101504235954,0.6333917188952694,0.09636363636363632,0.020727272727272695,0.006545454545454477,0.0014545454545454195,0.005818181818181745,0.00290909090909085,0.0,0.002545454545454484
53,53,0.96,0.9598783364854061,0.9383720930232557,0.9954263565891472,3.0670107903501473,1.5980479972073582,1.7540284722780133,0.8571948394146068,0.30477109399472313,0.11127272727272726,0.0018181818181817854,0.0003636363636363549,-0.0061818181818182215,0.0007272727272726765,-0.002909090909090928,-0.003272727272727294,-0.008000000000000052
54,54,0.9490909090909091,0.9487693396703408,0.9183145009416196,0.9895637162586315,2.3799842047132302,1.4157122647020939,1.694190094510624,1.0484349076573565,1.4608249059561298,0.12836363636363637,0.015999999999999993,0.0021818181818181958,0.0025454545454545617,0.001454545454545464,0.003272727272727294,0.0,0.006545454545454588
55,55,0.9454545454545454,0.9448266875685342,0.9000086236633322,0.9896516040013799,2.984723607524911,0.9671628831756837,1.6341659811581664,1.710439953433196,0.5530865663674807,0.11818181818181817,0.011636363636363611,-0.0061818181818182215,0.0036363636363636264,-0.015272727272727282,-0.005818181818181856,-0.007636363636363686,0.000727272727272732
56,56,0.9745454545454545,0.974645792738919,0.960538197579917,0.9973812533863103,2.544227336454524,1.993255739539939,1.8633679597700024,1.045873981699943,0.09560526270869991,0.1105454545454545,0.023999999999999945,0.0010909090909090647,0.005818181818181755,0.0007272727272727098,-0.003272727272727294,0.0007272727272726986,0.0007272727272726986
57,57,0.9563636363636364,0.9557368689444161,0.9181818181818182,0.9941322314049587,2.399692449747118,0.8571538870622657,1.2652319394365907,2.3226728753415617,0.8893655074911587,0.08000000000000004,0.03418181818181826,-0.0039999999999999255,1.1102230246251566e-17,0.001090909090909109,0.00036363636363638817,-0.00036363636363633266,-0.003636363636363582
58,58,0.9527272727272728,0.9522499762135298,0.9183566714952519,0.9887333011427651,3.4527910159385433,0.7335661494836337,1.9479190702537617,1.3697781624659717,0.3676059443055311,0.1152727272727273,0.015272727272727304,0.0,0.013818181818181818,-0.002909090909090928,0.003272727272727294,-0.0036363636363636485,-0.005090909090909068
59,59,0.9672727272727273,0.9671536553334305,0.9438211796702363,0.9952405235424103,2.451392228899235,1.5044727746610784,1.5440854881805575,1.9751323853799039,0.40782751888446656,0.07527272727272728,0.025090909090909087,0.000363636363636366,0.0018181818181818299,-0.003999999999999959,0.006909090909090943,-0.0007272727272727208,0.000363636363636366
60,60,0.96,0.960162035456635,0.9347008076358296,0.993575624082232,2.930124231200253,1.8949402680007048,1.8417396642880417,-0.05957436532869066,1.0605145296990957,0.09818181818181816,0.02036363636363634,-0.001454545454545475,-3.3306690738754695e-17,-1.1102230246251566e-17,-0.002909090909090928,0.0007272727272726986,-0.003272727272727294
61,61,0.96,0.9601534763721361,0.9366666666666668,0.9954666666666666,2.809292409023497,1.2507552082482405,1.823353327864526,1.2417036519020979,0.5010693773251722,0.10109090909090905,0.00290909090909085,-0.010545454545454613,-0.00036363636363637706,-0.013454545454545464,-0.004727272727272758,-0.009818181818181882,-0.009454545454545516
62,62,0.9672727272727273,0.967147155695525,0.9420518207282913,0.9952731092436975,1.8033077747863502,1.5269954064105484,1.7855497190369902,1.4774820876488306,0.9721672074561044,0.12472727272727273,0.012363636363636377,0.0,0.010545454545454525,0.002909090909090939,-0.003272727272727294,0.003272727272727294,0.0
63,63,0.9563636363636364,0.9560149079744528,0.9188888888888889,0.9916444444444444,2.269851353104497,1.1362796539271427,2.6707037510919416,1.326773673460607,0.29789416846280947,0.04945454545454554,0.011636363636363677,-0.0007272727272726986,-0.00290909090909085,0.0018181818181818299,-0.0032727272727272163,2.2204460492503132e-17,-0.002545454545454484
64,64,0.9709090909090909,0.9709090909090909,0.9539131892073068,0.9962292609351432,2.787566383692613,1.1132851782107547,1.5517430174175022,2.0883140425263824,0.2216778930375606,0.0403636363636364,0.04036363636363639,0.0,0.003272727272727294,0.005818181818181856,-0.0021818181818181403,0.0003636363636363993,-0.003999999999999915
65,65,0.96,0.96013462209362,0.9409090909090909,0.9948760330578513,2.5870089206070546,1.605641978925653,1.7026485837809042,1.7518550393273227,-0.17497653765402252,0.09927272727272726,0.01927272727272722,-0.007636363636363686,0.0036363636363635488,-0.005818181818181856,-0.002181818181818218,-0.0061818181818182215,-0.004727272727272758
66,66,0.9527272727272728,0.951911021845491,0.9118783196523419,0.9914694994366651,2.910608962094136,1.2965258671577555,1.54332850530742,2.1767876348296964,-0.06309292137423728,0.0661818181818182,0.03563636363636367,-0.002909090909090928,0.0010909090909090979,-0.012363636363636332,-0.0036363636363636485,-0.007272727272727231,-0.0032727272727272826
67,67,0.9854545454545455,0.9854545454545455,0.9734299516908214,0.9981642512077294,2.3622247215018857,1.104991932137169,2.1570200281712664,1.7756186019460731,0.14776009419521757,0.06109090909090912,0.016000000000000025,-0.0021818181818181958,-0.001454545454545464,-0.006181818181818144,-0.0018181818181818299,0.001454545454545464,0.0010909090909090979
68,68,0.96,0.9601455323702515,0.9384701621248707,0.991117626767851,2.900054993022019,1.0591438461498304,1.2063319012210352,1.6242291040229995,1.1951835402355921,0.0774545454545454,0.025818181818181775,-0.000363636363636366,0.010545454545454502,0.0,0.0072727272727272085,-0.002909090909090928,0.0003636363636363438
69,69,0.9745454545454545,0.9742444399650608,0.9465161064425771,0.9970238095238094,2.7216645691440076,1.3117878590743093,1.967376721159682,1.1847109591810514,0.47521303489458044,0.03999999999999994,0.021454545454545382,0.003999999999999915,0.0003636363636363549,0.0018181818181817633,0.003272727272727205,0.004363636363636292,0.0007272727272727098
70,70,0.9709090909090909,0.9707055471761354,0.9477272727272728,0.9957851239669422,2.5015495763059703,2.1926928427770016,1.3129040928245717,1.4331784549271709,0.3464234602377701,0.14109090909090916,0.031272727272727306,-0.002545454545454473,-0.002909090909090828,-0.005818181818181745,0.001090909090909109,-0.006181818181818122,0.0
71,71,0.96,0.9593603198400799,0.9263565891472869,0.9936434108527132,2.580547242988035,1.3112615924325366,2.542089913177594,1.1126974881977236,0.4109069866337971,0.0636363636363636,0.05018181818181815,0.0014545454545454195,-0.0036363636363636598,0.0036363636363635488,0.00290909090909085,0.002909090909090839,0.00363636363636356
72,72,0.96,0.9595517039160747,0.9249532551419344,0.9941356450790413,3.1758463191547346,0.8270787722856171,2.1516579955613753,0.7205268399123017,0.6560239322823467,0.050545454545454525,0.01927272727272724,-0.006909090909090953,-0.0036363636363636598,-0.0072727272727273196,-0.004000000000000026,-0.0036363636363636598,-0.002909090909090939
73,73,0.9490909090909091,0.9494380165289257,0.9263448969331323,0.9906150494385788,2.887321142271123,1.75732520816516,1.0740102642753926,1.9890491982942466,0.16881454445590796,0.0312727272727273,0.028727272727272747,0.004727272727272747,0.004727272727272758,-0.0025454545454545617,0.004727272727272758,0.000727272727272732,0.0010909090909090979
74,74,0.9563636363636364,0.9560880054317206,0.9291038920276209,0.9938010043942248,3.4861210897253465,1.0433860101560475,2.687038440061654,0.2847082402053267,0.21173230635727444,0.03636363636363643,0.016363636363636413,-0.002545454545454484,-0.006181818181818122,-0.005818181818181745,-0.009090909090909038,-0.00545454545454539,-0.0069090909090908535
75,75,0.96,0.9595269770879528,0.9224439775910365,0.9922093837535013,2.6350599266025223,0.8810779917080173,1.7538207137365343,1.6760857189272313,0.8913032530028107,0.14363636363636362,0.0072727272727272085,0.0,0.0,-0.001818181818181841,-0.0061818181818182215,-0.003272727272727294,-0.002909090909090928
76,76,0.9527272727272728,0.951911021845491,0.9118783196523419,0.9902623531305328,3.1621193470350604,0.4229437989606881,1.9658274012821126,1.8138625891200204,0.5671190419373368,0.057090909090909116,0.0334545454545455,0.0,-0.002909090909090928,0.006545454545454588,0.0,-0.005454545454545412,0.0
77,77,0.9745454545454545,0.9744333226686167,0.9499715207898234,0.9944940193658629,3.2894248413955625,0.5893982173424759,1.9205656941146547,0.6134140416541038,1.1596856534318227,0.030181818181818133,0.01818181818181811,0.00363636363636356,0.0003636363636363438,0.003999999999999915,-1.1102230246251566e-17,0.00363636363636356,0.002545454545454484
78,78,0.9636363636363636,0.9639708776072412,0.9405573376102646,0.9951884522854851,2.6990474583256394,1.0792541232962125,1.197545553894391,1.8151893849557845,1.0013994180206889,0.1330909090909091,0.0076363636363635965,-0.000363636363636366,-0.001454545454545464,0.0010909090909090979,0.000727272727272732,-0.001454545454545464,-0.0043636363636363916
79,79,0.9636363636363636,0.9636363636363636,0.9460530445699937,0.9943502824858756,2.81894932409544,0.9504781120480477,2.170752311340378,0.6513542395799402,1.27594155461842,0.15527272727272726,0.006181818181818166,-0.0065454545454545765,-0.0021818181818181958,-0.008363636363636373,-0.009090909090909116,0.002545454545454551,-0.006909090909090953
80,80,0.96,0.9589050283686561,0.9195053317535544,0.9957049763033176,2.7644541241797174,1.1313618946620345,1.4734153877550782,1.8170857218974423,0.5744649881680426,0.14836363636363634,0.014181818181818129,-0.001818181818181841,0.002909090909090839,-0.001454545454545475,-0.002181818181818218,0.0014545454545454085,-0.0007272727272727431
81,81,0.96,0.9598618652353907,0.9340909090909091,0.9931404958677685,2.4775250377289044,2.2719227399861213,1.879622240610345,1.7025375362287227,-0.5789284942512255,0.11636363636363636,0.018181818181818153,-0.009454545454545516,-0.0061818181818182215,-0.005818181818181856,-0.00545454545454549,0.00036363636363633266,-0.009454545454545516
82,82,0.9563636363636364,0.9556265906545861,0.9095177894166516,0.9892541087231352,2.596099176983069,0.4259884753554037,2.309329055052751,1.1637603242150172,1.305710771399976,0.04545454545454551,0.016363636363636424,0.0072727272727273196,-0.0032727272727271937,0.0061818181818182215,0.002909090909090928,0.010181818181818247,-0.0003636363636363549
