,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_scaled
12,12,0.8436213991769548,0.8407254991617132,0.8146551724137931,0.8807839669908636,1.8454552008172014,1.6371378376172692,-0.32104063334936184,0.9340191407149766,0.009513656054138425,0.10164609053497946,0.12016460905349799,0.08765432098765438,0.0407407407407408
13,13,0.8106995884773662,0.8079850694971331,0.7729677914110429,0.8299079754601226,0.5673704750673891,1.3704817960572364,0.5948549001228163,1.104567367038064,0.9405679396359047,0.13086419753086415,0.11399176954732507,0.08395061728395058,0.06666666666666664
14,14,0.8436213991769548,0.8404778235025148,0.801987169457049,0.8627757784384291,1.3810837089202257,0.8592656537272576,0.0023455229147947374,1.9608124450964204,0.3961950411247896,0.08847736625514407,0.10246913580246919,0.08641975308641978,0.03415637860082309
15,15,0.8518518518518519,0.849108367626886,0.823607427055703,0.9136457412319482,1.1122252892995859,1.621665970236135,-0.08337389503176965,0.7731770124310114,0.7729639823403667,0.09917695473251029,0.12962962962962962,0.08806584362139917,0.020576131687242816
16,16,0.8436213991769548,0.8416338285431517,0.8232076014972646,0.8976389288799308,1.2089889006483352,1.5900609808344122,0.03363378758009889,0.9912836059716192,0.23192067112943135,0.1041152263374486,0.10534979423868315,0.09012345679012351,0.0621399176954733
17,17,0.8395061728395061,0.8335525067551212,0.7987400530503979,0.8561007957559682,1.447073861997579,1.368354867057201,0.24586778851354263,1.384739357582925,-0.0005678731864477927,0.09382716049382712,0.12839506172839502,0.08312757201646086,0.05720164609053493
18,18,0.8600823045267489,0.8585612335260718,0.8398146797023202,0.8962498175981322,1.1309883542982302,1.0445001454835077,0.15034616840007545,1.0310774694158076,0.9983910687256231,0.0987654320987654,0.11810699588477362,0.10205761316872423,0.031687242798353873
19,19,0.8271604938271605,0.8259212569014018,0.794988344988345,0.8644133644133645,1.4557970475330708,0.9700906916000414,0.30367197511113975,0.8316086833950147,1.0214339576480056,0.08641975308641975,0.12510288065843622,0.08847736625514403,0.009053497942386846
20,20,0.8024691358024691,0.7992924698577719,0.7559092341632525,0.8616451307910495,0.649090447541651,1.4826895819878105,0.07852515094189964,0.6783184362805411,1.5476157770142072,0.08765432098765433,0.11563786008230452,0.0934156378600823,0.021810699588477377
21,21,0.8600823045267489,0.8570231345232733,0.8158483927714697,0.8953302414840876,1.7959662001806354,1.589694339617736,-0.0825982849904065,0.22060592480375232,0.7500577323087003,0.09259259259259255,0.08724279835390944,0.10246913580246911,0.04320987654320983
22,22,0.7983539094650206,0.7995705772264624,0.7861057621093172,0.839801510887276,1.629936580912219,1.3325025913329496,0.30313071090282273,0.6431670640622834,0.8219802823376605,0.09547325102880662,0.11069958847736631,0.10205761316872428,0.03168724279835392
23,23,0.831275720164609,0.826546277120688,0.780452253387961,0.8576268515600378,1.3375815724255926,1.6135098077158134,-0.03355496322541345,0.49942007749136835,0.7325926779210449,0.09506172839506172,0.10699588477366254,0.12469135802469138,0.04732510288065843
24,24,0.8353909465020576,0.8344665919788211,0.8147681824914828,0.877277440379203,0.7787287395112977,1.748668926523928,0.377815971630373,1.432138002369751,-0.05147052984029722,0.09300411522633742,0.1288065843621399,0.10781893004115224,0.06666666666666664
