,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.leftlow_humidity_fd3_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.lefttop_humidity_fd3_scaled,feature_importance.lefttop_humidity_fd2_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.left_CO2_vd_scaled,feature_importance.lefttop_temperature_fd3_scaled,feature_importance.lefttop_CO2_fd3_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.left_CO2_vd_fd1_scaled,feature_importance.left_CO2_vd_fd3_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.lefttop_temperature_fd1_scaled,feature_importance.lefttop_humidity_fd1_scaled,feature_importance.leftlow_temperature_fd1_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.lefttop_temperature_fd2_scaled
81,81,0.9818181818181818,0.9818793736789181,0.975,0.9977685950413223,2.500805331518525,0.23114718868108156,1.2183665070049143,2.9398540995243088,2.4196016448994397,0.08327272727272728,0.01054545454545457,0.009090909090909084,0.0036363636363636598,0.009090909090909094,0.0010909090909090979,0.005090909090909123,0.012363636363636332,0.00872727272727275,0.008363636363636373,0.0065454545454545435,0.001454545454545464,0.008363636363636373,0.0010909090909090979,0.004000000000000026,0.005818181818181845,0.0043636363636363916,0.0036363636363636598,-0.0036363636363636598,0.000363636363636366,0.0036363636363636598,0.0010909090909090979,0.003272727272727294,0.000727272727272732,0.00945454545454546,0.010181818181818158,-0.0021818181818181958,0.001454545454545464
82,82,0.9709090909090909,0.9717447808013846,0.9823008849557522,0.9956655228463066,3.004764758931309,0.6090258721656426,1.4266199109982367,2.4022210002055053,1.589750078603791,0.05636363636363641,0.017818181818181855,0.019272727272727285,0.0072727272727273196,0.014181818181818195,-0.0032727272727271937,-0.0032727272727271937,-0.002545454545454473,-0.002545454545454473,-0.0010909090909090647,0.00945454545454547,-0.00290909090909085,-0.0032727272727271937,0.0,0.0043636363636363916,0.000727272727272732,-0.002909090909090828,-0.0007272727272726986,0.0,0.0,-0.002181818181818118,0.000363636363636366,0.001454545454545464,-0.002909090909090839,-0.0021818181818181294,0.0007272727272727431,-0.0018181818181817744,0.0036363636363636598
83,83,0.9709090909090909,0.9706945968829376,0.9460734319224886,0.9970253272140064,2.828671761027533,0.19436311356983998,1.6816313726724466,2.6308961740658865,1.5473113082049514,0.08145454545454549,0.006545454545454588,0.006545454545454588,0.00545454545454549,0.004000000000000026,0.005090909090909123,-0.0010909090909090647,0.0043636363636363916,0.0043636363636363916,-0.005090909090909035,0.0014545454545454861,-0.00727272727272722,0.0036363636363636598,-0.0036363636363635488,-0.0069090909090908535,-0.00363636363636356,-0.0018181818181817744,-0.003999999999999915,0.000363636363636366,0.000363636363636366,0.000363636363636366,-0.0069090909090908535,-0.002545454545454484,0.002909090909090939,-0.0003636363636363438,-0.0014545454545454195,2.2204460492503132e-17,-0.002545454545454484
84,84,0.9854545454545455,0.9854545454545455,0.9789336601807874,0.9975486440937644,2.337726371832696,0.8445136456089692,1.1071247111351539,3.5448745010942613,1.819431580683402,0.20581818181818184,0.015272727272727282,0.020000000000000018,0.012000000000000033,0.009818181818181847,0.005090909090909123,0.006909090909090953,0.0043636363636363916,0.003272727272727294,0.0036363636363636598,0.011636363636363667,0.0061818181818182215,0.0036363636363636598,0.0,0.003272727272727294,0.0043636363636363916,0.000727272727272732,0.0,0.0036363636363636598,0.000363636363636366,0.003272727272727294,0.0025454545454545617,0.0036363636363636598,0.0010909090909090979,0.005818181818181856,0.0036363636363636598,0.0018181818181818299,0.0036363636363636598
85,85,0.9745454545454545,0.9746289610836704,0.9640818656229615,0.9945368558382257,2.4683253954016844,0.5768017240803887,1.355893881866148,3.0254377552336904,1.6073428837497687,0.1356363636363636,0.02181818181818177,0.021818181818181747,0.012727272727272676,0.011999999999999955,0.0032727272727271937,0.006909090909090842,0.0,0.0,0.0021818181818181294,0.017090909090909035,0.003636363636363582,0.002909090909090839,0.0003636363636363549,0.0032727272727271937,0.0036363636363635488,0.002909090909090839,0.0,0.0,0.0,0.0003636363636363549,0.0018181818181817744,0.0,0.002909090909090839,0.0039999999999999255,0.0036363636363635488,-0.001090909090909109,0.0010909090909090647
86,86,0.9854545454545455,0.9853753769926755,0.9745421245421246,0.9997802197802198,3.2371170963131948,0.2637156987785328,1.8634000626108524,1.9061479241173482,1.5507397955988738,0.11054545454545454,0.02581818181818183,0.0170909090909091,0.020000000000000028,0.004727272727272758,0.0,0.001454545454545464,0.000727272727272732,0.001454545454545464,0.001454545454545464,0.01309090909090912,0.0036363636363636598,-0.005818181818181789,0.0,-0.002909090909090928,0.001454545454545464,-0.002909090909090928,0.000363636363636366,0.0,-0.003272727272727294,-0.009454545454545405,-0.005090909090909079,-0.0036363636363636598,0.000363636363636366,0.000727272727272732,-0.0036363636363636598,-0.0025454545454545617,-0.0036363636363636598
87,87,0.9709090909090909,0.9713841016803103,0.9754481385016087,0.9970124099892753,3.4418714288679166,0.44219847213859387,1.092765257195085,2.3415663419795076,1.9625703661982223,0.1785454545454546,0.002545454545454573,0.0036363636363636598,0.004000000000000026,0.003636363636363671,-0.002909090909090839,-0.002909090909090839,-0.002909090909090839,-0.006909090909090842,-0.0014545454545454195,-0.003636363636363571,-0.00472727272727268,0.0,0.0,0.000363636363636366,0.0,-0.00618181818181811,-0.0021818181818181294,0.0,0.0,0.000363636363636366,-0.002909090909090839,0.0,0.000363636363636366,-0.0003636363636363549,-0.0003636363636363549,-0.00363636363636356,-0.003999999999999915
88,88,0.9818181818181818,0.9817600290763708,0.9695296361036072,0.998093119338948,2.9505716993233855,-0.18703322127710847,1.5962421347303366,3.1346987555169306,1.5520862360713306,0.08654545454545454,0.01636363636363637,0.01018181818181817,0.010909090909090879,0.004727272727272758,-0.002909090909090928,0.0021818181818181958,0.000363636363636366,-0.0036363636363636598,0.004000000000000015,0.0036363636363636485,0.001454545454545464,0.004000000000000026,-0.003272727272727294,0.004000000000000026,-0.002909090909090928,-0.002909090909090928,0.0036363636363636598,-0.003272727272727294,-0.0036363636363636598,0.002909090909090928,-0.0018181818181818299,0.0,0.0,-0.001454545454545464,0.000727272727272732,0.0,-0.0025454545454545617
89,89,0.9854545454545455,0.9855464224318508,0.9843473362304844,0.9985514244326412,3.256941139085609,0.1552496287603237,1.3679249864572882,2.7237805284329006,1.4966787093024103,0.13672727272727273,0.012727272727272754,0.0061818181818182215,0.001454545454545464,0.009454545454545483,-0.000727272727272732,-0.0007272727272727208,-0.004000000000000015,-0.000363636363636366,-0.000363636363636366,0.005090909090909123,0.005090909090909113,0.000363636363636366,-0.0018181818181818299,0.0025454545454545617,0.0,-0.0036363636363636377,0.003272727272727294,0.000363636363636366,0.000363636363636366,-0.003272727272727294,0.0036363636363636598,-0.0018181818181818188,0.0,0.0018181818181818299,0.001090909090909109,0.0,0.000363636363636366
90,90,0.9781818181818182,0.9780291603821016,0.9590909090909091,0.9963636363636363,2.184951718918566,0.6878547307526969,1.6389593816412282,3.162620865474925,1.6912581570126857,0.12072727272727271,0.01781818181818179,0.015636363636363625,0.014545454545454528,0.009090909090909061,-0.0010909090909090979,0.004000000000000015,0.005454545454545423,0.000727272727272732,0.0014545454545454527,0.011272727272727235,-0.0010909090909090979,-0.000363636363636366,0.0,-0.003272727272727294,-0.003272727272727294,0.000363636363636366,-0.003272727272727294,-0.000363636363636366,0.0,0.0,-0.003272727272727294,0.0014545454545454527,-0.003272727272727294,0.0058181818181818005,0.005818181818181778,-0.001090909090909109,0.0
91,91,0.9709090909090909,0.9706287015362575,0.9528445180889258,0.9966859983429992,3.1571226127266905,1.0831109879591814,1.6895454412277493,2.668860322784365,0.46213149122635994,0.16872727272727278,0.013454545454545452,0.014545454545454528,0.00909090909090915,0.004000000000000026,1.1102230246251566e-17,0.000363636363636366,0.000363636363636366,0.003272727272727294,-0.0007272727272726986,0.000727272727272732,-0.0010909090909090534,0.000727272727272732,0.000363636363636366,0.000727272727272732,0.0010909090909090979,0.0,-0.0003636363636363549,1.1102230246251566e-17,0.000363636363636366,0.000727272727272732,1.1102230246251566e-17,0.001454545454545464,0.00036363636363637706,0.000363636363636366,-0.0003636363636363438,1.1102230246251566e-17,0.0025454545454545617
92,92,0.9636363636363636,0.9631994362226919,0.9365061335756475,0.9961381190368015,2.422337232947355,0.031101876820633118,1.8809544508693714,2.664173485561169,2.1877251984412975,0.11309090909090909,0.007999999999999952,0.006181818181818155,0.004727272727272714,0.0021818181818181958,-0.006909090909090953,0.000363636363636366,-0.0021818181818181958,0.0,-0.01018181818181817,0.0014545454545454527,-0.00618181818181821,-0.000363636363636366,-0.0021818181818181958,0.000727272727272732,0.000363636363636366,-0.002909090909090928,-0.0021818181818181958,-0.003272727272727294,-0.0036363636363636598,-0.002909090909090928,-0.001454545454545464,-0.0036363636363636598,-0.0061818181818182215,-0.002909090909090928,-0.00800000000000003,0.0,-0.002909090909090928
93,93,0.9781818181818182,0.9783344759815348,0.9721230664626891,0.9981302056773755,2.7119382849995106,0.5117674804288604,0.8608139513217644,3.123303224469001,1.9904229940530458,0.12836363636363635,0.0036363636363636264,0.005454545454545445,0.0036363636363636485,0.002545454545454551,0.0,0.0,0.000363636363636366,0.0,0.002181818181818185,-0.0018181818181818299,0.0032727272727272826,0.000363636363636366,0.0,0.0,0.000363636363636366,0.001454545454545464,0.0,0.0,0.0,0.0,0.0,0.000363636363636366,-0.000363636363636366,0.000363636363636366,0.001454545454545464,-0.000363636363636366,0.0
94,94,0.9745454545454545,0.9747836151531302,0.9709882504426204,0.9974247545469177,2.9802289974608804,0.7945450370108311,1.0364852160460227,2.8666196415433323,1.1837553248650239,0.09163636363636357,0.004727272727272658,0.002909090909090839,0.0025454545454544953,-0.002181818181818207,0.0007272727272727098,0.0,-1.1102230246251566e-17,0.0010909090909090647,0.004727272727272658,0.0010909090909090647,0.0007272727272726986,0.0003636363636363438,0.0,-0.0036363636363636598,-0.0036363636363636598,-0.0010909090909090979,-0.003272727272727294,0.0,0.0,-0.0036363636363636598,0.0003636363636363549,0.0,0.0,0.0,-0.003272727272727294,-0.0018181818181818299,-0.000363636363636366
95,95,0.9818181818181818,0.9818793736789181,0.975,0.9985950413223141,2.68722036921041,0.3061999771784836,1.493511582847211,2.6860731278971115,1.5313313499046193,0.09672727272727273,0.019999999999999997,0.017454545454545445,0.005090909090909113,0.0014545454545454527,0.0,0.0021818181818181958,0.000727272727272732,0.000363636363636366,-0.0025454545454545617,0.009090909090909094,-0.0021818181818181958,-0.002909090909090928,-0.004000000000000026,0.004000000000000026,0.002909090909090928,0.003272727272727294,0.000363636363636366,-0.0036363636363636598,-0.000727272727272732,0.000727272727272732,-0.000727272727272732,-0.004000000000000026,-0.0010909090909090979,-0.000727272727272732,0.0025454545454545617,-0.000727272727272732,0.002909090909090928
96,96,0.9672727272727273,0.9673747961045881,0.9539965040521214,0.9974574924519307,2.9291376129242734,0.5035030979336549,1.3910322494104619,1.8494515208568743,2.40202241889834,0.10145454545454546,0.000727272727272732,0.008727272727272728,0.001454545454545464,0.0032727272727273047,-0.000727272727272732,-0.0010909090909090979,-0.013090909090909075,-0.014545454545454528,-0.009818181818181781,0.011636363636363634,-0.0018181818181818078,0.0018181818181818299,-0.000727272727272732,-0.006181818181818155,-0.000727272727272732,-0.004363636363636359,-0.0018181818181818188,-0.0007272727272727208,-0.000727272727272732,-0.014909090909090894,-0.0018181818181818299,-0.0036363636363636377,-0.009090909090909049,-0.002545454545454551,-0.0040000000000000036,-0.004363636363636359,-0.0029090909090909054
97,97,0.9818181818181818,0.9820274677801856,0.980946360845223,0.9974715549936789,2.7552891702298314,0.11717993687023306,1.4725148222292281,2.986442124308304,1.6007292433355627,0.10836363636363636,0.008363636363636384,0.01527272727272726,0.013090909090909065,0.014545454545454528,-0.006909090909090953,0.0,0.0,0.0036363636363636598,-0.000727272727272732,0.007636363636363652,0.0036363636363636598,-0.000363636363636366,0.0,-0.000363636363636366,0.003272727272727294,0.0021818181818181958,-0.000727272727272732,0.0,0.0,0.0,0.0,0.0,-0.000727272727272732,0.0,0.0,0.006545454545454565,0.0025454545454545617
98,98,0.9745454545454545,0.9743401646135998,0.9573365231259967,0.9989125706829056,3.8196092592074677,0.16491266583771264,1.1770808946438176,1.7879344025296329,1.5431526653542338,0.10472727272727264,0.011272727272727235,0.008727272727272672,0.006545454545454477,-0.00036363636363637706,-0.00036363636363638817,-0.001090909090909109,-2.2204460492503132e-17,-0.003272727272727294,-0.0010909090909091202,0.005090909090909035,-0.0036363636363636598,-0.0036363636363636598,0.0,-0.003272727272727294,-0.000727272727272732,0.00036363636363633266,-0.000363636363636366,-0.0018181818181818299,0.0,-0.004000000000000026,-0.007636363636363686,-0.003272727272727294,-0.0018181818181818299,-0.001090909090909109,-0.004727272727272758,-0.002909090909090928,-0.003272727272727294
