,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_CO2_scaled,feature_importance.backlow_CO2_scaled,feature_importance.back_CO2_vd_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd3_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.back_CO2_vd_fd2_scaled
52,52,0.8847736625514403,0.8861886487334517,0.8864081325301205,0.9471385542168674,3.105252226328651,0.5565706463219569,0.8494090251229575,1.7092635801417326,-0.18330503377053722,0.1185185185185185,0.04567901234567899,0.0362139917695473,0.004526748971193384,0.0020576131687242705,-0.007407407407407451,-0.006995884773662575,-0.006995884773662575,0.007407407407407374,0.0016460905349794052,0.000411522633744843,-0.002880658436214012
53,53,0.8930041152263375,0.8934759738853305,0.8895009484897125,0.9511162994309063,3.3176409881692916,0.56382221512886,0.7066529266818617,1.5608837939748001,-0.07065945144196396,0.06419753086419758,0.04773662551440333,0.03703703703703709,0.0037037037037037533,0.0028806584362140453,0.0020576131687243147,0.005349794238683192,0.00246913580246918,0.011522633744856015,-0.0057613168724279466,-0.0037037037037036757,0.007818930041152328
54,54,0.934156378600823,0.9339338302301267,0.9216965112689102,0.9688947205927756,3.680468688625012,0.44546497335708585,0.3515295744196655,1.4570592803138915,-0.20905698174982293,0.11111111111111108,0.09012345679012343,0.05020576131687239,0.016049382716049332,0.005349794238683103,-2.2204460492503132e-17,0.008230452674897082,0.0028806584362139785,0.02633744855967075,0.0008230452674897082,0.004938271604938249,0.002057613168724259
55,55,0.8847736625514403,0.8854631702516702,0.875920245398773,0.9422546012269939,3.8655180136665686,0.14444737298779609,0.88596862518821,1.8514004125088757,-0.45462258376340375,0.04567901234567897,0.033333333333333305,0.024691358024691346,-0.0016460905349794386,0.011522633744855926,-0.0012345679012345956,0.003292181069958833,0.004115226337448541,0.020164609053497918,-2.2204460492503132e-17,0.007818930041152227,0.010288065843621363
56,56,0.8847736625514403,0.8861098715851059,0.8818308119790059,0.9412627354121643,4.011073372846565,0.7485630210825105,0.601228144743468,1.2845590670163984,-0.651195681146744,0.1246913580246913,0.02798353909465018,0.04609053497942385,0.016049382716049353,-0.004526748971193428,-0.006584362139917732,-0.004938271604938293,-0.0061728395061728895,0.006584362139917676,0.0004115226337448319,-0.003292181069958877,-0.004115226337448574
57,57,0.9012345679012346,0.9015208984084487,0.8925541584608392,0.9556885320405999,3.191462400097101,0.91913206822591,0.44029234380386206,1.7655226127577186,-0.33334829092948226,0.10246913580246915,0.05679012345679011,0.06213991769547326,0.00658436213991771,-0.0028806584362139785,0.008641975308641959,-0.0032921810699588216,0.0008230452674897082,0.016049382716049387,0.004938271604938249,0.016049382716049398,-0.0020576131687242705
58,58,0.8765432098765432,0.8772590361445783,0.8672839506172839,0.9469593049839964,2.660355224198843,0.09907781303205278,-0.04529010406338911,2.219733397256252,1.1914191231109763,0.07901234567901236,0.050617283950617285,0.05679012345679012,0.0012345679012345733,-0.0008230452674897082,0.0008230452674897303,-0.011111111111111094,-0.006172839506172834,0.015226337448559678,0.0028806584362139898,-0.004115226337448541,0.006995884773662553
59,59,0.8847736625514403,0.8857442348008385,0.8796296296296295,0.9388812680993751,3.6781413920780244,0.5335868471642088,0.2298902088169777,1.6337925720148565,0.14788859462421128,0.10288065843621397,0.07942386831275716,0.05185185185185183,0.004938271604938249,-0.004526748971193451,-0.004938271604938293,-0.010699588477366285,-0.0016460905349794275,0.004526748971193395,-0.003292181069958866,-0.017695473251028836,-0.005761316872428002
60,60,0.9176954732510288,0.9176954732510288,0.9085090361445782,0.9753012048192772,3.290361798070172,-0.18519912284051157,1.0840880317149644,1.5597813375019627,0.3410355314573691,0.09135802469135808,0.06213991769547332,0.04238683127572022,0.004526748971193473,0.0016460905349794607,0.0008230452674897526,0.0008230452674897526,-0.001234567901234529,0.007407407407407462,0.007818930041152328,0.009876543209876609,-0.0012345679012345512
61,61,0.9012345679012346,0.9018255745014316,0.8945552147239264,0.9498466257668712,3.3860859050891756,0.370352127927658,0.4213708654179562,1.4506083824085532,0.41282908673803503,0.06584362139917696,0.08065843621399177,0.045679012345679004,0.014403292181069982,0.0012345679012345622,-0.0012345679012345622,-0.006584362139917676,-0.005349794238683103,0.0024691358024691358,0.0020576131687242705,0.0016460905349794275,-0.004938271604938249
62,62,0.9094650205761317,0.9109902055394719,0.9164335664335664,0.9758352758352759,3.6455286135360883,-0.1291727089851561,-0.12058974646870761,1.8745509721942049,0.5555927525136939,0.10658436213991766,0.04032921810699587,0.05349794238683123,-0.009053497942386846,0.006995884773662531,-0.006172839506172856,0.003703703703703687,-0.008641975308642025,0.006995884773662519,0.0032921810699588216,-0.0049382716049383045,-0.0041152263374485635
