,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_CO2_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled
69,69,0.8930041152263375,0.8935857011971847,0.8868599397590362,0.9464608433734939,3.181457824588591,0.23729086764518315,1.417590607006631,0.6758549183060317,1.2692087816309952,0.2131687242798354,0.04403292181069962,0.01316872427983543,0.015637860082304566,0.0012345679012346177,0.006172839506172878,0.01687242798353914,0.009465020576131734
70,70,0.8847736625514403,0.8851292993954173,0.8727377300613497,0.953834355828221,2.1334344874144677,0.43778682843775746,2.1210867697957334,0.7812504314771828,1.1748209847602396,0.2102880658436214,0.07037037037037033,0.009465020576131666,-0.002880658436214023,0.004115226337448541,0.006172839506172823,-3.3306690738754695e-17,-0.006995884773662564
71,71,0.897119341563786,0.8981799068334202,0.8942574868786662,0.953149120098796,3.2199908647632993,-0.04650559187262934,1.122409803879388,1.2911986725718219,0.9745117079134721,0.19012345679012346,0.05390946502057616,0.014403292181069982,0.0012345679012345622,-0.0004115226337448208,0.0024691358024691466,0.002880658436214034,0.0008230452674897082
72,72,0.897119341563786,0.8982366895079673,0.8989218328840971,0.9300688828990716,2.9409203313461343,0.09148202417220407,1.4507525913201629,1.1552649107372985,0.8870901025357856,0.20246913580246914,0.06543209876543213,0.016872427983539117,0.00905349794238688,0.01028806584362143,0.027983539094650223,0.003292181069958877,0.017283950617283984
73,73,0.9053497942386831,0.9045618518446815,0.8858024691358024,0.9609053497942387,2.6714961190143844,0.2794134172348579,1.5730861827599765,1.4255290498752182,0.44443224940388676,0.17901234567901234,0.05514403292181069,0.01275720164609051,-0.0004115226337448541,0.0024691358024691245,0.009876543209876543,0.01563786008230451,0.009465020576131666
74,74,0.8930041152263375,0.893294908211761,0.8845462713387242,0.938230008984726,2.9471780331105313,0.11541868726169334,1.4501245727521734,1.4210767504533428,0.7537604508645281,0.22757201646090536,0.047736625514403344,0.0312757201646091,-0.004938271604938238,0.0032921810699588884,0.02551440329218112,0.014403292181070004,-0.0028806584362139564
75,75,0.9259259259259259,0.9259259259259259,0.9171716406605059,0.9746250568095743,2.6796809761412885,0.08869294375758302,1.4873825657046391,1.615766170067827,0.7215910194397778,0.2156378600823045,0.037037037037037056,0.038683127572016474,0.00493827160493826,0.006995884773662553,0.017695473251028826,0.013580246913580275,0.011934156378600857
76,76,0.9053497942386831,0.9054981232759011,0.8944401840490798,0.9575153374233129,2.401684022320661,0.18339258715538698,1.531626652297325,1.6108020283408986,0.8392019257433766,0.1950617283950617,0.04156378600823045,0.02427983539094649,0.0008230452674897082,-0.0032921810699588438,0.01440329218106996,0.0024691358024691245,0.010288065843621375
77,77,0.8806584362139918,0.8804881818853875,0.8666891284815813,0.9346361185983828,3.0954701162844938,0.24747107863071083,1.4737971513838297,1.439354880652125,0.4364824093875187,0.17860082304526745,0.030452674897119336,0.0024691358024691245,-0.0065843621399176875,0.0016460905349794165,0.01440329218106996,0.0008230452674897082,0.0020576131687242705
78,78,0.9259259259259259,0.9261406738063364,0.920163611574004,0.9766702014846236,2.678219305837788,0.36252809342586495,1.283826820196053,1.3458309190363982,0.46252549191686915,0.18189300411522633,0.04526748971193417,0.005761316872428002,-0.003703703703703687,0.0028806584362139898,0.005349794238683148,0.004526748971193428,0.003292181069958855
79,79,0.9094650205761317,0.909159016566424,0.8935628280333436,0.9580889163322014,3.090980351070172,0.1593936403976418,1.5363299003794932,1.0400065174278836,0.9134842628670976,0.23004115226337446,0.03786008230452672,0.025102880658436178,0.008641975308641947,-0.0012345679012345846,0.009465020576131656,0.00987654320987651,-0.0016460905349794386
