,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.back_CO2_vd_fd3_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled
49,49,0.8148148148148148,0.809309258697468,0.7664877300613497,0.8879601226993865,1.7688878808936355,0.7581441299269497,0.45965760627178864,1.491794846601376,0.23734741115908192,0.06213991769547321,0.06543209876543205,0.04773662551440324,0.05432098765432096
50,50,0.7736625514403292,0.7668656310631619,0.728108711839166,0.8453462397617274,1.9416531887040744,0.46986089268886344,0.40884877091681715,1.0426189296440274,1.16095359557289,0.07119341563786011,0.06543209876543213,0.048559670781893015,0.06584362139917697
51,51,0.8024691358024691,0.7959343774389085,0.7486878666255017,0.840151281259648,1.8185014653874874,0.5755552454303449,0.17046293512402874,1.4047932834329044,0.9021163038399301,0.07942386831275719,0.08724279835390948,0.06255144032921808,0.0654320987654321
52,52,0.7530864197530864,0.7446460266973087,0.6994352409638555,0.815737951807229,1.5912297878345358,0.5856585219635353,0.726146026992832,1.620512733958575,0.5531999078379389,0.08559670781893006,0.06378600823045269,0.06748971193415637,0.030864197530864203
53,53,0.7407407407407407,0.7366722493709899,0.7077192470450897,0.8003064351378958,1.6879962992644926,0.39547737118126214,-0.1746980813245434,1.8871453973413206,1.2890858204246636,0.044444444444444384,0.02427983539094645,0.04609053497942382,0.02222222222222219
54,54,0.7942386831275721,0.7884478858325512,0.7425903056498919,0.8351343007100958,1.9665770464936652,0.6016277251099792,-0.16751306117821113,1.3000412890667807,1.151502681655929,0.10000000000000005,0.057613168724279885,0.07366255144032927,0.06502057613168727
55,55,0.8065843621399177,0.8062718794291633,0.7794478527607362,0.8841257668711657,1.5011746658148961,0.48133407091713465,0.161511548482103,1.08233677382433,1.7483334022245511,0.10534979423868311,0.08436213991769545,0.06872427983539092,0.06090534979423867
56,56,0.7325102880658436,0.7301477221593415,0.6870175980240815,0.827184316146959,1.475095226052377,0.004374368148670237,0.18476816927965464,2.018754006570775,1.7224226127557942,0.07407407407407408,0.05061728395061728,0.023868312757201637,0.05473251028806582
57,57,0.7901234567901234,0.782219925119443,0.7368959248598697,0.8522193607029238,1.3940300485633639,0.30695109423799743,0.37403569048848373,1.193906389923993,1.7210488683926908,0.07283950617283946,0.08065843621399174,0.06090534979423863,0.0378600823045267
58,58,0.7736625514403292,0.7733078515687212,0.7438271604938271,0.8654168571864045,1.8932132498207381,0.0572638019668826,-0.19934260457515038,1.6169532151710277,1.7729332560843374,0.06790123456790127,0.0666666666666667,0.03539094650205765,0.04444444444444447
