,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_top_CO2_fd3_scaled,feature_importance.B_CO2_vd_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_low_CO2_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_top_CO2_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_CO2_vd_fd3_scaled,feature_importance.B_CO2_vd_fd2_scaled,feature_importance.B_CO2_vd_fd1_scaled
10,10,0.9283990345937249,0.9283358487116437,0.9191141584215703,0.975377538621767,2.753297192015633,-0.4526118387648297,-0.6762820908478406,3.0676617526962406,1.87386025625482,0.1031375703942076,0.07449718423169752,0.04054706355591309,0.029042638777152085,0.013515687851971058,0.04102976669348348,0.009251810136765903,0.01818181818181821,0.018744971842317004,0.00386162510056316,0.004022526146419958,0.0016090104585679832
11,11,0.917940466613033,0.9169696989043595,0.8961269882322513,0.969989889846349,2.6443839454862332,-0.35957715292653086,-1.060980359556904,2.9337999363557006,2.411174769936003,0.10844730490748185,0.06363636363636363,0.049074818986323376,0.03547868061142392,0.013757039420756257,0.04497184231697502,0.006436041834271933,0.017538213998391016,0.025422365245374078,-0.0032180209171359664,-0.0006436041834271932,-0.0015285599356395841
12,12,0.913917940466613,0.9136308314912578,0.9004680584841394,0.9695008920916655,2.318741301327801,-0.5824530510148548,-0.6918093403877803,2.8670326490223563,2.7631023515266135,0.08648431214802896,0.06500402252614641,0.056154465004022505,0.033789219629927536,0.010941271118262286,0.04617860016090101,0.008769106999195508,0.014481094127111849,0.01971037811745775,-0.002574416733708773,-0.002091713596138378,-0.000482703137570395
13,13,0.917135961383749,0.9172600792481859,0.9081478456197671,0.9706088275620642,3.525302268613978,0.03399327468115206,-0.7746774520833851,2.600395777677541,1.1622082900131037,0.09364440868865648,0.057602574416733686,0.04054706355591307,0.03234111021721636,0.009090909090909104,0.03958165728077227,0.006838294448913929,0.01238938053097347,0.00764279967819792,-0.0028157683024939706,0.0,-0.0003218020917135966
14,14,0.9227674979887369,0.9228161865245322,0.9128470199104237,0.9732006756478392,2.564718703518735,0.024434465698918682,-0.626651611926061,2.946363504100811,1.5852875095547614,0.09847144006436041,0.06452131938857601,0.04304102976669344,0.041432019308125456,0.011665325824617878,0.03877715205148828,0.0094931617055511,0.019790828640386192,0.024296057924376547,0.0,0.002172164119066777,0.002091713596138378
15,15,0.911504424778761,0.9109771917588174,0.8909725455106076,0.965477838707142,3.247215800971663,0.20864169580193245,-0.35550768043291747,2.324028870895289,1.0914529079219593,0.08318584070796461,0.06315366049879323,0.03499597747385352,0.019227674979887345,0.013757039420756257,0.027031375703942005,0.004666130329847151,0.006436041834271933,0.009412711182622702,-0.00193081255028158,-0.0030571198712791682,-0.0028962188254223697
16,16,0.913113435237329,0.913355942194875,0.9060113374626944,0.9621834429172608,2.5981875701569477,-0.27560162388680703,-0.8629582814302427,2.424185742646636,2.762377123377927,0.09670152855993558,0.06500402252614641,0.06444086886564762,0.046500402252614606,0.014641995172968648,0.07208366854384554,0.013193885760257462,0.009412711182622702,0.030329847144006373,0.00386162510056316,-0.0012067578439259874,0.0016090104585679832
17,17,0.9292035398230089,0.9291194741393455,0.9196219616748152,0.9720120722014969,2.48102350699746,-0.06949434062397283,-0.637286917177757,2.599032785928293,2.155767334998577,0.10981496379726467,0.06323411102172163,0.054786806114239715,0.03451327433628322,0.020434432823813388,0.057924376508447284,0.013274336283185861,0.01053901850362029,0.02928399034593728,-0.0013676588897827858,-0.0004022526146419958,0.0004022526146419958
18,18,0.9316170555108608,0.9317477486180272,0.9261462781834044,0.9731339257014281,2.841936120224494,-0.22085219084999758,-0.9008220880154598,2.577441979999942,2.2846119234918643,0.12180209171359613,0.07731295253419149,0.06991150442477875,0.03877715205148834,0.011263073209975882,0.07465808527755431,0.013032984714400665,0.018825422365245405,0.027192276749798915,0.0012872083668543865,0.000482703137570395,0.0013676588897827858
19,19,0.9316170555108608,0.9312429802591337,0.9176495157314266,0.9793587092402416,2.6939050373581805,-0.4716005836410947,-0.7651640005016292,2.5560245478008263,2.5894499463360807,0.10522928399034595,0.08318584070796461,0.05929203539823007,0.030329847144006473,0.02308930008045056,0.05494770716009652,0.013274336283185861,0.013193885760257462,0.019710378117457794,-0.0001609010458567983,0.0,-0.0015285599356395841
20,20,0.909895414320193,0.9099922678223209,0.9016407026847862,0.9583223800761204,2.4978364138133853,-0.4723015631316201,-1.0145441538044688,3.002777681428443,2.6378547784364756,0.1042638777152051,0.05253419147224454,0.05744167337087689,0.027031375703942005,0.007964601769911516,0.0662107803700724,0.011745776347546266,0.012952534191472253,0.023652453740949254,-0.00193081255028158,-0.00193081255028158,0.0022526146419951766
21,21,0.9203539823008849,0.9203314033417203,0.9112253703437365,0.9725672371638142,2.8194640407174916,-0.2092807442562574,-0.5086934966218079,2.9373861147900158,1.441064356454089,0.09557522123893805,0.05880933226065967,0.05583266291230891,0.039903459372485885,0.013998390989541453,0.04304102976669344,0.011102172164119083,0.012872083668543866,0.01641190667739343,-0.0015285599356395841,0.0008045052292839916,0.0007240547063555924
22,22,0.9308125502815768,0.9308577337382052,0.9214027283511269,0.9778113879003559,2.4102662723735344,-0.5139006566509654,-0.7493806054079032,2.9045637009457312,2.499031371289195,0.10498793242156075,0.07023330651649236,0.0664521319388576,0.03974255832662911,0.028077232502011308,0.07184231697506034,0.015929203539823033,0.011584875301689479,0.02300884955752216,0.00096540627514079,0.0015285599356395841,0.002413515687851975
23,23,0.9227674979887369,0.9225182468117095,0.9093005166138312,0.9717476811083715,2.479975868761093,-0.06919483939526026,-0.7048495661811118,2.761685030938652,2.0043545903542705,0.099597747385358,0.06870474658085277,0.060981496379726455,0.028238133547868072,0.013837489943684656,0.062429605792437635,0.01617055510860823,0.01745776347546262,0.0193081255028158,0.0,-0.0002413515687851975,-0.0022526146419951766
24,24,0.9300080450522928,0.9297731934595324,0.9183572567783094,0.9711236769609976,2.9869096937101647,-0.19856661071814474,-0.7774262683584421,2.5489617648459264,2.012752199941761,0.09670152855993568,0.06540627514078841,0.06033789219629926,0.035317779565567184,0.01697506033789222,0.05430410297666932,0.01238938053097347,0.011584875301689479,0.019710378117457794,0.002011263073209979,0.0016894609814963823,0.003539823008849563
25,25,0.9074818986323411,0.9070078761554671,0.892107766822349,0.9597157354552268,2.0477794658490933,0.12084814106759151,-0.5546120485589732,2.732596573138823,2.134614130482378,0.10201126307320992,0.06749798873692678,0.06492357200321801,0.050201126307320966,0.0053901850362027435,0.05068382944489136,0.01480289621882539,0.015124698310538975,0.01737731295253415,-0.0016090104585679832,-0.002413515687851975,0.0005631536604987942
