,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.C_top_CO2_scaled,feature_importance.C_top_CO2_fd3_scaled,feature_importance.C_mid_CO2_fd3_scaled,feature_importance.C_mid_CO2_scaled,feature_importance.C_mid_CO2_fd2_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_mid_CO2_fd1_scaled,feature_importance.C_top_CO2_fd1_scaled
23,23,0.9227674979887369,0.9221444101134001,0.9049137020077491,0.9745861218738991,2.06423582183883,-0.011071843854536403,-0.5238269631061165,3.455652356108291,1.415203479954602,0.1313757039420756,0.07956556717618665,0.06363636363636363,0.08374899436846342,0.07932421560740147,0.05325824617860013,0.04255832662912305,0.041432019308125456
24,24,0.9332260659694288,0.9329596823460111,0.921371610845295,0.9678787878787879,2.716716183107514,-0.3202515822560289,-0.7627245962151163,3.1980879354361784,1.9240954095617424,0.17216411906677398,0.09147224456958973,0.07803700724054707,0.11287208366854384,0.05189058728881735,0.07192276749798873,0.04400643604183426,0.05977473853580047
25,25,0.9292035398230089,0.9290797289678998,0.9194444444444444,0.9659603298160641,2.3796031665688333,0.06176130279358782,-0.3980307696186859,2.4905198254660252,1.938207372077843,0.11078037007240545,0.13757039420756234,0.12349155269509249,0.07948511665325826,0.10740144810941273,0.07489943684633951,0.05864843121480288,0.07948511665325826
26,26,0.917940466613033,0.9174323789903958,0.9002464148417555,0.9672552585282637,3.220705660227922,-0.5572630222136804,-0.8702431151574956,2.8013223975838435,2.1531771310812333,0.13580048270313755,0.09179404666130328,0.09646017699115042,0.09452936444086887,0.07972646822204346,0.06894609814963797,0.03459372485921154,0.05937248592115847
27,27,0.9300080450522928,0.9295210614852603,0.9142011574114791,0.9694611059318804,2.7376012589932466,0.1521254025785346,-0.685132241715525,3.184824365686466,1.1256443366437723,0.15671761866452133,0.11303298471440063,0.09734513274336286,0.09959774738535804,0.07441673370876911,0.07377312952534192,0.052855993563958134,0.0466613032984714
28,28,0.9348350764279968,0.9348154366220496,0.9264478202665736,0.9743350212443979,2.7023840621859665,-0.30591355843792223,-0.6722101557442506,2.912765556699092,1.9477917018562365,0.1313757039420756,0.11834271922767495,0.0936444086886565,0.08672566371681419,0.09251810136765892,0.08495575221238941,0.046822204344328225,0.058970233306516476
29,29,0.9316170555108608,0.9316410532668035,0.9207300898293844,0.9757581238319165,2.9419390134347307,-0.1411935728499661,-1.2112196142562153,3.039757958133033,1.9331249075672037,0.1757039420756235,0.11142397425583266,0.10337892196299281,0.13041029766693482,0.08584070796460179,0.06653258246178599,0.05237329042638774,0.06122284794851165
30,30,0.918744971842317,0.918279287736567,0.9019504006419712,0.9701878709921051,2.5165215141965667,-0.2922282098508937,-0.779779762643379,3.6375510474099264,1.373246065030155,0.16242960579243765,0.09565567176186643,0.09195494770716009,0.09999999999999998,0.05245374094931614,0.05140788415124695,0.03958165728077227,0.04223652453740945
31,31,0.9251810136765889,0.9248971002529811,0.9102771376339092,0.9683828477172174,2.194417050627657,-0.6037971942581969,-0.6046729694404208,3.330431752452832,2.276769986312125,0.14368463395012068,0.10394207562349153,0.0842316975060338,0.0930812550281577,0.06106194690265485,0.06942880128720837,0.03829444891391791,0.05575221238938051
32,32,0.9243765084473049,0.9240060237706222,0.9082054309327037,0.974824991353917,2.0054188014815293,0.15821586924838965,-0.45580713312324583,3.6310807035023496,1.09723460051781,0.167739340305712,0.09026548672566374,0.08777152051488338,0.08938053097345136,0.04473049074818982,0.048270313757039385,0.04304102976669344,0.052855993563958134
