,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_CO2_vd_fd3_scaled,feature_importance.A_CO2_vd_fd2_scaled,feature_importance.A_CO2_vd_scaled,feature_importance.A_CO2_vd_fd1_scaled
22,22,0.8640386162510056,0.8602945792684663,0.821594009489917,0.895729537366548,0.9061935493333079,-0.1747797749228939,1.3896297042588581,1.5965364967858056,2.336037440333719,0.12823813354786803,0.09372485921158491,0.0559935639581657,0.0660498793242156
23,23,0.8487530168946098,0.8423027061833271,0.7965554185746155,0.875070447340613,0.7954472786096087,-0.05972953111820545,1.8965654420630846,1.1129530983427158,2.40023124623931,0.12027353177795652,0.0753821399839099,0.057924376508447284,0.0668543845534996
24,24,0.8559935639581657,0.8527733594561054,0.8201116427432217,0.8977294475859069,0.013457137293368553,-0.3206636301574188,1.2885683229484093,2.296790383682826,2.824082509883103,0.1220434432823813,0.08559935639581659,0.06757843925985518,0.07232502011263073
25,25,0.8463395012067578,0.8420919886592005,0.8068514674508447,0.8840050740932941,0.8680498578810408,-0.06384632541427564,1.3733283121429645,1.7523127440925423,2.106591930607676,0.11512469831053898,0.07868061142397427,0.06741753821399839,0.06806114239742558
26,26,0.8608205953338697,0.8567433986361357,0.8169422050574278,0.891761096072171,0.657285798214794,-0.2536160498416765,1.6623557668826572,1.833169290838958,2.246305529050557,0.1229283990345937,0.08342719227674981,0.060498793242156054,0.0660498793242156
27,27,0.8527755430410298,0.8490509360814751,0.812416081804483,0.8859386818173823,0.29595782909203283,0.21089829741085667,1.3233035696726456,1.939477443415115,2.1644614698901625,0.11383748994368459,0.085277554304103,0.05977473853580047,0.06878519710378117
28,28,0.8640386162510056,0.8609462435017231,0.8282361329375474,0.899621675106222,0.20315768941297557,-0.09070078745612867,1.3647808208137306,2.2390058084928777,2.248967748219729,0.13620273531777954,0.09115044247787614,0.06709573612228478,0.06926790024135157
29,29,0.8712791633145616,0.8678158662886077,0.827599927654187,0.911475854584916,0.6980130256941485,-0.3462288832833346,1.2456674116855302,1.7104299157422354,2.7823596863016977,0.11866452131938861,0.10386162510056321,0.05736122284794851,0.06926790024135157
30,30,0.8495575221238938,0.8474512387887925,0.8160483956619737,0.8857196804304983,0.8683412636699277,-0.21094634393311967,0.9871173292317116,1.3622429101786544,3.031421214440081,0.11625100563153656,0.09613837489943686,0.06283185840707964,0.08656476267095738
31,31,0.8567980691874497,0.8537875967216356,0.8172612561111409,0.8858459724529717,1.1609090683151269,-0.22202122515146014,1.1184066186278672,1.5180540422432955,2.5329196014339788,0.1218020917135961,0.08857602574416737,0.07256637168141593,0.07377312952534192
