,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_top_CO2_fd3_scaled,feature_importance.A_CO2_vd_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_low_CO2_fd3_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_low_CO2_fd1_scaled,feature_importance.A_low_CO2_fd2_scaled,feature_importance.A_top_CO2_scaled,feature_importance.A_low_CO2_scaled,feature_importance.A_CO2_vd_fd2_scaled,feature_importance.A_CO2_vd_fd1_scaled,feature_importance.A_CO2_vd_fd3_scaled
10,10,0.9211584875301689,0.9209701105092807,0.9095657582595614,0.966487299658624,1.4461936349349511,-0.4739358690115812,-0.1658264796391807,4.535203154094437,1.4409038942836805,0.06798069187449718,0.052212389380530945,0.033789219629927536,0.03958165728077227,0.028962188254223642,0.02992759452936441,0.011906677393403075,0.012148028962188273,0.01544650040225264,-0.000482703137570395,-0.0006436041834271932,0.0011263073209975883
11,11,0.9235720032180209,0.9228682620260801,0.90472649683176,0.9733667987256505,1.0181798778257798,0.12803926959050108,-0.20870007561871964,4.182090461833492,1.4700063816287487,0.06830249396621077,0.05092518101367656,0.03250201126307317,0.03386967015285597,0.04296057924376504,0.025502815768302524,0.016733708769107025,0.00860820595333871,0.013274336283185861,-0.00096540627514079,-0.0001609010458567983,-0.003459372485921164
12,12,0.9243765084473049,0.9240525863673393,0.91128901452835,0.9670708112241352,1.1952654444213153,-0.441763217691565,-0.1385236961441715,4.2535689633262175,1.812466275882253,0.07039420756234915,0.06218825422365244,0.0468222043443282,0.028157683024939685,0.06540627514078841,0.03153660498793241,0.011102172164119083,0.017699115044247815,0.015124698310539041,-0.0004022526146419958,0.0004022526146419958,0.0017699115044247816
13,13,0.9203539823008849,0.9203781316539523,0.9105574841739841,0.9680591615858106,1.3903051440064924,-0.10257231183238798,-0.41250368411896177,3.9321392856730792,1.8109447158441148,0.07288817377312953,0.05189058728881735,0.04304102976669344,0.03853580048270309,0.052855993563958134,0.025905068382944475,0.039501206757843875,0.008205953338696715,0.01520514883346744,0.000482703137570395,0.0014481094127111848,0.0037811745776347603
14,14,0.9219629927594529,0.921786181807528,0.9090788707028974,0.9727857525410362,1.5648560557190927,-0.20717962437854145,-0.298845377338537,4.19284281868774,1.5044533674389076,0.06218825422365244,0.04223652453740945,0.03966210780370068,0.03990345937248587,0.02735317779565567,0.02719227674979887,0.024859211584875307,0.008527755430410311,0.015526950925181037,-0.0001609010458567983,0.0006436041834271932,8.045052292839915e-05
15,15,0.9203539823008849,0.9200922616465808,0.9037974377422143,0.9694953476702075,1.1781972975383332,-0.32958904944092526,-0.29750076979169426,4.504971785525539,1.5751447938055063,0.05969428801287206,0.044569589702333025,0.03901850362027348,0.027755430410297644,0.03395012067578433,0.03193885760257439,0.01641190667739343,0.011343523732904282,0.007884151246983117,0.0008849557522123908,-0.0004022526146419958,0.00096540627514079
16,16,0.912308930008045,0.9124818686957971,0.9042506826145436,0.965978952958766,1.1684671102705686,-0.5712710011918244,-0.28584514939872635,4.523096765443265,1.8228184169617339,0.062429605792437635,0.04328238133547864,0.04971842316975057,0.04376508447304903,0.034915526950925126,0.04931617055510858,0.022043443282381302,0.013515687851971048,0.014963797264682244,-0.0002413515687851975,0.0003218020917135966,0.0011263073209975883
17,17,0.915526950925181,0.9155021025445873,0.9052007785527261,0.9740685172741387,1.0748722957802888,-0.5579277056314552,-0.22948366008663015,4.191488384537969,2.2327485639773688,0.0755430410297667,0.04473049074818982,0.031053901850361977,0.0288817377312952,0.032019308125502764,0.02670957361222842,0.01882542236524539,0.0032984714400643655,0.006918744971842328,-0.0028157683024939706,-0.003539823008849563,-0.0016090104585679832
18,18,0.9324215607401448,0.9320626513258938,0.9200604422096708,0.972990425678468,1.3143414266445212,-0.17455939981073748,-0.3562393342324641,3.921586957281742,1.9341562773802556,0.07860016090104587,0.07087691069991955,0.04577634754625902,0.03765084473049078,0.060418342719227656,0.03716814159292039,0.03250201126307324,0.012952534191472265,0.010941271118262286,0.0005631536604987942,0.0023330651649235757,0.003539823008849563
19,19,0.9235720032180209,0.9235012202470407,0.9128564835909478,0.9748314698631898,1.261773729503628,-0.33880628338436397,-0.41789870694855724,3.869577281196035,2.228708544761092,0.06918744971842317,0.04899436846339498,0.04440868865647622,0.02493966210780372,0.04971842316975057,0.04199517296862425,0.01729686242960582,0.009412711182622702,0.020193081255028188,0.0008045052292839916,0.0026548672566371724,-0.0017699115044247816
20,20,0.9267900241351569,0.9268492326538624,0.9200150297738104,0.9713805675882642,1.9518781892783497,-0.3154302406735036,-0.72610988082013,4.076915173172548,1.7202537843108607,0.06669348350764279,0.04843121480289618,0.04239742558326626,0.05543041029766691,0.044408688656476236,0.03274336283185843,0.02180209171359617,0.008930008045052307,0.012148028962188273,0.0015285599356395841,0.0031375703942075673,0.0029766693483507687
21,21,0.9219629927594529,0.92202853952281,0.9141435351646772,0.9679677836904933,1.3040904705086258,-0.049241481196957364,-0.12281660242882861,4.141272698497319,1.4209417317672521,0.07063555913113435,0.049155269509251774,0.04408688656476263,0.04609814963797261,0.0255832662912309,0.03539823008849553,0.0192276749798874,0.012067578439259874,0.010860820595333887,0.0,-8.045052292839915e-05,0.0007240547063555924
22,22,0.9308125502815768,0.9309023902920666,0.9220596085409252,0.9680931198102019,1.3288139315319139,-0.651831600701594,-0.41514522532234027,4.015813930857982,2.3193254548474838,0.08431214802896221,0.048270313757039385,0.050281576830249364,0.05438455349959772,0.03966210780370072,0.04223652453740947,0.018020917135961413,0.012952534191472265,0.02091713596138378,0.002011263073209979,0.0005631536604987942,0.005068382944489147
23,23,0.9203539823008849,0.919796603254202,0.9031172948221204,0.9659034871433603,0.9416292907585987,0.2416059821594779,-0.11864436148442975,3.739304093291001,1.7089438771727947,0.06798069187449718,0.052855993563958134,0.03378921962992755,0.04497184231697502,0.04497184231697502,0.03330651649235715,0.01906677393403059,0.012952534191472265,0.007481898632341122,-0.0011263073209975883,-0.0003218020917135966,0.0
