,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.A_CO2_vd_scaled,feature_importance.A_CO2_vd_fd1_scaled,feature_importance.A_CO2_vd_fd2_scaled,feature_importance.A_CO2_vd_fd3_scaled
29,29,0.6652994257588187,0.720164609053498,0.683256204162269,0.7529457930773187,0.1473338802296964,0.006398687448728513,0.022805578342904087,0.030762920426579243
30,30,0.6529942575881871,0.7076710435383552,0.6702227273957403,0.5646816053692729,0.16956521739130442,0.013043478260869601,0.012141099261689936,0.022231337161607856
31,31,0.6570959803117309,0.7129120879120879,0.6748883656734594,0.6462382614814214,0.1809680065627563,0.00656275635767023,0.014356029532403558,0.03683347005742399
32,32,0.6726825266611977,0.7280163599182005,0.6912208059321805,0.8452815891315525,0.014520098441345386,0.008449548810500418,0.030106644790812043,0.028876127973748944
33,33,0.6620180475799836,0.7158620689655173,0.6794755216367623,0.664720846526481,0.13945857260049233,0.008121410992616984,0.012141099261689936,0.03461853978671048
34,34,0.6669401148482362,0.7211538461538461,0.6847852561500365,0.6746826878839544,0.08671041837571769,0.011730926989335533,0.02264150943396226,0.021000820344544646
35,35,0.6702214930270713,0.7254098360655737,0.6885659386755433,0.7823306541094963,0.052584085315832585,0.011730926989335422,0.02715340442986036,0.028958162428219802
36,36,0.667760459392945,0.7208821502412129,0.6853089226272631,0.789302048659035,0.04085315832649716,0.00648072190319926,0.020590648072190354,0.038310090237899885
37,37,0.6538146021328958,0.7081604426002767,0.6709872533896241,0.5701740142350682,0.16349466776045934,0.015340442986054081,0.029040196882690772,0.007793273174733328
38,38,0.6636587366694011,0.7180192572214581,0.6813658628995156,0.7104922735514599,0.1566858080393766,0.007793273174733439,0.01550451189499591,0.03913043478260869
39,39,0.6579163248564397,0.7118175535590877,0.6751711726340288,0.7214635598495305,0.12190319934372451,0.011977030352748108,0.01968826907301069,0.016735028712059008
40,40,0.6620180475799836,0.7146814404432132,0.6791142323617765,0.7323996644204487,0.11484823625922902,0.018703855619360166,0.018047579983593076,0.02026251025430681
41,41,0.6702214930270713,0.7254098360655737,0.6885659386755433,0.6566046927011449,0.08047579983593123,0.018293683347005762,0.021739130434782483,0.026579163248564353
42,42,0.6521739130434783,0.7075862068965517,0.6695786311601851,0.5297556223106276,0.15873666940114844,0.009187858900738366,0.023379819524200096,0.027645611156685845
43,43,0.6579163248564397,0.7114186851211073,0.6750507428757002,0.7123393142269492,0.1440525020508613,0.009269893355209224,0.020426579163248526,0.025102543068088456
44,44,0.6611977030352748,0.7145818935729095,0.6784701361262212,0.6333631024870776,0.15324036095159965,0.005332239540607131,0.01657095980311729,0.019360131255127144
45,45,0.6644790812141099,0.7192862045298559,0.6823712484100566,0.7586127574355227,0.11624282198523384,0.0076292042657915005,0.022395406070549573,0.01977030352748166
46,46,0.6570959803117309,0.710926694329184,0.6742862168818164,0.5884630997807907,0.1737489745693191,0.019360131255127144,0.01304347826086949,0.009433962264150941
47,47,0.6661197703035275,0.7135819845179451,0.6818529945062379,0.8115964385266974,-0.08088597210828541,0.02272354388843323,0.06119770303527483,0.0004922067268253727
48,48,0.6661197703035275,0.7206588881262869,0.6840207301561527,0.7477632540391328,0.1399507793273176,0.019278096800656397,0.01903199343724371,0.020590648072190243
49,49,0.6611977030352748,0.7157604955264969,0.678831425401207,0.5267191686287246,0.17662018047579986,0.007793273174733439,0.015586546349466768,0.023215750615258268
50,50,0.6628383921246924,0.7175257731958763,0.6806013369056318,0.6711821060323131,0.11829368334700574,0.010418375717801465,0.023543888433141924,0.021739130434782705
51,51,0.6562756357670222,0.7112336319779462,0.6737625504045899,0.6423046737571378,0.1539786710418376,0.011402789171451988,0.025266611977030506,0.013863822805578407
52,52,0.6652994257588187,0.7197802197802198,0.6831357744039404,0.827609536954345,0.07046759639048394,0.010172272354388778,0.03092698933552096,0.018621821164889307
53,53,0.6620180475799836,0.7158620689655173,0.6794755216367623,0.7553313848069063,0.09114027891714527,0.015340442986054192,0.017637407711238784,0.012387202625102511
54,54,0.6652994257588187,0.7174515235457064,0.6824131958539688,0.7132689237097778,0.12920426579163258,0.012715340442986167,0.021657095980311625,0.009926168990976203
55,55,0.712059064807219,0.7469358327325162,0.7259911775053449,0.7991326351113637,-0.06316652994257588,0.0019688269073011577,0.02075471698113207,0.03978671041837578
56,56,0.6595570139458573,0.7131997235659986,0.6768206543801251,0.7074869421666531,0.13773584905660385,0.009023789991796649,0.01853978671041845,0.01788351107465136
57,57,0.660377358490566,0.7152682255845942,0.6780668994073232,0.6044383101945819,0.05742411812961434,0.015914684167350424,0.03322395406070555,0.008695652173913104
58,58,0.6595570139458573,0.7147766323024055,0.6773023734134394,0.6096885064003681,0.18867924528301894,0.006070549630844968,0.010336341263330717,0.02329778506972935
59,59,0.6669401148482362,0.7207702888583218,0.6846648263917079,0.758662823739547,0.13962264150943393,0.006644790812141088,0.017391304347826098,0.04036095159967179
60,60,0.6595570139458573,0.7135955831608005,0.6769410841384537,0.7023328191388596,0.1579163248564397,0.007219031993437319,0.014602132895816244,0.027727645611156704
61,61,0.6661197703035275,0.7202749140893471,0.6839003003978241,0.7462747963519255,0.1455291222313373,0.012305168170631653,0.017473338802296956,0.030024610336341406
62,62,0.6694011484823625,0.7245386192754614,0.6876809829233309,0.7640199182701416,0.11944216570959798,0.01780147662018039,0.024692370795734164,0.03511074651353563
63,63,0.6702214930270713,0.7242798353909465,0.6882046494005575,0.6891870314741144,0.14577522559474976,0.01550451189499591,0.022231337161607856,0.030598851517637415
64,64,0.6644790812141099,0.7189003436426117,0.682250818651728,0.6379556710237884,0.08662838392124694,0.00648072190319926,0.011648892534864674,0.030516817063166446
65,65,0.6644790812141099,0.7196710075394106,0.6824916781683852,0.5563124137371114,0.18392124692370787,0.010500410172272323,0.027563576702214987,0.020672682526661212
66,66,0.6661197703035275,0.7214236824093087,0.6842615896728099,0.6835674271332306,0.14971287940935207,0.010910582444626837,0.016406890894175685,0.022313371616078825
67,67,0.660377358490566,0.7136929460580913,0.6775851803740088,0.6751495223403968,0.127481542247744,0.007301066447908178,0.011238720262510271,0.02321575061525849
68,68,0.660377358490566,0.7148760330578512,0.6779464696489946,0.7282942274904604,0.11771944216570951,0.007793273174733217,0.01599671862182117,0.024282198523379872
69,69,0.6661197703035275,0.7210418094585332,0.6841411599144813,0.7065438012503045,0.12059064807219044,0.012961443806398742,0.03150123051681708,0.012387202625102622
70,70,0.6521739130434783,0.7059639389736477,0.6690969121268707,0.7781900354523558,0.026333059885151666,0.03264971287940932,0.019934372436423264,0.002378999179655561
71,71,0.6521739130434783,0.7063711911357341,0.6692173418851993,0.6537346756515386,0.15250205086136182,0.015422477440525051,0.01780147662018039,0.015340442986054192
72,72,0.6620180475799836,0.7158620689655173,0.6794755216367623,0.658082325241536,0.13675143560295322,0.010418375717801465,0.014520098441345386,0.025758818703855657
73,73,0.671862182116489,0.7271487039563438,0.6903358501799681,0.7485453708965928,0.08613617719442168,0.013535684987694863,0.02682526661197704,0.034290401968826933
74,74,0.6554552912223134,0.7095435684647303,0.6726367351357203,0.6048280154799599,0.18613617719442177,0.01189499589827725,0.012141099261689825,0.012633305988515198
75,75,0.671862182116489,0.7275204359673024,0.6904562799382966,0.8173134691889259,0.10672682526661215,0.010910582444626726,0.023133716160787632,0.041345365053322536
76,76,0.6595570139458573,0.7131997235659986,0.6768206543801251,0.6077535114069984,0.11944216570959809,0.007793273174733439,0.02436423297785084,0.018129614438064046
77,77,0.6611977030352748,0.715368711233632,0.6787109956428784,0.8170983193959569,0.079901558654635,0.009433962264151052,0.02026251025430681,0.01730926989335535
78,78,0.6529942575881871,0.7060458651841557,0.669741008362426,0.6528727233363103,0.17399507793273172,0.013289581624282176,0.010254306808859859,0.01550451189499591
79,79,0.6694011484823625,0.7237834132967786,0.6874401234066737,0.7675624475656951,0.08301886792452817,0.012387202625102622,0.01599671862182117,0.04700574241181288
80,80,0.6611977030352748,0.715368711233632,0.6787109956428784,0.7010392140943411,0.05127153404429852,0.013535684987694752,0.012551271534044228,0.038392124692370744
81,81,0.6644790812141099,0.7185134205092911,0.6821303888933994,0.7711861654623692,0.13568498769483173,0.01009023789991792,0.02255947497949129,0.014520098441345386
82,82,0.6521739130434783,0.7063711911357341,0.6692173418851993,0.6336323780141269,0.16694011484823623,0.0209187858900739,0.012141099261689825,0.015258408531583223
83,83,0.6702214930270713,0.7257844474761255,0.6886863684338719,0.7356377364618008,0.16177194421657093,0.012223133716160683,0.029614438063986892,0.02378999179655461
