,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.C_CO2_vd_scaled,feature_importance.C_CO2_vd_fd1_scaled,feature_importance.C_CO2_vd_fd2_scaled,feature_importance.C_CO2_vd_fd3_scaled,feature_importance.C_mid_CO2_scaled,feature_importance.C_mid_CO2_fd1_scaled,feature_importance.C_mid_CO2_fd2_scaled,feature_importance.C_mid_CO2_fd3_scaled,feature_importance.C_top_CO2_scaled,feature_importance.C_top_CO2_fd1_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_top_CO2_fd3_scaled,feature_importance.C_mid_temperature_scaled,feature_importance.C_mid_temperature_fd1_scaled,feature_importance.C_mid_temperature_fd2_scaled,feature_importance.C_mid_temperature_fd3_scaled,feature_importance.C_mid_humidity_scaled,feature_importance.C_mid_humidity_fd1_scaled,feature_importance.C_mid_humidity_fd2_scaled,feature_importance.C_mid_humidity_fd3_scaled,feature_importance.C_top_temperature_scaled,feature_importance.C_top_temperature_fd1_scaled,feature_importance.C_top_temperature_fd2_scaled,feature_importance.C_top_temperature_fd3_scaled,feature_importance.C_top_humidity_scaled,feature_importance.C_top_humidity_fd1_scaled,feature_importance.C_top_humidity_fd2_scaled,feature_importance.C_top_humidity_fd3_scaled
10,10,0.9291014014839242,0.9279731993299832,0.9323951163552934,0.9784223751775374,-0.0009892827699917728,-0.0014839241549875481,-0.0013190436933223637,-0.0007419620774938851,-0.0009892827699917728,-0.0008244023083265883,-0.002143446001648841,-0.003874690849134166,-0.0016488046166528436,-0.0033800494641385015,-0.00181368507831825,-0.0015663643858203624,-0.0009892827699916618,0.0014839241549877702,0.001731244847485769,0.0017312448474856579,-0.0022258862324813222,-0.002802967848310023,-0.0033800494641382794,-0.002473206924979321,-0.001401483924154845,0.0014839241549877702,0.0019785655399834345,0.0012366034624896605,-0.0022258862324813222,-0.0034624896949712047,-0.002802967848309912,-0.002143446001648619
11,11,0.9365210222588624,0.9349112426035503,0.939226209985797,0.9790096143340982,0.00032976092333070195,-8.244023083270324e-05,-0.0004946413849959974,-0.0003297609233305909,0.0009068425391592916,0.005276174773289566,0.004946413849958864,0.005276174773289566,-0.0004946413849959974,0.004369332234130274,0.003874690849134499,0.0034624896949710937,-0.00016488046166529546,0.006265457543281228,0.007502061005770666,0.004863973619126161,0.0002473206924979987,-8.244023083259222e-05,-8.244023083259222e-05,0.0004946413849958864,0.00016488046166529546,0.0069249793899425205,0.0055234954657872315,0.004534212695795459,0.0004946413849958864,-0.0004122011541630721,8.244023083281427e-05,0.00016488046166529546
12,12,0.9266281945589447,0.9238665526090676,0.9284933901453076,0.9769419862340216,0.01154163231657035,0.003874690849134388,0.003627370156636278,0.004863973619126161,-0.003544929925803908,0.004369332234130274,0.0018961253091509533,-0.0009068425391589585,-0.003215169002473317,0.003544929925803797,0.002473206924979321,0.004039571310799683,0.0026380873866447274,0.0006595218466610708,0.0011541632316571793,0.0023907666941466177,0.0026380873866447274,0.003544929925803686,0.002555647155812024,0.002885408079142504,0.0013190436933221417,0.0044517724649629775,0.003215169002473317,0.0037098103874688704,0.0012366034624896605,0.0026380873866447274,0.0044517724649629775,0.0034624896949710937
13,13,0.9406430338004946,0.9380378657487092,0.9421774281656288,0.9853367748279253,-0.0009068425391591806,0.0004946413849958864,0.0004946413849958864,0.0013190436933224747,-1.1102230246251565e-16,0.0013190436933222527,0.002473206924979321,0.0012366034624897715,-0.0002473206924978877,0.0034624896949710937,0.003215169002473206,0.005688375927452416,0.0008244023083265883,0.003544929925803797,0.0044517724649629775,0.002802967848309801,-8.244023083270324e-05,0.0044517724649629775,0.002802967848309801,0.0015663643858203624,8.244023083259222e-05,0.006512778235779115,0.005853256389117822,0.004286892003297571,-0.00016488046166529546,0.0036273701566365,0.0013190436933222527,8.244023083281427e-05
14,14,0.9381698268755152,0.9364944961896697,0.9407694198623402,0.9809078990494918,0.0008244023083264773,0.00024732069249777666,8.244023083270324e-05,-8.244023083259222e-05,-0.0002473206924979987,-0.0007419620774937741,-0.0009068425391590695,-0.0003297609233304799,-0.0006595218466611819,-0.0014839241549876592,-0.0008244023083265883,-0.0013190436933223637,-0.0004946413849956643,-0.00016488046166529546,0.0,-8.24402308324812e-05,-0.00041220115416318315,0.0011541632316570682,0.0011541632316570682,0.0004946413849957754,-0.0006595218466611819,0.0008244023083263663,0.0013190436933222527,0.0014839241549875481,8.244023083259222e-05,0.0017312448474854358,0.0012366034624895494,-0.0006595218466610708
15,15,0.9332234130255564,0.9314140558848434,0.9357997377908882,0.9716185949961762,-0.002885408079142615,-8.244023083270324e-05,-0.00041220115416318315,0.00016488046166518444,-8.244023083270324e-05,0.003874690849134388,0.004039571310799794,0.003132728771640614,-0.0017312448474855469,0.0008244023083264773,0.0026380873866447274,0.0029678483099753183,0.0012366034624896605,0.00041220115416329417,0.0005770816158284786,0.0008244023083264773,-0.0009892827699917728,0.004781533388293346,0.004039571310799572,0.0055234954657873425,0.0029678483099753183,0.0011541632316570682,0.0003297609233305909,0.0004946413849958864,-0.0007419620774938851,0.004699093157460754,0.004122011541632276,0.002802967848309912
16,16,0.9464138499587799,0.9444918872758327,0.9484854692450562,0.9698404894570086,0.00016488046166518444,0.0011541632316569572,0.0006595218466610708,0.0008244023083264773,-0.0007419620774937741,0.0033800494641386125,0.002061005770816249,0.002473206924979321,-0.0011541632316570682,0.005441055234954639,0.0037922506183016846,0.002802967848309912,-0.0005770816158284786,0.001071723000824476,0.001401483924155067,0.001071723000824476,-2.220446049250313e-16,0.0004946413849958864,0.0037922506183016846,0.004699093157460976,-0.00024732069249766564,0.002061005770816138,0.0022258862324814332,0.004039571310799794,8.24402308324812e-05,0.0018961253091507313,0.002473206924979321,0.00181368507831825
17,17,0.9340478153338829,0.9325463743676222,0.9369113951709822,0.9672894133071125,-0.001071723000824254,-0.0004122011541634052,8.244023083259222e-05,0.0011541632316570682,0.00016488046166518444,0.0011541632316568462,0.0,0.0012366034624897715,-0.0014839241549876592,0.0005770816158284786,0.0018136850783183611,0.00247320692497921,-0.00181368507831825,0.0023083264633140255,0.0055234954657873425,0.004699093157460865,-0.0012366034624896605,0.0002473206924978877,0.0008244023083263663,0.0,-0.0023907666941468397,0.004946413849958753,0.00577081615828523,0.009233305853256435,-0.0009892827699915507,0.0005770816158284786,0.0006595218466611819,-0.0004946413849958864
18,18,0.9406430338004946,0.9388794567062818,0.9430842346771551,0.9815852725882224,-0.00016488046166529546,0.00041220115416329417,-0.0009892827699916618,-0.0004946413849959974,0.0004946413849958864,0.0008244023083263663,-1.1102230246251565e-16,8.244023083259222e-05,-8.244023083259222e-05,-0.002061005770816249,-0.0011541632316570682,0.0009068425391590695,0.0007419620774938851,0.0008244023083263663,-0.0004946413849959974,-0.0015663643858202514,0.0007419620774938851,0.0002473206924979987,0.0009892827699917728,0.0009892827699917728,0.0008244023083265883,-0.0003297609233305909,0.00024732069249777666,-0.0004946413849959974,0.0011541632316570682,0.0012366034624897715,-0.0006595218466611819,-0.0006595218466611819
19,19,0.9422918384171476,0.9395509499136442,0.9436072872282312,0.9769474489238501,0.0019785655399836566,0.0005770816158285896,0.00016488046166518444,0.0008244023083264773,0.0004946413849958864,-0.00453421269579557,-0.0030502885408077995,-0.0013190436933223637,0.0002473206924978877,-0.0032976092333057982,-0.002061005770816138,-0.0009068425391591806,0.0009068425391590695,0.0019785655399836566,0.00041220115416318315,0.001071723000824254,0.002802967848309912,-0.0003297609233303689,-0.0008244023083264773,-0.0002473206924978877,0.0009892827699917728,0.002802967848310023,0.0026380873866447274,0.002061005770816249,0.002473206924979321,0.0003297609233304799,-0.0008244023083264773,-8.244023083270324e-05
20,20,0.9266281945589447,0.9224062772449869,0.9272465311919589,0.9665410248006119,0.00032976092333070195,0.0012366034624896605,0.0013190436933223637,0.001401483924154956,0.0016488046166528436,0.01211871393239905,0.012036273701566458,0.008326463314097143,0.0009068425391590695,0.01063478977741139,0.010057708161582801,0.00511129431162427,0.0018961253091507313,0.004534212695795459,0.004946413849958864,0.004781533388293346,0.002555647155812024,0.004369332234130052,0.005605935696619935,0.004122011541632387,0.0009068425391589585,0.006760098928277003,0.0065952184666118185,0.005358615004122047,0.0030502885408079106,0.004369332234130052,0.004699093157460865,0.0037098103874689814
21,21,0.9389942291838417,0.9372881355932203,0.9415410248006117,0.9869987982082377,0.0032976092333059093,0.0004946413849959974,0.00024732069249810973,0.002555647155811913,0.0011541632316570682,0.0005770816158284786,0.0003297609233305909,0.0015663643858202514,-0.00041220115416318315,0.0018961253091508423,0.0022258862324814332,0.003627370156636278,-0.001071723000824476,0.0016488046166528436,0.002885408079142615,0.002885408079142615,-0.0004946413849958864,-0.0006595218466611819,-0.0002473206924979987,-0.0017312448474855469,-0.001071723000824476,0.00247320692497921,0.002555647155811913,0.00247320692497921,-0.0003297609233304799,-0.001071723000824476,-0.0005770816158284786,-0.001071723000824476
22,22,0.9398186314921682,0.9373390557939915,0.9415191740412979,0.9861083797661969,-0.0030502885408079106,-0.0009068425391590695,-8.244023083259222e-05,-0.0009892827699917728,0.0003297609233305909,-0.0041220115416321645,-0.0006595218466611819,0.0013190436933222527,0.001071723000824587,-0.008326463314097365,-0.004946413849958864,0.0003297609233305909,-0.0015663643858203624,-0.0022258862324815443,-0.0023907666941467287,-0.0012366034624897715,-0.004039571310799683,-0.0002473206924979987,-0.001813685078318139,-0.0027205276174775417,-0.0019785655399835456,8.244023083237018e-05,0.00016488046166540649,0.0017312448474855469,-0.0017312448474855469,-0.002061005770816249,-0.0019785655399835456,-0.0015663643858203624
23,23,0.9340478153338829,0.9324324324324325,0.9367980443570414,0.9826040642412324,0.0018961253091508423,0.0018961253091508423,0.0012366034624895494,0.0034624896949712047,-0.0009892827699915507,-0.00041220115416318315,-0.0034624896949710937,-0.001071723000824254,-0.001071723000824254,-0.00024732069249777666,-0.0019785655399835456,-0.002555647155812135,-0.002473206924979543,-0.0005770816158285896,0.0004946413849959974,-0.00024732069249777666,-0.002802967848310023,-0.0022258862324814332,-0.0030502885408079106,-0.0032976092333059093,-0.0022258862324814332,0.0018961253091508423,0.002473206924979432,0.0027205276174774307,-0.0023083264633141365,-0.003215169002473095,-0.004699093157460865,-0.0037922506183019067
