,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.C_mid_CO2_scaled,feature_importance.C_mid_CO2_fd1_scaled,feature_importance.C_mid_CO2_fd2_scaled,feature_importance.C_mid_CO2_fd3_scaled,feature_importance.C_top_CO2_scaled,feature_importance.C_top_CO2_fd1_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_top_CO2_fd3_scaled
10,10,0.9285134037367994,0.9245283018867925,0.9304446038959313,0.9623853942438014,-0.0017059301380989433,0.03143785540211208,0.04809098294069858,0.04167343623070674,0.007229894394800929,0.051990251827782386,0.04443541835905773,0.003980503655564571
11,11,0.9195775792038993,0.912311780336581,0.9189654256025938,0.9519971298732363,-0.00422420796100742,0.07863525588952058,0.08781478472786353,0.014134849715678244,0.007798537774167502,0.02583265637692933,0.04386677497969116,0.017140536149471974
12,12,0.9187652315190902,0.9133448873483535,0.9198251348693827,0.9490791676632385,0.00763606823720564,0.10714865962632014,0.017303005686433837,0.05101543460601132,0.00203086921202289,0.020958570268074683,0.01925264012997574,0.012672623883021816
13,13,0.9244516653127539,0.9208510638297872,0.9269592601451009,0.9436498445348002,0.0032493907392364685,0.11405361494719735,0.09520714865962643,0.07335499593826167,0.004549147034931034,0.046953696181965876,0.06645004061738424,0.026563769293257544
14,14,0.9260763606823721,0.921619293712317,0.9276555316378325,0.9563687581386696,0.0028432168968318683,0.07018683996750608,0.027457351746547287,0.0068237205523965505,-0.0010560519902517163,0.028269699431356488,0.02461413484971564,0.03769293257514206
15,15,0.9285134037367994,0.9245283018867925,0.9304446038959313,0.959188391931755,0.007148659626320053,0.11413484971567833,0.01023558082859466,0.019415109666937602,0.008935824532899983,0.03566206336311939,0.04914703493095052,0.0077173030056862935
16,16,0.9309504467912266,0.9269131556319863,0.9326968561481837,0.9521379786866513,0.008854589764419218,0.04800974817221759,0.05727051177904152,0.019740048740860994,0.007636068237205529,0.01819658813972369,0.05686433793663681,0.008123476848090783
17,17,0.9244516653127539,0.9203084832904884,0.9264224401392542,0.9461505753541151,-0.00016246953696186228,0.04508529650690507,0.08066612510154347,0.00381803411860282,0.002924451665312855,0.03688058489033319,0.012835093419983679,0.006904955320877537
18,18,0.9228269699431356,0.9180327868852459,0.9242499136304446,0.953006989290175,0.0012185215272136896,0.03379366368805847,0.039967506092607685,0.026157595450852722,-0.0016246953696184008,0.01177904142973174,0.041348497156783126,0.004874086108854425
19,19,0.9195775792038993,0.91458153580673,0.9209785006245184,0.9492997422200962,0.00032493907392372456,0.011047928513403638,0.0538586515028433,0.0012185215272136896,-0.001543460601137081,0.009991876523152032,0.005280259951259136,0.012997562956945541
20,20,0.9187652315190902,0.911504424778761,0.9182146748518429,0.950809216295942,0.0006498781478472271,0.05207148659626326,0.027538586515028496,0.029975629569455764,0.0012185215272138006,0.042160844841592326,0.04792851340373683,0.004305442729488296
21,21,0.9212022745735174,0.9155787641427328,0.9219431821201732,0.9627601052379814,0.0028432168968317573,0.027944760357432985,0.09341998375304628,0.005280259951259025,0.00024370430544284893,0.002680747359870117,0.045572705117790435,0.0017059301380991654
22,22,0.9220146222583265,0.9175257731958762,0.9237675728826171,0.9549629275292992,0.0034118602761982197,0.031356620633631316,0.01803411860276183,0.006904955320877315,-0.001543460601137303,0.010885458976441997,0.048578391551584055,0.011616571892769989
23,23,0.9187652315190902,0.9136442141623489,0.9200935448723059,0.9561534986313749,-0.0007311129163281027,0.06084484159220149,0.09406986190089373,0.019496344435418367,0.0038992688870836956,0.021527213647441146,0.05548334687246137,0.00016246953696186228
24,24,0.9228269699431356,0.9176062445793582,0.9238472986260597,0.9516489941268702,0.0016246953696181787,0.02599512591389097,0.043135662063363056,0.004061738424045336,0.00178716490657993,0.010560519902518273,0.03720552396425669,0.011047928513403638
