,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.C_CO2_vd_scaled,feature_importance.C_CO2_vd_fd1_scaled,feature_importance.C_CO2_vd_fd2_scaled,feature_importance.C_CO2_vd_fd3_scaled
157,157,0.8367683429513603,0.8092485549132948,0.8307863542008085,0.8622254998361194,-0.0015663643858202514,0.04187963726298438,0.08013190436933226,0.07988458367683426
158,158,0.8499587798845837,0.8305400372439479,0.8460791543756145,0.8780754943734295,0.003132728771640614,0.07073371805441053,0.10362737015663648,0.04641384995877984
159,159,0.8392415498763397,0.8199445983379502,0.8358215885502022,0.8719736698350268,-0.003874690849134388,0.06298433635614187,0.05061830173124493,0.02514427040395706
160,160,0.8342951360263808,0.8147465437788018,0.8309652572926909,0.8679148912924726,0.0006595218466611819,0.045671887881286066,0.024814509480626468,0.07370156636438585
161,161,0.841714756801319,0.816793893129771,0.8363227903419643,0.8675953239375068,0.001071723000824365,0.04394064303380041,0.14056059356966188,0.05342126957955473
162,162,0.8351195383347073,0.8158379373848987,0.8318502130449033,0.8734267453294002,-0.005276174773289344,0.02934872217642215,0.05284418796372614,0.09892827699917561
163,163,0.8565539983511954,0.8400735294117647,0.8534988528351359,0.8699989074620345,0.005111294311624048,0.07551525144270399,0.07815333882934872,0.08046166529266285
164,164,0.830997526793075,0.8026948989412896,0.825045067191085,0.8776739866710369,-0.012943116240725527,0.02671063478977742,0.1059356966199505,0.060840890354492916
165,165,0.8483099752679307,0.8286778398510242,0.8444225936851306,0.8676472194908773,0.0005770816158284786,0.07938994229183849,0.07724649629018965,0.03998351195383332
166,166,0.8334707337180544,0.8061420345489443,0.827699934447722,0.8594204086091992,-0.00016488046166529546,0.05523495465787298,0.0650453421269579,0.08458367683429513
167,167,0.8408903544929925,0.82277318640955,0.8378182016825084,0.8739593575876761,-0.0022258862324815443,0.01063478977741139,0.08615004122011538,0.11467436108821105
168,168,0.8499587798845837,0.8305400372439479,0.8460791543756145,0.8676799956298481,0.005193734542456752,0.05795548227535041,0.09752679307502066,0.05671887881286064
169,169,0.8408903544929925,0.82277318640955,0.8378182016825084,0.8605621107833499,0.006512778235779115,0.03825226710634799,0.07889530090684249,0.05638911788953005
170,170,0.8408903544929925,0.8201304753028891,0.8369113951709821,0.8703840270949417,-0.0009068425391591806,0.06438582028029671,0.0752679307502061,0.02118713932399008
171,171,0.8334707337180544,0.8133086876155268,0.8299669507265377,0.8709412214574456,-0.004946413849958864,0.028441879637262968,0.0339653751030502,0.07106347897774112
172,172,0.8425391591096455,0.8249312557286893,0.8395881131869333,0.8692150114716485,0.0014839241549875481,0.047155812036273725,0.07914262159934038,0.09835119538334702
173,173,0.8499587798845837,0.8302238805970149,0.8459658035616737,0.8728012673440404,0.0009068425391590695,0.08516075845012361,0.07518549051937351,0.03907666941467436
