,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.C_CO2_vd_scaled,feature_importance.C_CO2_vd_fd1_scaled,feature_importance.C_CO2_vd_fd2_scaled,feature_importance.C_CO2_vd_fd3_scaled
174,174,0.8450123660346249,0.8233082706766918,0.8405427182344587,0.8675516224188791,0.0037922506183017957,0.016405605935696732,0.13569661995053584,0.08037922506183015
175,175,0.8516075845012366,0.8363636363636363,0.8492092756473288,0.8617857533049275,0.002143446001648841,0.023083264633141032,0.07724649629018965,0.07098103874690853
176,176,0.8367683429513603,0.8103448275862069,0.8311264066426308,0.8690402053971376,-0.0033800494641385015,0.06776586974443533,0.06257213520197846,0.047732893652102204
177,177,0.8276999175597691,0.8105167724388033,0.8253591718562221,0.8530072107505735,8.24402308324812e-05,0.007831821929101479,0.07337180544105537,0.043858202802967816
178,178,0.8441879637262985,0.8251618871415356,0.8406779198077132,0.8761307767944936,8.244023083270324e-05,0.02967848309975285,0.09447650453421275,0.06405605935696623
179,179,0.8483099752679307,0.8299445471349353,0.8448759969408937,0.8565934666229652,0.005276174773289344,0.02638087386644683,0.10123660346248975,0.05614179719703216
180,180,0.8491343775762572,0.8316467341306347,0.8459876543209877,0.8654157106959466,0.00214344600164873,0.06776586974443533,0.06916735366859028,0.04311624072547393
181,181,0.8367683429513603,0.8107074569789675,0.8312397574565716,0.8597126625150223,-0.00181368507831825,0.02333058532563892,0.057460840890354525,0.11376751854905198
182,182,0.8425391591096455,0.8213283442469598,0.8383412542335846,0.8768518518518519,-0.0022258862324814332,0.04971145919208575,0.06166529266281939,0.07328936521022245
183,183,0.843363561417972,0.822429906542056,0.839226209985797,0.8848027968971921,0.005193734542456641,0.07114591920857372,0.08854080791426222,0.051277823577906
184,184,0.841714756801319,0.8188679245283019,0.8370028952256091,0.8753905823227356,0.0019785655399834345,0.03511953833470716,0.10915086562242371,0.0754328112118714
185,185,0.8516075845012366,0.8317757009345794,0.847509013438217,0.8809461378782912,0.0009892827699917728,0.03709810387469081,0.06735366859027203,0.07394888705688374
186,186,0.8367683429513603,0.8142589118198874,0.8323732655959795,0.8727029389271277,0.0030502885408079106,0.0784006595218466,0.04938169826875516,0.03849958779884588
187,187,0.8474855729596042,0.8298068077276909,0.8443310936305036,0.8615481262973887,0.005276174773289344,0.020857378400659488,0.14575432811211864,0.044435284418796295
188,188,0.843363561417972,0.826007326007326,0.8404730689391456,0.8755722167595323,0.010799670239076686,0.031162407254740176,0.09497114591920863,0.05267930750206096
189,189,0.8474855729596042,0.8282265552460538,0.8437643395607997,0.8721812520485086,-0.0023083264633141365,0.09991755976916716,0.12176422093981865,0.005605935696619824
190,190,0.8400659521846661,0.8169811320754717,0.8353463345351251,0.8653829345569757,-0.003132728771640503,0.060181368507831734,0.08334707337180536,0.050206100577081525
191,191,0.8507831821929102,0.8325624421831638,0.8473041625696494,0.8763656724571179,0.0029678483099752073,0.03635614179719704,0.0859851607584502,0.1061830173124485
192,192,0.8425391591096455,0.8192999053926207,0.83766114934994,0.8541434502348957,0.0076669414674361835,0.04550700741962077,0.11211871393239903,0.11022258862324807
193,193,0.8301731244847486,0.8056603773584906,0.8254069703922211,0.8674505626570521,-0.005111294311624048,0.029596042868920147,0.0753503709810387,0.04492992580379218
194,194,0.8458367683429514,0.826046511627907,0.8419944280563749,0.8846361848574237,0.002061005770816249,0.0759274525968674,0.07122835943940631,0.03413025556471572
195,195,0.8450123660346249,0.8206106870229007,0.8396359117229324,0.862766306129138,0.0013190436933222527,0.0647155812036273,0.09579554822753511,0.07625721352019788
196,196,0.8441879637262985,0.8258064516129032,0.8409046214355949,0.8745657161586367,0.0007419620774938851,0.046496290189612544,0.06413849958779894,0.10725474031327287
197,197,0.843363561417972,0.8210922787193974,0.838772806730034,0.8788675843985579,-0.001071723000824254,0.034707337180544195,0.10643033800494639,0.07642209398186317
198,198,0.8334707337180544,0.8061420345489443,0.827699934447722,0.8730498197312357,-0.0006595218466611819,0.041137675185490497,0.050453421269579524,0.11640560593569649
199,199,0.832646331409728,0.8118628359592215,0.8289686441603845,0.8563886157543974,-0.0013190436933222527,0.043775762572135224,0.06455070074196201,0.0753503709810387
200,200,0.8375927452596867,0.8146754468485419,0.8330315197203102,0.8613924396372774,-0.003544929925803686,0.051112943116240706,0.10082440230832657,0.05070074196207752
201,201,0.8458367683429514,0.8250701590271281,0.8416543756145526,0.8801622418879056,-0.002885408079142504,0.04427040395713122,0.1331409727947238,0.024979389942291763
202,202,0.8384171475680132,0.8161350844277674,0.8340298262864634,0.8684147274117776,-0.001071723000824254,0.07765869744435283,0.04237427864798016,0.05358615004122014
203,203,0.8392415498763397,0.8186046511627907,0.835368185294439,0.8776384791871517,-0.002802967848309912,0.045919208573784065,0.09315746084089038,0.04031327287716424
204,204,0.8375927452596867,0.8136234626300851,0.832691467278488,0.8849379984704469,-0.005605935696619824,0.096290189612531,0.08128606760098944,0.0047815333882935684
205,205,0.8351195383347073,0.8123827392120075,0.8307167049054954,0.8677701300120177,-0.006842539159109706,0.018384171475680167,0.06949711459192076,0.07007419620774935
206,206,0.8474855729596042,0.830119375573921,0.8444444444444444,0.8707391019337922,0.0006595218466611819,0.03858202802967847,0.0883759274525967,0.04674361088211043
207,207,0.8252267106347898,0.7984790874524715,0.8199838850650061,0.8728340434830111,0.001813685078318139,0.029266281945589445,0.0685902720527618,0.08705688375927467
208,208,0.8466611706512778,0.8268156424581006,0.8427660329946466,0.8664836665574129,0.0016488046166529546,0.019950535861500307,0.14262159934047802,0.08606760098928268
209,209,0.8408903544929925,0.8187793427230047,0.8364579919152191,0.8696984595214683,0.0019785655399834345,0.037510305028853996,0.06718878812860674,0.07600989282769988
210,210,0.8450123660346249,0.8262476894639557,0.8415628755599257,0.870900251283732,-0.0013190436933222527,0.10082440230832646,0.08664468260511127,0.025226710634789873
211,211,0.843363561417972,0.8230912476722533,0.8394529116136786,0.8745192832950945,-0.0006595218466611819,0.04789777411376761,0.0756801319043694,0.08186314921681781
212,212,0.8375927452596867,0.8129154795821463,0.8324647656506063,0.8706025346880804,0.0009068425391591806,0.026463314097279422,0.0922506183017312,0.06949711459192076
213,213,0.8359439406430338,0.8165898617511521,0.8326218179831749,0.8599830656615317,0.00181368507831825,0.02852431986809556,0.10857378400659523,0.02728771640560601
214,214,0.8375927452596867,0.8118433619866284,0.832124713208784,0.8663361739320442,-0.0009892827699917728,0.07914262159934049,0.09513602638087393,0.04253915910964545
215,215,0.841714756801319,0.8215613382899628,0.8379097017371353,0.8740877307986453,0.001071723000824476,0.045589447650453474,0.05309150865622425,0.0716405605935696
216,216,0.8507831821929102,0.8344007319304666,0.847984267453294,0.8578089151098001,0.003215169002473317,0.049793899422918564,0.04146743610882109,0.09868095630667773
217,217,0.8441879637262985,0.823199251637044,0.8399978149240686,0.8731317600786627,0.0011541632316570682,0.03627370156636445,0.12555647155812033,0.04402308326463311
218,218,0.8516075845012366,0.8330241187384044,0.8479624166939801,0.8743308204960123,0.00041220115416318315,0.06397361912613364,0.13569661995053595,0.044435284418796406
219,219,0.8351195383347073,0.8120300751879699,0.8306033540915547,0.8703075494373428,-0.002473206924979432,0.03363561417971972,0.043198680956306634,0.12168178070898594
220,220,0.8425391591096455,0.8236380424746076,0.8391347099311701,0.8686523544193161,0.0019785655399834345,0.04962901896125316,0.12712283594394058,0.022671063478977738
221,221,0.8466611706512778,0.8271375464684015,0.8428793838085873,0.8716732218944607,0.005193734542456641,0.038087386644682475,0.09282769991755968,0.05622423742786464
222,222,0.8466611706512778,0.8274582560296846,0.8429927346225281,0.8739784770020758,0.001401483924155067,0.09159109645507013,0.07048639736191253,0.046578730420445136
223,223,0.8441879637262985,0.823199251637044,0.8399978149240686,0.8731426854583196,0.0004946413849957754,0.02786479802143449,0.05210222588623237,0.07807089859851613
224,224,0.8466611706512778,0.8277777777777777,0.8431060854364689,0.8654047853162897,0.0076669414674361835,0.014014839241549892,0.08112118713932392,0.11986809563066769
225,225,0.8342951360263808,0.8057971014492754,0.8281314869441713,0.8770130012017917,-0.004863973619126161,0.11739488870568837,0.09406430338004934,0.026793075020609902
226,226,0.8301731244847486,0.8034351145038168,0.8247268655085764,0.8686564514366873,-0.004369332234130274,0.020445177246496304,0.07032151690024724,0.08466611706512794
227,227,0.8441879637262985,0.8222013170272813,0.8396577624822463,0.8795572489894024,-0.003874690849134388,0.05795548227535041,0.08029678483099756,0.052596867271228365
228,228,0.841714756801319,0.8185255198487713,0.8368895444116683,0.8586911395170982,-0.0017312448474855469,0.03825226710634788,0.10189612530915082,0.04039571310799661
229,229,0.8351195383347073,0.8113207547169812,0.8303766524636731,0.8764749262536874,-0.005358615004122047,0.06009892827699914,0.04855729596042868,0.04682605111294302
230,230,0.8186314921681781,0.7768762677484787,0.8096170654430241,0.867122801267344,-0.003544929925803908,0.05103050288540811,0.07988458367683449,0.06488046166529282
231,231,0.8408903544929925,0.8187793427230047,0.8364579919152191,0.8573527805091228,0.0027205276174772086,0.028854080791426262,0.06545754328112108,0.07840065952184672
232,232,0.8367683429513603,0.8166666666666667,0.833166721293565,0.8589424232492079,0.03586150041220115,0.024402308326463285,0.07147568013190442,0.08458367683429513
233,233,0.8359439406430338,0.8134957825679475,0.8316016606577079,0.8654184420408608,-0.002885408079142615,0.051525144270404,0.059274525968672775,0.08169826875515263
234,234,0.8474855729596042,0.8253068932955618,0.8427441822353328,0.8682481153720092,0.003627370156636278,0.06364385820280294,0.044517724649629,0.0784830997526792
235,235,0.8285243198680956,0.8091743119266055,0.8254506719108489,0.8584835573036164,-0.0034624896949710937,0.03511953833470738,0.042044517724649566,0.04888705688375927
236,236,0.841714756801319,0.8178368121442126,0.8366628427837868,0.8657243526712552,8.244023083270324e-05,0.0339653751030502,0.08895300906842529,0.0717230008244023
237,237,0.8252267106347898,0.8058608058608059,0.8222509013438217,0.8648694417130995,-0.003132728771640614,0.044682605111294404,0.02126957955482267,0.03932399010717236
238,238,0.8499587798845837,0.8314814814814815,0.8464192068174369,0.874363596634983,0.003627370156636278,0.062324814509480686,0.08145094806265463,0.04072547403132731
239,239,0.8367683429513603,0.8110687022900763,0.8313531082705123,0.8751802687643395,-0.016240725474031437,0.06562242374278648,0.07873042044517731,0.047815333882934796
240,240,0.8392415498763397,0.8202764976958525,0.8359349393641429,0.8642576204523107,0.007749381698268887,0.0281121187139326,0.04418796372629841,0.07732893652102224
241,241,0.843363561417972,0.8193916349809885,0.8382060526603299,0.8685431006227466,0.0013190436933223637,0.07938994229183849,0.06298433635614176,0.052019785655399886
242,242,0.8367683429513603,0.8156424581005587,0.8328266688517425,0.8587047962416694,0.001401483924155067,0.0058532563891180445,0.051690024732069184,0.19661995053586145
243,243,0.8342951360263808,0.8137164040778498,0.8306252048508687,0.8621490221785206,-0.0005770816158284786,0.04039571310799661,0.048062654575432684,0.0720527617477329
244,244,0.8268755152514426,0.7984644913627639,0.8210736916857861,0.8791680323391238,-0.010140148392415504,0.039901071723000725,0.09027205276174766,0.0206100577081616
245,245,0.8425391591096455,0.8203198494825964,0.8380012017917623,0.8891019337921994,0.006430338004946523,0.07584501236603458,0.02967848309975263,0.061088211046990915
246,246,0.830997526793075,0.8067860508953817,0.8262919261444335,0.8741505517316726,-0.0008244023083263663,0.00882110469909303,0.11731244847485567,0.05845012366034619
247,247,0.8301731244847486,0.8052930056710775,0.8252936195782803,0.8714028187479514,-0.0017312448474855469,0.014179719703215188,0.08969497114591918,0.10725474031327287
248,248,0.8466611706512778,0.825187969924812,0.8421992789249426,0.8782503004479406,8.24402308324812e-05,0.03157460840890336,0.12580379225061822,0.0648804616652926
249,249,0.843363561417972,0.8214285714285714,0.8388861575439747,0.8668660548454059,0.0022258862324815443,0.06290189612530916,0.05300906842539166,0.08367683429513595
