,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.B_CO2_vd_scaled,feature_importance.B_CO2_vd_fd1_scaled,feature_importance.B_CO2_vd_fd2_scaled,feature_importance.B_CO2_vd_fd3_scaled
112,112,0.8703855619360131,0.8630849220103987,0.8711360991583448,0.9283104652106846,-0.004347826086956497,8.203445447096946e-05,0.03748974569319108,0.10992616899097629
113,113,0.8589007383100903,0.8519793459552496,0.860071445968986,0.9303753619658467,-0.003527481542247912,0.01246923707957348,0.08351107465135355,0.060377358490566135
114,114,0.8621821164889254,0.855917667238422,0.8636112689778355,0.932442965007713,-0.0024610336341261974,0.027071369975389725,0.06611977030352745,0.030188679245283123
115,115,0.8556193601312552,0.8498293515358362,0.8573746312684366,0.923206408486915,0.0011484823625923513,0.039048400328137944,0.056767842493847365,0.035931091058244546
116,116,0.8589007383100903,0.8501742160278746,0.8592284376606858,0.9355416632838084,-0.004347826086956386,0.028219852337982076,0.04150943396226414,0.010828547990155868
117,117,0.8515176374077112,0.8413672217353199,0.8513842656491029,0.9291358826554085,0.0013125512715340681,0.0005742411812962311,0.046103363412633436,0.12920426579163247
118,118,0.8465955701394585,0.8397600685518424,0.848001407269086,0.9297691537441477,-0.013207547169811318,0.02026251025430681,0.040114848236259104,0.12510254306808855
119,119,0.8646431501230517,0.8583690987124464,0.8660252767178155,0.9214364969824904,0.0018047579983593298,0.005086136177194445,0.03256767842493857,0.07424118129614443
120,120,0.8572600492206727,0.8515358361774744,0.8590241130145327,0.926575735433412,-0.006316652994257543,0.012059064807218967,0.08867924528301885,0.06390484003281383
121,121,0.8564397046759639,0.8471615720524017,0.8565735704040486,0.9213688398148899,-0.005332239540607131,-0.012059064807219078,0.06644790812141099,0.0918785890073831
122,122,0.8630024610336341,0.8559102674719585,0.8640145056967334,0.929644664555763,-0.0011484823625923513,-0.005742411812961534,0.06357670221493028,0.06923707957342085
123,123,0.8687448728465955,0.8615916955017301,0.8696070471705772,0.9295039376471543,0.004019688269073063,0.008121410992616762,0.05094339622641497,0.06111566858080386
124,124,0.8720262510254306,0.8655172413793103,0.8731468701794267,0.9348623853211009,0.0003281378178835448,0.010172272354388667,0.06718621821164883,0.09130434782608687
125,125,0.8703855619360131,0.8623693379790941,0.870774809883359,0.9336878568915592,-0.0024610336341261974,0.03100902378999182,0.06751435602953249,0.05783429040196897
126,126,0.8613617719442166,0.8508384819064431,0.8607994370923655,0.934683770398636,-0.00295324036095157,0.01977030352748166,0.08252666119770313,0.04536505332239538
127,127,0.859721082854799,0.8532188841201717,0.861076831479527,0.9213120077941057,-0.0005742411812960091,0.018047579983593076,0.03502871205906488,0.041837571780147575
128,128,0.8531583264971287,0.8458225667527993,0.854238044978485,0.927609536954345,-0.0033634126333059733,0.015750615258408596,0.06316652994257588,0.0606234618539786
129,129,0.859721082854799,0.8539709649871904,0.8614381207545128,0.9232524153608833,0.002214930270713622,0.013617719442165721,0.04774405250205083,0.0589827727645611
130,130,0.8720262510254306,0.8648180242634316,0.872785580904441,0.931677085870477,-0.004429860541427466,0.01886792452830177,0.056685808039376395,0.0581624282198524
131,131,0.8654634946677605,0.8566433566433567,0.8655855051284134,0.9206679115585504,-0.003527481542247801,0.0076292042657916115,0.07309269893355208,0.11164889253486454
132,132,0.8556193601312552,0.8500851788756388,0.8574950610267651,0.9324104895672647,-0.0013125512715339571,0.015668580803937626,0.05356849876948333,0.10557834290401968
133,133,0.8753076292042657,0.8673647469458988,0.875602825363319,0.9340883873237531,0.0022969647251845915,0.01837571780147662,0.03986874487284653,0.0724364232977851
134,134,0.8712059064807219,0.8594449418084154,0.8697328895023139,0.9359800817298585,-0.001476620180475896,0.015422477440525051,0.04495488105004097,0.12091878589007388
135,135,0.867104183757178,0.8588850174216028,0.8674758463911667,0.9322021054910556,0.0015586546349466435,-0.008039376538146015,0.0728465955701394,0.08999179655455292
136,136,0.8687448728465955,0.8584070796460177,0.8680414603123054,0.9268896646910774,-0.008613617719442135,0.020508613617719496,0.03675143560295302,0.09983593109105815
137,137,0.8769483182936834,0.8688811188811189,0.8771318773510866,0.9350843008308298,-0.0013125512715340681,0.019770303527481548,0.07563576702214925,0.09286300246103363
138,138,0.8662838392124692,0.8586296617519514,0.8669521799139401,0.9332792075992531,-0.0036095159967186596,0.021657095980311736,0.08908941755537325,0.07210828547990156
139,139,0.8580803937653815,0.8512467755803955,0.8593069199751022,0.9259343454845607,0.002050861361771905,0.001476620180475674,0.04692370795734202,0.049794913863822954
140,140,0.8539786710418376,0.8481228668941979,0.8557251495223404,0.9179832751481691,0.0011484823625923513,0.03568498769483186,0.045447087776866346,0.04257588187038541
141,141,0.8556193601312552,0.8500851788756388,0.8574950610267651,0.9217829016806041,0.0015586546349467545,0.005906480721903362,0.04298605414274004,0.0838392124692372
142,142,0.8695652173913043,0.8625756266205704,0.8704920029227896,0.9322832940921761,-0.0011484823625923513,0.0190319934372436,0.03543888433141906,0.08679245283018855
143,143,0.8630024610336341,0.8566523605150215,0.8643757949717192,0.9228789477957295,-0.0001640689089418279,-0.0011484823625923513,0.05988515176374076,0.08170631665299422
144,144,0.8720262510254306,0.8641114982578397,0.8724242916294552,0.9345051554761712,0.0021328958162427636,0.02026251025430681,0.08498769483182933,0.06825266611977043
145,145,0.8646431501230517,0.8588537211291702,0.8662661362344727,0.9320018402749587,-0.0011484823625923513,0.051517637407711314,0.043642329778507016,0.06398687448728468
146,146,0.8564397046759639,0.8508098891730606,0.858259587020649,0.9189927200887662,0.0015586546349467545,0.03847415914684171,0.06004922067268248,0.022067268252666028
147,147,0.8630024610336341,0.8559102674719585,0.8640145056967334,0.9307244729506643,-0.0002461033634125753,0.04503691550451194,0.05824446267432315,0.04126333059885168
148,148,0.8539786710418376,0.8441330998248686,0.8539187031474114,0.9253118995426376,0.003937653814602093,0.0399507793273175,0.045365053322395266,0.04044298605414287
149,149,0.874487284659557,0.8647214854111406,0.8738748613028064,0.9360206760304186,-0.002050861361771905,0.04979491386382273,0.07768662838392126,0.077194421657096
150,150,0.8589007383100903,0.8506944444444444,0.859469297177343,0.927230656815783,0.0009844134536506344,-0.0027071369975389947,0.07268252666119768,0.09015586546349474
151,151,0.8605414273995078,0.8539518900343642,0.8618413574734107,0.9309490947470974,0.0011484823625923513,0.02616899097620995,0.037079573420836676,0.052666119770303554
152,152,0.8654634946677605,0.8581314878892734,0.8663080836783849,0.9309382696002815,0.002214930270713622,0.011648892534864563,0.04643150123051687,0.04872846595570135
153,153,0.8695652173913043,0.8581623550401427,0.8683242672728748,0.9314957646613082,0.00533223954060702,0.015422477440524829,0.0954060705496309,0.05455291222313363
154,154,0.8687448728465955,0.8613518197573656,0.8694866174122486,0.9313658628995154,0.005086136177194445,0.01903199343724349,0.0629204265791633,0.07596390484003279
155,155,0.8687448728465955,0.8579040852575488,0.8678006007956482,0.9211442180184568,0.01542247744052494,0.03330598851517652,0.1041017227235439,0.07276456111566854
156,156,0.8638228055783429,0.8561525129982669,0.86453817217396,0.9285973316013098,-0.0022969647251847025,0.01484823625922882,0.06251025430680879,0.11041837571780155
157,157,0.8613617719442166,0.8524017467248908,0.8615220156423371,0.9141457606018781,-0.0017227235438884714,0.04232977850697284,0.04979491386382284,0.046759639048400414
158,158,0.8679245283018868,0.8610871440897325,0.8689629509350221,0.9304051311195909,0.000738310090237837,0.003281378178835226,0.09507793273174736,0.06045939294503677
159,159,0.8720262510254306,0.8643478260869565,0.8725447213877837,0.9368487997618468,0.00598851517637411,0.0403609515996719,0.02928630024610346,0.06488925348646435
160,160,0.8695652173913043,0.8586666666666667,0.868565126789532,0.933660794024519,0.0026251025430680253,0.024856439704675992,0.08744872846595564,0.07817883511074641
161,161,0.8662838392124692,0.8588744588744589,0.8670726096722687,0.9219209223025087,0.0009844134536505234,0.004019688269073063,0.04167350287120575,0.06111566858080386
162,162,0.8728465955701394,0.8614834673815907,0.8715028010067387,0.9308246055587128,-0.0012305168170632097,0.016735028712059008,0.0633305988515176,0.07104183757178018
163,163,0.8646431501230517,0.8566463944396178,0.8651822684095153,0.9200292278964033,0.003691550451189518,0.01197703035274822,0.07916324856439705,0.0581624282198524
164,164,0.8515176374077112,0.8459574468085106,0.853431571540689,0.9201266542177478,0.0005742411812962311,0.01599671862182117,0.06431501230516823,0.04577522559474967
165,165,0.8695652173913043,0.8625756266205704,0.8704920029227896,0.9340261427295609,-0.0010664479081213818,0.0019688269073011577,0.06456111566858069,0.0689089417555373
166,166,0.8556193601312552,0.8498293515358362,0.8573746312684366,0.9167140266839869,0.000738310090238059,0.01369975389663658,0.0534044298605415,0.06735028712059066
167,167,0.8580803937653815,0.85099052540913,0.8591864902167736,0.9193634813672159,0.0013945857260048156,0.0059885151763739985,0.056849876948318445,0.04036095159967179
168,168,0.8498769483182936,0.8437233134073442,0.8515412302779356,0.9205786040973181,-0.0011484823625924623,0.01493027071369979,0.05283018867924516,0.0947497949138637
169,169,0.8638228055783429,0.8573883161512027,0.865140320965603,0.9327054748180021,-0.006644790812141088,-0.0012305168170630987,0.085890073831009,0.0800656275635766
170,170,0.8531583264971287,0.8479184367034834,0.8552014830451138,0.912722253795567,0.002050861361771794,0.021082854799015616,0.03568498769483175,0.10377358490566024
171,171,0.874487284659557,0.8649602824360106,0.873995291061135,0.9327379502584503,-0.006234618539786685,0.020098441345365092,0.05242001640689087,0.07063166529942577
172,172,0.8646431501230517,0.8568950563746748,0.8653026981678439,0.9303185299450624,-0.007219031993437208,0.02502050861361771,0.03445447087776865,0.0633305988515176
173,173,0.8736669401148482,0.8651488616462347,0.8737124841005656,0.934077562176937,-0.007383100902379036,0.018129614438064046,0.06923707957342073,0.07424118129614432
