,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.A_low_CO2_scaled,feature_importance.A_low_CO2_fd1_scaled,feature_importance.A_low_CO2_fd2_scaled,feature_importance.A_low_CO2_fd3_scaled,feature_importance.A_top_CO2_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_top_CO2_fd3_scaled
30,30,0.9330612244897959,0.9281961471103327,0.9334204880665058,0.9683588093322606,-0.001877551020408208,0.015183673469387537,0.016734693877551,0.009387755102040818,-0.0046530612244898295,0.025061224489795864,0.019102040816326382,0.050857142857142934
31,31,0.8685714285714285,0.8696356275303644,0.8744636631804773,0.9483266291230893,0.09167346938775511,0.08359183673469384,0.08799999999999997,0.041877551020408244,-0.011265306122449137,0.09526530612244899,0.09191836734693881,0.08546938775510204
32,32,0.8946938775510204,0.8927680798004988,0.8987060874229016,0.9550951997854651,0.13159183673469388,0.011346938775510185,0.06489795918367358,0.013142857142857012,0.09673469387755096,0.02742857142857147,0.09371428571428564,0.059673469387754974
33,33,0.9346938775510204,0.9298245614035088,0.9349356395816573,0.968155001340842,0.011755102040816312,0.00914285714285712,0.022040816326530543,0.008408163265306023,0.0077551020408163085,0.006693877551020244,0.03526530612244916,0.023183673469387767
34,34,0.9159183673469388,0.9120409906063194,0.9180209171359613,0.9607615982837222,0.024489795918367308,0.012408163265306138,0.018612244897959207,0.0065306122448979265,0.019020408163265223,0.056489795918367336,0.07453061224489788,0.03714285714285703
35,35,0.9044897959183673,0.9014321819713563,0.9075422365245374,0.9530249396621079,0.0860408163265306,0.03142857142857125,0.017551020408163254,0.008244897959183595,0.04628571428571426,0.07281632653061221,0.05836734693877543,0.009224489795918278
36,36,0.9289795918367347,0.9245446660884649,0.9300147492625368,0.954715741485653,0.11706122448979606,0.007020408163265435,0.041795918367346974,0.006367346938775609,0.11159183673469397,0.009959183673469374,0.037306122448979684,0.013877551020408108
37,37,0.929795918367347,0.9256055363321799,0.9310270850093859,0.9613220702601233,0.128734693877551,0.020408163265306145,0.014285714285714235,0.01020408163265285,0.11632653061224507,0.007346938775510403,0.03322448979591841,0.04187755102040813
38,38,0.9404081632653061,0.937231298366294,0.942149369804237,0.9638079914186107,0.07248979591836735,0.012653061224489726,0.008897959183673532,0.008897959183673532,0.07551020408163256,0.012734693877550995,0.01371428571428579,0.07102040816326527
39,39,0.9257142857142857,0.921619293712317,0.9272392062215071,0.9595494770716009,0.01208163265306128,0.019346938775510192,0.005795918367346831,0.005795918367346831,0.06857142857142862,0.013714285714285568,0.06261224489795914,-0.005714285714285561
