,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled
13,13,0.9041095890410958,0.8852459016393442,0.9008473125641904,0.9181787059226292,0.13196347031963473,0.006392694063927062,0.018721461187214516,0.0004566210045663377,0.2515981735159817,0.006849315068493178,0.05388127853881264,0.004566210045661934
14,14,0.863013698630137,0.8295454545454546,0.8534320438206093,0.9164669633687093,0.09223744292237446,0.01598173515981738,-0.007305936073059294,-0.005479452054794498,-0.01050228310502277,-0.00273972602739736,-0.004109589041095929,-0.006849315068493067
15,15,0.91324200913242,0.8972972972972973,0.9117168777815816,0.9198048613488531,0.24383561643835616,0.026484018264840037,0.011415525114155112,0.03515981735159823,0.19999999999999996,0.005022831050228271,0.05890410958904113,0.013242009132420018
16,16,0.9041095890410958,0.8877005347593583,0.9038428620335501,0.9245977404998288,0.3598173515981735,0.021461187214611877,0.03835616438356171,0.0009132420091323423,0.16392694063926938,0.026027397260274032,0.04337899543378987,0.045205479452054775
17,17,0.867579908675799,0.8342857142857143,0.8573690516946251,0.9251968503937008,0.002739726027397138,0.006392694063926951,-0.0022831050228310223,0.0004566210045663377,0.006392694063926951,0.00502283105022816,0.00776255707762552,0.007305936073059294
18,18,0.9041095890410958,0.8900523560209425,0.90683841150291,0.9160390277302293,0.2406392694063927,0.02876712328767117,0.012785388127853903,0.022831050228310557,0.3684931506849315,0.017351598173515947,0.051598173515981616,0.03287671232876699
19,19,0.7534246575342466,0.7589285714285714,0.7769171516603903,0.9032865457035262,0.32283105022831055,0.06940639269406401,-0.029223744292237397,0.0009132420091323423,0.24885844748858454,0.0767123287671233,-0.05296803652968041,0.06529680365296808
20,20,0.8584474885844748,0.8208092485549133,0.8464994864772338,0.921088668264293,0.00045662100456611565,0.0009132420091324533,-0.006849315068493178,-0.00136986301369868,0.23881278538812778,0.005936073059360614,0.014611872146118698,0.0018264840182649067
21,21,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9166381376241013,0.015525114155251152,-0.0018264840182646847,-0.004566210045662045,-0.0018264840182649067,-0.0009132420091324533,0.0022831050228312444,0.01050228310502277,0.004566210045662045
22,22,0.8995433789954338,0.8791208791208791,0.8954125299554947,0.9160390277302294,0.1515981735159817,0.021917808219178103,0.008219178082191858,0.018721461187214627,0.17579908675799094,0.01963470319634708,0.024200913242009126,0.011415525114155334
