,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.left_CO2_vd_scaled,feature_importance.left_CO2_vd_fd1_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.left_CO2_vd_fd3_scaled
42,42,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9324582991523107,0.18685258964143414,0.25458167330677284,0.30239043824701195,0.2880478087649403
43,43,0.8645418326693227,0.8425925925925926,0.890791632485644,0.933893902105551,0.14541832669322707,0.3366533864541833,0.31075697211155373,0.3266932270916336
44,44,0.8007968127490039,0.75,0.8038351107465136,0.8818020235165437,0.060956175298804705,0.10159362549800788,0.11354581673306763,0.1334661354581672
45,45,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9284249384741592,0.06254980079681283,0.297609561752988,0.39123505976095624,0.37888446215139443
46,46,0.8127490039840638,0.7684729064039408,0.8201394585726005,0.8958846048673776,0.003984063745020028,0.2294820717131475,0.2063745019920319,0.22788844621513948
47,47,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9272627837024884,0.2637450199203186,0.37091633466135465,0.37768924302788837,0.36812749003984074
48,48,0.8207171314741036,0.7804878048780488,0.8310090237899919,0.905386929176921,0.002788844621514075,0.17091633466135459,0.17928286852589637,0.2063745019920319
49,49,0.8725099601593626,0.8461538461538461,0.8902105550998086,0.9316379546076019,0.03944223107569711,0.33466135458167345,0.2904382470119522,0.30318725099601596
50,50,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9314328684714247,0.2629482071713146,0.29322709163346616,0.3282868525896414,0.32071713147410363
51,51,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9323899371069182,0.19003984063745016,0.34103585657370517,0.352191235059761,0.34462151394422313
52,52,0.8207171314741036,0.7668393782383419,0.8172682526661198,0.8790675417008477,-0.008764940239043728,0.12151394422310757,0.11513944223107564,0.151792828685259
53,53,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9364232977850697,0.2573705179282868,0.3430278884462151,0.3597609561752988,0.36095617529880486
54,54,0.8565737051792829,0.8348623853211009,0.8845023243095433,0.9278096800656276,0.2111553784860557,0.3159362549800797,0.3326693227091634,0.3151394422310757
55,55,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9138638228055783,0.15378486055776885,0.30398406374501985,0.35099601593625496,0.32549800796812756
56,56,0.848605577689243,0.8207547169811321,0.8690525020508614,0.9295187312004376,0.02390438247011961,0.2366533864541832,0.2621513944223107,0.250199203187251
57,57,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9241864916598306,0.23545816733067726,0.36254980079681265,0.3796812749003984,0.38605577689243026
58,58,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9360814875581077,0.1071713147410358,0.33306772908366533,0.33386454183266945,0.34223107569721123
59,59,0.8764940239043825,0.8544600938967136,0.9002255947497949,0.9202214930270713,0.15219123505976084,0.245816733067729,0.24980079681274892,0.2250996015936254
60,60,0.8685258964143426,0.8450704225352113,0.891646158053049,0.9185808039376538,0.2673306772908366,0.2689243027888446,0.26693227091633454,0.2681274900398406
61,61,0.852589641434263,0.8262910798122066,0.874487284659557,0.9121547716707684,0.2812749003984064,0.22390438247011946,0.25099601593625487,0.2725099601593627
62,62,0.9163346613545816,0.8911917098445595,0.9202214930270713,0.9499589827727646,0.17689243027888435,0.2729083665338644,0.2513944223107569,0.3067729083665337
63,63,0.8645418326693227,0.8425925925925926,0.890791632485644,0.921862182116489,0.21075697211155375,0.2988047808764941,0.3266932270916336,0.35458167330677304
64,64,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9144107191687175,0.18446215139442224,0.36414342629482077,0.39561752988047805,0.3844621513944223
65,65,0.8645418326693227,0.8425925925925926,0.890791632485644,0.9280147662018049,0.2434262948207171,0.2820717131474103,0.2772908366533864,0.2673306772908366
