,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.left_CO2_vd_scaled,feature_importance.left_CO2_vd_fd1_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.left_CO2_vd_fd3_scaled,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled,feature_importance.leftlow_temperature_scaled,feature_importance.leftlow_temperature_fd1_scaled,feature_importance.leftlow_temperature_fd2_scaled,feature_importance.leftlow_temperature_fd3_scaled,feature_importance.leftlow_humidity_scaled,feature_importance.leftlow_humidity_fd1_scaled,feature_importance.leftlow_humidity_fd2_scaled,feature_importance.leftlow_humidity_fd3_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_temperature_fd1_scaled,feature_importance.lefttop_temperature_fd2_scaled,feature_importance.lefttop_temperature_fd3_scaled,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_humidity_fd1_scaled,feature_importance.lefttop_humidity_fd2_scaled,feature_importance.lefttop_humidity_fd3_scaled
20,20,0.8810408921933085,0.8333333333333334,0.8782854335544092,0.9673913043478262,-0.0011152416356877692,-0.0018587360594797264,-0.005576208178438735,-0.0026022304832714616,0.0022304832713754275,0.0022304832713755385,0.004460966542750966,-0.004089219330854932,0.0,-0.02118959107806706,-0.019330855018587556,-0.01784386617100364,-0.01970260223048348,-0.008550185873605898,-0.016728624535315872,-0.01635687732342017,-0.009293680297397744,-0.010037174721189479,-0.0070631970260223165,0.0011152416356876582,-0.006691449814126393,-0.006691449814126282,0.0,0.0026022304832714616,-0.008550185873605898,-0.004460966542750966,-0.008550185873605898,-0.005947955390334658
21,21,0.8847583643122676,0.8472906403940886,0.8967698354212724,0.9718128224023582,-0.0003717472118960341,0.0033457249070631967,0.0014869888475834703,0.0022304832713753164,0.008550185873606009,0.0011152416356877692,-0.0022304832713755385,0.0074349442379182396,0.0022304832713755385,0.007806691449814163,0.006319702602230359,-0.0037174721189591198,-0.007806691449814052,-0.02007434944237929,-0.014869888475836257,-0.03234200743494431,-0.0007434944237917351,0.0007434944237918462,-0.006691449814126282,0.019702602230483146,-0.014498141263940556,-0.011524163568773171,-0.008921933085501932,0.0014869888475834703,-0.0022304832713755385,0.0029739776951672736,-0.013754646840148932,0.0011152416356877692
22,22,0.862453531598513,0.8082901554404145,0.8589412920658315,0.9568287889953329,-0.0003717472118960341,-0.005947955390334547,-0.00631970260223047,-0.007806691449814163,0.0029739776951672736,-0.004832713754646778,-0.0022304832713755385,-0.019330855018587445,0.006691449814126504,0.0026022304832713505,0.0003717472118959231,-1.1102230246251565e-16,-0.0070631970260222054,-0.01115241635687736,-0.015613382899628325,-0.028624535315984967,-0.004089219330855043,-0.00037174721189581206,0.011895910780669205,0.0022304832713754275,-0.005947955390334658,-0.006691449814126282,-0.013011152416356864,-0.004832713754646778,-0.00037174721189581206,0.0070631970260223165,0.005947955390334436,0.004460966542750855
23,23,0.9033457249070632,0.8617021276595744,0.8978445099484156,0.9680668140506019,0.0029739776951671626,0.0026022304832714616,0.0022304832713753164,0.0007434944237917351,0.006319702602230581,0.014126394052044744,0.011524163568773393,0.01226765799256524,-0.0003717472118959231,0.01115241635687747,-1.1102230246251565e-16,-0.0007434944237920682,0.010780669144981547,0.015241635687732402,0.009293680297397966,0.00631970260223047,-0.0003717472118961451,0.0026022304832714616,0.00037174721189581206,0.0007434944237917351,0.00037174721189570104,0.005947955390334325,-1.1102230246251565e-16,-0.0003717472118959231,-0.0003717472118959231,0.0018587360594796154,0.007806691449814052,0.017843866171003864
24,24,0.8661710037174721,0.8217821782178217,0.8748157700810612,0.9530827806435767,0.0029739776951671626,-0.0007434944237918462,0.005576208178438735,-0.0007434944237918462,0.011524163568773282,-0.0022304832713754275,-0.004460966542750966,-0.0007434944237918462,0.007806691449814052,-0.0014869888475835813,0.004832713754646889,-0.005204460966542812,-0.010408921933085402,-0.004832713754646889,-0.014498141263940445,-0.015613382899628214,0.005204460966542812,-0.005947955390334547,-0.0007434944237918462,0.010408921933085624,-0.0070631970260223165,-0.011152416356877248,-0.010037174721189479,-0.026022304832713616,0.0070631970260223165,0.0007434944237918462,-0.011152416356877248,-0.0033457249070633077
25,25,0.8773234200743495,0.8272251308900523,0.8728506509457137,0.9592851879145173,-0.011524163568773171,-0.0037174721189590088,-0.004832713754646778,0.005204460966542812,-0.006319702602230359,-0.0026022304832713505,-0.01784386617100364,-0.0026022304832713505,-0.006319702602230359,-0.011524163568773171,0.0033457249070633077,-0.006691449814126393,-0.01635687732342006,-0.0018587360594795044,-0.014126394052044633,-0.014498141263940334,-0.011152416356877248,0.0037174721189591198,-0.01784386617100342,-0.017100371747211685,-0.009293680297397744,-0.006691449814126393,-0.00631970260223047,-0.010780669144981325,-0.014126394052044411,-0.009293680297397744,0.004089219330855043,-0.00037174721189570104
26,26,0.8736059479553904,0.8045977011494253,0.8465364775239499,0.957442888725129,0.0007434944237918462,-0.0026022304832712395,0.0033457249070633077,0.0029739776951672736,0.01784386617100364,0.004460966542750855,0.005204460966542812,0.0029739776951672736,0.0018587360594795044,-0.004460966542750966,0.0014869888475836923,-0.01003717472118959,-0.005576208178438624,-0.0014869888475835813,-0.0014869888475835813,0.0033457249070631967,-0.0033457249070630857,-0.0037174721189590088,-0.0037174721189590088,0.0022304832713754275,0.01747211895910794,-0.005947955390334325,-0.013382899628252787,-0.0011152416356876582,0.0022304832713754275,-0.0037174721189590088,-0.0037174721189590088,0.014126394052044633
27,27,0.8736059479553904,0.8191489361702128,0.8648059444853844,0.95885531810366,0.0022304832713754275,-0.0022304832713753164,-0.0018587360594795044,0.0003717472118959231,-0.0011152416356876582,0.0029739776951672736,0.004460966542751077,-0.00037174721189581206,0.0,0.0074349442379182396,-0.0022304832713753164,-0.0029739776951671626,-0.011524163568773282,-0.0037174721189590088,0.0033457249070631967,0.008178438661710086,0.0,-0.0018587360594795044,0.0007434944237918462,0.004832713754646889,-0.0014869888475835813,0.0037174721189590088,0.0007434944237918462,-0.008921933085501932,0.0018587360594795044,0.0007434944237918462,0.009293680297397744,0.011524163568773282
28,28,0.8847583643122676,0.837696335078534,0.8811102923114713,0.9599606976172931,1.1102230246251565e-16,0.0018587360594796154,0.0014869888475836923,0.008921933085501932,0.01895910780669141,0.010408921933085513,-1.1102230246251565e-16,0.015985130111524026,0.019330855018587334,0.02007434944237907,0.005204460966542923,0.0029739776951672736,0.004832713754646778,-0.0014869888475834703,-0.01524163568773218,-0.00037174721189581206,0.0026022304832713505,0.014126394052044522,0.0074349442379182396,0.010408921933085513,0.013754646840148599,-0.005947955390334547,0.011524163568773171,-0.004089219330855043,0.005204460966542701,0.023048327137546454,0.013382899628252676,0.0074349442379182396
29,29,0.8921933085501859,0.8542713567839196,0.8998096290837632,0.9721198722672563,0.004832713754646889,0.0033457249070631967,0.0022304832713755385,0.0037174721189591198,0.0014869888475836923,-0.0037174721189590088,0.004089219330855043,-0.0026022304832711285,-0.0007434944237916241,-0.005576208178438735,0.0022304832713755385,0.004832713754647,0.008550185873606009,-0.0022304832713753164,-0.0026022304832713505,-0.008550185873605898,-0.009665427509293778,0.004460966542750966,-0.0007434944237918462,0.0037174721189591198,0.0014869888475836923,0.0026022304832714616,0.0033457249070631967,-0.005576208178438735,-0.004832713754646889,0.004460966542750966,0.006691449814126504,0.0022304832713755385
