,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_fd3_scaled,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled,feature_importance.backlow_temperature_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_humidity_fd3_scaled,feature_importance.backtop_temperature_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd2_scaled,feature_importance.backtop_humidity_fd3_scaled
28,28,0.8458333333333333,0.7701863354037267,0.8133078730904818,0.9327262044653349,-0.009583333333333166,0.003750000000000031,0.0029166666666665675,-0.004583333333333273,-0.0004166666666667318,-0.007083333333333219,0.0004166666666667318,0.0004166666666666208,-0.003750000000000031,-0.0029166666666667895,-0.002083333333333326,-1.1102230246251565e-16,0.012083333333333335,0.0033333333333332993,-0.004166666666666652,-0.011249999999999982,0.008749999999999925,-0.004166666666666652,-0.0008333333333333526,0.0029166666666665675,0.021250000000000102,0.002083333333333326,-0.009583333333333388,-0.004166666666666652,0.018749999999999933,0.012499999999999956,0.0050000000000000044,-0.012083333333333446
29,29,0.8916666666666667,0.8539325842696629,0.8792596944770859,0.9339012925969448,-0.016666666666666496,-0.004166666666666652,-0.004166666666666874,-0.010000000000000009,0.022500000000000075,-0.002083333333333326,-0.0012500000000001954,-0.003750000000000031,0.03791666666666671,-0.00666666666666671,-0.003749999999999809,-0.004166666666666652,0.006249999999999978,0.0033333333333334103,0.0004166666666667318,-0.003749999999999809,-0.004583333333333273,-0.0050000000000000044,-0.0012499999999999734,-0.0016666666666665941,0.0658333333333333,-0.005833333333333468,-0.0029166666666665675,-0.012916666666666576,0.01708333333333334,0.0029166666666665675,-0.0008333333333333526,-0.0029166666666667895
30,30,0.8625,0.8047337278106509,0.839159811985899,0.9653349001175088,-0.00374999999999992,-0.0008333333333334636,-0.006666666666666599,0.0008333333333333526,0.0,0.0033333333333334103,-0.0012499999999998623,0.004583333333333495,0.008750000000000036,-0.0004166666666666208,0.0025000000000000577,0.011666666666666714,0.021250000000000102,-0.01083333333333325,-0.009583333333333277,-0.008750000000000036,-0.02124999999999977,-0.0033333333333332993,-0.005833333333333357,-0.008750000000000036,0.021250000000000102,-0.01416666666666655,-0.0033333333333332993,-0.017916666666666692,0.007499999999999951,0.004166666666666652,-0.007083333333333441,-0.006249999999999978
31,31,0.8791666666666667,0.8342857142857143,0.8629553466509988,0.8973266745005876,-0.0016666666666667052,-0.0029166666666666785,-0.004583333333333384,0.0004166666666667318,0.11791666666666667,-0.004166666666666763,0.0024999999999999467,0.010000000000000009,0.0066666666666664876,0.002083333333333437,0.0025000000000000577,0.00666666666666671,0.11958333333333337,-0.0008333333333334636,0.03208333333333335,0.04083333333333339,-0.0029166666666666785,0.018750000000000044,0.011666666666666603,0.0279166666666667,0.08791666666666664,0.029999999999999916,0.004166666666666652,0.0279166666666667,-0.007916666666666683,0.014583333333333282,0.01416666666666666,0.012500000000000067
32,32,0.8875,0.8457142857142858,0.8717685076380728,0.9168625146886016,-0.017916666666666803,-0.0004166666666667318,-0.0004166666666667318,0.0016666666666667052,0.022499999999999964,0.007083333333333441,-0.004166666666666874,0.011249999999999982,0.061249999999999805,-0.0004166666666667318,0.002083333333333326,1.1102230246251565e-16,0.01041666666666674,-0.0012499999999999734,-0.005416666666666736,0.0008333333333332416,-0.008333333333333415,-0.0029166666666666785,-0.004583333333333495,0.0024999999999999467,0.004583333333333384,-0.0004166666666667318,-0.004583333333333495,-0.007083333333333552,0.004583333333333384,-0.0050000000000001155,-0.004583333333333495,0.0004166666666666208
33,33,0.8791666666666667,0.8284023668639053,0.8567861339600471,0.9145123384253819,-0.006249999999999978,-0.00374999999999992,0.0004166666666667318,-0.0004166666666666208,0.03708333333333336,0.004999999999999893,-0.005833333333333357,-0.005833333333333357,0.029583333333333295,0.014583333333333282,-0.0050000000000000044,-0.004999999999999893,0.03916666666666657,-0.0004166666666666208,-0.004166666666666541,-0.0016666666666667052,-0.0012499999999998623,0.004166666666666652,0.0033333333333334103,0.00666666666666671,0.02416666666666656,0.0004166666666667318,-0.002083333333333326,-0.0008333333333332416,-0.00374999999999992,0.006249999999999867,0.005416666666666625,-0.0016666666666667052
34,34,0.8416666666666667,0.7682926829268293,0.8119858989424207,0.9527761457109283,-0.004583333333333384,-0.01041666666666674,0.0016666666666665941,-0.007500000000000062,-0.010833333333333361,-0.0050000000000000044,-0.019166666666666554,-0.014583333333333282,-0.006666666666666599,-0.005833333333333246,-0.0033333333333332993,-0.0024999999999999467,0.007916666666666683,-0.014583333333333282,-0.008333333333333304,-0.013333333333333197,0.0012499999999999734,0.0033333333333334103,-0.00374999999999992,0.0024999999999999467,0.01041666666666663,-0.015000000000000124,-0.0016666666666667052,-0.030000000000000027,0.0016666666666665941,-0.002083333333333326,-0.006249999999999978,-0.0008333333333333526
35,35,0.875,0.8235294117647058,0.8534077555816686,0.9669506462984724,-0.002083333333333437,-0.012499999999999956,-0.0029166666666664565,-0.0016666666666665941,0.004583333333333273,-0.009166666666666656,0.002083333333333215,0.01416666666666655,0.006249999999999978,0.0008333333333332416,-0.0004166666666666208,-0.006249999999999978,0.03166666666666662,-0.010000000000000009,-0.016249999999999987,-0.008750000000000036,0.011666666666666714,-0.0025000000000000577,0.0008333333333332416,0.0004166666666666208,0.01708333333333345,-0.015000000000000013,-0.0029166666666666785,-0.033749999999999836,0.019999999999999907,-0.008749999999999813,-0.0016666666666667052,-0.0050000000000001155
36,36,0.8916666666666667,0.8539325842696629,0.8792596944770859,0.88689776733255,-0.002083333333333326,-0.002083333333333437,-0.00041666666666650976,0.007916666666666905,0.040416666666666656,0.018749999999999933,0.022916666666666696,0.008749999999999925,-1.1102230246251565e-16,-0.007499999999999951,0.003750000000000031,0.004166666666666763,0.06625000000000003,0.0029166666666667895,-0.0008333333333331305,0.0033333333333334103,0.0012500000000000844,0.005833333333333246,0.002083333333333548,-1.1102230246251565e-16,0.08666666666666667,0.023333333333333317,0.015000000000000124,0.022083333333333455,0.0012500000000000844,-0.002083333333333437,0.008750000000000147,0.012500000000000067
37,37,0.8583333333333333,0.7926829268292683,0.8296122209165688,0.9515276145710928,-0.004583333333333384,0.0008333333333333526,-0.005833333333333246,0.0012499999999999734,0.017083333333333117,-0.007083333333333441,0.0029166666666665675,-0.003750000000000031,0.01749999999999996,-0.005416666666666847,-0.007083333333333441,0.014583333333333282,0.02458333333333329,-0.0029166666666667895,-0.004583333333333384,0.005416666666666625,0.01375000000000004,-0.01375000000000004,0.025416666666666754,-0.0033333333333334103,0.02749999999999997,-0.0050000000000000044,-0.017916666666666803,-0.01749999999999996,0.0183333333333332,-0.0050000000000000044,0.0008333333333333526,-0.007083333333333441
