,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.right_CO2_vd_scaled,feature_importance.right_CO2_vd_fd1_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.right_CO2_vd_fd3_scaled
158,158,0.8244897959183674,0.7772020725388601,0.822641375390736,0.8668655868144359,0.008163265306122436,0.06489795918367347,0.08163265306122447,0.09142857142857141
159,159,0.7591836734693878,0.6703910614525139,0.7378516624040921,0.7741545893719807,-0.012653061224489726,0.04571428571428571,0.06285714285714283,0.1306122448979592
160,160,0.7959183673469388,0.7126436781609196,0.7715970446149474,0.8591929525433363,-0.014285714285714235,0.07714285714285718,0.12857142857142856,0.08897959183673454
161,161,0.6816326530612244,0.4583333333333333,0.6172563228189827,0.7589514066496164,-0.020408163265306034,0.008571428571428563,0.02081632653061216,0.0714285714285714
162,162,0.8204081632653061,0.7755102040816326,0.8215402102870133,0.8745382210855357,0.0028571428571427804,0.09959183673469385,0.22571428571428565,0.04734693877551022
163,163,0.689795918367347,0.43283582089552236,0.6151250355214549,0.8652315998863312,-0.011836734693877471,0.011020408163265327,-0.006938775510204054,0.08285714285714296
164,164,0.6244897959183674,0.0,0.5,0.8097470872406934,0.0,0.0,0.0,0.0
165,165,0.7142857142857143,0.5569620253164557,0.6672350099460074,0.7806194941744813,0.0008163265306122547,0.014693877551020473,0.025306122448979562,0.02897959183673482
166,166,0.6571428571428571,0.25,0.5564791133844842,0.8549303779482808,-0.013877551020408108,0.029387755102040725,0.029795918367346963,0.006938775510204054
167,167,0.8122448979591836,0.7653061224489796,0.8128374538221086,0.8415743108837738,0.008163265306122325,0.06653061224489798,0.1477551020408162,0.25346938775510197
168,168,0.6244897959183674,0.0,0.5,0.8093918726911054,0.0,0.0,0.0,0.0
169,169,0.7795918367346939,0.7032967032967034,0.7628587666950839,0.8303495311167945,0.0016326530612245094,0.0257142857142858,0.0987755102040817,0.09673469387755107
170,170,0.7020408163265306,0.48951048951048953,0.6379298096050015,0.8557828928672918,-0.011020408163265327,-0.0077551020408164195,0.0020408163265305257,0.023265306122449037
171,171,0.7510204081632653,0.6737967914438503,0.7378161409491333,0.7461636828644502,-0.022040816326530543,0.07714285714285707,0.1351020408163266,0.14
172,172,0.6244897959183674,0.0,0.5,0.7990196078431373,0.0,0.0,0.0,0.0
173,173,0.6244897959183674,0.0,0.5,0.8691389599317988,0.0,0.0,0.0,0.0
174,174,0.7591836734693878,0.6666666666666666,0.7356848536516056,0.8437055981813014,-0.017142857142857126,0.026122448979591817,0.08163265306122436,0.0714285714285714
175,175,0.7795918367346939,0.7157894736842105,0.7715260017050298,0.7643506678033533,0.005714285714285672,0.03306122448979598,0.2020408163265307,0.11959183673469398
176,176,0.6244897959183674,0.0,0.5,0.7654163114521171,0.0,0.0,0.0,0.0
177,177,0.746938775510204,0.6309523809523809,0.7128800795680591,0.8437766410912191,-0.015510204081632728,0.02244897959183656,0.11673469387755098,0.03428571428571425
178,178,0.7836734693877551,0.7195767195767195,0.774793975561239,0.7624325092355784,0.002448979591836653,0.08857142857142852,0.086530612244898,0.15428571428571425
179,179,0.7551020408163265,0.6428571428571429,0.7215828360329639,0.802358624609264,0.015510204081632617,0.023673469387754942,0.04367346938775507,0.08163265306122447
180,180,0.6244897959183674,0.0,0.5,0.7980250071042909,0.0,0.0,0.0,0.0
181,181,0.8122448979591836,0.7628865979381443,0.810670645069622,0.7635691957942596,0.01346938775510198,0.01795918367346938,0.14857142857142858,0.17551020408163254
182,182,0.8204081632653061,0.7708333333333334,0.8172065927820404,0.8121625461778914,0.003673469387755146,0.09020408163265303,0.1338775510204081,0.0836734693877551
183,183,0.7510204081632653,0.6473988439306358,0.7226484796817279,0.7735152031827223,-0.00897959183673469,0.05346938775510213,0.05346938775510213,0.05142857142857149
184,184,0.6244897959183674,0.0,0.5,0.8848394430235862,0.0,0.0,0.0,0.0
185,185,0.8040816326530612,0.7551020408163265,0.8041346973572038,0.8040636544472862,-0.0016326530612246204,0.04367346938775507,0.15265306122448974,0.13183673469387747
186,186,0.6857142857142857,0.40310077519379844,0.6053566354077863,0.7573884626314293,-0.008163265306122547,-0.014285714285714235,-0.011020408163265216,0.07387755102040816
187,187,0.7755102040816326,0.6994535519125683,0.7595907928388747,0.8496732026143791,0.012244897959183598,0.0804081632653062,0.12122448979591838,0.11265306122448981
188,188,0.6244897959183674,0.0,0.5,0.8292128445581132,0.0,0.0,0.0,0.0
189,189,0.6244897959183674,0.0,0.5,0.7755754475703325,0.0,0.0,0.0,0.0
190,190,0.8040816326530612,0.7473684210526316,0.7976342710997442,0.7801221938050583,0.0016326530612243983,0.18326530612244896,0.04857142857142849,0.12489795918367341
191,191,0.7877551020408163,0.7291666666666666,0.7823955669224212,0.7924126172208014,-0.0020408163265305257,0.06612244897959185,0.1930612244897959,0.13469387755102036
192,192,0.7918367346938775,0.7272727272727273,0.7813299232736572,0.844487070190395,-0.004081632653061273,0.06204081632653047,0.18530612244897948,0.20816326530612228
193,193,0.7387755102040816,0.5897435897435898,0.6911764705882353,0.8672918442739415,-0.0077551020408164195,0.04979591836734687,0.017959183673469492,0.023673469387755053
