,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled
71,71,0.8541666666666666,0.7953216374269005,0.8324030552291422,0.8902027027027026,-0.0025000000000000577,-0.00374999999999992,-0.004166666666666541,-0.0050000000000000044,0.08125000000000004,-0.002083333333333326,-0.004166666666666541,-0.0033333333333332993
72,72,0.7791666666666667,0.7579908675799086,0.8024383078730906,0.8942420681551116,0.12291666666666667,0.025000000000000022,0.014166666666666772,0.01708333333333345,0.21583333333333343,0.04541666666666666,0.07583333333333331,0.04749999999999999
73,73,0.8291666666666667,0.7875647668393783,0.8285840188014101,0.9046709753231492,0.08166666666666678,0.025833333333333375,0.02416666666666678,0.03208333333333335,0.23041666666666683,0.03083333333333338,0.036666666666666736,0.0441666666666668
74,74,0.8333333333333334,0.8,0.8401880141010576,0.9040834312573442,0.11124999999999996,0.04916666666666669,0.026666666666666727,0.01750000000000007,0.23250000000000004,0.025000000000000022,0.07708333333333339,0.03791666666666671
75,75,0.7958333333333333,0.7741935483870968,0.8180082256169212,0.8949030552291422,0.12166666666666659,0.04083333333333328,0.028749999999999942,0.021666666666666612,0.24499999999999988,0.04833333333333323,0.050833333333333286,0.05249999999999988
76,76,0.7791666666666667,0.7534883720930232,0.798325499412456,0.8839600470035253,0.11291666666666667,0.036250000000000004,0.02750000000000008,0.03416666666666679,0.20291666666666652,0.025000000000000022,0.019166666666666776,0.05958333333333343
77,77,0.8625,0.8047337278106509,0.839159811985899,0.9001909518213866,0.0050000000000001155,0.0004166666666667318,0.0016666666666665941,0.005833333333333357,0.07416666666666671,-0.0004166666666666208,0.002083333333333437,0.005416666666666625
78,78,0.7791666666666667,0.7414634146341463,0.7880434782608696,0.8940217391304348,0.10583333333333333,0.03708333333333336,0.02749999999999997,0.03708333333333347,0.1841666666666667,0.029166666666666674,0.04000000000000015,0.015416666666666634
79,79,0.8541666666666666,0.8022598870056498,0.838572267920094,0.9112808460634547,0.05541666666666656,0.0012499999999999734,0.03583333333333327,0.025833333333333264,0.19208333333333327,0.04125000000000001,0.004999999999999893,0.007499999999999951
80,80,0.8291666666666667,0.7980295566502463,0.8388660399529965,0.9089306698002351,0.08208333333333329,0.050416666666666776,0.039583333333333304,0.03500000000000003,0.2466666666666667,0.06291666666666662,0.03875000000000006,0.03916666666666668
81,81,0.8166666666666667,0.7755102040816326,0.818448883666275,0.8996768507638073,0.07583333333333331,0.03375000000000006,0.012500000000000067,0.029166666666666674,0.22375,0.03624999999999989,0.039583333333333304,0.04541666666666666
82,82,0.775,0.7522935779816514,0.7970035252643948,0.8889541715628673,0.1183333333333334,0.008750000000000036,0.0245833333333334,0.008333333333333415,0.22499999999999998,0.014583333333333393,0.06333333333333335,0.015416666666666745
83,83,0.7791666666666667,0.7464114832535885,0.7921562867215042,0.8872649823736781,0.11125000000000007,0.014583333333333282,0.014583333333333393,0.03166666666666662,0.20333333333333325,0.046666666666666745,0.04125000000000001,0.014583333333333393
84,84,0.85,0.8085106382978723,0.8454759106933021,0.9079024676850764,0.08083333333333331,0.035833333333333384,0.04500000000000004,0.02458333333333329,0.265,0.06291666666666662,0.02083333333333315,0.04458333333333331
85,85,0.7875,0.751219512195122,0.7968566392479437,0.8938014101057579,0.07124999999999992,0.03749999999999998,0.02458333333333329,0.0379166666666666,0.2025,0.01041666666666663,0.0279166666666667,0.005416666666666625
86,86,0.8041666666666667,0.7751196172248804,0.8185957696827262,0.8965922444183314,0.11083333333333323,0.0525000000000001,0.027916666666666812,0.011250000000000093,0.2320833333333333,0.035833333333333384,0.050416666666666776,0.016250000000000098
87,87,0.8291666666666667,0.783068783068783,0.8244712103407756,0.9027614571092831,0.08291666666666675,0.0050000000000000044,0.03125,0.02749999999999997,0.22666666666666668,0.04083333333333339,0.057083333333333264,0.005416666666666625
88,88,0.7958333333333333,0.776255707762557,0.8200646298472385,0.8994565217391304,0.10250000000000004,0.020416666666666528,0.006249999999999978,0.020416666666666528,0.23041666666666671,0.057916666666666616,0.0345833333333333,0.022916666666666585
89,89,0.8416666666666667,0.8,0.8387191539365453,0.9080493537015276,0.07874999999999999,0.05249999999999988,0.025000000000000022,0.01416666666666666,0.24208333333333343,0.04999999999999993,0.06999999999999995,0.047083333333333255
90,90,0.8166666666666667,0.7821782178217822,0.8246180963572268,0.9042303172737955,0.10708333333333331,0.029583333333333406,0.02083333333333337,0.009583333333333388,0.2533333333333334,0.05624999999999991,0.07624999999999993,0.05583333333333329
91,91,0.8166666666666667,0.7962962962962963,0.8390129259694477,0.9125293772032903,0.11291666666666655,0.03708333333333336,0.04083333333333328,0.036250000000000004,0.2483333333333333,0.03916666666666657,0.06791666666666663,0.0625
92,92,0.8541666666666666,0.7953216374269005,0.8324030552291422,0.891671562867215,0.003750000000000031,-0.0033333333333332993,-0.004166666666666763,-0.0033333333333332993,0.06999999999999995,0.002083333333333215,-0.0025000000000000577,-0.005416666666666736
93,93,0.8333333333333334,0.803921568627451,0.8443008225616921,0.9043772032902467,0.11208333333333331,0.08499999999999996,0.0691666666666666,0.036250000000000004,0.27125,0.026666666666666727,0.07166666666666666,0.05833333333333335
94,94,0.8541666666666666,0.8022598870056498,0.838572267920094,0.9040099882491188,0.057083333333333264,0.003750000000000031,0.00708333333333333,0.018333333333333424,0.19958333333333333,0.025416666666666643,0.022916666666666474,0.023749999999999938
95,95,0.7541666666666667,0.730593607305936,0.7759988249118683,0.8867508813160986,0.11333333333333329,0.016666666666666607,0.022083333333333344,0.027499999999999858,0.20000000000000007,0.030833333333333268,0.022916666666666696,0.01041666666666663
96,96,0.8375,0.7936507936507936,0.8332843713278495,0.9088572267920094,0.09291666666666665,0.02833333333333332,0.03125,0.026249999999999996,0.2254166666666667,0.07250000000000012,0.030000000000000138,0.04625000000000001
97,97,0.8125,0.7668393782383419,0.810957696827262,0.892626321974148,0.11708333333333343,0.023333333333333428,0.02124999999999999,0.011250000000000093,0.20375,0.05458333333333332,0.042916666666666714,0.018333333333333424
98,98,0.8625,0.819672131147541,0.8535546415981199,0.9150264394829613,0.03333333333333344,0.03458333333333341,0.018333333333333424,0.022916666666666696,0.2579166666666667,0.04833333333333334,0.025833333333333375,0.004999999999999893
99,99,0.7791666666666667,0.7534883720930232,0.798325499412456,0.8893948296122209,0.09958333333333325,0.017916666666666692,0.04375000000000007,0.025416666666666754,0.2304166666666666,0.029583333333333406,0.005416666666666625,0.029166666666666674
100,100,0.7833333333333333,0.7592592592592593,0.8037602820211516,0.8893213866039954,0.12041666666666673,0.0345833333333333,0.025833333333333375,0.013749999999999929,0.2283333333333334,0.043333333333333335,0.05625000000000002,0.05583333333333329
101,101,0.7833333333333333,0.7523809523809524,0.7975910693301997,0.8930669800235018,0.09750000000000003,0.006249999999999978,0.0012499999999999734,0.0029166666666665675,0.22583333333333322,0.03416666666666668,0.010000000000000009,0.022083333333333344
102,102,0.7791666666666667,0.7579908675799086,0.8024383078730906,0.891671562867215,0.13458333333333328,0.03458333333333341,0.06500000000000006,0.02833333333333332,0.2220833333333333,0.06500000000000006,0.04250000000000009,0.010833333333333361
103,103,0.7875,0.7649769585253456,0.8091950646298472,0.8945358401880141,0.125,0.0462499999999999,0.02749999999999997,0.014583333333333282,0.2320833333333333,0.03749999999999998,0.06999999999999995,0.039583333333333415
104,104,0.825,0.7941176470588235,0.8354876615746181,0.9050381903642772,0.09375,0.032916666666666594,0.03125,0.022499999999999964,0.2616666666666667,0.06791666666666663,0.06458333333333321,0.05833333333333324
105,105,0.8208333333333333,0.7772020725388601,0.8197708578143361,0.8946092831962398,0.1137499999999999,0.050833333333333286,0.02416666666666667,0.01333333333333342,0.22750000000000004,0.039583333333333304,0.04166666666666674,0.04791666666666672
106,106,0.8083333333333333,0.7604166666666666,0.8055229142185664,0.8968125734430082,0.07416666666666671,0.012499999999999956,0.012083333333333446,0.01416666666666666,0.21083333333333343,0.020000000000000018,0.036666666666666736,0.017916666666666692
107,107,0.7833333333333333,0.7547169811320755,0.799647473560517,0.8911574618096357,0.11541666666666661,0.028749999999999942,0.027083333333333348,0.03541666666666665,0.20750000000000002,0.05208333333333337,0.011249999999999982,0.021666666666666612
108,108,0.7958333333333333,0.7609756097560976,0.8056698002350176,0.8990893066980022,0.11083333333333323,0.04499999999999993,0.02416666666666656,0.008333333333333415,0.2058333333333332,0.05625000000000002,0.04625000000000001,0.015416666666666523
109,109,0.8375,0.8020304568527918,0.8415099882491187,0.9112074030552292,0.08000000000000007,0.04416666666666669,0.04083333333333339,0.02416666666666678,0.255,0.09458333333333335,0.03416666666666668,0.05458333333333332
110,110,0.75,0.7115384615384616,0.7602820211515864,0.8832990599294948,0.09583333333333344,-0.0050000000000000044,0.02750000000000008,0.01375000000000004,0.17541666666666667,0.014583333333333282,0.04208333333333336,0.022083333333333455
111,111,0.7666666666666667,0.7543859649122807,0.7984723854289072,0.8911574618096357,0.13749999999999996,0.014583333333333282,0.02416666666666678,0.01749999999999996,0.235,0.0429166666666666,0.04166666666666685,0.02041666666666664
112,112,0.775,0.7378640776699029,0.7846650998824911,0.8937279670975323,0.09625000000000006,0.04249999999999998,0.005833333333333246,0.025416666666666643,0.21291666666666664,0.022083333333333344,0.03416666666666668,0.04916666666666658
113,113,0.8208333333333333,0.8,0.8423913043478262,0.9137044653349,0.10333333333333328,0.057499999999999996,0.02458333333333329,0.028749999999999942,0.2620833333333332,0.0675,0.0704166666666668,0.09499999999999997
114,114,0.7833333333333333,0.7450980392156863,0.7914218566392479,0.8904230317273795,0.08291666666666664,0.025416666666666643,0.02083333333333337,0.01083333333333325,0.1937500000000001,0.0,0.036250000000000004,0.026666666666666727
115,115,0.7916666666666666,0.7549019607843137,0.800235017626322,0.8960047003525266,0.08208333333333329,0.015416666666666634,0.029999999999999916,0.007499999999999951,0.20458333333333323,0.05166666666666664,0.02124999999999999,0.012500000000000067
116,116,0.7833333333333333,0.7475728155339806,0.7934782608695652,0.8949030552291423,0.08958333333333324,0.027083333333333237,0.012083333333333224,0.0050000000000000044,0.19624999999999992,0.04375000000000007,0.03916666666666668,0.03500000000000003
117,117,0.8541666666666666,0.8292682926829268,0.8673619271445359,0.9152467685076382,0.07124999999999992,0.05208333333333337,0.03500000000000003,0.04875000000000007,0.27041666666666664,0.057499999999999996,0.030833333333333157,0.043333333333333335
118,118,0.7916666666666666,0.7663551401869159,0.8105170387779084,0.89762044653349,0.09583333333333321,0.022083333333333233,0.03749999999999987,0.02083333333333326,0.21125000000000005,0.03374999999999995,0.03499999999999992,0.01708333333333334
119,119,0.825,0.7857142857142857,0.827262044653349,0.9019535840188015,0.09833333333333327,0.029166666666666563,0.03749999999999987,0.04541666666666666,0.23125000000000007,0.015000000000000013,0.040416666666666656,0.05624999999999991
