,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.left_CO2_vd_scaled,feature_importance.left_CO2_vd_fd1_scaled,feature_importance.left_CO2_vd_fd2_scaled,feature_importance.left_CO2_vd_fd3_scaled,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled
71,71,0.8828451882845189,0.8666666666666667,0.9027284826974268,0.9575569358178054,0.02384937238493734,0.004602510460251175,0.0033472803347281976,0.005439330543933196,0.007531380753138195,0.03765690376569031,0.00711297071129724,0.004602510460251064,0.006276150627615218,0.03765690376569031,0.0008368200836820217,-0.03974895397489553
72,72,0.6903765690376569,0.44776119402985076,0.6222271517302573,0.8912304052055604,0.022175732217573185,-0.015481171548117234,0.020083682008368187,-0.007949790794978928,0.022175732217573185,-0.003765690376568931,-0.0071129707112971285,-0.01087866108786617,-0.0020920502092049986,0.00041841004184106634,-0.005439330543932974,0.01882845188284521
73,73,0.8786610878661087,0.8625592417061612,0.8993271221532091,0.9536379769299024,0.03054393305439329,0.012133891213389036,0.014644351464435212,0.009623430962343082,0.017154811715481277,0.008368200836820106,0.019246861924686276,0.012970711297071058,0.00794979079497904,0.005020920502091908,0.017573221757322233,0.0029288702928871313
74,74,0.8828451882845189,0.8627450980392157,0.8966282165039929,0.9137089618456078,0.0,-0.0020920502092049986,0.004602510460251175,-0.0008368200836820217,-0.0029288702928870203,0.00041841004184106634,0.00041841004184106634,0.006276150627615218,-0.0008368200836820217,0.00041841004184106634,0.0033472803347281976,-0.003765690376568931
75,75,0.8577405857740585,0.8316831683168316,0.8680863649807748,0.9600709849157054,0.07615062761506275,-0.016317991631799145,-0.009205020920502127,-0.011715481171548081,0.33472803347280333,0.010460251046024993,0.011715481171548081,-0.019246861924686276,-0.00794979079497915,-0.006276150627614996,-0.011297071129707126,0.006694560669456062
76,76,0.8870292887029289,0.8601036269430051,0.8898624667258208,0.9225081336882579,0.0071129707112970175,-0.001255230125522977,-0.0020920502092049986,0.001255230125522866,0.00794979079497904,0.006694560669456173,0.010041841004184149,0.015062761506276168,-0.002510460251046176,0.001255230125522866,0.0016736401673640433,-0.006694560669455951
77,77,0.8786610878661087,0.8527918781725888,0.8850931677018633,0.9687222715173026,0.02761506276150627,-0.02175732217573212,-0.020502092050209253,-0.0008368200836819106,0.0313807531380752,-0.0008368200836819106,0.00041841004184106634,-0.00711297071129724,-0.004184100418410108,-0.005439330543933085,-0.0029288702928869093,0.00502092050209213
78,78,0.891213389121339,0.8617021276595744,0.8891969831410825,0.9704968944099378,0.007531380753138084,-0.007531380753137862,-0.0029288702928869093,-0.008786610878660839,0.008786610878661172,-0.0029288702928869093,1.1102230246251565e-16,0.009205020920502127,-0.012970711297071058,-0.010460251046024882,-0.005020920502091908,0.005857740585774152
79,79,0.8577405857740585,0.8411214953271028,0.8802868973676428,0.9607364685004436,0.0,-0.0004184100418409553,0.004602510460251064,0.0008368200836820217,0.27866108786610877,0.0,-0.0033472803347279756,0.00794979079497904,0.0,-0.00502092050209213,-0.005439330543932974,0.007531380753138084
80,80,0.8661087866108786,0.8504672897196262,0.889123040520556,0.9608843537414966,0.011297071129707126,0.002510460251046176,0.0016736401673639323,0.0029288702928870203,0.0033472803347281976,0.008368200836820106,0.030125523012552335,0.0016736401673639323,0.004602510460251175,0.009623430962343194,0.028451882845188292,0.0016736401673641543
81,81,0.8661087866108786,0.8476190476190476,0.8850561963916002,0.9686483288967761,0.12092050209205019,-0.0029288702928870203,-0.0020920502092049986,0.0033472803347281976,0.0029288702928870203,0.0029288702928871313,0.008786610878661172,0.004602510460251175,0.014225941422594146,-0.003765690376569042,0.0033472803347281976,-0.017154811715481166
82,82,0.8535564853556485,0.8325358851674641,0.8707852706299911,0.9710884353741496,0.0744769874476987,-0.01380753138075308,-0.017154811715481166,-0.017154811715481277,0.0029288702928870203,0.0020920502092049986,0.0,0.0008368200836820217,-0.010878661087865948,-0.023430962343096162,-0.006694560669456173,-0.023012552301255096
