,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd1_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.lefttop_CO2_scaled,feature_importance.lefttop_CO2_fd1_scaled,feature_importance.lefttop_CO2_fd2_scaled,feature_importance.lefttop_CO2_fd3_scaled
25,25,0.8754863813229572,0.8431372549019608,0.8886034255599473,0.9670619235836627,0.44241245136186763,-0.0023346303501946553,0.033852140077821,-0.0035019455252919274,-0.010116731517509803,0.01750972762645897,-0.006225680933852229,-0.012840466926070104
26,26,0.8871595330739299,0.8432432432432433,0.8784584980237153,0.9540184453227931,0.009338521400778066,0.00428015564202322,0.007782101167315036,0.0284046692607004,0.008171206225680794,0.01011673151750958,0.01167315175097261,0.007782101167315036
27,27,0.7704280155642024,0.5426356589147286,0.6841567852437418,0.9606060606060606,0.06770428015564212,-0.0038910505836575737,0.018287937743190708,0.020233463035019494,0.0019455252918287869,-0.004280155642023331,0.008560311284046773,0.007003891050583744
28,28,0.9182879377431906,0.8852459016393442,0.9099143610013176,0.9767457180500658,0.01322957198443575,0.03385214007782089,0.022568093385213928,0.030739299610894832,0.011673151750972721,0.01167315175097261,0.01789883268482484,0.006614785992217875
29,29,0.8715953307392996,0.8114285714285714,0.849505928853755,0.9540843214756258,0.03774319066147869,0.015175097276264649,0.017120622568093213,0.007782101167315036,-0.004280155642023442,0.014396887159532912,0.01750972762645897,0.0058365758754862496
30,30,0.8754863813229572,0.8,0.8357048748353095,0.9710803689064559,0.0595330739299611,0.0163424124513617,0.0163424124513617,0.015564202334630184,0.008560311284046551,0.0058365758754862496,0.012840466926069882,0.007392996108949501
31,31,0.7976653696498055,0.6119402985074627,0.7197957839262187,0.9731884057971014,-0.009338521400778177,0.023346303501945664,0.012451361867704236,0.017120622568093435,0.02684824902723748,0.014007782101167265,-0.005447470817120603,0.006614785992217875
32,32,0.867704280155642,0.8,0.839262187088274,0.9501317523056654,0.0330739299610896,0.015953307392996163,0.03618677042801566,0.007392996108949501,0.07392996108949412,0.0007782101167314037,0.002334630350194433,0.01011673151750958
33,33,0.8910505836575876,0.8494623655913979,0.8838932806324111,0.9659420289855073,0.021400778210116878,0.008171206225680905,0.016731517509727567,0.010505836575875449,0.013618677042801508,0.008171206225680905,0.0046692607003890885,0.006225680933852118
34,34,0.8560311284046692,0.7672955974842768,0.8133399209486165,0.9694993412384717,0.0019455252918287869,-0.0035019455252918164,0.005447470817120603,-0.010116731517509692,-0.005836575875486361,0.0015564202334630295,-0.011673151750972943,-0.0077821011673153695
35,35,0.8871595330739299,0.8379888268156425,0.8712450592885375,0.9584321475625823,0.033852140077821,0.017898832684824728,0.01322957198443564,0.01011673151750958,0.02490272373540836,0.010505836575875338,0.019844357976653515,0.009727626459143823
36,36,0.8249027237354085,0.6896551724137931,0.7626482213438734,0.9633728590250329,0.034630350194552406,-0.005836575875486361,0.0023346303501945442,-0.006225680933852118,0.03657587548638119,0.0046692607003890885,-0.009727626459143934,0.007003891050583633
37,37,0.8871595330739299,0.8323699421965318,0.8640316205533597,0.9627140974967061,0.08015564202334624,0.01011673151750958,0.01011673151750958,0.022568093385213817,0.016731517509727456,0.005058365758754735,0.013618677042801397,0.01167315175097261
38,38,0.8365758754863813,0.72,0.7813570487483531,0.9657444005270093,0.021789883268482524,-0.020233463035019383,-0.007003891050583633,0.0,0.007392996108949501,0.0023346303501945442,-0.004280155642023331,-0.005836575875486361
39,39,0.9027237354085603,0.861878453038674,0.8905797101449275,0.9683135704874837,0.06108949416342413,0.013618677042801508,0.011284046692606964,0.01478599221789878,0.0023346303501945442,0.0038910505836575737,0.008560311284046662,0.00894941634241242
40,40,0.8249027237354085,0.6853146853146853,0.7602437417654809,0.9655467720685111,0.10116731517509714,0.015953307392996052,0.010505836575875449,0.03852140077821009,0.02957198443579756,0.012062256809338479,0.03424124513618665,0.01789883268482484
41,41,0.8482490272373541,0.7636363636363637,0.8120882740447959,0.9514492753623188,0.03268482490272373,0.024513618677042825,0.02373540856031131,0.0038910505836575737,0.02373540856031131,0.012451361867704236,-0.0046692607003890885,0.0077821011673151474
42,42,0.8910505836575876,0.8444444444444444,0.8766798418972332,0.9425559947299078,0.12490272373540867,0.010116731517509692,0.0015564202334630295,0.02684824902723748,0.00739299610894939,0.01478599221789878,0.01789883268482484,0.024513618677042937
