,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.front_CO2_vd_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.frontlow_temperature_scaled,feature_importance.frontlow_temperature_fd1_scaled,feature_importance.frontlow_temperature_fd2_scaled,feature_importance.frontlow_temperature_fd3_scaled,feature_importance.frontlow_humidity_scaled,feature_importance.frontlow_humidity_fd1_scaled,feature_importance.frontlow_humidity_fd2_scaled,feature_importance.frontlow_humidity_fd3_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_humidity_fd3_scaled
10,10,0.748792270531401,0.675,0.732608695652174,0.8634215500945179,-0.05652173913043468,0.008212560386473555,0.005797101449275477,-0.005314009661835706,0.013043478260869601,0.0038647342995169476,-0.02463768115942022,0.007729468599033895,0.08405797101449264,0.006763285024154686,-0.024154589371980673,-0.021256038647342934,0.01787439613526587,-0.02946859903381638,-0.03623188405797095,-0.03864734299516903,-0.034782608695652195,0.007729468599033895,0.008695652173913104,0.01787439613526587,0.01449275362318847,-0.03140096618357491,-0.0314009661835748,-0.0608695652173914,0.011594202898550843,0.0024154589371980784,0.005314009661835817,0.0033816425120773985
11,11,0.8115942028985508,0.7692307692307693,0.8010869565217391,0.8541587901701324,-0.019806763285024176,-0.0014492753623187582,0.006763285024154575,0.004347826086956608,0.020289855072463836,0.006280193236715137,-0.02512077294685988,0.024154589371980784,0.16038647342995171,-0.014009661835748588,-0.010144927536231862,0.0038647342995169476,0.047342995169082136,-0.01304347826086949,-0.04009661835748779,-0.010144927536231862,-0.009661835748792091,-0.007246376811594124,-0.004830917874396157,-0.00048309178743954906,0.05507246376811603,0.0004830917874396601,-0.050724637681159424,-0.03719806763285016,-0.01400966183574881,0.010628019323671523,0.004830917874396157,0.005797101449275366
12,12,0.8164251207729468,0.7654320987654321,0.8021739130434782,0.9244801512287334,-0.009178743961352764,-0.009661835748792202,-0.010144927536231974,-0.0004830917874396601,-1.1102230246251565e-16,-0.011594202898550732,-0.018357487922705307,0.006763285024154464,-0.011594202898550732,-0.022705314009661803,1.1102230246251565e-16,-0.020772946859903274,0.02898550724637683,-0.01594202898550734,-0.017874396135265647,-0.026086956521739202,0.0009661835748790981,0.0019323671497583073,0.0028985507246376274,-0.015942028985507117,0.02801932367149762,-0.021256038647343045,-0.008695652173912993,-0.020772946859903274,-0.03091787439613536,-0.005314009661835817,-0.014009661835748921,-0.008695652173912993
13,13,0.821256038647343,0.7730061349693251,0.807608695652174,0.8933837429111532,-0.005314009661835817,0.004347826086956497,0.0038647342995169476,-1.1102230246251565e-16,-0.0033816425120772875,-0.0038647342995168366,-0.005314009661835817,-0.010628019323671523,0.10048309178743964,0.0033816425120772875,-0.017874396135265647,0.011111111111111183,0.04589371980676327,-0.014009661835748699,-0.03864734299516914,-0.03091787439613536,0.0038647342995169476,-0.008695652173912993,-0.0028985507246376274,0.008695652173912993,0.004830917874396268,-0.03816425120772948,-0.02657004830917875,-0.048792270531401005,0.02946859903381649,0.004830917874396046,0.008212560386473444,0.006280193236715026
14,14,0.7536231884057971,0.7017543859649122,0.7434782608695651,0.8624763705103969,-0.018840579710144856,0.0028985507246377384,-0.005797101449275366,-0.004347826086956497,0.06811594202898552,-0.0019323671497584183,0.009661835748792313,0.0,0.11739130434782608,0.0,0.006763285024154686,-0.0028985507246376274,0.05507246376811603,-0.004830917874396157,-0.004347826086956497,-0.011594202898550732,-0.051207729468599084,0.0004830917874396601,-0.007729468599033784,-0.005314009661835706,0.16570048309178742,-0.004830917874396157,-0.009178743961352653,-0.02801932367149751,-0.07053140096618349,-0.0009661835748792091,-0.004347826086956497,-0.005797101449275366
15,15,0.8019323671497585,0.7421383647798742,0.7858695652173913,0.85,0.0024154589371980784,0.010144927536231974,0.005797101449275366,0.011594202898550732,0.10531400966183568,-0.0014492753623187582,-0.019806763285024176,-0.005797101449275366,0.03091787439613536,0.016908212560386437,-0.006763285024154575,0.006280193236715026,0.010144927536231974,-0.0033816425120771765,-0.020289855072463725,-0.04444444444444451,-0.01497584541062802,-0.008695652173913104,0.007246376811594235,-0.0028985507246377384,0.022705314009661803,-0.03816425120772937,-0.03719806763285016,-0.04106280193236711,0.012077294685990392,0.0304347826086957,0.012560386473430052,0.023188405797101463
16,16,0.7729468599033816,0.6967741935483871,0.7543478260869565,0.8567107750472589,-0.01594202898550723,0.006280193236715026,0.013043478260869601,0.010144927536231862,0.034782608695652306,0.007246376811594124,0.0033816425120772875,-0.00048309178743954906,0.0888888888888889,0.004830917874396157,-0.02801932367149762,-0.016908212560386437,0.022222222222222254,-0.0019323671497584183,0.0038647342995169476,-0.033816425120772986,-0.01449275362318836,-0.006280193236715026,0.0024154589371979673,0.0038647342995169476,0.06038647342995185,-0.02850241545893717,-0.02753623188405807,-0.018357487922705307,-0.010628019323671523,0.01207729468599028,0.018840579710144967,0.0
17,17,0.821256038647343,0.7730061349693251,0.807608695652174,0.8955576559546314,-0.023671497584541012,0.0024154589371980784,-0.007246376811594124,1.1102230246251565e-16,0.05120772946859897,-0.006763285024154575,-0.034782608695652306,-0.007246376811594235,0.08695652173913049,-0.021256038647343045,0.0014492753623188692,-0.01256038647342994,0.02850241545893717,0.0014492753623188692,-0.04202898550724643,-0.021256038647343045,0.019806763285024065,0.030917874396135248,-0.02995169082125615,0.0024154589371980784,0.050241545893719874,-0.01256038647342994,-0.037198067632850274,-0.04299516908212564,-0.01449275362318836,0.023188405797101463,-0.007729468599033784,0.008212560386473444
18,18,0.855072463768116,0.8333333333333334,0.8510869565217392,0.8940453686200378,-0.0270531400966183,0.006763285024154575,0.006763285024154575,0.007246376811594235,0.16183574879227058,0.010144927536231974,0.005314009661835817,0.023188405797101463,0.1096618357487924,-0.005797101449275477,0.019323671497584627,0.011111111111111183,0.08164251207729478,-0.0019323671497585293,-0.012077294685990392,-0.011111111111111072,-0.018357487922705307,0.0004830917874396601,0.010144927536231974,0.0444444444444444,0.05555555555555558,-0.018840579710144967,0.0009661835748792091,-0.008695652173912993,-0.020772946859903385,0.009178743961352764,0.047826086956521796,0.02463768115942022
19,19,0.8502415458937198,0.8165680473372781,0.8402173913043478,0.9020793950850662,-0.005314009661835706,0.007246376811594235,-0.0019323671497585293,-0.010144927536231862,0.011594202898550732,-0.009661835748792313,0.0028985507246376274,0.0004830917874396601,0.047342995169082136,-0.0024154589371980784,0.0033816425120773985,0.008212560386473555,0.021739130434782594,-0.005314009661835706,-0.011594202898550843,0.0014492753623188692,-0.006280193236714915,0.0004830917874396601,0.01787439613526587,-0.0024154589371980784,0.05555555555555558,-0.021739130434782483,-0.01545893719806779,-0.012077294685990392,-0.004830917874396157,0.014009661835748921,0.009178743961352764,0.013043478260869712
20,20,0.7584541062801933,0.7058823529411765,0.7478260869565218,0.8714555765595463,-0.07198067632850247,-0.0028985507246376274,0.0014492753623188692,0.0019323671497585293,0.07874396135265693,-0.0009661835748792091,0.0038647342995169476,-0.01304347826086949,0.12463768115942031,0.0019323671497585293,-0.007246376811594124,0.0028985507246377384,0.05893719806763298,-0.006280193236714915,0.0024154589371980784,-0.020289855072463725,-0.046859903381642365,-0.0014492753623187582,-0.006280193236714915,0.009178743961352764,0.06666666666666676,0.005797101449275477,-0.0033816425120772875,-0.020772946859903274,0.007246376811594235,0.005314009661835817,0.020772946859903496,0.01594202898550734
21,21,0.8067632850241546,0.7674418604651163,0.7978260869565217,0.9006616257088846,-0.03864734299516903,-0.0033816425120771765,-0.010144927536231862,-0.01400966183574881,0.02898550724637683,-0.0019323671497584183,-0.0038647342995169476,-0.022222222222222143,0.012560386473430052,0.01690821256038655,-0.0009661835748792091,-0.0236714975845409,0.06473429951690834,-0.01400966183574881,-0.034782608695652195,-0.030917874396135248,-0.0270531400966183,-0.005797101449275366,-0.019806763285024176,-0.03188405797101446,0.0869565217391306,-0.01304347826086949,-0.01497584541062802,-0.04589371980676327,-0.04347826086956519,-0.005797101449275366,-0.0009661835748792091,-0.03671497584541061
22,22,0.7681159420289855,0.7209302325581395,0.758695652173913,0.8695652173913043,-0.05024154589371976,0.009661835748792202,-0.00048309178743954906,0.005314009661835706,0.0714975845410627,0.005797101449275366,0.005797101449275366,-0.01256038647342994,0.1193236714975845,-0.01449275362318836,-0.008695652173913104,-0.017874396135265647,0.019323671497584516,-0.021256038647342934,-0.048792270531401005,-0.05893719806763287,-0.05942028985507253,-0.01594202898550723,0.020289855072463836,-0.0019323671497584183,0.1681159420289855,-0.0004830917874396601,-0.01594202898550723,-0.038164251207729594,-0.00048309178743954906,0.025603864734299542,0.008695652173912993,0.0033816425120772875
23,23,0.8115942028985508,0.7745664739884393,0.8032608695652175,0.8832703213610585,-0.006763285024154464,0.005314009661835706,0.007729468599033895,0.0004830917874396601,0.09855072463768111,0.01449275362318847,0.006763285024154575,-0.010144927536231862,0.1932367149758455,0.007729468599033895,0.017874396135265758,0.007729468599033895,0.05797101449275366,0.01594202898550734,0.013526570048309261,-0.020289855072463725,-0.034782608695652195,-0.007729468599033895,-0.005314009661835706,0.01642512077294689,0.073913043478261,0.006763285024154575,-0.008212560386473333,0.01400966183574881,-0.04492753623188395,0.02898550724637694,0.0304347826086957,0.023671497584541124
24,24,0.7874396135265701,0.7349397590361446,0.7749999999999999,0.8118147448015124,-0.032850241545893555,0.009178743961352764,0.0024154589371981894,0.009178743961352764,0.09033816425120778,0.006763285024154686,0.0038647342995170586,0.009661835748792424,0.0468599033816427,0.004830917874396157,-0.0019323671497583073,-0.005797101449275255,0.06763285024154597,0.0,0.005314009661835817,-0.005797101449275255,-0.02850241545893717,0.005314009661835928,0.0038647342995170586,0.019323671497584516,0.07004830917874405,0.005797101449275477,0.0028985507246378495,0.0009661835748792091,-0.017874396135265536,0.010144927536231974,0.019323671497584627,0.004830917874396268
25,25,0.7584541062801933,0.6875,0.7423913043478261,0.8645557655954631,-0.04106280193236711,-0.0014492753623187582,-0.006763285024154575,-0.008695652173912993,0.013526570048309261,-0.0028985507246376274,0.0,-0.006763285024154575,0.010628019323671634,-0.009661835748792313,-0.01449275362318847,-0.014009661835748699,0.020289855072463947,-0.021256038647342934,0.0,-0.018840579710144856,-0.04106280193236711,-0.01449275362318847,-0.005314009661835706,-0.0019323671497584183,0.08840579710144914,-0.009661835748792202,-0.009661835748792313,-0.030434782608695587,-0.02657004830917875,-0.006280193236714915,0.004830917874396157,0.011594202898550843
