,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled
12,12,0.8949416342412452,0.8720379146919431,0.9181818181818182,0.9743741765480896,0.0019455252918287869,0.18754863813229583,0.12256809338521413,0.028404669260700288,0.25875486381322954,0.13424124513618685,0.10233463035019452,0.0540856031128405
13,13,0.9027237354085603,0.8803827751196173,0.9242424242424243,0.974505928853755,0.0015564202334630295,0.13540856031128412,0.08404669260700393,0.0501945525291827,0.10194552529182876,0.14319066147859927,0.024513618677042714,0.0023346303501945442
14,14,0.9066147859922179,0.8811881188118812,0.9200592885375494,0.97832674571805,0.005058365758754846,0.24396887159533065,0.1785992217898832,0.05214007782101171,0.010894941634241206,0.2490272373540855,0.2089494163424125,0.25953307392996106
15,15,0.642023346303502,0.0,0.5,0.8861001317523057,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
16,16,0.642023346303502,0.0,0.5,0.9272727272727274,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
17,17,0.7898832684824902,0.6823529411764706,0.7546113306982872,0.900197628458498,0.033463035019455245,0.009338521400778177,-0.005058365758754957,0.015564202334630406,0.033463035019455245,0.013618677042801508,0.012840466926069993,0.010116731517509692
18,18,0.642023346303502,0.0,0.5,0.9402503293807642,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
19,19,0.6731517509727627,0.23636363636363636,0.5555006587615283,0.9044137022397892,0.023346303501945442,-0.00038910505836575737,0.007003891050583633,-0.0077821011673151474,0.03112840466926059,0.007003891050583633,-0.003112840466926059,-0.0019455252918287869
20,20,0.8249027237354085,0.7305389221556886,0.7890974967061923,0.9434123847167326,-0.01322957198443575,0.0038910505836575737,0.0007782101167315147,0.006614785992217875,-0.010894941634241206,0.006225680933852118,0.012451361867704236,0.012451361867704236
21,21,0.867704280155642,0.826530612244898,0.8705204216073781,0.9359025032938076,0.001167315175097161,0.01634241245136192,0.013229571984435862,0.011284046692607075,0.008560311284046551,0.013618677042801619,0.01634241245136192,0.010894941634241317
22,22,0.8287937743190662,0.7349397590361446,0.7921277997364954,0.9439393939393939,-0.0023346303501945442,0.0077821011673152585,-0.00038910505836564635,0.006225680933852229,-0.024124513618676957,0.010116731517509803,0.006225680933852229,0.0019455252918288979
23,23,0.914396887159533,0.8910891089108911,0.9285243741765481,0.9806324110671936,-0.0007782101167315147,0.25875486381322943,0.188715953307393,0.11322957198443573,0.10778210116731513,0.23112840466926066,0.19338521400778197,0.15797665369649805
24,24,0.642023346303502,0.0,0.5,0.9431488801054019,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
25,25,0.8326848249027238,0.7700534759358288,0.8216073781291173,0.9161396574440053,0.008560311284046773,0.013618677042801619,0.01945525291828798,0.014785992217898891,0.005447470817120714,0.019066147859922222,0.020622568093385252,0.005447470817120714
26,26,0.642023346303502,0.0,0.5,0.9000658761528327,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
27,27,0.642023346303502,0.0,0.5,0.9015810276679843,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16,-1.1102230246251565e-16
28,28,0.7782101167315175,0.6274509803921569,0.7214756258234519,0.9179183135704876,0.026070038910505855,0.012451361867704347,0.005836575875486472,-0.0019455252918287869,0.012451361867704347,0.007003891050583633,0.0019455252918287869,0.010894941634241317
29,29,0.7937743190661478,0.6131386861313869,0.7191699604743083,0.9362318840579711,0.025680933852140098,0.011673151750972721,0.00894941634241242,0.008560311284046662,0.022957198443579796,0.021400778210116655,0.00739299610894939,0.023346303501945553
