,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_fd3_scaled,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd1_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled
10,10,0.8577777777777778,0.813953488372093,0.8428407976462897,0.9138607388035305,0.0,0.0,-0.010666666666666713,0.0031111111111110645,0.0048888888888887205,0.007111111111110957,-0.000888888888888828,-0.013777777777777778,0.11733333333333329,0.0048888888888887205,-0.0022222222222222365,0.001777777777777878
11,11,0.8577777777777778,0.813953488372093,0.8428407976462897,0.9135338345864662,-0.005333333333333301,-0.001777777777777656,-0.0013333333333334085,0.0,0.010222222222222244,-0.004888888888888943,-0.0039999999999998925,-0.007555555555555538,0.03777777777777769,-0.00088888888888905,-0.003555555555555534,0.008888888888888835
12,12,0.8622222222222222,0.8165680473372781,0.8449248120300752,0.9118175874468781,-0.000888888888888828,-0.0022222222222221255,-0.005333333333333412,-0.0031111111111110645,0.000888888888888939,0.033333333333333215,-0.005777777777777771,0.004444444444444473,0.03688888888888886,0.03600000000000003,0.009777777777777774,0.001777777777777878
13,13,0.8622222222222222,0.8208092485549133,0.8482755802549853,0.9102647924158223,-0.0040000000000000036,-0.0040000000000000036,-0.008444444444444477,-0.004444444444444584,-0.001777777777777656,0.004444444444444473,0.00666666666666671,0.007555555555555538,0.08933333333333326,0.005333333333333301,0.003555555555555645,0.004000000000000115
14,14,0.84,0.7857142857142857,0.821101667211507,0.9118993135011443,-0.0031111111111111756,-0.00666666666666671,-0.0031111111111111756,-0.0004444444444443585,-0.008444444444444366,-0.005777777777777882,0.0013333333333332975,-0.0022222222222222365,-0.000888888888888939,-0.007111111111111068,-0.0040000000000000036,-0.007555555555555538
15,15,0.8711111111111111,0.8323699421965318,0.8574697613599216,0.910918600849951,-0.0013333333333332975,0.000888888888888828,-0.002666666666666706,0.0013333333333334085,0.02488888888888885,0.003555555555555423,-0.00088888888888905,0.03199999999999992,0.0057777777777776596,0.008000000000000007,0.003555555555555423,0.000888888888888828
16,16,0.8488888888888889,0.826530612244898,0.853751225890814,0.9026642693690747,-0.04133333333333333,-0.003555555555555534,-0.004444444444444362,-0.016444444444444373,0.2022222222222222,0.001777777777777767,0.008444444444444366,0.0,0.17733333333333323,0.020444444444444487,0.02577777777777779,0.0031111111111110645
17,17,0.8,0.7906976744186046,0.8190993788819876,0.9086302713305002,-0.01822222222222203,-0.016444444444444484,0.0,-0.02533333333333332,0.21466666666666667,0.05466666666666686,0.03644444444444439,0.010222222222222244,0.27955555555555556,-0.001777777777777656,-0.005777777777777771,0.06577777777777793
18,18,0.8888888888888888,0.8603351955307262,0.8808842759071592,0.9166394246485781,0.005333333333333412,-0.001777777777777767,-0.0022222222222221255,0.0031111111111109535,-0.0040000000000000036,0.011555555555555541,0.009333333333333305,0.003555555555555534,0.08088888888888879,0.01111111111111096,0.0057777777777776596,0.014666666666666606
19,19,0.8622222222222222,0.8187134502923976,0.8466001961425302,0.895390650539392,0.004444444444444473,0.0013333333333334085,0.00666666666666671,0.006222222222222129,0.04755555555555557,0.008444444444444588,0.0013333333333334085,0.0022222222222221255,0.0013333333333334085,0.008888888888888946,0.0031111111111110645,0.0004444444444443585
