,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.back_CO2_vd_scaled,feature_importance.back_CO2_vd_fd1_scaled,feature_importance.back_CO2_vd_fd2_scaled,feature_importance.back_CO2_vd_fd3_scaled
147,147,0.863013698630137,0.8469387755102041,0.8684097911674085,0.9121020198562136,-0.001369863013698569,0.038812785388127824,0.05022831050228305,0.11278538812785388
148,148,0.6986301369863014,0.45,0.6428021225607669,0.8006675795960289,0.0091324200913242,0.012785388127853903,0.05114155251141561,0.008675799086757974
149,149,0.7397260273972602,0.7510917030567685,0.7666039027730229,0.9243409791167408,-0.034703196347031895,-0.008219178082191747,0.1315068493150685,0.18949771689497708
150,150,0.771689497716895,0.6666666666666666,0.7402430674426566,0.9096199931530298,0.0004566210045663377,0.00136986301369868,0.029223744292237508,0.017351598173515836
151,151,0.8036529680365296,0.7485380116959064,0.7887709688462855,0.9089352961314618,-0.014611872146118698,0.0547945205479452,0.01552511415525104,0.09269406392694068
152,152,0.8721461187214612,0.8585858585858586,0.8792793563847997,0.9460801095515234,0.0031963470319635867,0.07351598173515994,0.14931506849315068,0.029680365296803624
153,153,0.8356164383561644,0.8105263157894737,0.8358010955152345,0.8966107497432385,0.00913242009132409,0.03515981735159812,0.07305936073059371,0.07899543378995422
154,154,0.8356164383561644,0.8105263157894737,0.8358010955152345,0.8704210886682643,-0.0182648401826484,0.2429223744292237,0.19726027397260282,0.3643835616438356
155,155,0.7808219178082192,0.7272727272727273,0.7690859294762067,0.7922800410818214,-0.026484018264840037,0.050684931506849384,0.08675799086757996,0.14657534246575332
156,156,0.817351598173516,0.7849462365591398,0.8140619650804519,0.9159534406025334,-0.021461187214611765,0.10182648401826477,0.059817351598173585,0.2429223744292237
157,157,0.5799086757990868,0.0,0.5,0.8972954467648065,0.0,0.0,0.0,0.0
158,158,0.7671232876712328,0.6832298136645962,0.7437949332420404,0.8690516946251283,0.0004566210045662267,0.0182648401826484,0.07579908675799074,0.12465753424657522
