,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.right_CO2_vd_scaled,feature_importance.right_CO2_vd_fd1_scaled,feature_importance.right_CO2_vd_fd2_scaled,feature_importance.right_CO2_vd_fd3_scaled,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled,feature_importance.righttop_CO2_scaled,feature_importance.righttop_CO2_fd1_scaled,feature_importance.righttop_CO2_fd2_scaled,feature_importance.righttop_CO2_fd3_scaled
15,15,0.899581589958159,0.8787878787878788,0.9082002366163857,0.9716060337178349,-0.001255230125522866,0.011297071129707126,0.00041841004184117736,0.0016736401673641543,0.06150627615062765,0.06108786610878658,0.0736401673640168,0.06276150627615062,0.2552301255230125,0.09037656903765678,0.06276150627615062,0.005439330543933085
16,16,0.9205020920502092,0.900523560209424,0.9231736172729962,0.9747116237799468,-0.00502092050209213,0.017154811715481166,0.02887029288702936,0.009205020920502127,0.08158995815899583,0.08200836820083679,0.052719665271966365,0.01966527196652712,0.12887029288702911,0.11422594142259401,0.018410041841004143,0.022175732217573296
17,17,0.895397489539749,0.8704663212435233,0.8986986098787341,0.9642117716651878,-0.0004184100418408443,0.016736401673640322,0.006694560669456173,0.015062761506276279,0.06150627615062765,0.03556485355648542,0.017154811715481277,0.027196652719665315,0.304602510460251,0.0493723849372385,0.020083682008368076,0.04142259414225946
18,18,0.895397489539749,0.8730964467005076,0.90276545400769,0.946835255841467,0.0016736401673641543,0.015062761506276168,0.02259414225941425,0.03849372384937244,0.02468619246861914,0.05523012552301243,0.04644351464435148,0.020502092050209253,0.28075313807531377,0.06025104602510467,0.027196652719665315,0.041004184100418506
19,19,0.8661087866108786,0.8446601941747572,0.8809893522626442,0.9434338952972493,-0.006276150627614996,0.012133891213389147,0.020083682008368187,0.005020920502092019,0.13598326359832635,0.017991631799163188,0.013389121338912124,0.008786610878661172,0.20083682008368198,0.02970711297071127,0.046025104602510525,0.03723849372384935
20,20,0.9079497907949791,0.8854166666666666,0.9109361135758651,0.969905353445726,0.0020920502092051096,0.012133891213389036,-0.00041841004184106634,0.015481171548117234,-0.006694560669456062,0.030962343096234246,0.015062761506276279,0.01673640167364021,0.22845188284518836,0.10753138075313806,0.05606694560669456,0.04476987447698744
21,21,0.9205020920502092,0.9054726368159204,0.933340727595386,0.9767820171546879,0.001255230125522866,0.0046025104602509526,0.024267782426778295,0.01882845188284532,0.01380753138075319,0.051882845188284454,0.008786610878661172,0.027196652719665315,0.15899581589958145,0.05439330543933052,0.05606694560669445,0.03556485355648531
22,22,0.895397489539749,0.8780487804878049,0.9108991422656019,0.9618456078083407,-0.002510460251045843,0.012552301255230103,-0.005439330543932863,0.007949790794978928,0.08033472803347275,0.0736401673640168,0.005439330543933085,-0.0029288702928869093,0.2037656903765691,0.023012552301255318,0.04769874476987446,-0.002510460251045843
23,23,0.9037656903765691,0.8808290155440415,0.9075347530316474,0.9750073942620527,-0.0033472803347279756,0.015481171548117234,0.011297071129707237,0.021338912133891386,0.048953974895397545,0.09748953974895391,0.030543933054393402,0.026359832635983405,0.3414225941422594,0.11087866108786604,0.08368200836820094,0.06945606694560669
24,24,0.9288702928870293,0.914572864321608,0.9401434486838214,0.9726412304052056,0.005439330543932974,0.010460251046024882,0.009205020920501905,0.025104602510460317,0.022175732217573296,0.048117154811715634,0.040167364016736484,0.0016736401673639323,0.21673640167364006,0.0640167364016736,0.048953974895397434,0.021338912133891275
