,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.front_CO2_vd_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled
181,181,0.8222222222222222,0.7727272727272727,0.8094148414514547,0.900294213795358,-0.013777777777777778,0.04266666666666663,0.09377777777777774,0.07955555555555549
182,182,0.7866666666666666,0.7272727272727273,0.7726381170317097,0.8694017652827721,-0.012888888888888839,0.046222222222222165,0.0835555555555556,0.058222222222222175
183,183,0.7422222222222222,0.6506024096385542,0.7182902909447533,0.8616377901274928,0.01244444444444437,0.053333333333333344,0.09333333333333338,0.08044444444444443
184,184,0.7822222222222223,0.7167630057803468,0.765527950310559,0.8872180451127819,0.003555555555555534,0.052888888888888985,0.06666666666666676,0.10222222222222221
185,185,0.7777777777777778,0.7159090909090909,0.7634439359267735,0.8643347499182741,0.0048888888888888316,0.058222222222222175,0.06666666666666665,0.08666666666666678
186,186,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8617195161817588,0.0039999999999998925,0.05644444444444452,0.08933333333333338,0.09688888888888891
187,187,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8631088591042824,0.015555555555555545,0.057333333333333125,0.07288888888888889,0.11733333333333318
188,188,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8580418437397843,0.023111111111111082,0.06844444444444442,0.09333333333333327,0.11644444444444446
189,189,0.7422222222222222,0.6506024096385542,0.7182902909447533,0.863517489375613,0.020444444444444376,0.06666666666666665,0.11599999999999999,0.10311111111111115
190,190,0.7822222222222223,0.7231638418079096,0.7688787185354691,0.8776560967636482,0.0031111111111111756,0.0417777777777778,0.08177777777777784,0.09333333333333338
191,191,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8693200392285061,0.010666666666666713,0.040444444444444505,0.07511111111111113,0.10311111111111104
192,192,0.7955555555555556,0.7444444444444445,0.785183066361556,0.8781464530892449,-0.027999999999999914,0.040000000000000036,0.053333333333333455,0.06266666666666665
193,193,0.7511111111111111,0.6363636363636364,0.7174321673749591,0.8862373324615889,0.003555555555555423,0.09333333333333327,0.11155555555555541,0.11422222222222211
194,194,0.7022222222222222,0.49624060150375937,0.6492726381170317,0.893837855508336,-0.015111111111111075,0.05644444444444441,0.07155555555555548,0.07511111111111102
195,195,0.7777777777777778,0.7093023255813954,0.7600931677018633,0.8834586466165414,-0.0004444444444443585,0.026666666666666727,0.04533333333333345,0.10444444444444456
196,196,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8580418437397842,0.008000000000000007,0.047111111111111104,0.08844444444444444,0.10799999999999998
197,197,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8623733246158876,0.022666666666666724,0.07555555555555549,0.08622222222222209,0.11599999999999999
198,198,0.7822222222222223,0.72,0.767203334423014,0.8691565871199739,0.020444444444444376,0.04977777777777792,0.08933333333333338,0.08977777777777785
199,199,0.7333333333333333,0.5945945945945946,0.6940176528277215,0.8810885910428244,-0.015111111111111186,0.07244444444444442,0.0915555555555555,0.09244444444444444
200,200,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8687479568486434,0.011111111111111072,0.04711111111111099,0.06133333333333324,0.12844444444444436
201,201,0.6888888888888889,0.5394736842105263,0.6513975155279503,0.8594311866623079,-0.01911111111111108,0.0377777777777778,0.0484444444444444,0.06000000000000005
202,202,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8685027786858451,0.008000000000000007,0.057777777777777706,0.0755555555555556,0.09733333333333327
203,203,0.7288888888888889,0.6013071895424836,0.6936090225563909,0.8740601503759399,-0.0031111111111109535,0.05155555555555569,0.06577777777777793,0.09155555555555561
204,204,0.7733333333333333,0.7017543859649122,0.7546583850931676,0.8533017325923504,0.02444444444444449,0.04400000000000004,0.09733333333333327,0.10755555555555552
205,205,0.8044444444444444,0.7528089887640449,0.7927018633540373,0.8824779339653481,-0.020888888888888846,0.040888888888888864,0.057333333333333236,0.08977777777777773
206,206,0.7466666666666667,0.6225165562913907,0.7103220006538085,0.8832951945080092,0.004000000000000115,0.04355555555555568,0.06577777777777782,0.09244444444444455
207,207,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8564890487087283,0.003555555555555534,0.04533333333333345,0.06533333333333335,0.12311111111111106
208,208,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8586956521739131,0.010666666666666713,0.06088888888888899,0.05955555555555547,0.09200000000000008
209,209,0.8177777777777778,0.7783783783783784,0.8123569794050343,0.8677672441974502,-0.02577777777777779,0.08577777777777784,0.08799999999999997,0.10666666666666669
210,210,0.7422222222222222,0.6813186813186813,0.7316933638443937,0.8174239947695325,0.011111111111111183,0.04355555555555557,0.046222222222222276,0.09777777777777774
211,211,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8628636809414841,0.008000000000000007,0.03244444444444439,0.09955555555555551,0.07644444444444443
212,212,0.76,0.6785714285714286,0.7383540372670807,0.8641712978097418,0.046222222222222165,0.06355555555555559,0.11777777777777776,0.12755555555555542
213,213,0.7466666666666667,0.6586826347305389,0.7237250735534488,0.8627002288329519,0.02400000000000002,0.06666666666666676,0.0973333333333335,0.12755555555555553
214,214,0.72,0.5714285714285714,0.6793886891140896,0.8866459627329192,-0.01866666666666672,0.06666666666666665,0.07955555555555549,0.10311111111111115
215,215,0.8044444444444444,0.7555555555555555,0.7943772474664923,0.87741091860085,-0.021333333333333537,0.03600000000000003,0.0768888888888889,0.0835555555555555
216,216,0.7155555555555555,0.5616438356164384,0.6739539065053939,0.8761850277868586,-0.01822222222222225,0.03866666666666663,0.09066666666666667,0.09466666666666668
217,217,0.7066666666666667,0.5769230769230769,0.6731366459627329,0.859431186662308,0.011555555555555541,0.04355555555555568,0.06399999999999995,0.0715555555555556
218,218,0.7955555555555556,0.7415730337078652,0.783507682249101,0.8637626675384114,-0.009777777777777663,0.04266666666666663,0.0835555555555556,0.09733333333333338
219,219,0.7422222222222222,0.6506024096385542,0.7182902909447533,0.8658058188950638,0.03777777777777769,0.06577777777777782,0.08799999999999997,0.07599999999999985
220,220,0.8133333333333334,0.7692307692307693,0.8052468126838837,0.8796992481203008,0.007555555555555538,0.052000000000000046,0.0782222222222223,0.09511111111111126
221,221,0.7955555555555556,0.7444444444444445,0.785183066361556,0.8671951618175875,0.020444444444444487,0.046222222222222165,0.07288888888888889,0.12044444444444458
222,222,0.7333333333333333,0.6296296296296297,0.7057453416149069,0.8581235697940504,-0.0004444444444444695,0.07911111111111113,0.08088888888888879,0.10088888888888892
223,223,0.8044444444444444,0.7555555555555555,0.7943772474664923,0.8813337692056228,-0.041333333333333444,0.05733333333333335,0.08444444444444443,0.0875555555555555
224,224,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8720169990192874,-0.010222222222222244,0.07022222222222219,0.0835555555555555,0.08266666666666667
225,225,0.7555555555555555,0.6745562130177515,0.7345946387708402,0.8664596273291927,0.039999999999999925,0.05155555555555558,0.1213333333333333,0.09111111111111103
226,226,0.7155555555555555,0.6,0.6856815952925792,0.8509316770186336,0.01200000000000001,0.07511111111111102,0.07199999999999995,0.08533333333333337
227,227,0.7644444444444445,0.6900584795321637,0.7454642039882314,0.8669499836547891,0.021333333333333426,0.05511111111111111,0.11155555555555563,0.10399999999999998
228,228,0.76,0.686046511627907,0.7417048054919908,0.8386727688787186,0.03600000000000003,0.06577777777777782,0.07733333333333337,0.11555555555555552
229,229,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8743053285387382,-0.022666666666666724,0.046666666666666634,0.04488888888888887,0.06533333333333324
230,230,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8653971886237333,-0.033333333333333326,0.047111111111111104,0.08133333333333348,0.08177777777777784
231,231,0.8,0.7486033519553073,0.7889424648577967,0.8671134357633213,0.00044444444444458053,0.03600000000000003,0.04488888888888898,0.09511111111111115
232,232,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8664596273291925,0.007555555555555538,0.03599999999999992,0.0808888888888889,0.08844444444444433
233,233,0.7866666666666666,0.7272727272727273,0.7726381170317097,0.872425629290618,-0.00666666666666671,0.03644444444444439,0.05555555555555558,0.0928888888888888
234,234,0.8044444444444444,0.7528089887640449,0.7927018633540373,0.8754494932984636,-0.01244444444444448,0.0444444444444444,0.06133333333333335,0.08577777777777784
235,235,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8490519777705133,0.02399999999999991,0.055111111111111,0.12088888888888882,0.09244444444444433
236,236,0.7822222222222223,0.72,0.767203334423014,0.8593494606080418,0.015111111111111186,0.09111111111111114,0.10844444444444445,0.10444444444444445
237,237,0.7555555555555555,0.6745562130177515,0.7345946387708402,0.8592677345537758,0.034222222222222265,0.0782222222222223,0.09511111111111115,0.10133333333333328
238,238,0.76,0.686046511627907,0.7417048054919908,0.8703007518796992,-0.021777777777777785,0.01911111111111119,0.029777777777777903,0.06533333333333324
239,239,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8614743380189605,0.032888888888888856,0.058666666666666645,0.11155555555555563,0.12355555555555553
240,240,0.7644444444444445,0.6863905325443787,0.7437888198757764,0.8734063419418111,-0.000888888888888939,0.03822222222222227,0.07199999999999995,0.07600000000000007
241,241,0.7733333333333333,0.7052023121387283,0.7563337692056227,0.8615560640732265,-0.028000000000000025,0.03555555555555545,0.07866666666666666,0.06844444444444442
242,242,0.72,0.6037735849056604,0.6894409937888198,0.8617195161817587,0.0040000000000000036,0.06533333333333324,0.07422222222222219,0.08133333333333326
243,243,0.8044444444444444,0.7555555555555555,0.7943772474664923,0.8674403399803857,0.007555555555555538,0.03600000000000003,0.10711111111111116,0.10044444444444445
244,244,0.7466666666666667,0.6586826347305389,0.7237250735534488,0.8676855181431841,0.01822222222222225,0.05022222222222228,0.11777777777777776,0.0955555555555555
245,245,0.7911111111111111,0.7374301675977654,0.7797482837528604,0.8693200392285061,-0.0311111111111112,0.05111111111111111,0.0795555555555556,0.0848888888888889
246,246,0.7777777777777778,0.7159090909090909,0.7634439359267735,0.8670317097090553,0.03200000000000003,0.07377777777777783,0.09555555555555562,0.09333333333333338
247,247,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8550179797319386,0.014222222222222247,0.04800000000000004,0.05600000000000005,0.08933333333333338
248,248,0.7955555555555556,0.7444444444444445,0.785183066361556,0.8644164759725401,-0.019999999999999907,0.0755555555555556,0.09555555555555562,0.09955555555555562
249,249,0.8044444444444444,0.75,0.7910264792415822,0.886400784570121,-0.013333333333333308,0.08044444444444443,0.06755555555555548,0.0742222222222223
