,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.front_CO2_vd_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled
38,38,0.7022222222222222,0.5732484076433121,0.6693772474664923,0.8497875122589081,0.010666666666666602,0.04444444444444429,0.03733333333333333,0.053333333333333344
39,39,0.8088888888888889,0.7624309392265194,0.799812030075188,0.8823962079110821,-0.005777777777777771,0.04533333333333334,0.07911111111111102,0.08044444444444443
40,40,0.7777777777777778,0.6835443037974683,0.7483654789146781,0.9000490356325598,-0.014222222222222247,0.0635555555555557,0.08222222222222231,0.09377777777777785
41,41,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8551814318404707,0.03511111111111109,0.09288888888888891,0.08666666666666667,0.1266666666666666
42,42,0.7866666666666666,0.7272727272727273,0.7726381170317097,0.8622098725073554,0.01733333333333331,0.0537777777777777,0.07644444444444454,0.10266666666666668
43,43,0.7733333333333333,0.7017543859649122,0.7546583850931676,0.8637626675384114,0.019555555555555437,0.06222222222222218,0.08977777777777773,0.11822222222222223
44,44,0.7466666666666667,0.6627218934911243,0.7254004576659039,0.8542824452435436,0.022666666666666724,0.07466666666666666,0.08799999999999997,0.09511111111111104
45,45,0.7422222222222222,0.6506024096385542,0.7182902909447533,0.85624387054593,0.01288888888888895,0.0755555555555556,0.09111111111111103,0.11155555555555552
46,46,0.8088888888888889,0.7650273224043715,0.801487414187643,0.8677672441974502,-0.012000000000000122,0.052444444444444405,0.08977777777777785,0.08533333333333337
47,47,0.7466666666666667,0.6586826347305389,0.7237250735534488,0.8612291598561621,0.053777777777777924,0.07288888888888889,0.08088888888888901,0.12488888888888894
48,48,0.6088888888888889,0.6140350877192983,0.632314481856816,0.7084831644328212,-0.10311111111111104,0.009333333333333305,-0.0022222222222221255,-0.015111111111111075
49,49,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8588591042824453,0.014222222222222247,0.04533333333333345,0.10266666666666657,0.09377777777777763
50,50,0.7511111111111111,0.6626506024096386,0.7274844720496894,0.8649885583524027,0.015555555555555434,0.03511111111111109,0.08177777777777773,0.09866666666666657
51,51,0.7688888888888888,0.6976744186046512,0.7508989865969271,0.8607388035305656,0.020888888888888846,0.08177777777777773,0.10177777777777774,0.09466666666666657
52,52,0.7733333333333333,0.7052023121387283,0.7563337692056227,0.8516672115070284,0.01111111111111096,0.08222222222222209,0.08799999999999997,0.10933333333333328
53,53,0.8044444444444444,0.7555555555555555,0.7943772474664923,0.8642530238640078,-0.00666666666666671,0.058222222222222175,0.10844444444444445,0.08622222222222231
54,54,0.8311111111111111,0.7816091954022989,0.8169336384439359,0.8964530892448512,0.02533333333333354,0.06488888888888888,0.10488888888888903,0.12755555555555553
55,55,0.7733333333333333,0.7085714285714285,0.7580091533180777,0.8629454069957502,0.0013333333333332975,0.05466666666666653,0.08666666666666656,0.10355555555555551
56,56,0.76,0.6785714285714286,0.7383540372670807,0.8796992481203008,-0.0040000000000000036,0.02400000000000002,0.05466666666666664,0.06755555555555548
57,57,0.7244444444444444,0.6172839506172839,0.6965511605099706,0.8492971559333116,0.016888888888888953,0.04533333333333334,0.0808888888888889,0.10399999999999998
58,58,0.7777777777777778,0.7126436781609196,0.7617685518143185,0.8719352729650213,0.008888888888888835,0.046666666666666745,0.08311111111111114,0.08577777777777773
59,59,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8542007191892775,-0.02000000000000013,0.0835555555555556,0.08133333333333337,0.10977777777777764
60,60,0.7911111111111111,0.7344632768361582,0.7780728996404054,0.8646616541353384,0.022666666666666613,0.06311111111111112,0.12755555555555553,0.07333333333333336
61,61,0.7955555555555556,0.7444444444444445,0.785183066361556,0.8536286368094148,0.010666666666666602,0.11288888888888882,0.08977777777777785,0.12577777777777777
62,62,0.8088888888888889,0.7597765363128491,0.7981366459627328,0.86441647597254,0.00044444444444458053,0.07288888888888889,0.0782222222222223,0.10133333333333339
63,63,0.7066666666666667,0.5822784810126582,0.674812030075188,0.8653154625694672,0.01822222222222225,0.04755555555555546,0.08933333333333338,0.047111111111111104
64,64,0.7688888888888888,0.6941176470588235,0.7492236024844721,0.8711180124223603,0.02488888888888885,0.06088888888888888,0.10311111111111104,0.11688888888888882
65,65,0.7644444444444445,0.6624203821656051,0.733736515201046,0.8913860738803531,0.0004444444444444695,0.05511111111111111,0.0848888888888889,0.07866666666666666
66,66,0.7644444444444445,0.6936416184971098,0.7471395881006865,0.8536286368094149,0.0431111111111111,0.047111111111111104,0.08622222222222231,0.09111111111111114
67,67,0.7555555555555555,0.6706586826347305,0.7329192546583851,0.8648251062438705,0.023111111111111082,0.07644444444444443,0.07511111111111113,0.11066666666666658
68,68,0.76,0.6823529411764706,0.7400294213795358,0.8674403399803857,-0.006666666666666599,0.027111111111111086,0.06266666666666654,0.10044444444444434
69,69,0.7955555555555556,0.7444444444444445,0.785183066361556,0.8630271330500163,-0.029333333333333322,0.05466666666666664,0.08666666666666667,0.08133333333333337
70,70,0.7555555555555555,0.6357615894039735,0.7195161817587447,0.900294213795358,0.007555555555555427,0.06844444444444442,0.07999999999999985,0.11377777777777776
71,71,0.8,0.7486033519553073,0.7889424648577967,0.8774109186008499,0.00666666666666671,0.04933333333333323,0.09466666666666679,0.09733333333333338
72,72,0.8044444444444444,0.7555555555555555,0.7943772474664923,0.8588591042824453,0.02400000000000002,0.0617777777777776,0.1022222222222221,0.13111111111111096
73,73,0.7822222222222223,0.7351351351351352,0.7755802549852893,0.8285387381497221,-0.05555555555555558,0.08800000000000008,0.08977777777777773,0.1093333333333334
74,74,0.7955555555555556,0.7415730337078652,0.783507682249101,0.8749591369728669,0.013333333333333308,0.05511111111111111,0.08177777777777784,0.06711111111111112
75,75,0.7466666666666667,0.6503067484662577,0.7203743053285387,0.8625367767244198,0.013777777777777778,0.06800000000000006,0.10177777777777786,0.10622222222222222
76,76,0.7955555555555556,0.7444444444444445,0.785183066361556,0.8484798953906505,-0.021777777777777785,0.10088888888888892,0.09199999999999997,0.12177777777777776
77,77,0.7866666666666666,0.7272727272727273,0.7726381170317097,0.8501961425302387,0.01688888888888873,0.07022222222222219,0.0755555555555556,0.12355555555555553
78,78,0.7644444444444445,0.6900584795321637,0.7454642039882314,0.8581235697940504,0.01333333333333342,0.05022222222222239,0.0848888888888889,0.12088888888888882
79,79,0.7644444444444445,0.6863905325443787,0.7437888198757764,0.8600032690421706,0.008000000000000118,0.04844444444444451,0.09333333333333338,0.08444444444444454
80,80,0.7866666666666666,0.7272727272727273,0.7726381170317097,0.8555083360575352,0.014666666666666606,0.06622222222222218,0.09733333333333327,0.10977777777777775
81,81,0.7866666666666666,0.7272727272727273,0.7726381170317097,0.8621281464530892,0.013777777777777667,0.047111111111111104,0.06711111111111112,0.09244444444444455
