,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.front_CO2_vd_scaled,feature_importance.front_CO2_vd_fd1_scaled,feature_importance.front_CO2_vd_fd2_scaled,feature_importance.front_CO2_vd_fd3_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled
38,38,0.9033816425120773,0.8924731182795699,0.9032608695652173,0.9553875236294896,-0.006280193236715026,0.005314009661835817,0.007246376811594235,0.013526570048309372,0.2830917874396135,0.015458937198067568,0.005314009661835817,0.0033816425120772875,0.32173913043478275,0.01400966183574881,0.0033816425120772875,-0.0028985507246376274
39,39,0.821256038647343,0.8246445497630331,0.8336956521739131,0.945274102079395,-0.03913043478260869,0.014975845410627908,0.0304347826086957,0.022222222222222254,0.31062801932367157,0.02898550724637683,0.017874396135265758,0.01159420289855062,0.30966183574879225,0.04202898550724643,0.02801932367149762,0.019806763285024176
40,40,0.8792270531400966,0.8633879781420765,0.8771739130434784,0.9195652173913044,-0.01256038647342994,0.01449275362318836,0.020772946859903385,0.021739130434782594,0.18164251207729465,0.0434782608695653,0.0391304347826088,0.02850241545893728,0.16666666666666674,0.07149758454106281,0.048792270531400894,0.04057971014492756
41,41,0.8599033816425121,0.8497409326424871,0.8630434782608696,0.9320415879017013,-0.01449275362318836,0.004347826086956608,0.0038647342995168366,0.004830917874396157,0.30434782608695654,0.03961352657004824,0.02753623188405796,0.01449275362318847,0.30772946859903394,0.05410628019323671,0.025120772946859993,0.02850241545893739
42,42,0.8405797101449275,0.8390243902439024,0.8500000000000001,0.9389413988657845,-0.006280193236714915,0.010144927536231751,-0.004830917874396157,-0.004347826086956497,0.1516908212560385,0.04202898550724632,0.019806763285024065,0.019323671497584627,0.19710144927536222,0.06038647342995174,0.02898550724637672,0.037198067632850274
43,43,0.8502415458937198,0.8393782383419689,0.8532608695652174,0.914555765595463,-0.032367149758454006,0.006763285024154575,0.02415458937198056,0.005314009661835817,0.3487922705314008,0.06666666666666676,0.04154589371980677,0.02898550724637672,0.2971014492753623,0.0705314009661836,0.04637681159420293,0.033333333333333326
44,44,0.8357487922705314,0.8349514563106796,0.8456521739130435,0.9186200378071835,-0.03574879227053129,-0.0014492753623186472,0.012077294685990503,0.005314009661835706,0.33574879227053145,0.021256038647342934,0.01352657004830915,0.007729468599033895,0.2995169082125605,0.014009661835748699,0.0038647342995169476,0.0033816425120775095
45,45,0.8260869565217391,0.8269230769230769,0.8369565217391304,0.9301512287334593,-0.009661835748792202,0.0009661835748793202,0.0033816425120772875,0.0033816425120772875,0.33526570048309173,0.030917874396135248,0.024154589371980673,0.010628019323671634,0.3463768115942028,0.02608695652173909,0.02801932367149762,0.018357487922705307
46,46,0.8502415458937198,0.841025641025641,0.8543478260869566,0.9327977315689981,-0.033333333333333215,0.036231884057971064,0.04251207729468598,0.03961352657004824,0.32898550724637676,0.06038647342995174,0.037198067632850274,0.01449275362318847,0.3014492753623189,0.0879227053140097,0.06038647342995174,0.03816425120772948
47,47,0.8067632850241546,0.8076923076923077,0.817391304347826,0.9155954631379962,-0.011111111111111072,0.009178743961352653,0.01594202898550734,0.025603864734299653,0.21014492753623193,0.035748792270531515,0.03188405797101457,0.02850241545893728,0.22657004830917882,0.04589371980676327,0.02801932367149762,0.007246376811594235
48,48,0.7874396135265701,0.7981651376146789,0.8032608695652174,0.9331758034026465,0.009178743961352764,0.007729468599034006,0.011594202898550843,0.01449275362318847,0.3342995169082126,0.021256038647343045,0.010144927536231974,0.008212560386473444,0.3256038647342995,0.025603864734299542,0.018840579710144967,0.005314009661835817
49,49,0.8888888888888888,0.8743169398907104,0.8869565217391304,0.9458412098298676,0.019323671497584516,0.021739130434782483,0.049275362318840554,0.035265700483091744,0.2806763285024154,0.03623188405797095,0.034299516908212535,0.011594202898550732,0.22367149758454086,0.05893719806763287,0.02463768115942022,0.015458937198067568
50,50,0.893719806763285,0.8791208791208791,0.8913043478260869,0.9279773156899811,-0.02898550724637683,0.019806763285024065,0.017874396135265647,0.01594202898550734,0.011111111111111183,0.024154589371980673,0.0028985507246376274,0.005797101449275255,0.005797101449275255,0.03768115942028971,0.01400966183574881,0.0033816425120772875
51,51,0.5845410628019324,0.17307692307692307,0.5358695652173914,0.8859168241965972,-0.007729468599033784,-0.008212560386473333,-0.009661835748792202,-0.01207729468599028,0.018840579710144967,0.0024154589371981894,0.004347826086956608,0.0009661835748792091,0.016908212560386437,-0.0009661835748792091,0.0014492753623189802,-0.0024154589371979673
52,52,0.8502415458937198,0.8248587570621468,0.8445652173913043,0.9265595463137997,-0.018840579710144967,0.010144927536231974,0.01690821256038655,0.01642512077294689,0.2946859903381642,0.024637681159420444,0.022222222222222254,0.022222222222222254,0.30338164251207733,0.014009661835748921,0.012077294685990392,0.010628019323671523
