,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_CO2_scaled,feature_importance.backtop_CO2_fd2_scaled,feature_importance.backtop_CO2_fd3_scaled,feature_importance.backtop_CO2_fd1_scaled
38,38,0.9094650205761317,0.909218964973081,0.8983854243815731,0.9651903421715302,1.6337815756965106,1.3379888638306001,1.2652860452276269,1.524183020057607,-0.547202546527386,0.10946502057613165,0.02427983539094647,0.047736625514403275,0.032510288065843586
39,39,0.8847736625514403,0.8833511151755322,0.8624720774385704,0.9247952345495161,1.419427278714452,1.2699410376534093,1.521699587840141,1.3416478764952362,-0.14993570020062652,0.09958847736625512,0.03251028806584361,0.041152263374485555,0.021810699588477332
40,40,0.9012345679012346,0.900870076425632,0.8815395524739994,0.9403561298455719,1.727981346472044,0.6440776691021451,1.7483519741850195,1.728048760719163,-0.20242254849163133,0.12757201646090538,0.025102880658436223,0.04979423868312758,0.03703703703703705
41,41,0.8477366255144033,0.8463587782134754,0.8287581699346405,0.9388525780682644,2.184950467105274,1.0670397168376475,1.2686065061804035,0.7179187668070006,0.13249754240191783,0.07695473251028809,0.026748971193415672,0.030041152263374494,0.013991769547325127
42,42,0.897119341563786,0.896183785511979,0.8735431235431236,0.9371406371406372,1.0955814311900294,1.0681779852548696,1.1822451478176477,2.0829750196941275,-0.013530398779619757,0.11069958847736627,0.027983539094650213,0.04032921810699591,0.03868312757201649
43,43,0.8518518518518519,0.8505917974126067,0.814327485380117,0.9157732293697207,1.5301121597009784,0.7636701203694893,1.7319534761567095,1.5483336184318954,0.032919397999317646,0.08436213991769548,0.002880658436214012,0.03292181069958847,0.022633744855967107
44,44,0.9053497942386831,0.9057679599735675,0.8981481481481481,0.9527511050144795,1.7778383491326075,0.2828631876470126,1.9590684483789678,1.768445516889808,-0.1531007959807401,0.11028806584362139,0.025514403292181066,0.04074074074074072,0.029629629629629606
45,45,0.8559670781893004,0.8552476525252121,0.8321702453987729,0.9105061349693251,1.978549321359271,0.6417587984954051,1.8231534614451488,1.4072574697388827,-0.18858889011565283,0.0728395061728395,0.0156378600823045,0.03292181069958846,0.03662551440329218
46,46,0.8436213991769548,0.8449814690862214,0.832515337423313,0.919478527607362,1.6939433556336212,0.5877314203969773,1.3286431179546963,1.9565218042106831,0.23155447076539448,0.09135802469135805,0.00246913580246918,0.012345679012345723,0.01769547325102886
47,47,0.8724279835390947,0.8710710664235158,0.8502606105733432,0.94132539091586,1.8189434397202808,1.0532146809269938,0.995945496857566,1.2969263979704024,0.286634462894578,0.09053497942386833,0.023868312757201672,0.046090534979423906,0.023868312757201672
48,48,0.8724279835390947,0.8726403854018255,0.8553613053613054,0.9440559440559442,1.6334755709648157,1.207064593849244,1.5849357749720552,1.2988910860388163,-0.2678613321493015,0.08312757201646093,0.027160493827160504,0.03950617283950619,0.029218106995884806
49,49,0.8888888888888888,0.8875149659463385,0.8630751533742331,0.9538343558282208,2.3980828630288036,0.7680414961036378,1.3864358582302603,0.85557338987905,0.02102133253600614,0.10823045267489709,0.01604938271604932,0.01893004115226332,0.02345679012345675
50,50,0.8806584362139918,0.8804935905693543,0.8674609084139985,0.9271034996276991,1.2132010902366743,0.902703439103026,0.741268910718242,2.144900156852607,0.45756207293175594,0.11851851851851851,0.029218106995884775,0.0382716049382716,0.03744855967078187
51,51,0.8600823045267489,0.8591080692820986,0.8340151281259649,0.9320006174745292,1.6076684873007303,0.9743908489680693,0.6378831996771396,2.359810119189888,0.07695655384256755,0.06790123456790122,0.015226337448559635,0.034979423868312744,0.0222222222222222
52,52,0.8436213991769548,0.8452114556839971,0.8377635542168674,0.9198042168674698,2.070251478962948,0.7639796041363452,1.5607500466255837,1.6627333008230647,-0.4142466909433383,0.08971193415637865,0.01111111111111115,0.025102880658436265,0.009465020576131744
