,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_temperature_scaled,feature_importance.backlow_CO2_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_humidity_fd3_scaled,feature_importance.backlow_CO2_fd1_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_humidity_fd2_scaled
131,131,0.9465020576131687,0.9468362661645976,0.9479895755770662,0.9838421444527178,2.0091735246801745,2.0036995966068663,1.7467259339194496,1.471140795246752,0.9183687760995893,0.1419753086419753,0.08641975308641978,0.039506172839506214,0.016049382716049422,0.018930041152263388,0.027160493827160525,0.009465020576131722,0.006584362139917721,0.021399176954732535,0.0057613168724280125,0.005349794238683159,0.006995884773662564
132,132,0.9629629629629629,0.9632187579287796,0.9660657476139979,0.9895470383275261,1.5176243671284046,0.9799598281908678,1.6384777501055676,2.1879834254046706,1.2761306151250034,0.16625514403292177,0.0930041152263374,0.03209876543209873,-2.2204460492503132e-17,0.0028806584362139785,0.005349794238683092,0.000823045267489686,0.008230452674897082,0.016049382716049332,0.003292181069958833,0.0024691358024691136,0.008641975308641924
133,133,0.9588477366255144,0.9587501553793689,0.95359477124183,0.9932461873638344,1.6700791719980328,1.641684679861012,1.2974455592758514,1.8935718195373497,1.223990423854908,0.1604938271604938,0.07983539094650204,0.023868312757201617,-0.01111111111111116,-0.010699588477366285,0.0008230452674896971,-0.0012345679012345846,-0.007407407407407441,-0.006584362139917732,0.0032921810699588216,-0.005349794238683148,-0.007407407407407429
134,134,0.9506172839506173,0.950738568480504,0.9488284703801946,0.9862953138815208,2.4514643731257872,1.5574146119015928,1.3172274150361676,1.3312480200969352,0.9021317013478671,0.14403292181069963,0.1074074074074074,0.03703703703703707,0.009053497942386846,0.011522633744855959,0.01028806584362143,0.009465020576131689,0.0008230452674897193,0.012345679012345711,0.009876543209876543,0.0008230452674897082,0.010288065843621397
135,135,0.9465020576131687,0.9473415875783555,0.9572261072261072,0.9854700854700854,1.4896938238298787,2.249546741742401,1.3004024202984465,1.4370997843270652,1.0997504317689828,0.16790123456790126,0.07860082304526753,0.034156378600823066,0.018930041152263398,0.021399176954732525,0.020987654320987682,0.01316872427983543,0.006584362139917732,0.016872427983539127,0.0004115226337448874,0.0004115226337448541,0.011934156378600857
136,136,0.934156378600823,0.9349932504466348,0.9413346462657173,0.9812907135282534,2.130112746085091,2.067345797409443,1.383094566988998,1.7631342717373284,0.3471429097862306,0.11810699588477362,0.08847736625514402,0.000411522633744843,-0.0004115226337448541,0.0020576131687242705,0.009876543209876498,-0.0041152263374485635,0.0020576131687242705,-0.0037037037037037203,0.004938271604938238,-0.0004115226337448541,-0.004526748971193417
137,137,0.9547325102880658,0.9546778843885726,0.9500583685976944,0.9919013570698964,1.3688588155047272,2.1168202243365624,1.7752957794587656,1.2508772179459333,1.0881952012947826,0.15720164609053494,0.0736625514403292,0.03497942386831273,0.004938271604938249,0.0,0.009053497942386812,-0.0012345679012345622,-0.0028806584362139785,-0.005349794238683115,-0.003292181069958833,-0.0032921810699588438,-0.0016460905349794165
138,138,0.9423868312757202,0.9428412678383876,0.9446536144578312,0.9829819277108435,1.6939668298871304,1.028626502886239,1.479572786836555,2.4223757054281125,1.0999962955826195,0.1333333333333334,0.09876543209876548,0.03456790123456795,0.0016460905349794607,0.004115226337448641,0.018106995884773703,0.009465020576131754,0.004526748971193495,-0.0012345679012345178,0.005349794238683192,0.0004115226337448763,0.007818930041152316
139,139,0.9629629629629629,0.9634209372771464,0.9696212731668009,0.9923448831587429,1.9593083308024963,2.0770195711078,1.1959811275301493,1.6181275170970957,0.9304079657698762,0.14320987654320985,0.08312757201646087,0.016460905349794174,0.003703703703703687,0.0008230452674896971,0.010288065843621352,0.004115226337448541,0.0016460905349793941,0.007818930041152227,0.000823045267489686,-0.0004115226337448985,0.002057613168724259
140,140,0.9465020576131687,0.9464419747868309,0.9418016194331984,0.9816367842683633,1.631457555919457,1.9043675082967826,2.0509856378320697,1.5683234619934505,0.39153459904676324,0.1320987654320988,0.07242798353909466,0.034567901234567947,0.009465020576131734,0.00658436213991771,0.019753086419753107,0.0,-0.0016460905349794052,0.0004115226337448763,-0.000411522633744843,0.006584362139917721,0.004115226337448574
