,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_CO2_scaled,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled
64,64,0.9300411522633745,0.9301683878864203,0.9198809523809524,0.9769841269841271,1.0697031547850175,2.729862143762727,1.2287143859272014,1.9146877630319301,0.08669247395745384,0.26255144032921807,0.21769547325102878,0.16090534979423865
65,65,0.9588477366255144,0.9591723341702768,0.9629518072289156,0.9901355421686747,0.7937942759802054,2.263676956975941,1.8383792260413567,0.7056978645801117,1.2381654000519189,0.2884773662551441,0.28600823045267487,0.17777777777777773
66,66,0.9711934156378601,0.9712834281309733,0.9725636205899364,0.9885772122614228,1.2664704912505025,2.439044285674606,1.8908477678169913,0.8436108462553344,0.5636935082128554,0.33909465020576135,0.27489711934156374,0.19053497942386835
67,67,0.9547325102880658,0.9552069898264727,0.9624720774385704,0.9883097542814594,1.7360325953933387,2.110795315531479,1.5904251222277959,1.2840970334480308,0.3657602156344321,0.3008230452674897,0.2378600823045267,0.14567901234567898
68,68,0.9300411522633745,0.9307397820945439,0.9319401840490797,0.961579754601227,1.5228518906521809,2.8443655967274224,1.4051068575386945,1.7154847182307824,-0.04050272609450162,0.27572016460905346,0.23744855967078188,0.19259259259259257
69,69,0.9259259259259259,0.9269798033842978,0.9350527108433735,0.9768072289156626,0.890595087079521,2.655258876667987,1.6986641297936287,1.1778161009894097,0.6695669913925192,0.2831275720164609,0.23621399176954733,0.1958847736625514
70,70,0.9300411522633745,0.9296917169408172,0.9160276073619632,0.9608128834355828,1.3018796812616926,2.093280858373132,1.3894188033243644,1.8739095604817193,0.720000264052737,0.2909465020576132,0.20082304526748967,0.188477366255144
71,71,0.9506172839506173,0.9507744452018481,0.9470129669651126,0.9900432232170423,1.237424099317969,2.079811381742931,1.3066732824509664,0.8225613451755517,1.60481739974686,0.35555555555555557,0.22222222222222224,0.1905349794238683
72,72,0.9135802469135802,0.9141388336571997,0.9115004492362984,0.9728212039532795,1.5837200476482192,2.1076988535896977,1.3840275672951377,1.4830831508408193,0.5811329453334904,0.27777777777777773,0.22798353909465013,0.16337448559670778
73,73,0.9547325102880658,0.9548012941049845,0.9506172839506173,0.9893308946806889,1.8048540524199168,2.5489289697002033,1.066028303189367,0.8394348339197495,0.5786833499935867,0.31810699588477365,0.2469135802469135,0.16748971193415638
74,74,0.9465020576131687,0.946575953936627,0.9422731356693621,0.9913896376160528,1.2976240399981755,2.3513924925248113,2.240970878955366,0.928243672463278,0.41993321836056174,0.28641975308641976,0.23991769547325106,0.205761316872428
75,75,0.9588477366255144,0.9590788252563235,0.9599681866383881,0.9843205574912892,1.0000765809738918,2.1171995207040246,1.579522377018366,0.9120804250131875,1.5339741480947244,0.35637860082304523,0.2444444444444444,0.2
76,76,0.9382716049382716,0.9388880430245975,0.9412576687116564,0.9774539877300613,1.3474027647408564,2.2941254444448065,1.1358149478871233,1.180497002087924,0.7941398497445893,0.3004115226337448,0.19917695473251024,0.1407407407407407
77,77,0.9547325102880658,0.9550251033442474,0.9569856244384547,0.9846510931416592,1.0909438176304274,2.1191443768808957,1.5594009899560146,1.1967345989945513,0.9336272294910838,0.31522633744855966,0.25596707818930037,0.16213991769547326
