,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.frontlow_CO2_fd3_scaled,feature_importance.frontlow_CO2_scaled,feature_importance.frontlow_CO2_fd1_scaled,feature_importance.frontlow_CO2_fd2_scaled
50,50,0.8888888888888888,0.8904518867187265,0.8955323901712584,0.9390915860014893,1.811914631025728,1.3510051250516246,0.8678065852688491,1.155959893788742,0.3438052065605861,0.11563786008230445,0.13662551440329213,0.11934156378600817,0.06543209876543206
51,51,0.8600823045267489,0.860945994004979,0.8471364618709478,0.9199598641556036,2.0580711909249234,1.4298820601097157,0.6427622188364608,0.7563946143868316,0.9476147910222577,0.1658436213991769,0.10370370370370367,0.11152263374485594,0.09753086419753083
52,52,0.8641975308641975,0.8664853000209096,0.8707831325301205,0.9277861445783133,2.8926821971629617,1.4250373981190114,1.0206890256576586,1.1472975532689236,-0.46718855943145515,0.13086419753086415,0.11563786008230448,0.0975308641975308,0.06378600823045263
53,53,0.8559670781893004,0.8554272028369919,0.8413103750182402,0.930468407996498,2.0000343600480215,1.0622153316558722,1.121960517026719,1.1823345285946123,0.6456265182058882,0.10617283950617282,0.09012345679012344,0.06707818930041151,0.04691358024691357
54,54,0.8930041152263375,0.8918533952238474,0.8682463723371411,0.9472059277554801,1.5647725817372902,1.860488574703573,0.9964418780971075,1.4864019092004381,-0.38527315801943274,0.11111111111111113,0.11028806584362146,0.11975308641975313,0.039506172839506214
55,55,0.8683127572016461,0.8691007660019089,0.8572852760736196,0.9390337423312883,1.5025933613173057,1.281594842396773,0.7534721079117995,1.4712342490401011,0.7430965015181715,0.10370370370370371,0.09835390946502061,0.05637860082304532,0.032510288065843676
56,56,0.8600823045267489,0.8623639110277649,0.8602577956159309,0.9324637233714109,1.845265694785365,1.180944745814507,0.6821010198388413,1.3212248750878717,0.6264823467760137,0.11563786008230452,0.1061728395061728,0.10205761316872423,0.03621399176954728
57,57,0.8806584362139918,0.8804770970602969,0.8650583244962884,0.9367520072716254,2.493800053243137,1.4410183061290742,1.3176713662216968,0.39808650694483605,0.06778650500059102,0.0802469135802469,0.11728395061728394,0.08724279835390944,0.04403292181069958
58,58,0.8847736625514403,0.8862884510936652,0.8858024691358024,0.9462734339277549,1.8930791022736304,1.6247584834403774,1.2374337658284762,0.8060926627112326,0.08491666369120504,0.1584362139917695,0.13086419753086415,0.11893004115226335,0.11399176954732507
59,59,0.8888888888888888,0.8896814521427364,0.882716049382716,0.9373571101966164,2.177752941750009,1.8117773164027224,1.4287168249652227,0.15426514029686333,0.2588102721321326,0.1275720164609053,0.10699588477366251,0.12551440329218103,0.09917695473251023
60,60,0.9135802469135802,0.9145520225477353,0.916980421686747,0.9635542168674699,1.9745506590449433,1.7848926980275885,1.2360377785542853,0.6305845636747749,0.045301117864444684,0.17283950617283947,0.12263374485596701,0.131275720164609,0.037448559670781846
61,61,0.8724279835390947,0.871790777950902,0.8508052147239265,0.9235429447852761,2.06833682620115,1.8901671739427661,0.4441484761987646,1.7039472658085713,-0.18854174827386905,0.07325102880658438,0.11275720164609053,0.09053497942386833,0.05102880658436217
62,62,0.9053497942386831,0.9055073827174834,0.8931235431235431,0.9528360528360528,2.1254593631824856,1.0889782268658277,1.2351158661959274,0.5724721961269902,0.6768864316652085,0.1362139917695473,0.17119341563786006,0.0765432098765432,0.07201646090534979
63,63,0.8683127572016461,0.8672834532087823,0.8383333333333334,0.9392857142857143,2.21804452627095,0.9822835927992922,0.8112208266584576,0.8172646346639126,1.1442292572060868,0.10658436213991773,0.07777777777777782,0.14403292181069963,0.059259259259259324
