,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_humidity_scaled
61,61,0.9506172839506173,0.9509127872507159,0.9504601226993865,0.9756901840490798,2.5257380702766024,2.4318841254013126,0.5015245884828967,0.5717065290338226,1.5671511685815538,0.3559670781893004,0.2139917695473251,0.14115226337448558
62,62,0.9382716049382716,0.9383743800331414,0.9308857808857809,0.9881895881895881,1.6132209663100872,2.612119516458643,1.6685180836092908,0.12654824640042228,1.709652136206262,0.34567901234567894,0.21193415637860075,0.21522633744855962
63,63,0.9382716049382716,0.9385987294484026,0.9332142857142858,0.9789682539682539,2.139380917062304,1.9548906399811419,1.4071256582450504,1.003118315947692,0.7630784384789696,0.29053497942386824,0.18559670781892995,0.12222222222222219
64,64,0.9382716049382716,0.9385987294484026,0.9332142857142858,0.9653174603174602,1.7301879248627898,2.6533792567862595,0.5831667125063896,1.7449162963671874,1.15412503494869,0.32057613168724275,0.16337448559670775,0.13415637860082302
65,65,0.9588477366255144,0.9591723341702768,0.9629518072289156,0.9879518072289156,2.222931708174831,2.3887452086055587,1.8760358326769142,0.665574346564706,0.2715227415808062,0.34320987654320984,0.20164609053497937,0.14403292181069954
66,66,0.9711934156378601,0.9711610633467551,0.9681535569693465,0.9915413533834587,1.8577419752801039,1.859206451509081,2.6675119165411973,0.3185829951701702,0.6981846320210312,0.37613168724279833,0.23209876543209879,0.13621399176954735
67,67,0.9629629629629629,0.963012469445218,0.9606478034251675,0.9913626209977662,2.6725701362127383,2.386224503700259,0.864861414708231,1.0647089160984424,0.6424571752453732,0.3407407407407407,0.18353909465020574,0.1386831275720164
68,68,0.9382716049382716,0.939038989835722,0.9444401840490797,0.9618098159509203,1.700852101203118,2.2236115023056757,1.1890964810228257,1.6199409342694062,1.385176100078229,0.32880658436213983,0.18641975308641973,0.14609053497942384
69,69,0.9423868312757202,0.9425485933172866,0.938855421686747,0.980722891566265,3.1497999989552063,2.097147165507039,1.2124307725895793,0.4271579341492986,0.8986903955766945,0.31810699588477365,0.16296296296296298,0.16625514403292188
70,70,0.9382716049382716,0.9381718764135628,0.9285276073619633,0.9589723926380369,2.581684285075673,2.145029144040524,0.7032973619838541,1.5642803811456836,0.9055568675970553,0.3358024691358024,0.15061728395061724,0.16748971193415635
71,71,0.9670781893004116,0.9671829634678987,0.9657687557888237,0.9882679839456622,3.037583786291545,1.757921405905069,1.6356814246867701,0.6457145329540261,0.3647141254750196,0.3711934156378601,0.17983539094650208,0.13497942386831277
72,72,0.9176954732510288,0.9185040367836066,0.9202605570530099,0.9581461515423781,2.235289059474498,2.2420686898348543,1.480681541947283,0.2537544344734204,1.1808155253841686,0.31522633744855966,0.1901234567901235,0.1283950617283951
73,73,0.9629629629629629,0.9631265930331352,0.9629629629629629,0.9931412894375857,2.546125718727587,1.9925683780017653,1.4654575699249381,0.547910491845694,0.883079866352311,0.3395061728395061,0.21358024691358019,0.14279835390946496
74,74,0.9629629629629629,0.9630141219561261,0.9604672057502246,0.9836777478286912,1.7062401076181624,1.73667037205013,1.6293578164189852,1.3705522424957473,1.3120343378204036,0.3609053497942386,0.18559670781892998,0.16172839506172837
75,75,0.9588477366255144,0.9588477366255144,0.9539842448113922,0.9863657021663383,2.5101067007206783,2.570774478739632,1.2904295061144708,0.40897294500157316,0.7393468074570455,0.34032921810699585,0.1901234567901234,0.1473251028806584
76,76,0.9423868312757202,0.9425646496977086,0.9379601226993866,0.971319018404908,2.280069641946523,1.6950262762795076,1.5236680509140306,1.0020769966412426,0.6593162642012176,0.32880658436214,0.16666666666666669,0.10740740740740744
77,77,0.9465020576131687,0.9467165857029405,0.9450808625336927,0.9728960766696616,2.6796581569187046,1.5801643888119323,1.1838213700041322,1.0073557983182242,1.1503575287469212,0.3218106995884774,0.18765432098765436,0.11358024691358026
78,78,0.9382716049382716,0.9383625105328116,0.9324723526738373,0.9927283744887139,1.845705219436928,2.1874755224836253,1.7488415684120888,0.34811817130448575,1.281508618719065,0.3246913580246913,0.16995884773662548,0.11975308641975299
79,79,0.9547325102880658,0.9546571418851613,0.9467814140166718,0.9786199444272924,1.8767269881936939,1.761783146592709,1.15676182506821,1.6797246704601476,1.222660811301403,0.33868312757201646,0.16172839506172837,0.1481481481481481
80,80,0.9465020576131687,0.9465556387977531,0.9444086021505376,0.9879569892473118,1.6873621738617894,2.0777910762439014,1.6699078534458616,0.48094029891918333,1.6849719105801624,0.36419753086419754,0.1806584362139918,0.11769547325102883
81,81,0.9547325102880658,0.9550016708093584,0.9514821487061906,0.9761709793645594,2.0773222544450505,2.137461305689249,1.9373648777294714,0.4767413270922955,1.1663303134569512,0.3518518518518518,0.21234567901234563,0.1551440329218107
82,82,0.9300411522633745,0.9302597540323638,0.9286437246963564,0.9745517640254482,2.508814007006945,2.150333977184729,1.0992058268189482,1.228866184765765,0.6276562749818063,0.3176954732510288,0.17242798353909464,0.12181069958847734
83,83,0.934156378600823,0.9343180913073386,0.9309239610963749,0.980106100795756,1.6303697364764307,2.3248979420730618,1.6401039345659143,0.8706819821497759,1.0997778679928567,0.3160493827160494,0.18353909465020574,0.13086419753086415
84,84,0.9547325102880658,0.9546871723626483,0.9513065828930458,0.9776524346708553,2.1800494381628512,2.4200302997896874,1.4831995449366555,1.2254108842151141,0.40952638931298746,0.3522633744855967,0.16748971193415635,0.09670781893004114
85,85,0.9465020576131687,0.9465965602494287,0.9395682319571383,0.9929877087929405,2.1630107115626127,2.072726984205357,1.4414792590088814,1.2005841471720724,0.490089859568954,0.32962962962962966,0.1271604938271605,0.11193415637860085
86,86,0.9547325102880658,0.9546453054436386,0.9446665600511754,0.9909643371181833,1.7118189226073453,2.152419228251473,1.4203070239642224,1.5646832859035804,0.8089519673948706,0.3238683127572016,0.15761316872427983,0.1436213991769547
87,87,0.9382716049382716,0.9379348047596211,0.923486152401815,0.9790330151775934,2.2971606675869385,2.203647221464796,1.4101125020155703,1.142056070153732,0.24595708740217334,0.316872427983539,0.15884773662551432,0.11687242798353906
88,88,0.9465020576131687,0.9464207676477192,0.9386835327980609,0.9865171943644901,2.2156938588185637,1.893197959949171,1.6049429483406914,0.4724415971827758,1.1813073032005743,0.34403292181069967,0.16502057613168727,0.1411522633744856
89,89,0.9465020576131687,0.946210164125005,0.9329917070880926,0.9877171021749335,2.333774957595036,1.9914491095597608,2.2267469964276163,0.5010547141094651,0.5190825824659506,0.31316872427983544,0.18518518518518517,0.14773662551440328
90,90,0.9259259259259259,0.9262498380439409,0.9126050420168067,0.9856302521008403,2.0755492531750837,2.199158554193409,1.340413024150949,1.0337062124208567,1.0422749610850028,0.3353909465020576,0.19506172839506172,0.16625514403292183
91,91,0.9588477366255144,0.9588477366255144,0.9567923186344238,0.9928876244665719,1.6218753142337134,2.9351208194286666,1.1275504118296633,0.9943027264789273,0.3538497352110342,0.322633744855967,0.17818930041152262,0.1547325102880658
92,92,0.9547325102880658,0.9546453054436386,0.9446665600511754,0.9896849512234128,2.0212183780333586,1.894611210441555,0.7373558555956252,2.000924014720506,0.9947589679781412,0.3267489711934156,0.11728395061728394,0.12181069958847734
