,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_humidity_scaled,feature_importance.rightlow_temperature_scaled
95,95,0.9672727272727273,0.9673828726220526,0.9522727272727273,0.9947107438016529,1.7776032803684174,2.0843282690665155,1.4183138518957743,1.6236262922408544,1.4036565414977589,0.2534545454545455,0.09345454545454544,0.01963636363636364
96,96,0.9636363636363636,0.9638603549620498,0.9516923565866836,0.993246464325441,2.173559956074238,2.9289014417585464,1.5755051040732315,0.384182078258833,1.4267731156564758,0.2727272727272727,0.14036363636363636,0.01709090909090909
97,97,0.9745454545454545,0.9748384548922598,0.9685298898320389,0.9956655228463066,2.270225776829789,2.7958360315330015,1.4396855383140077,0.9416182904429273,1.0565951501376916,0.2741818181818182,0.13963636363636356,0.02109090909090904
98,98,0.9818181818181818,0.9817704822459874,0.972488038277512,0.9986950848194867,2.1574557943084463,2.208076323751604,1.2315198213577285,1.1871576725066122,1.3783016095478133,0.2956363636363636,0.164,0.018545454545454552
99,99,0.9563636363636364,0.9563636363636364,0.9352636534839924,0.9911330822347771,2.121710814492372,3.3309609261470245,1.4354972269990043,1.4902618381778467,0.6659894714175589,0.26981818181818185,0.15490909090909097,0.01345454545454552
100,100,0.9854545454545455,0.9855563173210232,0.9838092809790924,0.9985551589325173,2.0040036694978176,2.486818554066708,1.4458122830780922,1.2664569354171002,1.2114539890715943,0.2861818181818182,0.12363636363636363,0.02400000000000002
101,101,0.9854545454545455,0.9854545454545455,0.977576647097195,0.99926614481409,1.7920029659342833,3.26642729149108,1.370869701352687,1.3674218590198604,0.8161937645588196,0.3192727272727273,0.13345454545454546,0.0018181818181818299
102,102,0.9818181818181818,0.9821321244650209,0.9887892376681615,0.998361503966885,1.836735392025273,3.1523892905989177,1.4272009427094068,0.7007576746764835,1.383188919706142,0.28145454545454546,0.12072727272727271,0.011636363636363644
103,103,0.9709090909090909,0.9709090909090909,0.9563006515175592,0.9942793580168441,1.8585537156885001,2.3078193998296594,1.8806745987378686,0.4359738983475427,1.8799006796927278,0.25745454545454544,0.16472727272727278,0.025454545454545473
104,104,0.9781818181818182,0.9783305785123966,0.9724317077258253,0.9943019943019943,2.1947979714150203,1.816221138275086,1.4703857404621963,1.6499290364915242,1.2634678340735888,0.27454545454545454,0.1065454545454545,0.007999999999999985
105,105,0.9709090909090909,0.9707107438016529,0.9485078277886496,0.9962491846053491,1.929489169697544,2.8628994612504735,1.2791332349052729,1.2323574786243596,1.0503543566046931,0.2694545454545455,0.14436363636363642,0.018545454545454552
106,106,0.9636363636363636,0.9629472863065744,0.929753332311935,0.9960165466523672,2.687552980644873,2.2659203070690572,1.6387841410249584,0.09450770475051606,1.9094486494730378,0.23563636363636364,0.14036363636363633,0.017454545454545455
107,107,0.9636363636363636,0.9636363636363636,0.9490891587677726,0.9922985781990522,1.9371526635328653,3.0349480311382,1.61309360398613,1.328916416113666,1.237836630286149,0.2938181818181818,0.09054545454545451,0.020727272727272716
108,108,0.9636363636363636,0.9634232628104238,0.942223231864304,0.996971073754354,1.7675325836779479,2.1600916247752107,1.8887165246741568,0.5996844456054929,1.515029180081815,0.27781818181818185,0.10581818181818181,0.005090909090909068
109,109,0.9854545454545455,0.9854545454545455,0.9778689843875745,0.9980685659101883,1.8445876081730734,2.8348150596637534,1.6098790853472567,1.388019897462026,1.0969389109656325,0.3018181818181819,0.12436363636363641,0.016363636363636393
110,110,0.9745454545454545,0.9746380660537964,0.9621852362883753,0.9972404277337013,1.6475541470031456,2.3864727787378315,1.239654273065182,1.5793377575699084,1.5814083676245523,0.30218181818181816,0.1192727272727272,0.0010909090909090534
111,111,0.9745454545454545,0.974881850175968,0.9664502164502164,0.9970484061393152,2.169193829889137,2.595077015267017,1.3909569481109023,0.9133539365624103,1.3703959391381537,0.27963636363636357,0.11854545454545451,0.011999999999999955
112,112,0.9672727272727273,0.9670022388400676,0.9467032967032967,0.9967032967032967,2.3502437916383383,2.289908912256407,1.7865267730798844,0.8933312260610708,1.5006506043492742,0.2749090909090909,0.1021818181818182,0.01381818181818183
113,113,0.9818181818181818,0.9820115034013475,0.9814160055191445,0.9962918247671612,1.8510698008105253,3.006614656965474,1.5401111607045677,0.542071206569659,1.2020850773144414,0.28618181818181815,0.15018181818181814,0.03127272727272725
114,114,0.9672727272727273,0.9673949898410705,0.9496235994397759,0.9962359943977591,2.020398788332441,2.0041217988271165,1.3866001638670262,1.8178167115815265,1.1656766333214843,0.25672727272727275,0.11309090909090909,0.010181818181818191
115,115,0.9709090909090909,0.9710928448637014,0.962216320618059,0.994608079832609,2.3155582331024864,2.4381342439835483,1.7703740248776574,0.9949532878172632,0.9890177258736018,0.2752727272727273,0.12290909090909094,0.026545454545454573
116,116,0.96,0.9601247507944969,0.9430716669315112,0.993723184490704,1.999343650749703,2.6462385324929163,2.000871065998962,1.1035891128479833,1.004010423962787,0.28072727272727266,0.11636363636363634,0.007999999999999941
117,117,0.9709090909090909,0.9709090909090909,0.9551532941943901,0.9955968688845401,1.9851498586308738,2.6586030140197687,1.6121890693408865,1.1065464548230468,1.2843376900353498,0.2745454545454546,0.1374545454545455,0.022181818181818202
118,118,0.9818181818181818,0.9820517592099438,0.9801932367149758,0.9977777777777778,1.8243566015998602,3.129009565145629,1.5818568143444522,1.0094953598248155,1.1030087551922407,0.2810909090909091,0.13672727272727273,0.007636363636363652
