,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backtop_temperature_scaled,feature_importance.backtop_humidity_scaled,feature_importance.backtop_temperature_fd3_scaled,feature_importance.backtop_humidity_fd3_scaled,feature_importance.backtop_temperature_fd2_scaled,feature_importance.backtop_temperature_fd1_scaled,feature_importance.backtop_humidity_fd1_scaled,feature_importance.backtop_humidity_fd2_scaled
55,55,0.9094650205761317,0.9110759988793194,0.9197852760736196,0.9723926380368099,2.583105729142172,0.49014284719103834,0.7137266000095199,2.8561126851794345,0.35438199252219055,0.2238683127572016,0.03744855967078185,0.042798353909464994,0.007407407407407385,0.003703703703703687,0.0008230452674897082,0.004115226337448518,-0.0016460905349794386
56,56,0.9218106995884774,0.9219370223864418,0.9125501698054954,0.9616393948749615,1.4483329596338261,0.7839348137527157,1.503141623271653,3.3106092612636018,-0.4425044992326767,0.20123456790123462,0.05185185185185187,0.04814814814814815,0.006584362139917721,0.011111111111111138,0.0004115226337448652,0.004526748971193451,0.011934156378600857
57,57,0.9465020576131687,0.9467310203309469,0.9446674746250567,0.9821996667171641,2.5582227195525498,0.8039063149153765,0.6340916801993806,2.315653977553224,0.14481147153130355,0.2510288065843621,0.06502057613168727,0.057201646090535005,0.013991769547325127,0.005761316872427991,0.0057613168724280125,0.014403292181069994,0.004526748971193417
58,58,0.9053497942386831,0.9057679599735675,0.8981481481481481,0.9572473708276177,1.8050238893855721,1.0648341808166313,0.9522033097280803,2.5897647609979537,0.1714616451602657,0.2238683127572016,0.045679012345679004,0.05226337448559669,0.008641975308641959,0.0028806584362139898,-0.0024691358024691358,0.006172839506172834,0.01728395061728395
59,59,0.9259259259259259,0.9265498652291104,0.9259259259259259,0.9794238683127572,2.0391933545090235,1.0897997982165024,0.9756530929536041,2.8483716853672436,-0.7371627579538698,0.22633744855967075,0.029629629629629627,0.04362139917695472,0.028395061728395076,0.010288065843621408,0.0028806584362139785,0.018930041152263377,0.010699588477366262
60,60,0.934156378600823,0.934156378600823,0.9268072289156626,0.9814759036144579,1.3633130853058266,0.7566709453144104,1.1225176705482565,2.8043448258463566,0.740580773521066,0.23004115226337443,0.032510288065843586,0.03168724279835389,0.0251028806584362,-0.011522633744856015,-0.01028806584362144,0.016049382716049353,0.0016460905349794165
61,61,0.9094650205761317,0.9102524294709703,0.9070552147239264,0.9743865030674846,1.3522208091204697,0.6985305109150448,1.277946521248464,2.548438580686735,0.6031656344375063,0.2004115226337448,0.01687242798353906,0.04032921810699586,0.004115226337448541,0.005349794238683103,-0.0016460905349794275,0.007407407407407374,-0.0049382716049383045
62,62,0.9135802469135802,0.9144994488305852,0.9127039627039627,0.956954156954157,1.925823549802199,0.9870734108774862,2.0335686442927097,1.6945040069646098,0.21012090623287336,0.21934156378600816,0.043621399176954664,0.03991769547325097,0.02222222222222219,0.011111111111111072,-0.0004115226337448985,0.009053497942386779,0.004938271604938238
63,63,0.9259259259259259,0.9264416975260349,0.920595238095238,0.9773809523809524,1.5980326842219124,1.1146795904082432,1.0401928540636374,2.7357871228603936,0.1923270099961552,0.2362139917695473,0.04444444444444444,0.04814814814814813,0.0012345679012345733,0.009465020576131678,0.010699588477366262,-0.003703703703703687,0.007407407407407407
64,64,0.9135802469135802,0.9134184669603784,0.8969047619047619,0.971984126984127,1.3269896216238717,0.8833685982740406,0.9729241024690835,3.5678565499795467,-0.1117627797750744,0.20699588477366246,0.05349794238683122,0.02139917695473247,0.01769547325102876,0.009465020576131643,0.0008230452674896748,0.0012345679012345067,0.0032921810699588216
65,65,0.934156378600823,0.9349649421334009,0.9413027108433735,0.9654367469879519,1.650564741979311,1.4558190444580361,1.1401667790276646,2.9455004868920547,-0.5645489817173336,0.2423868312757201,0.06255144032921807,0.03127572016460904,0.03004115226337445,0.0012345679012345512,0.0012345679012345512,0.012345679012345633,0.011522633744855936
66,66,0.9218106995884774,0.9218953063086109,0.9176547137073453,0.9783834586466165,3.227916143484804,-0.2587501058741993,1.363513684855392,2.456898727635791,0.31816684960082287,0.24855967078189303,0.035802469135802505,0.029629629629629662,0.006995884773662586,0.0041152263374485635,0.01028806584362143,0.011522633744855992,-0.004526748971193384
67,67,0.9506172839506173,0.9507471229685224,0.9484363365599404,0.990469099032018,1.571949507987329,0.26684977226232653,1.1277932880756003,3.0951000748748054,0.8036116872096313,0.21069958847736628,0.04609053497942386,0.034979423868312765,0.0049382716049382715,0.003292181069958833,-0.0012345679012345622,0.013991769547325127,0.004526748971193406
68,68,0.9259259259259259,0.9267578449968387,0.9288726993865031,0.9721625766871166,2.1999502794562007,0.8428572471232262,1.0088783341676726,2.813189475663854,0.08590898769007428,0.23374485596707814,0.06419753086419755,0.0411522633744856,0.031275720164609055,0.006584362139917699,0.0024691358024691245,0.02016460905349794,0.0008230452674897082
69,69,0.9053497942386831,0.9064141199332338,0.9078313253012048,0.9673192771084338,1.6356008899773031,1.419298994514085,1.3288028411738226,2.7345202264202206,-0.62525795099731,0.20493827160493824,0.0473251028806584,0.02510288065843621,0.012345679012345656,0.0004115226337448541,-0.007407407407407418,-0.01522633744855969,-0.00493827160493826
70,70,0.9300411522633745,0.9309108551471516,0.935122699386503,0.9727760736196318,2.5478962550214375,0.6454869297280256,0.49809773705723254,2.5411962357524924,0.5222502001679172,0.22716049382716047,0.05720164609053496,0.05637860082304528,0.030452674897119336,0.00987654320987651,0.003703703703703687,0.0020576131687242705,-1.1102230246251566e-17
71,71,0.9465020576131687,0.9470535515533786,0.9505248533497993,0.9808582895955542,1.898843070837947,0.47667106026513645,0.8427040226120911,3.062267147821588,0.20869001905385798,0.24526748971193416,0.05226337448559674,0.059670781893004156,0.03251028806584365,0.019753086419753107,0.01028806584362143,0.023868312757201672,0.012345679012345723
72,72,0.9094650205761317,0.9101554398489264,0.9083557951482479,0.9541030248577419,2.3438879261676773,0.8079291586384938,1.1562552672051987,3.0397758538457804,-0.5373460763934,0.22921810699588469,0.03827160493827157,0.06543209876543205,0.02798353909465018,0.00987654320987651,0.004938271604938238,0.016049382716049342,0.005761316872427957
