,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.backlow_CO2_scaled,feature_importance.backlow_CO2_fd2_scaled,feature_importance.backlow_CO2_fd3_scaled,feature_importance.backlow_CO2_fd1_scaled
45,45,0.8436213991769548,0.8425642944161463,0.8166027607361963,0.8971625766871166,2.785821117641188,-0.4468051283957856,1.619880102753236,1.294551097582008,0.388351015524781,0.09053497942386837,0.025925925925925974,0.04279835390946507,0.016460905349794296
46,46,0.8518518518518519,0.853140339134315,0.8418328220858895,0.9313650306748467,3.212190380643276,0.61718111621338,1.5905662168901102,1.0952946648094322,0.15409078512246907,0.12304526748971192,0.004938271604938283,0.01934156378600822,0.011111111111111117
47,47,0.8559670781893004,0.8522613291046084,0.8212956068503351,0.9489203276247208,2.402714624582656,-1.5573399336082476,1.2157455991473716,0.9483498047904099,1.2377395653275276,0.09835390946502057,0.02798353909465019,0.03786008230452674,0.005349794238683115
48,48,0.8765432098765432,0.8756580406438584,0.8516317016317017,0.9421911421911422,3.030986895458115,-0.3867156652452809,1.3144459160234112,1.4284673909289731,0.16381820390864027,0.13786008230452676,0.037037037037037035,0.058024691358024696,0.014814814814814836
49,49,0.8765432098765432,0.8747728714111737,0.8475076687116564,0.9392638036809816,2.716135213887153,0.06112847237035443,1.568291123630412,1.1921034434746975,0.32113989423639505,0.12551440329218105,0.01728395061728394,0.03292181069958848,0.007407407407407418
50,50,0.8724279835390947,0.8722517692293098,0.8584139985107968,0.9326880119136262,2.9656706431106095,-0.18343802998683734,1.281552673536838,0.9995014096641993,0.5951438061652697,0.1300411522633745,0.04403292181069962,0.047736625514403316,0.018930041152263398
51,51,0.823045267489712,0.8248694397534826,0.8098564371719666,0.907919110836678,2.7602099290678517,-0.10272675538131361,1.0066473413531276,1.6022780247557182,0.631486602498753,0.11440329218107,0.0016460905349794496,0.04197530864197533,0.016460905349794254
52,52,0.8600823045267489,0.8608428400270876,0.8502635542168675,0.9315512048192771,2.333731296629379,-0.04418839661767795,1.4017449013312893,1.6763801998598977,0.5358613227233341,0.139917695473251,0.00987654320987652,0.04814814814814811,0.0193415637860082
53,53,0.8724279835390947,0.8719498082270501,0.8590398365679264,0.9247774697212899,3.218137685882725,0.21388716220896725,1.6590814105765936,0.8254690393251669,0.623819217861117,0.12139917695473254,0.027160493827160525,0.029629629629629662,0.014814814814814836
54,54,0.8847736625514403,0.8820717395701728,0.8490274776165483,0.954769990737882,2.887312168751299,0.6835613656421954,1.8968122382635881,1.015309675269803,-0.02325232666394648,0.11604938271604937,0.00781893004115224,0.036625514403292134,0.010288065843621363
55,55,0.8436213991769548,0.8431084252239617,0.8197852760736196,0.9313650306748467,3.267751393639709,-0.15195010531246392,1.5392404479874773,0.5407589275606289,0.6347000878724112,0.0946502057613169,0.0004115226337448985,0.02551440329218112,0.009465020576131734
56,56,0.8518518518518519,0.8513511180177846,0.8279175671503551,0.9265977153442422,2.997715301079509,-0.6477033052700154,1.190419507263656,1.4201262842698172,0.19247397411682995,0.09958847736625513,0.025514403292181086,0.03744855967078189,0.010288065843621408
57,57,0.8806584362139918,0.8788161495261735,0.8530904408422966,0.9350098469928799,2.8795840043091965,0.09151524129434269,1.3706924782719543,1.432596694362146,0.27303079192601176,0.12592592592592594,0.039094650205761285,0.04238683127572015,0.02016460905349795
58,58,0.831275720164609,0.8336749832252981,0.8271604938271604,0.9264593811918915,3.152587116631063,0.9268552244707501,1.2237924384901637,1.3458187029827644,0.2262602601102486,0.11111111111111109,0.0008230452674897193,0.03374485596707818,-0.003703703703703709
59,59,0.8518518518518519,0.852710843373494,0.8395061728395061,0.9219631153787532,3.2413081742285526,-0.32050033850735965,1.111814894232447,1.2151625044399408,0.3376908979248258,0.10370370370370371,0.025514403292181076,0.04814814814814814,0.015637860082304545
60,60,0.8765432098765432,0.8749232921302491,0.8511671686746989,0.9518825301204819,2.264938518615379,-0.17958017084465405,1.495953220994561,1.3909528326239828,0.8213691322203243,0.1213991769547325,0.01358024691358024,0.058436213991769556,0.008641975308641992
61,61,0.8724279835390947,0.8698009852513887,0.8380751533742332,0.9362730061349693,2.5812985171623417,0.3696954306516348,1.3119108745533716,1.1303737113558456,0.9884543554346508,0.11975308641975313,0.01522633744855969,0.024279835390946525,0.003292181069958877
62,62,0.8806584362139918,0.882240193558989,0.8783216783216783,0.9483294483294483,2.8432990745222657,0.024665236795864923,0.96112965728512,1.0782425701773435,0.8048603028575791,0.15555555555555553,0.006995884773662542,0.03786008230452674,0.00781893004115225
63,63,0.8559670781893004,0.8556974449339639,0.829404761904762,0.9160317460317461,3.034214924508983,-0.7556146699307602,1.5632474382120805,1.4516502920265753,0.015313076976061702,0.10329218106995883,0.011111111111111105,0.04567901234567899,0.027160493827160504
64,64,0.8724279835390947,0.8726600014399427,0.8523809523809525,0.9149206349206349,3.3183361863047782,0.06384956455049745,0.8247665878321822,1.1331506916368765,0.7309848081424067,0.1263374485596708,0.03333333333333336,0.054732510288065875,0.011522633744856015
65,65,0.8888888888888888,0.8876323094775579,0.8663403614457832,0.9573042168674699,2.6377328830170073,1.1230528243087752,1.557881251513967,1.242930968544725,0.3375874256637086,0.1460905349794238,0.012757201646090488,0.02551440329218101,0.008230452674897071
66,66,0.8518518518518519,0.8524571883711668,0.8462984384037016,0.9415847310584152,2.273306421338708,0.33156534044975555,1.1916531108038708,1.8404809705651528,0.5797935372629249,0.11851851851851851,0.004938271604938283,0.03827160493827162,-0.0057613168724279795
67,67,0.8806584362139918,0.8801476732281789,0.8647431124348474,0.9323901712583768,3.0336733641213787,0.2089198867705021,1.7685835447717768,1.1202624610586585,0.10647272833920432,0.11069958847736623,0.004526748971193417,0.044855967078189285,0.0020576131687242926
