,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.leftlow_CO2_scaled,feature_importance.leftlow_CO2_fd3_scaled,feature_importance.leftlow_CO2_fd2_scaled,feature_importance.leftlow_CO2_fd1_scaled
32,32,0.9672727272727273,0.9673828726220526,0.9522727272727273,0.9962809917355372,2.6060255709971636,0.43498272868319066,1.870765066429231,2.224031835230943,1.0630523417825415,0.26000000000000006,0.0014545454545454527,-0.000363636363636366,0.000363636363636366
33,33,0.9636363636363636,0.9640957485228897,0.9572325505544683,0.9958414872798435,2.521253237648959,0.774009232235827,2.258609046406091,1.9453550465773073,0.6218795689557234,0.25309090909090903,0.0040000000000000036,-0.000727272727272732,-0.000727272727272732
34,34,0.9781818181818182,0.9780251263270131,0.958438076085135,0.9961454667337021,2.3934149493626675,0.6223086331131494,2.213015242470951,1.9670170951363475,0.8928202282968775,0.23927272727272725,0.0058181818181818005,0.006909090909090898,0.0058181818181818005
35,35,0.9709090909090909,0.9699791485379348,0.9245283018867925,0.9948155702872684,2.2281544834177462,0.3910685896085384,2.524662181029656,2.124563507198265,0.9422293584682364,0.2221818181818182,0.0043636363636363916,0.0036363636363636598,0.005818181818181856
36,36,0.9709090909090909,0.97050200344318,0.9418623613829094,0.9973091976516634,1.8850277926259424,0.8829504177025046,1.753148955652116,1.0425907400743037,2.5097024031876964,0.2054545454545455,0.004727272727272769,0.0025454545454545617,0.003272727272727294
37,37,0.9709090909090909,0.9709090909090909,0.9563006515175592,0.997616399173685,2.5868138842731416,0.7103822392822812,2.3475484430628244,1.7270543155952467,0.7534543339620902,0.2483636363636364,-0.0010909090909090534,-0.0010909090909090313,3.3306690738754695e-17
38,38,0.9490909090909091,0.9490909090909091,0.9253875968992248,0.992015503875969,2.968855595673674,1.1597721201812097,1.7705892614795256,1.4788366353763958,0.8710986534088494,0.20145454545454547,0.00436363636363638,0.0025454545454545617,0.005090909090909113
39,39,0.9672727272727273,0.9673698202623824,0.9550387596899225,0.9955813953488373,2.194065986758169,0.19408887709242428,2.1159589222007926,1.8539923520816064,1.8387414247051002,0.26763636363636367,0.000727272727272732,0.000727272727272732,0.000727272727272732
40,40,0.9636363636363636,0.9633682461036721,0.9343872174060853,0.9957504674485806,2.1640024697220595,0.970775368000809,1.2407126416117806,2.2682087763357788,1.5567715363646657,0.22400000000000003,-0.003272727272727294,-0.0036363636363636598,-0.0021818181818181958
41,41,0.9454545454545454,0.9443495329141072,0.9058608058608059,0.9926007326007326,2.3949165230988543,0.7157439151551563,1.97187858188564,1.6571777896863722,1.4013769849192552,0.23309090909090907,-0.0043636363636363916,-0.004000000000000026,-0.0010909090909090979
