,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.lefttop_humidity_scaled,feature_importance.lefttop_temperature_fd3_scaled,feature_importance.lefttop_temperature_scaled,feature_importance.lefttop_humidity_fd3_scaled,feature_importance.lefttop_temperature_fd1_scaled,feature_importance.lefttop_humidity_fd2_scaled,feature_importance.lefttop_temperature_fd2_scaled,feature_importance.lefttop_humidity_fd1_scaled
40,40,0.9672727272727273,0.9678234540193539,0.9653663097059324,0.9953255141934386,1.4922964179098563,2.9495993934786386,0.98235087005052,1.4706448641259657,0.6892347014083495,0.10036363636363636,0.08690909090909092,0.03236363636363637,0.014909090909090905,-0.0007272727272727208,0.002545454545454573,-0.0021818181818181737,0.004727272727272747
41,41,0.9454545454545454,0.9466231924878147,0.9483516483516483,0.982051282051282,1.3370312290443678,2.5383457404255334,0.6402495887800939,2.2909615280186832,1.54394701726262,0.10654545454545454,0.13054545454545452,0.048727272727272695,0.009818181818181814,0.0032727272727272718,-0.0010909090909090979,0.008727272727272695,-0.0007272727272727431
42,42,0.9672727272727273,0.9674300500258753,0.9416513386470469,0.9957081545064378,1.8139316353509098,3.1179584556008195,0.36022534799446254,1.7418823098555345,1.3281418037927584,0.08254545454545456,0.06436363636363637,0.024363636363636375,0.010545454545454558,-0.0018181818181818188,0.0025454545454545617,-0.004363636363636347,0.005818181818181845
43,43,0.9490909090909091,0.9504101371025563,0.9469233384327724,0.9859765425803162,2.0062897657473515,3.1664528008387074,1.221351428353256,1.7459935207520296,-0.02127464632612656,0.09090909090909091,0.08472727272727273,0.028727272727272733,0.018181818181818188,0.012363636363636344,0.010181818181818191,0.005454545454545467,0.016727272727272723
44,44,0.9345454545454546,0.936964560862866,0.9379143294237634,0.979347271800102,1.8927163437721117,3.779448822750201,0.5587725058087265,0.49449708815520904,1.6024164027594658,0.07818181818181821,0.09963636363636366,0.026545454545454573,0.020000000000000028,0.0043636363636363916,0.008363636363636396,0.01600000000000005,0.015272727272727294
45,45,0.9709090909090909,0.97107540649567,0.9637275930749196,0.9933353761299218,1.75840576131577,3.163087813952501,0.5986057795246713,1.2487442058322646,1.6072871091689362,0.12727272727272732,0.04509090909090916,0.036363636363636376,0.012363636363636387,0.004727272727272769,0.0025454545454545842,-0.004363636363636303,0.014545454545454584
46,46,0.9709090909090909,0.9715041322314049,0.9746895481200414,0.9952569851672991,1.7495677511119139,3.4071274238478524,0.4467015270238931,0.21664531209461171,1.8972284011907237,0.09090909090909094,0.08618181818181822,0.03272727272727274,0.019636363636363664,0.01745454545454549,0.010181818181818214,0.02254545454545459,0.0123636363636364
47,47,0.9636363636363636,0.9636363636363636,0.9479403301529608,0.9951537180069665,1.8578453313348688,3.2729486612970877,0.4800712167475617,1.0636196849349822,1.1279074735567414,0.09999999999999996,0.12654545454545454,0.040363636363636345,0.02545454545454543,-0.00436363636363638,-0.008363636363636361,0.0021818181818181624,0.012363636363636344
48,48,0.9672727272727273,0.9678234540193539,0.9653663097059324,0.9933707292197858,2.1847151105140936,3.4928234976141783,0.48442242203101216,1.3086171358096743,0.6842352217532401,0.11709090909090909,0.09854545454545453,0.04618181818181819,0.013454545454545464,0.000727272727272732,0.009090909090909094,-0.0029090909090909167,0.014181818181818184
49,49,0.96,0.9611810210404811,0.9679630907209382,0.991635046567782,2.657138149813287,3.6197713331653083,0.4499280263848606,0.7450404513722538,0.5090180662653461,0.08618181818181814,0.09236363636363633,0.021454545454545403,0.019636363636363608,0.0007272727272726986,0.002545454545454506,0.0018181818181817965,0.005454545454545423
50,50,0.9745454545454545,0.9742274567537726,0.9445548130756727,0.995123713202095,2.3346950125766726,2.8886812952247403,0.25184221017787767,1.4179664387410649,1.4231454593640054,0.0894545454545454,0.12472727272727269,0.034181818181818126,0.007999999999999941,0.002545454545454484,0.005090909090909012,0.0014545454545454195,0.005818181818181767
51,51,0.9709090909090909,0.9709090909090909,0.9525698516729907,0.9954294584339427,2.6088772382038226,3.1072491604371337,0.9713947092709274,0.348424463304353,1.069714316001278,0.09781818181818186,0.07127272727272731,0.011636363636363656,0.013818181818181851,0.004363636363636403,0.001818181818181841,0.009454545454545493,0.0040000000000000365
52,52,0.9818181818181818,0.9816392392362908,0.9632130939138726,0.9982520260607024,2.2082364214905708,2.6404869503957915,0.7330592636206574,1.3805146069228578,0.7991755939812141,0.11054545454545453,0.11309090909090905,0.04072727272727272,0.014181818181818174,0.0036363636363636377,0.0032727272727272826,0.0036363636363636485,-0.004727272727272747
53,53,0.9527272727272728,0.9536389189262366,0.9517441860465117,0.9926356589147287,1.8135118247846955,2.452725750158866,0.713702551381773,1.6859570763733986,1.3592260748181282,0.10327272727272732,0.10945454545454551,0.022909090909090934,0.00872727272727274,0.005818181818181845,0.009454545454545493,0.0010909090909090979,0.009454545454545493
54,54,0.9636363636363636,0.964447711617523,0.9706920903954803,0.9923885750156937,2.0206081167256436,2.7121006597443276,0.9284167463842532,1.1622125568134587,1.4680428799746013,0.11418181818181816,0.11199999999999999,0.02109090909090906,0.017454545454545424,0.00509090909090909,0.005818181818181811,0.006909090909090898,-0.00036363636363638817
55,55,0.9563636363636364,0.9575235723180929,0.9583477061055536,0.991635046567782,1.63197108414227,3.2663723481833156,0.4555632669304688,1.5397401453648731,1.2947579432255782,0.10400000000000005,0.0923636363636364,0.030181818181818233,0.008727272727272783,0.002181818181818218,0.0032727272727273047,0.008727272727272773,0.013090909090909153
56,56,0.9745454545454545,0.974645792738919,0.960538197579917,0.9942206971284089,2.152398939428106,3.001679907538882,0.5511603457781249,0.9586681388521361,1.8166734275529413,0.10036363636363632,0.1025454545454545,0.03563636363636358,0.024727272727272674,0.003636363636363593,0.009090909090909038,0.013454545454545408,0.014181818181818118
57,57,0.96,0.9592723381487428,0.9204545454545454,0.9931404958677685,1.9002574548052993,2.1587529200051576,0.9186977949562498,1.4438686402847387,2.228505050954778,0.09818181818181815,0.09527272727272725,0.03236363636363633,0.014909090909090882,0.0018181818181817633,-0.004363636363636414,0.011272727272727235,-0.001818181818181841
58,58,0.9709090909090909,0.9715910135520984,0.981651376146789,0.9933204571060679,2.237221104201922,3.459263962044865,0.27747198196760947,0.9390992616137643,0.9667377902098372,0.10400000000000001,0.11200000000000003,0.03563636363636367,0.017818181818181834,0.0036363636363636598,0.004000000000000026,0.004727272727272758,0.009454545454545483
59,59,0.9745454545454545,0.9744528430371127,0.9555073941866394,0.9933707292197859,1.9933633446280563,3.321084580327968,0.588009422267227,1.6010108192550518,0.9045347961166844,0.10399999999999995,0.10145454545454542,0.03527272727272723,0.019999999999999952,0.00363636363636356,0.0032727272727271937,-2.2204460492503132e-17,0.008727272727272662
