,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_top_CO2_fd3_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_top_CO2_scaled,feature_importance.A_low_CO2_fd3_scaled,feature_importance.A_low_CO2_fd2_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_low_CO2_scaled,feature_importance.A_low_CO2_fd1_scaled
32,32,0.9227674979887369,0.9226624451992052,0.909714023350387,0.9714977400927814,1.9800340851769802,-0.22766668324807163,-0.14913266931404837,2.655535317280409,2.258418721962692,0.10699919549477069,0.07763475462590508,0.08222043443282383,0.07119871279163315,0.05551086082059531,0.05937248592115847,0.052855993563958134,0.05406275140788412
33,33,0.9324215607401448,0.9321329036743647,0.9176239238351039,0.973443607760378,1.6689791400454983,-0.1462199056200182,-0.2034478600631512,2.3261875100801785,2.7783242833806203,0.12148028962188254,0.09847144006436045,0.09243765084473052,0.08913917940466616,0.08334674175382142,0.05945293644408687,0.07666934835076429,0.06122284794851165
34,34,0.912308930008045,0.912339528665447,0.898389854487878,0.960641890874939,2.389150145840803,-0.5212426300939628,-0.44055754223341037,2.65511918624892,2.5688117374805404,0.11898632341110213,0.07980691874497184,0.07691069991954949,0.06967015285599357,0.05510860820595331,0.05189058728881735,0.06122284794851165,0.04891391794046658
35,35,0.914722445695897,0.9144093538374499,0.9009409888357256,0.966072205306655,1.606588702055678,-0.6932702743723744,0.20156061512073206,3.0154361833777994,2.551241346860802,0.0975060337892196,0.0765084473049075,0.09975864843121476,0.06323411102172163,0.0565567176186645,0.053097345132743334,0.07666934835076429,0.05543041029766691
36,36,0.913113435237329,0.9128769607395508,0.9019800939031184,0.9570927549083137,2.1278684651688606,-0.7446538540912897,0.04758974458712229,2.665539505773034,2.6496539761591107,0.1136765888978278,0.0958970233306516,0.0662107803700724,0.0753821399839099,0.06701528559935639,0.06436041834271922,0.05728077232502009,0.05237329042638774
37,37,0.914722445695897,0.9140811368602533,0.8977101776311982,0.9657842967077475,1.8443691852278552,-0.5425741832005837,0.03783568713648394,2.590890532220454,2.629975162888518,0.10539018503620268,0.08045052292839905,0.06500402252614641,0.05824617860016088,0.04835076427996778,0.050522928399034564,0.06210780370072404,0.04746580852775539
38,38,0.917135961383749,0.9163641498186919,0.8970800553935001,0.9605998998202657,2.2255248737311883,-0.5312982287562914,-0.3626620004863627,2.698613825485183,2.595595004766266,0.11230893000804501,0.07691069991954949,0.0914722445695897,0.07449718423169752,0.06950925181013676,0.06798069187449718,0.06749798873692678,0.04424778761061943
39,39,0.919549477071601,0.9189441426833023,0.9057985677829865,0.9723842928287972,1.8330432098423342,-0.16926149408263477,-0.2808056813136218,2.5203892729053354,2.5832995225402278,0.11729686242960576,0.08189863234111024,0.07256637168141593,0.06226870474658084,0.04810941271118259,0.054143201930812526,0.056717618664521297,0.05181013676588895
40,40,0.916331456154465,0.9158286462393233,0.90138645189127,0.9654249964044298,1.5459630745068649,-0.3182293758946811,-0.017818022602246786,2.979541490957781,2.338405692824096,0.10225261464199513,0.0839903459372486,0.09340305711987126,0.07377312952534192,0.06669348350764279,0.05583266291230891,0.07642799678197909,0.041432019308125456
41,41,0.9292035398230089,0.9289515376227246,0.9144528295090234,0.9673192608335434,1.8594916114289393,-0.1855659668853849,-0.10657555160590745,2.6462853689253274,2.254894464393712,0.10643604183427194,0.08584070796460179,0.08141592920353984,0.08608205953338699,0.07031375703942075,0.06757843925985518,0.0658085277554304,0.04971842316975057
42,42,0.918744971842317,0.9183154200891297,0.9059158712402973,0.9674864148179273,1.9630984376982787,-0.6027783532900509,-0.03010040340399821,2.4368462172295065,2.895576911135303,0.11697506033789215,0.1053901850362027,0.07345132743362832,0.0758648431214803,0.07860016090104587,0.05269509251810134,0.059050683829444874,0.05358004827031373
43,43,0.9219629927594529,0.9222470287340002,0.9165856622114217,0.9703060811201759,1.465692655162106,-0.21032471589070295,-0.0981806654552138,2.30738363210244,3.0323844239133586,0.12920353982300883,0.11858407079646013,0.07152051488334674,0.08037007240547064,0.08173773129525344,0.08825422365245375,0.05575221238938051,0.06355591311343523
44,44,0.918744971842317,0.9187714265678667,0.9073708247196735,0.9664792887140818,2.4694875637815588,-0.45012510295501934,-0.3074979399393294,2.516582145312937,2.2922963156287337,0.12067578439259852,0.08197908286403863,0.08704746580852778,0.06838294448913917,0.05543041029766691,0.06122284794851165,0.06218825422365244,0.057843925985518886
45,45,0.915526950925181,0.9152314499374904,0.9011951969867116,0.9655975107617443,1.444672786053233,-0.37129203768243146,-0.2350230049389232,2.5025248321772877,3.0917214285422343,0.11335478680611419,0.09420756234915525,0.09847144006436039,0.07996781979082865,0.0752212389380531,0.07707160096540629,0.08077232502011264,0.05744167337087689
46,46,0.918744971842317,0.9183527752981187,0.9035990431405577,0.9656998643084409,2.0176768136845054,-0.16372769286465017,-0.17503177362737962,3.011671722929164,1.818468419128708,0.10691874497184228,0.08302493966210782,0.08415124698310542,0.07683024939662109,0.03539823008849552,0.05543041029766691,0.06950925181013676,0.05181013676588895
47,47,0.912308930008045,0.9116057949282953,0.8971218961625282,0.9670908577878103,1.925276776603383,-0.5835786076112729,-0.02490649301336946,2.2135442870622453,3.0845604283263515,0.10466613032984709,0.09549477071600962,0.09919549477071596,0.07063555913113435,0.061866452131938844,0.06251005631536603,0.06790024135156877,0.051327433628318556
48,48,0.9235720032180209,0.923341446726625,0.9096276529578666,0.9647259523400525,1.6606914338923344,-0.5028002145173043,0.10855404226938199,2.470492797929528,2.9312770972952498,0.10804505229283987,0.09919549477071603,0.06942880128720837,0.07658889782783589,0.07506033789219631,0.05349959774738533,0.04955752212389377,0.05526950925181011
49,49,0.9283990345937249,0.9282024660192201,0.9170339273375488,0.9674836402064789,2.4739650467294343,-0.5637764633696627,-0.2863467871330407,2.93066489535834,2.11848279553396,0.11890587288817374,0.07353177795655672,0.09573612228479488,0.06781979082864038,0.05969428801287206,0.07111826226870474,0.06540627514078841,0.05253419147224454
50,50,0.9235720032180209,0.9236457827659394,0.913654083920469,0.9641832454848233,2.2679764259645867,-0.3208362075609062,-0.5352476128931822,2.6452693648696464,2.4955965861784075,0.10796460176991149,0.08358809332260661,0.12027353177795652,0.08495575221238941,0.053097345132743334,0.07353177795655672,0.09163314561544653,0.05462590506838292
51,51,0.917135961383749,0.9170042012030905,0.9044822120464953,0.9625132088763649,2.2614557669625333,-0.2817260816696057,-0.03944146847978514,2.1379647922314002,2.542687843645919,0.09493161705551084,0.08753016894609815,0.05181013676588895,0.06419951729686242,0.055028157683024916,0.06283185840707964,0.046580852775543004,0.061786001609010446
