,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.B_CO2_vd_scaled,feature_importance.B_top_temperature_scaled,feature_importance.B_top_humidity_scaled,feature_importance.B_top_CO2_scaled,feature_importance.B_low_humidity_scaled,feature_importance.B_low_CO2_scaled,feature_importance.B_top_temperature_fd3_scaled,feature_importance.B_low_temperature_scaled,feature_importance.B_top_CO2_fd3_scaled,feature_importance.B_top_temperature_fd1_scaled,feature_importance.B_low_humidity_fd1_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_top_humidity_fd3_scaled,feature_importance.B_low_temperature_fd3_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_CO2_vd_fd1_scaled,feature_importance.B_top_humidity_fd1_scaled,feature_importance.B_top_humidity_fd2_scaled,feature_importance.B_CO2_vd_fd3_scaled,feature_importance.B_low_humidity_fd2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_CO2_vd_fd2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_temperature_fd1_scaled,feature_importance.B_low_humidity_fd3_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_low_temperature_fd2_scaled,feature_importance.B_top_temperature_fd2_scaled
10,10,0.9855189058728882,0.9855518500534364,0.9861496846612279,0.9975901174564601,3.1271989650854604,-1.2312870959604616,0.4688684339006174,5.742150304914832,1.4256363465578927,0.034674175382139925,0.016894609814963803,0.01810136765888979,0.01150442477876108,0.010378117457763491,0.010217216411906694,0.0037007240547063613,0.00474658085277555,0.00474658085277555,0.004022526146419958,0.0022526146419951766,0.0004022526146419958,0.0096540627514079,0.004344328238133554,0.0008849557522123908,0.0008849557522123908,0.0013676588897827858,0.0013676588897827858,0.0004022526146419958,0.0012872083668543865,0.0004022526146419958,8.045052292839915e-05,0.0005631536604987942,0.0012872083668543865,0.000482703137570395,0.0008045052292839916,0.0005631536604987942,0.0018503620273531806
11,11,0.9831053901850362,0.9831000490920969,0.9805056252424673,0.9980249932403042,2.6599128107840104,-1.0172175814029698,0.3012154014270233,5.872724049901437,1.9370540505759504,0.033547868061142336,0.021721641190667718,0.017216411906677376,0.012067578439259874,0.010699919549477088,0.008849557522123908,0.0032984714400643655,0.006596942880128731,0.0004022526146419958,0.006194690265486735,0.003459372485921164,0.0016090104585679832,0.009975864843121495,0.0023330651649235757,-0.0003218020917135966,-0.0001609010458567983,0.0012872083668543865,0.0013676588897827858,-0.0005631536604987942,-0.0008045052292839916,0.0003218020917135966,0.0002413515687851975,0.000482703137570395,0.0008045052292839916,0.0014481094127111848,0.0006436041834271932,0.000482703137570395,8.045052292839915e-05
12,12,0.9782783588093322,0.978271969225751,0.9754052065713557,0.9963708089070139,3.5454742276663818,-0.952907311077198,0.28809295490725667,5.548609472984018,1.1132851838643871,0.03499597747385352,0.0179404666130329,0.02003218020917128,0.008205953338696715,0.01657280772325014,0.008769106999195508,0.0039420756234915585,0.0074014481094127225,0.0016894609814963823,0.0026548672566371724,0.005148833467417546,0.0016894609814963823,0.0016894609814963823,0.00482703137570395,-0.0004022526146419958,0.0,0.0,0.0007240547063555924,0.0001609010458567983,-0.0011263073209975883,0.0003218020917135966,8.045052292839915e-05,0.0002413515687851975,0.0017699115044247816,0.000482703137570395,-0.0002413515687851975,0.0032180209171359664,0.000482703137570395
13,13,0.9831053901850362,0.9831406039294588,0.9830916887890546,0.9964380524519385,2.6993733404110674,-1.0987123022570686,0.7370352552840211,5.839113673359407,1.4417978936212361,0.040868865647626665,0.020193081255028122,0.013032984714400665,0.010378117457763491,0.011423974255832681,0.008688656476267109,0.008527755430410311,0.006436041834271933,0.00193081255028158,0.004987932421560748,0.0016894609814963823,0.0007240547063555924,0.005792437650844739,0.004505229283990353,0.0003218020917135966,8.045052292839915e-05,0.0006436041834271932,-0.0004022526146419958,0.0001609010458567983,0.001045856798069189,0.0004022526146419958,-8.045052292839915e-05,0.0001609010458567983,0.0018503620273531806,0.0003218020917135966,-0.0007240547063555924,0.0001609010458567983,8.045052292839915e-05
14,14,0.9774738535800482,0.97754318719736,0.9775661964204789,0.995815456327136,2.786294011619776,-1.0461765979201418,0.6969685350856218,5.779504914456151,1.589154790164687,0.022445695897023256,0.013757039420756201,0.011504424778761058,0.007079646017699126,0.0012872083668543865,0.0030571198712791682,0.0028962188254223697,0.0037811745776347603,-0.0001609010458567983,0.00193081255028158,0.003459372485921164,0.0,0.008205953338696715,0.0016090104585679832,-0.0022526146419951766,-0.000482703137570395,-8.045052292839915e-05,-0.0008849557522123908,-0.00096540627514079,-0.0001609010458567983,-0.0003218020917135966,-0.0004022526146419958,-0.000482703137570395,-0.0011263073209975883,-8.045052292839915e-05,-0.0016894609814963823,-0.000482703137570395,-0.0001609010458567983
15,15,0.9823008849557522,0.9822882132616646,0.9786216528316032,0.9962152586743732,3.7878645849145496,-0.6893412956663391,0.008119365651422177,4.94043805764193,1.2259081649377879,0.02872083668543839,0.018503620273531772,0.014159292035398252,0.008688656476267109,0.008930008045052307,0.010860820595333887,0.005631536604987941,0.006355591311343533,0.0001609010458567983,0.0030571198712791682,-0.0001609010458567983,0.0008849557522123908,0.005470635559131143,0.00193081255028158,0.0001609010458567983,-0.000482703137570395,-0.0007240547063555924,-0.0008045052292839916,-0.0004022526146419958,-0.0012872083668543865,-0.000482703137570395,0.0003218020917135966,-8.045052292839915e-05,-0.0007240547063555924,-0.0016090104585679832,0.0003218020917135966,0.0011263073209975883,0.0013676588897827858
16,16,0.9814963797264682,0.9815016907043096,0.9796586638650127,0.9942562243478361,3.966866057170359,-1.5165516753705839,0.14810270131745512,5.480144623379669,1.6874442675102357,0.028962188254223586,0.013757039420756245,0.01737731295253416,0.014883346741753812,0.01150442477876108,0.010217216411906694,0.003539823008849563,0.0095736122284795,0.00386162510056316,0.006033789219629937,0.003459372485921164,0.0026548672566371724,0.010860820595333887,0.005229283990345945,0.0016894609814963823,-0.0003218020917135966,0.002091713596138378,0.0015285599356395841,0.0017699115044247816,-0.0007240547063555924,0.0006436041834271932,8.045052292839915e-05,0.00096540627514079,0.0003218020917135966,0.002493966210780374,0.00096540627514079,0.0011263073209975883,0.0028157683024939706
17,17,0.9887369267900241,0.9887563833229661,0.989158769145214,0.9984620107977848,3.2792232480930754,-0.6962469576448969,0.4555476652484864,5.479184211631164,1.088562862701153,0.029444891391794004,0.02011263073209979,0.017618664521319417,0.012067578439259874,0.009412711182622702,0.00772325020112632,0.005229283990345945,0.004987932421560748,0.002011263073209979,0.0028157683024939706,0.0028962188254223697,0.0003218020917135966,0.005068382944489147,0.0016090104585679832,0.0001609010458567983,0.0004022526146419958,8.045052292839915e-05,0.0002413515687851975,0.0005631536604987942,-0.00096540627514079,-0.0001609010458567983,8.045052292839915e-05,0.0003218020917135966,0.002172164119066777,-0.0006436041834271932,0.0005631536604987942,0.0008849557522123908,0.0016090104585679832
18,18,0.9863234111021721,0.9863347555783087,0.9856758277081324,0.9982091197134592,3.3726359081078674,-0.8517385025605344,0.21493820770039349,5.1301785991262925,1.6535172419765354,0.02389380530973447,0.017618664521319417,0.012791633145615466,0.01625100563153663,0.009814963797264698,0.009412711182622702,0.004183427192276756,0.00667739340305713,0.0002413515687851975,0.0039420756234915585,0.0016090104585679832,0.00096540627514079,0.009171359613837504,0.004666130329847151,-0.0003218020917135966,-0.0008849557522123908,0.000482703137570395,0.0008849557522123908,-0.0012872083668543865,-0.00096540627514079,-0.0014481094127111848,-0.0002413515687851975,-0.0003218020917135966,0.0008045052292839916,-0.0008045052292839916,-0.0008849557522123908,0.00096540627514079,8.045052292839915e-05
19,19,0.9847144006436042,0.9847190633189045,0.9830608227308308,0.9977860339046417,3.968639731963552,-0.855021855073596,0.1955641220411258,5.008209125367061,1.2410150101157136,0.03338696701528554,0.02067578439259852,0.013837489943684656,0.014641995172968648,0.009332260659694303,0.007562349155269521,0.005229283990345945,0.007160096540627525,0.0037007240547063613,0.0026548672566371724,0.0032984714400643655,0.003620273531777962,0.006596942880128731,0.0028157683024939706,0.0016090104585679832,8.045052292839915e-05,0.0012067578439259874,0.0008045052292839916,-0.0001609010458567983,-0.0001609010458567983,0.0022526146419951766,0.0016894609814963823,0.0013676588897827858,0.002493966210780374,0.000482703137570395,0.002091713596138378,0.00096540627514079,0.0006436041834271932
20,20,0.9863234111021721,0.9863271215990783,0.985177385619421,0.9982941492462254,3.871819184714091,-0.9948258009890342,0.5403561639229479,4.987987130591213,1.0967578392314825,0.036926790024135105,0.014963797264682244,0.018664521319388595,0.014078841512469853,0.010378117457763491,0.012952534191472265,0.008366854384553512,0.011584875301689479,0.00386162510056316,0.005711987127916341,0.002413515687851975,0.004263877715205156,0.006355591311343533,0.00667739340305713,0.0008849557522123908,0.0,0.0006436041834271932,0.00096540627514079,0.0005631536604987942,0.0006436041834271932,0.0008045052292839916,-0.0005631536604987942,-0.0007240547063555924,0.0014481094127111848,0.0006436041834271932,0.0001609010458567983,0.00193081255028158,0.0037007240547063613
21,21,0.9823008849557522,0.9822703104039862,0.9786394362145836,0.9984093197181072,3.198682681373041,-1.0063072524850292,0.5807425918109899,5.555766194625665,1.3838535766741424,0.03041029766693477,0.02067578439259852,0.01600965406275142,0.010780370072405487,0.018342719227674942,0.008769106999195508,0.0028962188254223697,0.006436041834271933,0.0006436041834271932,0.002011263073209979,0.004424778761061954,0.0007240547063555924,0.006275140788415135,0.00193081255028158,0.000482703137570395,-0.0001609010458567983,0.000482703137570395,0.0001609010458567983,-0.0004022526146419958,0.0012872083668543865,0.0014481094127111848,-0.0003218020917135966,0.0,0.0,-0.0004022526146419958,-0.0004022526146419958,0.0004022526146419958,-0.000482703137570395
22,22,0.9855189058728882,0.9855189058728882,0.9834119217081851,0.998199881376038,3.3114248449483226,-0.5790252612567341,0.11823054666010563,5.264896388595229,1.2673007190229035,0.037811745776347494,0.023411102172164067,0.0181818181818182,0.010699919549477088,0.013917940466613054,0.009975864843121495,0.00482703137570395,0.005068382944489147,0.0031375703942075673,0.0028157683024939706,0.0003218020917135966,0.002172164119066777,0.01045856798069189,0.0032984714400643655,0.0,-0.0004022526146419958,0.0012067578439259874,-0.0003218020917135966,-0.0003218020917135966,-0.0006436041834271932,-0.0004022526146419958,0.0,0.0006436041834271932,-8.045052292839915e-05,-0.0004022526146419958,8.045052292839915e-05,0.00096540627514079,0.0008849557522123908
