,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.C_top_CO2_scaled,feature_importance.C_mid_humidity_scaled,feature_importance.C_CO2_vd_scaled,feature_importance.C_top_temperature_scaled,feature_importance.C_top_humidity_scaled,feature_importance.C_mid_CO2_scaled,feature_importance.C_top_temperature_fd3_scaled,feature_importance.C_mid_temperature_scaled,feature_importance.C_mid_humidity_fd1_scaled,feature_importance.C_top_temperature_fd1_scaled,feature_importance.C_mid_humidity_fd3_scaled,feature_importance.C_top_humidity_fd1_scaled,feature_importance.C_top_humidity_fd3_scaled,feature_importance.C_mid_temperature_fd3_scaled,feature_importance.C_top_CO2_fd3_scaled,feature_importance.C_mid_humidity_fd2_scaled,feature_importance.C_mid_CO2_fd3_scaled,feature_importance.C_mid_CO2_fd2_scaled,feature_importance.C_top_CO2_fd1_scaled,feature_importance.C_mid_temperature_fd1_scaled,feature_importance.C_mid_temperature_fd2_scaled,feature_importance.C_CO2_vd_fd3_scaled,feature_importance.C_CO2_vd_fd1_scaled,feature_importance.C_mid_CO2_fd1_scaled,feature_importance.C_top_temperature_fd2_scaled,feature_importance.C_CO2_vd_fd2_scaled,feature_importance.C_top_humidity_fd2_scaled,feature_importance.C_top_CO2_fd2_scaled
20,20,0.9887369267900241,0.9887430188128278,0.9881133347810682,0.9981684249025635,2.9654294996492703,0.06472691216177244,0.18851423951948543,5.261326092527755,1.0270032794308137,0.021078037007240556,0.020032180209171392,0.011745776347546278,0.01641190667739343,0.01432019308125505,0.009090909090909104,0.007562349155269521,0.005631536604987941,0.0016090104585679832,0.00482703137570395,0.004344328238133554,0.0012872083668543865,0.0029766693483507687,0.003620273531777962,0.0026548672566371724,0.0001609010458567983,0.002172164119066777,-0.0002413515687851975,0.0016894609814963823,0.0002413515687851975,0.0016090104585679832,-0.0004022526146419958,-8.045052292839915e-05,0.002091713596138378,0.0003218020917135966,-8.045052292839915e-05,0.0003218020917135966,0.0017699115044247816
21,21,0.9847144006436042,0.9847100673080069,0.9827340716237596,0.9981993384150727,2.769157297264582,-0.31364407039588144,0.46790375989852356,5.374726871065194,1.3806952415030687,0.025502815768302434,0.021319388576025722,0.009975864843121495,0.013596138374899458,0.004183427192276756,0.0059533386967015375,0.0031375703942075673,0.006194690265486735,0.00096540627514079,0.0028962188254223697,0.0027353177795655715,-8.045052292839915e-05,0.0028962188254223697,0.0007240547063555924,0.0016090104585679832,0.0001609010458567983,0.0016894609814963823,-0.000482703137570395,-0.0022526146419951766,0.000482703137570395,0.0015285599356395841,0.0,-0.0003218020917135966,0.0003218020917135966,0.00193081255028158,0.000482703137570395,0.00193081255028158,-0.0012067578439259874
22,22,0.9847144006436042,0.9847093655960053,0.9821619217081851,0.9981198102016609,3.188769307489052,0.004189596867934811,0.11881491652466865,5.502316480216657,0.7178192179896836,0.021882542236524506,0.028157683024939595,0.008286403861625113,0.011665325824617878,0.00482703137570395,0.006355591311343533,0.002091713596138378,0.004666130329847151,0.0023330651649235757,0.0008045052292839916,0.0023330651649235757,0.00096540627514079,-0.0005631536604987942,0.0002413515687851975,-0.0012872083668543865,-0.000482703137570395,0.0005631536604987942,0.0003218020917135966,-0.0002413515687851975,0.0,-0.000482703137570395,0.0,-8.045052292839915e-05,-0.0006436041834271932,-0.0007240547063555924,-0.0011263073209975883,-0.000482703137570395,-0.00096540627514079
23,23,0.9895414320193081,0.9895381451537997,0.9878287542561934,0.9984266760596454,2.5725412081922374,0.23475769629369994,0.2087462556150576,5.175142514783512,1.1236735760308623,0.024296057924376502,0.02011263073209978,0.008045052292839916,0.013837489943684656,0.018020917135961413,0.005631536604987941,0.005631536604987941,0.005711987127916341,0.002011263073209979,0.0016090104585679832,0.002574416733708773,0.0022526146419951766,0.0013676588897827858,0.0018503620273531806,0.0016090104585679832,0.000482703137570395,0.0003218020917135966,-0.0005631536604987942,0.00096540627514079,0.0001609010458567983,0.0006436041834271932,-0.0005631536604987942,0.0002413515687851975,0.0005631536604987942,-0.00096540627514079,0.0008045052292839916,0.0017699115044247816,0.0
24,24,0.9863234111021721,0.986327434173316,0.984976076555024,0.9963694359866608,2.3936403750212203,0.23324241226395176,0.33211579675485703,5.278897385214039,1.3817263772958246,0.020434432823813353,0.01882542236524539,0.013757039420756257,0.0095736122284795,0.009251810136765903,0.0061142397425583365,0.0053901850362027435,0.004907481898632349,0.003620273531777962,0.0030571198712791682,0.004666130329847151,0.0012067578439259874,0.0037811745776347603,0.002413515687851975,-0.0003218020917135966,0.0016090104585679832,0.0,0.002172164119066777,0.0012067578439259874,-0.0005631536604987942,8.045052292839915e-05,0.0003218020917135966,0.0001609010458567983,0.00096540627514079,0.00096540627514079,0.0004022526146419958,0.0012067578439259874,-0.0005631536604987942
25,25,0.9847144006436042,0.9847011572715447,0.9821195871533184,0.9977627861384998,2.493206185685746,0.24220235737867213,0.11909879938351885,5.233348959500203,1.3997781769239577,0.02888173773129519,0.022687047465808498,0.013596138374899458,0.016733708769107025,0.015044247787610631,0.007320997586484324,0.008447304907481912,0.007240547063555924,0.0053901850362027435,0.004424778761061954,0.005470635559131143,0.002574416733708773,0.002011263073209979,0.0022526146419951766,0.004505229283990353,0.0016894609814963823,0.0016894609814963823,0.0005631536604987942,0.0003218020917135966,0.0016090104585679832,0.0014481094127111848,0.0012872083668543865,0.0002413515687851975,0.0,0.0013676588897827858,0.0012067578439259874,0.0016894609814963823,0.0016894609814963823
26,26,0.9806918744971842,0.9806402500302857,0.9752992814874927,0.9956936637029754,3.6290333361938165,-0.07908308389540275,0.45707026155000946,4.981577728527454,1.0080368396610975,0.025181013676588825,0.01834271922767492,0.011102172164119083,0.013837489943684644,0.011665325824617868,0.005711987127916341,0.0018503620273531806,0.007964601769911516,0.0017699115044247816,0.0016894609814963823,0.0008045052292839916,0.0012872083668543865,0.002091713596138378,0.0014481094127111848,0.0018503620273531806,0.000482703137570395,0.00096540627514079,-0.0008045052292839916,0.0022526146419951766,0.0,0.0012067578439259874,0.0,0.0008849557522123908,0.0023330651649235757,0.0017699115044247816,0.0002413515687851975,0.0008045052292839916,0.0018503620273531806
27,27,0.9903459372485921,0.9903519157402969,0.9896908878764958,0.9988918400731738,2.8567124445352987,-0.010508657240546018,0.4389180184521248,5.001518476347715,1.259659442739033,0.03346741753821394,0.02622687047465807,0.007160096540627525,0.006436041834271933,0.004907481898632349,0.005148833467417546,0.0059533386967015375,0.005631536604987941,0.0013676588897827858,0.0006436041834271932,0.00193081255028158,0.002011263073209979,0.0017699115044247816,0.0005631536604987942,0.0008849557522123908,0.0008045052292839916,-8.045052292839915e-05,-0.0003218020917135966,0.0011263073209975883,0.0004022526146419958,0.000482703137570395,0.0001609010458567983,0.0002413515687851975,0.0012067578439259874,0.0002413515687851975,8.045052292839915e-05,0.0004022526146419958,0.0
28,28,0.9831053901850362,0.9831104513018386,0.981309295151621,0.9984750596589256,2.6989742053614356,0.06418902531288642,0.33820869688851585,5.795596736358208,0.9086174401237699,0.015929203539823,0.01786001609010457,0.007079646017699126,0.005792437650844739,0.011102172164119083,0.004022526146419958,0.00386162510056316,0.002172164119066777,-0.0008849557522123908,-0.0008849557522123908,-0.0012872083668543865,0.0002413515687851975,-0.00193081255028158,-0.0016894609814963823,-0.0007240547063555924,-0.0016090104585679832,-0.0013676588897827858,-0.002413515687851975,0.0003218020917135966,-0.0012872083668543865,-0.0002413515687851975,-0.0013676588897827858,-0.0005631536604987942,-0.0003218020917135966,-0.0006436041834271932,-0.0002413515687851975,-0.000482703137570395,-8.045052292839915e-05
29,29,0.9903459372485921,0.9903526938080452,0.9894631337794659,0.9975100982697294,3.3835784857815154,-0.413135187475151,-0.3515625449734785,5.260348019597566,1.903238485497358,0.024296057924376512,0.023008849557522148,0.008688656476267109,0.01150442477876108,0.01343523732904266,0.0037811745776347603,0.009090909090909104,0.005470635559131143,0.00193081255028158,0.002172164119066777,0.0037007240547063613,-0.0004022526146419958,0.0011263073209975883,0.0002413515687851975,-0.0001609010458567983,-0.0005631536604987942,0.000482703137570395,-0.0011263073209975883,-8.045052292839915e-05,0.0003218020917135966,-0.0005631536604987942,-0.0003218020917135966,-0.0012872083668543865,-0.0012872083668543865,-0.001045856798069189,-0.0007240547063555924,-8.045052292839915e-05,8.045052292839915e-05
30,30,0.9879324215607401,0.9879362819249069,0.9865690532104462,0.9969111035060598,2.953979723203458,-0.3359284762821599,-0.03147504854810852,5.291226848308694,1.5828357639574067,0.028479485116653203,0.01987127916331457,0.01255028157683027,0.008849557522123908,0.013274336283185861,0.006596942880128731,0.009814963797264698,0.006838294448913929,0.0030571198712791682,0.003539823008849563,0.00193081255028158,0.0014481094127111848,0.002574416733708773,0.0012872083668543865,0.001045856798069189,0.0003218020917135966,0.0003218020917135966,0.00096540627514079,0.002091713596138378,0.0001609010458567983,0.0007240547063555924,-0.000482703137570395,0.0003218020917135966,0.0008045052292839916,0.002011263073209979,-0.0003218020917135966,0.0016090104585679832,0.001045856798069189
31,31,0.9790828640386162,0.9790967648440856,0.9766124181955684,0.99651642638941,3.535288864499278,-0.16322658304966559,-0.21651076846840295,5.151521844476352,1.1610133823288769,0.02123893805309727,0.019549477071600884,0.010378117457763491,0.014802896218825402,0.012872083668543843,0.007481898632341122,0.006999195494770727,0.004263877715205156,-0.0004022526146419958,0.002574416733708773,-0.0005631536604987942,0.0023330651649235757,0.0012872083668543865,0.0028962188254223697,8.045052292839915e-05,-0.0022526146419951766,0.0007240547063555924,0.001045856798069189,0.00096540627514079,0.0003218020917135966,0.001045856798069189,0.0016090104585679832,-0.0012067578439259874,0.0012067578439259874,0.0031375703942075673,0.0016090104585679832,0.0016090104585679832,-0.0001609010458567983
32,32,0.9887369267900241,0.988751896888222,0.9883739997376361,0.9980382335754237,3.165523530010935,-0.3759789918523956,0.4419461341563026,5.3260363063817975,1.092612964221649,0.03129525341914717,0.016733708769107025,0.01343523732904266,0.013515687851971058,0.01625100563153663,0.008205953338696715,0.0031375703942075673,0.0059533386967015375,0.002493966210780374,0.0039420756234915585,0.0061142397425583365,0.0018503620273531806,0.0028962188254223697,0.002574416733708773,0.0023330651649235757,0.0018503620273531806,0.0006436041834271932,-0.0001609010458567983,0.0022526146419951766,8.045052292839915e-05,0.002091713596138378,0.0001609010458567983,0.0002413515687851975,0.0015285599356395841,0.0018503620273531806,0.000482703137570395,0.0033789219629927645,0.002091713596138378
