,random_seed,accuracy,f1_weighted,balanced_acc,auc,model_weights.random_forest,model_weights.bagging_svc,model_weights.bagging_knn,model_weights.gradient_boosting,model_weights.mlp,feature_importance.A_CO2_vd_scaled,feature_importance.A_top_temperature_scaled,feature_importance.A_low_humidity_scaled,feature_importance.A_top_humidity_scaled,feature_importance.A_low_temperature_scaled,feature_importance.A_low_CO2_scaled,feature_importance.A_top_CO2_scaled,feature_importance.A_low_temperature_fd3_scaled,feature_importance.A_top_temperature_fd3_scaled,feature_importance.A_CO2_vd_fd3_scaled,feature_importance.A_top_CO2_fd3_scaled,feature_importance.A_top_humidity_fd3_scaled,feature_importance.A_top_temperature_fd1_scaled,feature_importance.A_low_CO2_fd1_scaled,feature_importance.A_low_humidity_fd2_scaled,feature_importance.A_low_humidity_fd3_scaled,feature_importance.A_CO2_vd_fd1_scaled,feature_importance.A_low_CO2_fd2_scaled,feature_importance.A_low_temperature_fd2_scaled,feature_importance.A_low_CO2_fd3_scaled,feature_importance.A_top_temperature_fd2_scaled,feature_importance.A_top_humidity_fd1_scaled,feature_importance.A_top_humidity_fd2_scaled,feature_importance.A_low_temperature_fd1_scaled,feature_importance.A_low_humidity_fd1_scaled,feature_importance.A_top_CO2_fd1_scaled,feature_importance.A_top_CO2_fd2_scaled,feature_importance.A_CO2_vd_fd2_scaled
10,10,0.9871279163314561,0.9871353741071597,0.9861988659376266,0.9978157727246427,2.0562454230242464,-0.2936305547739937,1.14214746502346,6.327282100119049,0.2686173935034366,0.02968624296057918,0.020514883346741765,0.018664521319388606,0.01053901850362029,0.009412711182622702,0.00386162510056316,0.0041029766693483575,0.0033789219629927645,0.0002413515687851975,0.0002413515687851975,-0.0003218020917135966,0.0007240547063555924,0.00096540627514079,-0.0005631536604987942,0.0013676588897827858,0.0013676588897827858,0.0003218020917135966,-0.0008849557522123908,0.0007240547063555924,-0.0001609010458567983,0.0014481094127111848,-0.0008849557522123908,0.0008045052292839916,0.0008045052292839916,-8.045052292839915e-05,0.0005631536604987942,0.0011263073209975883,-0.0008045052292839916
11,11,0.9823008849557522,0.9822668136527916,0.9780162938057675,0.9983424050409696,1.6159192663203583,0.7285936882629725,0.6272762922283187,6.130334870051402,0.444644284761923,0.044006436041834227,0.0277554304102976,0.01962992759452935,0.014239742558326652,0.006275140788415135,0.0037007240547063613,0.006033789219629937,0.0032984714400643655,0.0015285599356395841,-0.0007240547063555924,0.0008045052292839916,0.0016894609814963823,0.0008045052292839916,0.0012067578439259874,-0.0015285599356395841,0.0003218020917135966,0.0001609010458567983,-8.045052292839915e-05,0.0002413515687851975,0.0012872083668543865,8.045052292839915e-05,-0.00096540627514079,-0.0001609010458567983,0.0005631536604987942,0.0007240547063555924,-0.0004022526146419958,-0.00096540627514079,-0.001045856798069189
12,12,0.9806918744971842,0.9806689474925487,0.9772255949208704,0.9961564751952174,1.7523309900981094,0.7709430816940611,0.9977753332502114,6.129576430670212,-0.09716181950871036,0.040386162510056264,0.017618664521319348,0.017216411906677342,0.010699919549477088,0.011423974255832681,0.006918744971842328,0.0032180209171359664,0.006757843925985529,0.004585679806918752,0.0008045052292839916,0.0016894609814963823,0.0007240547063555924,0.00096540627514079,0.000482703137570395,0.0003218020917135966,0.0002413515687851975,0.0006436041834271932,-0.0004022526146419958,0.000482703137570395,-0.001045856798069189,0.0006436041834271932,0.0002413515687851975,-0.0003218020917135966,0.0012067578439259874,0.001045856798069189,-0.002172164119066777,-0.002172164119066777,-0.0005631536604987942
13,13,0.9814963797264682,0.9815349471608358,0.9812786253974737,0.996890224335599,1.4852190853484486,0.005814212458871912,1.7489900175262498,6.093573122764795,0.6215310251694561,0.03499597747385352,0.017216411906677352,0.02276749798873685,0.010136765888978294,0.005470635559131143,0.006757843925985529,0.0041029766693483575,0.004344328238133554,0.0003218020917135966,-0.002011263073209979,0.0003218020917135966,0.0004022526146419958,-8.045052292839915e-05,-0.0008045052292839916,0.0003218020917135966,0.0014481094127111848,-0.0013676588897827858,-0.0008849557522123908,0.0008849557522123908,0.0005631536604987942,-8.045052292839915e-05,-0.0002413515687851975,-0.0003218020917135966,-0.0003218020917135966,0.0008849557522123908,-0.001045856798069189,-0.0013676588897827858,-0.0014481094127111848
14,14,0.9798873692679002,0.9798937277118758,0.9774558445303718,0.9969984285890849,1.867431352703823,0.5096503943620302,0.9413403299963583,5.848263520885629,0.5839506791128052,0.02888173773129519,0.02212389380530967,0.01745776347546254,0.0053901850362027435,0.004424778761061954,0.008930008045052307,0.002091713596138378,0.0013676588897827858,-0.0011263073209975883,-0.0017699115044247816,-0.0007240547063555924,-0.00096540627514079,0.0008849557522123908,-0.0008849557522123908,-0.00096540627514079,0.0004022526146419958,-0.0002413515687851975,-0.0014481094127111848,0.0004022526146419958,-0.001045856798069189,-0.0029766693483507687,0.0004022526146419958,-0.0013676588897827858,0.0016090104585679832,-0.0013676588897827858,0.0002413515687851975,0.0002413515687851975,-8.045052292839915e-05
15,15,0.9814963797264682,0.981476451912109,0.9773263160440384,0.9977509204902026,2.3371033129387326,-0.4937729429743523,1.161966399467647,6.3552327393592165,0.21350828898667956,0.025341914722445635,0.02461786001609003,0.019871279163314493,0.006275140788415135,0.0011263073209975883,0.0032180209171359664,0.010941271118262286,0.0029766693483507687,0.001045856798069189,-0.0004022526146419958,0.0012067578439259874,-0.0012067578439259874,-0.0005631536604987942,-0.0008045052292839916,0.0013676588897827858,-0.0001609010458567983,8.045052292839915e-05,0.0005631536604987942,0.0007240547063555924,0.0018503620273531806,0.0003218020917135966,-0.0005631536604987942,-0.0005631536604987942,-0.0007240547063555924,-0.0008045052292839916,8.045052292839915e-05,0.0016894609814963823,0.001045856798069189
16,16,0.9814963797264682,0.9814910359096722,0.9790828431400846,0.9961900583613787,1.8485961893843688,-0.2930730218464175,1.222520554766523,5.869418411352748,1.0051809785088672,0.037731295253419096,0.016251005631536586,0.021480289621882465,0.01769911504424776,0.00764279967819792,0.005309734513274345,0.007964601769911516,0.00386162510056316,0.0004022526146419958,0.0007240547063555924,-0.0005631536604987942,0.0017699115044247816,0.001045856798069189,-0.0001609010458567983,0.00096540627514079,0.0022526146419951766,8.045052292839915e-05,-0.0008849557522123908,0.00096540627514079,-0.0008045052292839916,-0.0003218020917135966,0.0008849557522123908,-0.0002413515687851975,0.0005631536604987942,0.0004022526146419958,0.0003218020917135966,0.0,0.0
17,17,0.9855189058728882,0.985510360410644,0.9832124568436175,0.9985257316310217,1.916627829017756,-0.1921257696991126,0.8537060014254456,6.35130343140101,0.5064683271031287,0.0370876910699919,0.01979082864038615,0.014481094127111849,0.012952534191472265,0.008769106999195508,0.007160096540627525,0.004585679806918752,0.0039420756234915585,0.0003218020917135966,-0.0001609010458567983,-0.0002413515687851975,0.0004022526146419958,0.0018503620273531806,0.0001609010458567983,0.0005631536604987942,0.0,-0.000482703137570395,-0.0008045052292839916,0.00193081255028158,-0.0002413515687851975,0.0005631536604987942,-0.00096540627514079,0.0001609010458567983,0.0003218020917135966,-0.0008045052292839916,0.0,-0.0002413515687851975,0.0004022526146419958
18,18,0.9847144006436042,0.9847353998549371,0.984450337512054,0.9983698397391744,1.8602706426663675,0.005287750987941563,0.8075620369945318,6.110154176457377,0.7603965229968762,0.03531777956556712,0.02148028962188251,0.014239742558326652,0.007320997586484324,0.00386162510056316,0.005872888173773139,0.0039420756234915585,0.0003218020917135966,-0.0012872083668543865,-0.0004022526146419958,-0.0002413515687851975,-0.0007240547063555924,-0.0002413515687851975,-0.002413515687851975,-0.0016090104585679832,0.0004022526146419958,-0.0008045052292839916,-0.0027353177795655715,-0.0008849557522123908,-0.0015285599356395841,-0.0005631536604987942,0.0002413515687851975,-0.0016090104585679832,-0.0004022526146419958,-0.0015285599356395841,-0.0018503620273531806,-0.002172164119066777,-0.0012067578439259874
19,19,0.9831053901850362,0.9830897434230301,0.9800217307490098,0.9973362307665347,2.0764579554167093,-0.7536845243421486,0.6233166926563689,6.333233058012599,1.2020748713309881,0.02381335478680604,0.01528559935639584,0.017618664521319383,0.010941271118262286,0.006033789219629937,0.009332260659694303,0.003459372485921164,0.0012067578439259874,0.0002413515687851975,-0.0016090104585679832,-0.0006436041834271932,-0.0015285599356395841,0.0007240547063555924,-0.0008045052292839916,-0.0007240547063555924,-0.0005631536604987942,8.045052292839915e-05,0.0015285599356395841,0.0001609010458567983,-8.045052292839915e-05,8.045052292839915e-05,-0.0011263073209975883,-0.0011263073209975883,0.000482703137570395,0.0007240547063555924,-0.0002413515687851975,-0.0004022526146419958,-8.045052292839915e-05
20,20,0.9895414320193081,0.9895498903791232,0.9892734275884928,0.999271370281051,1.6535227582787833,0.3464239177681907,0.8867662429911188,6.09477795212284,0.274575616717217,0.03563958165728072,0.026468222043443245,0.019871279163314583,0.01440064360418345,0.007240547063555924,0.011665325824617878,0.006436041834271933,0.005631536604987941,0.003620273531777962,-0.0002413515687851975,-8.045052292839915e-05,0.0031375703942075673,0.0028157683024939706,-0.0003218020917135966,0.0032180209171359664,0.0037007240547063613,-8.045052292839915e-05,-8.045052292839915e-05,0.0037811745776347603,0.0001609010458567983,0.002172164119066777,0.0003218020917135966,0.0012872083668543865,0.0013676588897827858,-0.0006436041834271932,0.0008045052292839916,0.00096540627514079,-8.045052292839915e-05
21,21,0.9790828640386162,0.9790589232470095,0.9756292247950524,0.996286495038113,1.663848205905592,0.3307601655188522,0.7495254682860886,5.8622775092937704,1.002874711815201,0.03684633950120671,0.017135961383748944,0.016170555108608164,0.011102172164119073,0.0053901850362027435,0.005470635559131143,0.004907481898632349,0.004263877715205156,-0.0008849557522123908,0.001045856798069189,-0.0005631536604987942,0.0017699115044247816,8.045052292839915e-05,-0.0003218020917135966,0.0001609010458567983,0.002172164119066777,8.045052292839915e-05,-0.0001609010458567983,-0.0004022526146419958,-8.045052292839915e-05,-0.001045856798069189,8.045052292839915e-05,-8.045052292839915e-05,-0.000482703137570395,0.00096540627514079,-0.0013676588897827858,0.0006436041834271932,-0.0003218020917135966
