,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.C_CO2_vd_scaled,feature_importance.C_CO2_vd_fd1_scaled,feature_importance.C_CO2_vd_fd2_scaled,feature_importance.C_CO2_vd_fd3_scaled,feature_importance.C_mid_CO2_scaled,feature_importance.C_mid_CO2_fd1_scaled,feature_importance.C_mid_CO2_fd2_scaled,feature_importance.C_mid_CO2_fd3_scaled,feature_importance.C_top_CO2_scaled,feature_importance.C_top_CO2_fd1_scaled,feature_importance.C_top_CO2_fd2_scaled,feature_importance.C_top_CO2_fd3_scaled
13,13,0.925264012997563,0.9206896551724137,0.9267705758856202,0.9513991867974169,0.0012185215272136896,0.0034930950446793174,0.000893582453289965,0.0,0.00016246953696175126,0.04549147034930956,0.08375304630381797,0.006092607636068337,0.000893582453289965,0.012672623883021927,0.006417546709991839,0.004467912266450158
14,14,0.9244516653127539,0.9201716738197425,0.9262882351377926,0.9485981556778018,0.0027619821283508816,0.00601137286758735,0.0021121039805035435,-0.0025995125913892414,0.00024370430544284893,0.033793663688058695,0.05052802599512596,0.0030056864337937306,-0.0013809910641755518,0.027701056051990358,0.03030056864337949,0.032981316003249384
15,15,0.9285134037367994,0.9255499153976311,0.9315182439076244,0.9550134205001463,0.0023558082859463925,0.004792851340373772,0.0004874086108853648,0.011697806661250976,0.012997562956945763,0.09926888708367188,0.06961819658813984,0.05060926076360672,0.007311129163281915,0.05832656376929335,0.056783103168155935,0.04784727863525595
16,16,0.9212022745735174,0.9165950128976784,0.9228826171304048,0.9434399000770682,0.0010560519902517163,0.0012997562956945652,0.004874086108854536,0.003574329813159971,0.005117790414297274,0.06043866774979689,0.04378554021121028,0.0016246953696182898,0.00024370430544284893,0.01023558082859466,0.03720552396425669,0.013728675873273866
17,17,0.9163281884646629,0.9102005231037489,0.9169018576098222,0.9477982407185946,0.001137286758732814,-0.0004874086108854758,-0.0007311129163282137,-0.0007311129163281027,-0.0015434606011374141,0.05475223395613327,0.019902518277822856,0.0010560519902519383,-0.0038992688870836956,0.004305442729488185,0.0041429731925264335,0.008042242079610018
18,18,0.9228269699431356,0.9184549356223176,0.9246525286348295,0.9441547742432698,0.0003249390739235025,-0.0009748172217710627,0.0012185215272136896,0.0014622258326564275,0.0016246953696181787,0.06279447603574329,0.05670186839967517,0.0019496344435416813,0.0021121039805036546,0.00560519902518275,0.042567018683996705,0.0038992688870835845
19,19,0.9220146222583265,0.9179487179487179,0.924170187887002,0.9499003428206967,0.0001624695369619733,0.0025995125913892414,0.008285946385052867,-0.0012997562956945652,0.003574329813159971,0.003818034118602709,0.02843216896831835,0.03679935012185209,0.0012997562956945652,0.02461413484971564,0.0460601137286758,0.006904955320877315
20,20,0.9333874898456539,0.9293103448275862,0.9349491084004358,0.961069919476999,0.0038992688870838066,0.0032493907392364685,0.004630381803411798,0.00016246953696175126,0.006742485783915453,0.04565393988627131,0.08757108042242068,0.01803411860276183,0.01421608448415923,0.08383428107229884,0.022989439480097573,0.02006498781478483
21,21,0.9195775792038993,0.9144338807260155,0.9208442956230567,0.9520901432405856,-0.0012997562956944542,-0.0002437043054427379,-0.0017059301380990544,-0.001137286758732703,0.0018683996750606946,0.01722177091795285,0.058407798537774114,0.02022745735174658,0.012510154346060065,0.030544272948822115,0.02583265637692933,0.0037367993501217223
22,22,0.9228269699431356,0.9183147033533964,0.9245183236333678,0.9541550399957478,-0.000893582453289965,0.00219333874898453,-0.002274573517465628,0.009017059301380859,0.0017059301380990544,0.07611697806661244,0.03038180341186003,0.05905767668562145,0.014622258326563609,0.03265637692932566,0.045004061738424084,0.015922014622258396
23,23,0.8375304630381804,0.8389694041867954,0.8439448297855376,0.9199022030880437,0.0001624695369619733,0.005767668562144612,-0.005361494719740123,0.002437043054427379,-0.04126726238830203,0.10926076360682369,0.05946385052802605,0.0228269699431356,-0.027376116978066634,0.04589764419171405,0.03728675873273757,0.06734362307067432
