,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.B_low_CO2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_top_CO2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_top_CO2_fd3_scaled
93,93,0.9121789560894781,0.9100169779286927,0.9146859106605032,0.9529776154805113,0.0008285004142501995,0.01789560894780451,-0.005468102734051294,-0.0015741507870753457,0.008533554266777266,-0.00198840099420039,0.000662800331400204,0.04001657000828518
94,94,0.9179784589892295,0.9136878814298169,0.9187802698498506,0.9449626556932141,0.0008285004142501995,0.0190555095277547,-0.00339685169842574,-0.007373653686826964,0.006876553438276645,0.04714167357083665,0.014747307373653706,0.0294946147473073
95,95,0.9188069594034797,0.9120287253141831,0.9177694361395805,0.954657281864016,0.006296603148301605,0.12891466445733213,0.02999171499585762,-0.0017398508699255633,0.0011599005799501905,0.02129246064623036,0.01880695940347965,0.022286661143330333
96,96,0.9221209610604806,0.9185441941074524,0.9233324691371645,0.9560004633562437,0.015741507870754012,0.029328914664457528,0.024192212096106003,0.009610604805302403,8.285004142505326e-05,0.02825186412593228,0.025020712510356313,0.011267605633802802
97,97,0.9328914664457332,0.9295039164490861,0.9338724446454774,0.9569161435521772,0.002734051367025647,0.06454018227009106,-0.0034797017398511265,0.0074565037282519064,0.0034797017398509045,0.06304888152444077,0.04647887323943645,0.0074565037282519064
98,98,0.9353769676884839,0.9307282415630551,0.9350846176759375,0.9528948732941319,0.02038111019055522,0.0864125932062968,0.010024855012427447,0.02236951118475561,0.0028997514498756427,0.024192212096106114,0.008947804473902421,0.04772162386081191
99,99,0.9171499585749793,0.9148211243611585,0.9194559977052834,0.9586344229559922,0.010936205468102922,0.02551781275890641,0.002651201325600705,0.0011599005799504125,0.012841756420878148,0.008533554266777155,0.004556752278376153,0.02609776304888134
100,100,0.9270919635459818,0.9242685025817556,0.9287727678916188,0.9536588594817029,0.0018227009113506165,0.01822700911350461,-0.0067937033968517024,-0.004556752278376042,0.0033968516984258512,0.0027340513670257582,0.00024855012427504874,0.0036454018227009
101,101,0.9304059652029826,0.9267015706806283,0.9312081462440563,0.9602451375175137,0.025103562551781256,0.03231151615575811,0.02046396023198027,0.005965202982601281,0.014995857497928644,0.016652858326429265,-0.0032311516155758557,0.01657000828500399
102,102,0.9221209610604806,0.919104991394148,0.923779276943614,0.9595032159129773,0.004059652029826055,0.04250207125103567,0.0048053024026512015,0.006296603148301605,-0.00041425020712515526,0.003976801988401002,-0.0032311516155758557,0.010107705053852611
103,103,0.9188069594034797,0.9162393162393162,0.9208970907847269,0.9430099400946571,-0.00894780447390231,0.036288318144159004,-0.013835956917978343,-0.0041425020712511085,-0.0036454018227009,0.006048053024026445,0.02808616404308195,0.027837613918807014
104,104,0.9270919635459818,0.9243986254295533,0.9288844698432311,0.9598672815330473,0.0031483015741508025,0.01375310687655329,0.006545153272576765,0.00753935376967696,-0.001325600662800297,0.017315658657829247,0.00198840099420039,0.03189726594863296
105,105,0.8956089478044739,0.8946488294314381,0.8990462583983319,0.9383722405480841,0.005136702568351192,0.012924606462303312,0.006048053024026445,0.03115161557580781,0.000662800331400093,0.006545153272576543,0.025683512841756406,0.03728251864125909
106,106,0.9378624689312345,0.9343832020997376,0.938530829738645,0.9519460962236467,-0.000994200497100195,0.03595691797845901,0.032062966031483064,0.007290803645401911,0.004225352112676051,0.03330571665285831,0.0048053024026512015,0.019552609776304908
107,107,0.9171499585749793,0.9155405405405406,0.9200145074633452,0.9497727347947442,-0.014415907207953715,-0.008782104391052092,-0.0014913007456502925,-0.007705053852526844,0.009693454846727456,0.036371168185583946,0.08922949461474727,0.01201325600662817
108,108,0.9304059652029826,0.928082191780822,0.9324368677117925,0.95690511126066,0.051118475559237764,0.05716652858326432,0.02518641259320642,0.010770505385252704,0.021955260977630564,0.06760563380281692,0.02891466445733215,0.04308202154101082
109,109,0.9337199668599834,0.9298245614035088,0.9342020343545557,0.9580910825987665,0.006379453189726547,0.043579121789560804,-0.0025683512841756517,0.006876553438276645,-0.00041425020712515526,0.011599005799503015,0.05882352941176472,0.0331400165700082
110,110,0.9254349627174814,0.9209138840070299,0.9257678474896021,0.9548034597266197,-0.007125103562551582,0.03761391880695952,0.03181441590720813,0.0011599005799503015,-0.01516155758077875,0.05766362883181442,0.010936205468102811,0.030405965202982665
111,111,0.9212924606462303,0.9155555555555556,0.920880542347451,0.9459086746908201,0.017729908864954513,0.08135874067937032,0.011350455675227744,-0.002319801159900603,-0.0074565037282519064,0.031565865782932856,0.005633802816901512,0.09577464788732404
112,112,0.9196354598177299,0.9171648163962425,0.9217851902518672,0.9577545977074897,-0.0011599005799504125,0.04473902236951122,0.004971002485501086,0.0193869096934548,8.285004142483121e-05,0.02038111019055522,0.0311516155758077,0.019304059652029748
113,113,0.9328914664457332,0.9296264118158123,0.9339841465970897,0.9545800558233952,0.0004971002485502085,0.059320629660314816,0.018144159072079558,0.0071251035625518044,-0.001657000828500399,0.029826014913007515,0.004308202154100993,0.01880695940347976
114,114,0.9246064623032312,0.9217540842648323,0.9263318733934225,0.9648621515174918,-0.0057995028997513964,-0.0011599005799501905,0.020298260149130276,-0.012676056338028041,-0.0020712510356255542,0.037448218724109306,0.0038111019055511175,0.012096106048053001
