,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.B_CO2_vd_scaled,feature_importance.B_CO2_vd_fd1_scaled,feature_importance.B_CO2_vd_fd2_scaled,feature_importance.B_CO2_vd_fd3_scaled,feature_importance.B_low_CO2_scaled,feature_importance.B_low_CO2_fd1_scaled,feature_importance.B_low_CO2_fd2_scaled,feature_importance.B_low_CO2_fd3_scaled,feature_importance.B_top_CO2_scaled,feature_importance.B_top_CO2_fd1_scaled,feature_importance.B_top_CO2_fd2_scaled,feature_importance.B_top_CO2_fd3_scaled
26,26,0.9151172190784155,0.911690496215307,0.9186341129372102,0.964572798145807,0.00032336297493928967,0.0010509296685528025,0.0008892481810833797,0.003799514955537542,0.0012934518997574918,0.03241713823767178,0.030315278900565734,0.02797089733225533,-0.0016976556184317149,0.03637833468067908,0.030072756669361267,0.014955537590945922
27,27,0.9207760711398545,0.9168081494057725,0.9235606300042141,0.9612726506531816,-0.0008084074373484462,0.0012934518997573807,0.00048504446240904553,0.0056588520614391236,0.002101859337105827,0.03346806790622481,0.028698464025869175,0.004203718674211876,-0.004042037186742009,0.029345189975747754,0.024333063864187654,0.03112368633791429
28,28,0.9143088116410671,0.9106239460370995,0.9176082490518331,0.9617441002949854,-0.00024252223120457828,0.00016168148746975586,0.0037186742118027194,0.005012126111560211,0.0008084074373484462,0.03128536782538405,0.025949878738884435,0.009620048504446421,-0.0029911075181889846,0.030234438156831023,0.021988682295877138,0.019078415521422754
29,29,0.9183508488278093,0.9144792548687553,0.9213284871470713,0.9627607458912769,-0.00024252223120457828,0.00024252223120457828,0.002101859337105938,0.002829426030719673,-0.001131770412287847,0.03233629749393707,0.03831851253031526,0.01519805982215039,0.0009700889248180911,0.037429264349232105,0.027243330638641927,0.014632174616006521
30,30,0.9175424413904608,0.9138513513513513,0.9207253476611883,0.962626422250316,0.0024252223120452276,0.003476151980598252,0.0028294260307193397,0.0035569927243329635,0.0010509296685529135,0.01956345998383202,0.030315278900565956,0.02481810832659659,0.00153597413096207,0.01681487469684717,0.02239288601455136,0.02206952303961207
31,31,0.919967663702506,0.9165964616680707,0.9233802149178255,0.9601137800252844,0.0035569927243329635,0.0037186742118027194,0.0027485852869846283,0.00962004850444631,0.0020210185933711156,0.03508488278092159,0.021665319320937848,0.014227970897332298,-8.084074373493344e-05,0.03581244947453521,0.019482619240096866,0.0298302344381568
32,32,0.9159256265157639,0.9124579124579124,0.9193781605562579,0.9625987673830595,-0.0007275666936138458,0.0017784963621665373,0.0050121261115601,0.004850444624090566,-0.0010509296685530245,0.03476151980598219,0.034680679062247366,0.028455941794664485,-0.0008892481810833797,0.03168957154405805,0.02764753435731604,0.0301535974130962
33,33,0.9175424413904608,0.9137055837563451,0.9205844395280236,0.9628186894226718,-0.002101859337105827,0.00153597413096207,0.0006467259498788014,0.004527081649151166,-0.002667744543249917,0.0298302344381568,0.018674211802748752,0.025545675020210212,-0.0014551333872269145,0.026030719482619147,0.04874696847211002,0.010266774454325112
34,34,0.9248181083265966,0.9215189873417722,0.9281263168984408,0.963811630847029,0.0016168148746967814,0.0012126111560226693,0.005901374292643369,0.005578011317704079,0.004042037186742009,0.031042845594179358,0.028698464025868953,0.011156022635408158,-0.0007275666936136238,0.052950687146321784,0.028940986257073642,0.02643492320129337
35,35,0.9215844785772029,0.9181434599156119,0.9248683101559207,0.9610540455120101,0.00024252223120446725,0.0023443815683104052,0.005497170573969479,0.004850444624090455,-0.0014551333872271366,0.02206952303961207,0.02239288601455125,0.021665319320937626,-0.0012126111560226693,0.02950687146321762,0.027809215844785795,0.01827000808407464
