,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.fronttop_CO2_scaled,feature_importance.fronttop_CO2_fd1_scaled,feature_importance.fronttop_CO2_fd2_scaled,feature_importance.fronttop_CO2_fd3_scaled,feature_importance.fronttop_temperature_scaled,feature_importance.fronttop_temperature_fd1_scaled,feature_importance.fronttop_temperature_fd2_scaled,feature_importance.fronttop_temperature_fd3_scaled,feature_importance.fronttop_humidity_scaled,feature_importance.fronttop_humidity_fd1_scaled,feature_importance.fronttop_humidity_fd2_scaled,feature_importance.fronttop_humidity_fd3_scaled
12,12,0.8708333333333333,0.8143712574850299,0.8459165687426558,0.9496180963572268,0.016250000000000098,-0.0004166666666667318,-0.002083333333333215,-0.0012499999999999734,0.047083333333333255,0.0,-0.0033333333333334103,1.1102230246251565e-16,0.0,-0.005833333333333246,0.0029166666666666785,0.0
13,13,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.9567420681551115,0.1345833333333334,-0.0033333333333334103,-0.0033333333333334103,0.004166666666666652,0.0429166666666666,-0.015833333333333366,-0.01041666666666674,-0.01333333333333342,-0.007916666666666683,-0.0029166666666667895,-0.003750000000000031,0.0033333333333334103
14,14,0.8958333333333334,0.8587570621468926,0.8826380728554641,0.9367655699177437,0.18041666666666678,0.004166666666666763,0.0012499999999998623,0.004166666666666763,0.09291666666666665,0.007916666666666683,0.004583333333333384,-0.017083333333333228,-0.023749999999999938,0.015000000000000013,0.0062500000000002,0.010833333333333361
15,15,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.9380875440658049,0.10375000000000001,-0.002083333333333326,0.0016666666666667052,0.004166666666666652,0.09291666666666665,-0.009583333333333388,-0.012083333333333446,0.0024999999999999467,-0.005833333333333468,-0.006249999999999867,0.0033333333333334103,0.0050000000000000044
16,16,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.955713866039953,0.07958333333333334,-0.0029166666666665675,-0.004166666666666652,0.005833333333333246,0.06833333333333325,-0.012500000000000067,-0.014166666666666883,-0.011250000000000204,-0.022916666666666696,-0.01333333333333353,-0.004166666666666652,1.1102230246251565e-16
17,17,0.9041666666666667,0.8715083798882681,0.8935076380728555,0.9466803760282021,0.16625,-0.008333333333333304,0.00749999999999984,0.007499999999999951,0.09124999999999983,-0.011249999999999982,0.0029166666666667895,0.0012499999999999734,-0.021250000000000102,0.01041666666666663,0.022500000000000075,0.022500000000000075
18,18,0.8958333333333334,0.8587570621468926,0.8826380728554641,0.9322121034077556,0.1279166666666668,-0.0004166666666666208,0.006666666666666821,0.00374999999999992,0.057916666666666505,-0.0025000000000000577,-0.004999999999999893,-0.015833333333333366,0.0004166666666666208,0.004166666666666763,0.002083333333333326,0.007500000000000062
19,19,0.8666666666666667,0.8095238095238095,0.8425381903642772,0.96012044653349,0.0050000000000000044,-0.0004166666666667318,-0.002083333333333326,-0.0008333333333333526,0.023749999999999938,-0.015416666666666634,-0.004583333333333384,-0.029166666666666674,0.0016666666666667052,-0.008333333333333304,-0.005416666666666625,-0.00708333333333333
20,20,0.8791666666666667,0.8323699421965318,0.8608989424206815,0.8965922444183313,0.21749999999999992,-0.0029166666666666785,-0.015833333333333477,-0.014583333333333504,0.1529166666666666,-0.01666666666666672,0.012083333333333224,-0.0033333333333332993,-0.022500000000000075,-0.0024999999999999467,0.002083333333333215,0.020000000000000018
21,21,0.8833333333333333,0.8390804597701149,0.8663337250293772,0.967024089306698,0.0954166666666667,-0.01041666666666674,-0.004166666666666652,0.004583333333333384,0.047083333333333366,-0.016250000000000098,-0.032916666666666705,-0.03083333333333349,-0.004583333333333384,-0.0033333333333331883,0.0012499999999999734,0.002083333333333326
