,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.rightlow_CO2_scaled,feature_importance.rightlow_CO2_fd1_scaled,feature_importance.rightlow_CO2_fd2_scaled,feature_importance.rightlow_CO2_fd3_scaled
121,121,0.900398406374502,0.8792270531400966,0.9190935192780968,0.9754580257041291,0.005976095617529875,0.1270916334661354,0.12111553784860551,0.06733067729083653
122,122,0.9123505976095617,0.8910891089108911,0.9262373530216024,0.9818840579710145,0.006772908366533881,0.21513944223107562,0.12350597609561753,0.09083665338645419
123,123,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.940388296417829,0.00039840637450194727,0.0007968127490040056,0.021513944223107595,0.037051792828685204
124,124,0.9083665338645418,0.8888888888888888,0.9276729559748428,0.9721082854799016,-0.0007968127490038945,0.102390438247012,0.0701195219123506,0.03386454183266929
125,125,0.9083665338645418,0.8878048780487805,0.9253828274541974,0.9686218211648893,0.0011952191235059528,0.2227091633466134,0.10796812749003992,0.06653386454183263
126,126,0.9163346613545816,0.8975609756097561,0.9339622641509434,0.9806535411539514,0.012350597609561698,0.17848605577689236,0.09760956175298807,0.11872509960159361
127,127,0.9123505976095617,0.8932038834951457,0.9308176100628931,0.9705359584358764,0.009163346613545786,0.16454183266932265,0.1557768924302788,0.1155378486055777
128,128,0.900398406374502,0.8768472906403941,0.9145132622368062,0.9760732841126607,0.004382470119521864,0.1557768924302788,0.14342629482071712,0.11633466135458159
129,129,0.896414342629482,0.8725490196078431,0.9113686081487558,0.9746376811594203,-0.010756972111553798,0.14900398406374493,0.08326693227091642,0.06494023904382462
130,130,0.8725099601593626,0.8461538461538461,0.8902105550998086,0.9432595023243096,0.016334661354581614,0.021115537848605537,0.015936254980079778,0.009163346613545786
131,131,0.9083665338645418,0.8878048780487805,0.9253828274541974,0.9765518184304075,0.004382470119521864,0.1378486055776892,0.15657370517928282,0.05976095617529886
132,132,0.8645418326693227,0.839622641509434,0.8862113754443532,0.956043204812688,0.004780876494023922,0.008764940239043839,0.024302788844621448,0.005577689243027928
133,133,0.9123505976095617,0.8921568627450981,0.9285274815422477,0.9813371616078753,0.010756972111553909,0.15617529880478076,0.10039840637450193,0.08286852589641436
134,134,0.900398406374502,0.8792270531400966,0.9190935192780968,0.9686218211648893,0.0019920318725099584,0.12749003984063745,0.1880478087649401,0.07490039840637452
135,135,0.9043824701195219,0.8846153846153846,0.9245283018867925,0.971834837298332,0.00836653386454178,0.10358565737051795,0.10956175298804782,0.045418326693227096
136,136,0.9163346613545816,0.896551724137931,0.931672135630298,0.9823625922887613,0.007171314741035939,0.13625498007968118,0.1402390438247011,0.05338645418326693
137,137,0.852589641434263,0.8262910798122066,0.874487284659557,0.940935192780968,-0.0003984063745020583,-0.0015936254980079,-0.0019920318725099584,-0.004382470119521975
138,138,0.9163346613545816,0.896551724137931,0.931672135630298,0.9798331966092426,0.013147410358565925,0.1996015936254979,0.1856573705179282,0.12589641434262944
139,139,0.9083665338645418,0.8866995073891626,0.9230926989335522,0.9729286300246104,-0.00039840637450183625,0.23107569721115528,0.13625498007968118,0.04741035856573694
140,140,0.900398406374502,0.8792270531400966,0.9190935192780968,0.9686218211648893,0.005976095617529986,0.19920318725099595,0.20478087649402377,0.11912350597609556
141,141,0.900398406374502,0.8780487804878049,0.9168033907574515,0.9729969920700028,0.0023904382470120167,0.1509960159362549,0.1402390438247011,0.04701195219123511
142,142,0.9163346613545816,0.8911917098445595,0.9202214930270713,0.9760732841126607,0.003984063745020028,0.13306772908366526,0.10996015936254977,0.10438247011952184
143,143,0.8884462151394422,0.8613861386138614,0.9004990429313645,0.9688269073010665,-0.0019920318725099584,0.18685258964143414,0.10318725099601589,0.057370517928286846
144,144,0.900398406374502,0.8768472906403941,0.9145132622368062,0.9749111293409899,0.005976095617529986,0.15019920318725088,0.10039840637450193,0.0916334661354582
145,145,0.900398406374502,0.8792270531400966,0.9190935192780968,0.978192507519825,-0.007968127490039723,0.17848605577689236,0.11434262948207163,0.009561752988047845
146,146,0.900398406374502,0.8792270531400966,0.9190935192780968,0.9683483729833197,0.0011952191235059528,0.2127490039840636,0.18326693227091628,0.1286852589641434
147,147,0.900398406374502,0.8803827751196173,0.9213836477987422,0.9745693191140279,0.007968127490039945,0.11314741035856568,0.13466135458167328,0.07171314741035861
148,148,0.900398406374502,0.8792270531400966,0.9190935192780968,0.9797648345638502,0.002788844621514075,0.13306772908366526,0.09800796812749002,0.10756972111553786
149,149,0.8565737051792829,0.8317757009345794,0.8799220672682526,0.9425758818703855,0.002788844621513964,0.004382470119521864,0.003984063745020028,0.0023904382470120167
150,150,0.896414342629482,0.8737864077669902,0.9136587366694011,0.9613070823079026,0.013944223107569709,0.14541832669322707,0.06175298804780871,0.025099601593625454
