,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backtop_CO2_scaled
193,193,0.867579908675799,0.8342857142857143,0.8573690516946251,0.906025333789798,0.4114155251141553
194,194,0.8356164383561644,0.7906976744186046,0.8223211229031153,0.9029441971927421,0.35616438356164387
195,195,0.8447488584474886,0.8152173913043478,0.8406795617939062,0.8999486477233825,0.3981735159817352
196,196,0.7899543378995434,0.75,0.7844488188976377,0.8898493666552549,0.35479452054794525
197,197,0.8401826484018264,0.8066298342541437,0.8337470044505306,0.9057685724067099,0.4
198,198,0.7397260273972602,0.7192118226600985,0.7471328312221841,0.8581821294077371,0.2794520547945205
199,199,0.7899543378995434,0.7472527472527473,0.7829510441629579,0.8806059568640876,0.32922374429223744
200,200,0.7671232876712328,0.7329842931937173,0.766261554262239,0.8176138308798357,0.2771689497716895
201,201,0.8127853881278538,0.7657142857142857,0.8011383087983568,0.8926737418692228,0.3675799086757991
202,202,0.7351598173515982,0.7010309278350515,0.7357069496747689,0.8639164669633687,0.25844748858447497
203,203,0.771689497716895,0.7685185185185185,0.7896696336870934,0.8653714481342005,0.34109589041095895
204,204,0.8493150684931506,0.8070175438596491,0.8356299212598426,0.9116740842177337,0.4013698630136986
205,205,0.7853881278538812,0.7589743589743589,0.7880006846970216,0.8874529270797672,0.34611872146118716
206,206,0.7899543378995434,0.75,0.7844488188976377,0.8774392331393359,0.34337899543379
207,207,0.7488584474885844,0.7263681592039801,0.7550068469702156,0.8699931530297844,0.30776255707762556
208,208,0.8356164383561644,0.7857142857142857,0.8193255734337556,0.8960116398493667,0.3470319634703196
209,209,0.7625570776255708,0.723404255319149,0.7593289969188634,0.8712769599452242,0.2885844748858448
210,210,0.7077625570776256,0.6923076923076923,0.7180760013693941,0.8239472783293392,0.2703196347031963
211,211,0.8127853881278538,0.7783783783783784,0.8086271824717562,0.8974666210201985,0.36392694063926945
212,212,0.7945205479452054,0.7540983606557377,0.7883858267716535,0.8730742896268401,0.3410958904109589
213,213,0.7579908675799086,0.7103825136612022,0.750898664840808,0.8668264293050325,0.2831050228310502
214,214,0.8264840182648402,0.7764705882352941,0.811451557685724,0.9034577199589182,0.3726027397260274
215,215,0.7899543378995434,0.7553191489361702,0.7874443683669976,0.8687949332420404,0.34474885844748865
216,216,0.7214611872146118,0.6995073891625616,0.7283892502567614,0.8254022595001712,0.2785388127853881
217,217,0.8493150684931506,0.8176795580110497,0.843118794933242,0.8970386853817185,0.40821917808219177
218,218,0.7945205479452054,0.7567567567567568,0.7898836015063335,0.8712769599452241,0.3287671232876712
219,219,0.7625570776255708,0.7204301075268817,0.7578312221841835,0.8691372817528243,0.30319634703196346
220,220,0.7990867579908676,0.7528089887640449,0.7893272851763096,0.8965251626155427,0.3264840182648402
221,221,0.7397260273972602,0.7219512195121951,0.7486306059568641,0.8351591920575145,0.28721461187214614
222,222,0.7351598173515982,0.6947368421052632,0.7327114002054091,0.8539883601506333,0.28538812785388123
223,223,0.7442922374429224,0.711340206185567,0.7450787401574803,0.844744950359466,0.2812785388127854
224,224,0.8447488584474886,0.8,0.8301951386511468,0.9115884970900376,0.38356164383561653
225,225,0.8356164383561644,0.8,0.8283122218418351,0.8991783635741184,0.3744292237442922
226,226,0.8356164383561644,0.7931034482758621,0.8238188976377953,0.8952413557001027,0.37168949771689497
227,227,0.8264840182648402,0.7816091954022989,0.8144471071550838,0.8675967134542965,0.36438356164383556
228,228,0.8401826484018264,0.7976878612716763,0.827755905511811,0.8839438548442313,0.38538812785388127
229,229,0.7808219178082192,0.7333333333333333,0.7720814789455666,0.8877952755905512,0.319634703196347
230,230,0.7534246575342466,0.7244897959183674,0.7559483053748717,0.8677678877096885,0.29086757990867596
231,231,0.7945205479452054,0.7567567567567568,0.7898836015063335,0.8911331735706949,0.34246575342465757
232,232,0.7168949771689498,0.6836734693877551,0.718461143444026,0.8475693255734338,0.2552511415525115
233,233,0.776255707762557,0.7487179487179487,0.7786288942143101,0.8784662786716877,0.31780821917808216
234,234,0.8401826484018264,0.7928994082840237,0.8247603560424512,0.9116740842177335,0.39452054794520547
235,235,0.8264840182648402,0.7682926829268293,0.8069582334816844,0.9329852790140363,0.33059360730593607
236,236,0.7534246575342466,0.7272727272727273,0.7574460801095515,0.8618623758986648,0.3073059360730594
237,237,0.7397260273972602,0.7192118226600985,0.7471328312221841,0.8540739472783293,0.2986301369863014
238,238,0.8858447488584474,0.8603351955307262,0.8791081821294078,0.9121876069839097,0.43333333333333324
239,239,0.8538812785388128,0.813953488372093,0.8410647038685382,0.9153543307086615,0.3794520547945206
240,240,0.7990867579908676,0.7608695652173914,0.7938206093803493,0.8842862033550154,0.3438356164383562
241,241,0.7077625570776256,0.6893203883495146,0.7165782266347142,0.8504792879150975,0.2511415525114156
242,242,0.7853881278538812,0.7539267015706806,0.7850051352276618,0.858952413557001,0.3401826484018265
243,243,0.7351598173515982,0.7184466019417476,0.7446935980828484,0.8617767887709689,0.2949771689497718
244,244,0.8584474885844748,0.8287292817679558,0.8524905854159535,0.8610920917494008,0.4041095890410959
245,245,0.8082191780821918,0.7640449438202247,0.7986990756590209,0.8939575487846627,0.3607305936073059
246,246,0.8082191780821918,0.7666666666666667,0.8001968503937008,0.8839438548442313,0.3689497716894977
247,247,0.7899543378995434,0.75,0.7844488188976377,0.8925881547415269,0.3287671232876712
