,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.lefttop_CO2_scaled
151,151,0.6985294117647058,0.21153846153846154,0.5570048309178744,0.8609903381642512,0.036397058823529393
152,152,0.6617647058823529,0.0,0.5,0.8610507246376812,-1.1102230246251565e-16
153,153,0.6838235294117647,0.12244897959183673,0.532608695652174,0.8634661835748793,0.022058823529411686
154,154,0.6838235294117647,0.12244897959183673,0.532608695652174,0.8603864734299518,0.02169117647058827
155,155,0.6838235294117647,0.12244897959183673,0.532608695652174,0.8686594202898552,0.022058823529411686
156,156,0.6617647058823529,0.0,0.5,0.8619565217391304,-1.1102230246251565e-16
157,157,0.6617647058823529,0.0,0.5,0.8608695652173913,-1.1102230246251565e-16
158,158,0.7022058823529411,0.21359223300970873,0.5597826086956522,0.8628623188405798,0.0404411764705882
159,159,0.6617647058823529,0.0,0.5,0.8641304347826088,-1.1102230246251565e-16
160,160,0.6617647058823529,0.0,0.5,0.8669685990338164,-1.1102230246251565e-16
161,161,0.6727941176470589,0.06315789473684211,0.5163043478260869,0.861352657004831,0.011029411764705843
162,162,0.7316176470588235,0.35398230088495575,0.6059178743961353,0.8585144927536232,0.07205882352941173
163,163,0.6617647058823529,0.0,0.5,0.8634661835748793,-1.1102230246251565e-16
164,164,0.7058823529411765,0.24528301886792453,0.5678743961352657,0.8702898550724638,0.045588235294117596
165,165,0.6617647058823529,0.0,0.5,0.861413043478261,-1.1102230246251565e-16
166,166,0.6911764705882353,0.16,0.5434782608695652,0.8621980676328502,0.029779411764705777
167,167,0.6838235294117647,0.12244897959183673,0.532608695652174,0.8614734299516909,0.022426470588235325
168,168,0.6617647058823529,0.0,0.5,0.8620772946859903,-1.1102230246251565e-16
169,169,0.6617647058823529,0.0,0.5,0.861171497584541,-1.1102230246251565e-16
170,170,0.6727941176470589,0.06315789473684211,0.5163043478260869,0.8618961352657005,0.011029411764705843
171,171,0.6617647058823529,0.0,0.5,0.8658816425120773,-1.1102230246251565e-16
172,172,0.6911764705882353,0.16,0.5434782608695652,0.8657608695652175,0.02941176470588225
