,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.backlow_temperature_scaled,feature_importance.backlow_temperature_fd1_scaled,feature_importance.backlow_temperature_fd2_scaled,feature_importance.backlow_temperature_fd3_scaled,feature_importance.backlow_humidity_scaled,feature_importance.backlow_humidity_fd1_scaled,feature_importance.backlow_humidity_fd2_scaled,feature_importance.backlow_humidity_fd3_scaled
70,70,0.776255707762557,0.6754966887417219,0.7456778500513523,0.8623758986648409,0.04703196347031968,-0.001369863013698569,-0.03926940639269416,-0.013698630136986356,0.01872146118721474,0.02465753424657524,0.005936073059360725,-0.0018264840182649067
71,71,0.776255707762557,0.6878980891719745,0.750171174255392,0.8328483396097226,0.01187214611872145,-0.010045662100456654,0.002739726027397249,0.0031963470319634757,0.008219178082191858,0.07351598173515983,0.03196347031963476,0.05890410958904113
72,72,0.8264840182648402,0.7682926829268293,0.8069582334816844,0.8022937350222527,0.14474885844748864,-0.006849315068493067,-0.00776255707762552,0.008675799086757974,-0.02237442922374422,0.022831050228310557,0.03333333333333344,0.008219178082191858
73,73,0.817351598173516,0.7530864197530864,0.796088668264293,0.766261554262239,0.20867579908675804,0.00136986301369868,0.026027397260274032,0.011415525114155334,-0.022831050228310557,0.07397260273972606,0.03698630136986303,0.0365296803652968
74,74,0.7488584474885844,0.6258503401360545,0.7145669291338583,0.8268572406710031,0.025570776255707806,-0.0237442922374429,-0.07260273972602738,-0.037442922374429255,-0.06255707762557083,0.014155251141552472,0.007305936073059294,-0.004109589041095929
75,75,0.771689497716895,0.6710526315789473,0.7417408421773366,0.8521910304690176,0.005936073059360725,-0.037442922374429144,-0.04337899543378987,-0.07260273972602727,0.015068493150684925,0.06757990867579922,0.040182648401826504,0.0273972602739726
76,76,0.8538812785388128,0.8181818181818182,0.844060253337898,0.8473125641903458,0.006392694063926951,0.06438356164383552,0.01187214611872156,0.01963470319634697,0.012785388127854014,0.14885844748858446,0.06894977168949767,0.037442922374429366
77,77,0.7488584474885844,0.6357615894039735,0.7175624786032181,0.9149263950701815,0.01187214611872145,-0.00776255707762552,-0.012328767123287676,-0.04292237442922375,-0.0091324200913242,0.020091324200913196,0.009589041095890316,0.004109589041095818
78,78,0.730593607305936,0.5815602836879432,0.6913300239643958,0.748630605956864,0.03561643835616446,-0.018721461187214627,-0.01598173515981738,-0.022831050228310557,0.001369863013698569,-0.0018264840182647957,-0.019178082191780854,0.015981735159817267
79,79,0.7945205479452054,0.7169811320754716,0.7704125299554947,0.7883430332078055,0.06484018264840186,0.013698630136986356,0.010958904109588996,0.006849315068493067,-0.0009132420091323423,0.0328767123287671,0.04018264840182639,0.023287671232876672
80,80,0.7671232876712328,0.6622516556291391,0.7363060595686408,0.8640020540910647,0.049315068493150704,-0.0036529680365297024,-0.010045662100456765,-0.02785388127853894,-0.009589041095890427,0.012328767123287676,0.010045662100456654,0.045662100456621
81,81,0.7168949771689498,0.5694444444444444,0.6795190003423486,0.889934953782951,0.01050228310502288,-0.0036529680365295913,-0.007305936073059294,-0.019178082191780743,-0.015525114155251152,0.008219178082191858,0.008219178082191858,0.01598173515981738
82,82,0.771689497716895,0.6794871794871795,0.7447363916466964,0.8320780554604587,-0.00045662100456611565,-0.0091324200913242,-0.015525114155251152,-0.013242009132420018,-0.023287671232876672,0.04885844748858459,0.08127853881278535,0.026027397260274032
83,83,0.7808219178082192,0.6883116883116883,0.7526104073947278,0.7743923313933584,0.05936073059360736,-0.008675799086758085,-0.002739726027397249,-0.00776255707762552,-0.0004566210045662267,0.02648401826484026,0.041095890410958846,0.022831050228310446
84,84,0.7625570776255708,0.6533333333333333,0.7308712769599452,0.8341321465251627,0.009589041095890538,-0.029223744292237397,-0.027397260273972712,-0.02237442922374422,0.03789954337899548,0.06392694063926951,0.050684931506849384,0.04977168949771693
