,random_seed,accuracy,f1,balanced_acc,auc,feature_importance.frontlow_CO2_scaled
52,52,0.72,0.6926829268292682,0.727974828375286,0.8149722131415496,0.3044444444444444
53,53,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8207747629944426,0.2977777777777778
54,54,0.7244444444444444,0.7019230769230769,0.7350849950964367,0.8189767898005884,0.29911111111111116
55,55,0.7155555555555555,0.6893203883495146,0.7242154298790454,0.8188133376920562,0.28311111111111104
56,56,0.72,0.6956521739130435,0.7296502124877411,0.8163615560640733,0.3048888888888889
57,57,0.72,0.6956521739130435,0.7296502124877411,0.8184864334749918,0.2951111111111111
58,58,0.72,0.6956521739130435,0.7296502124877411,0.8155442955214123,0.3035555555555555
59,59,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8131742399476953,0.29200000000000004
60,60,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.807126511932004,0.2848888888888889
61,61,0.7155555555555555,0.6893203883495146,0.7242154298790454,0.8131742399476954,0.30399999999999994
62,62,0.72,0.6956521739130435,0.7296502124877411,0.8202026806145799,0.2964444444444444
63,63,0.72,0.6956521739130435,0.7296502124877411,0.8148904870872834,0.30133333333333334
64,64,0.7155555555555555,0.6893203883495146,0.7242154298790454,0.8132559660019615,0.2897777777777777
65,65,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8081889506374632,0.2924444444444445
66,66,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8126838836220988,0.29822222222222217
67,67,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8246158875449493,0.3048888888888889
68,68,0.72,0.6956521739130435,0.7296502124877411,0.8198757763975155,0.31377777777777766
69,69,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8205295848316444,0.30266666666666675
70,70,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8090062111801243,0.2968888888888889
71,71,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8183229813664598,0.312
72,72,0.72,0.6956521739130435,0.7296502124877411,0.8157894736842105,0.3048888888888888
73,73,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8094148414514547,0.2928888888888889
74,74,0.7288888888888889,0.7053140096618358,0.7388443935926774,0.821019941157241,0.3168888888888889
75,75,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8143184047074208,0.2955555555555556
76,76,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8056554429552141,0.2964444444444445
77,77,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8150539391958156,0.29200000000000004
78,78,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8116214449166395,0.2888888888888889
79,79,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8134194181104937,0.2844444444444445
80,80,0.72,0.6956521739130435,0.7296502124877411,0.8215102974828374,0.30133333333333334
81,81,0.7288888888888889,0.7053140096618358,0.7388443935926774,0.8216737495913699,0.3062222222222223
82,82,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8144001307616868,0.29066666666666663
83,83,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.81538084341288,0.2964444444444445
84,84,0.72,0.6956521739130435,0.7296502124877411,0.8197123242889834,0.2955555555555555
85,85,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8115397188623733,0.2924444444444445
86,86,0.72,0.6956521739130435,0.7296502124877411,0.8167701863354038,0.2986666666666667
87,87,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8251062438705459,0.30311111111111105
88,88,0.7288888888888889,0.7053140096618358,0.7388443935926774,0.8263321346845374,0.31200000000000006
89,89,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8245341614906834,0.3022222222222222
90,90,0.7155555555555555,0.6893203883495146,0.7242154298790454,0.8117848970251718,0.29155555555555546
91,91,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8097417456685193,0.29333333333333333
92,92,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8146453089244851,0.29555555555555546
93,93,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8150539391958156,0.2946666666666667
94,94,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8115397188623734,0.29822222222222217
95,95,0.7111111111111111,0.6829268292682927,0.7187806472703497,0.8112945406995752,0.2871111111111112
96,96,0.7244444444444444,0.6990291262135923,0.7334096109839817,0.8167701863354038,0.3075555555555556
